"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Met Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Met Office","Project Delivery","G6/G7","70","70","47350","46100"
"In post","2023","Project Delivery","Met Office","Project Delivery","SEO/HEO","35","35","35350","37420"
"In post","2023","Project Delivery","Met Office","Science and Engineering","EO","25","25","24970","24150"
"In post","2023","Project Delivery","Met Office","Science and Engineering","G6/G7","55","50","49520","47960"
"In post","2023","Project Delivery","Met Office","Science and Engineering","SEO/HEO","145","140","37050","37420"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","AA/AO","20","20","22830","22220"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","EO","185","180","27810","27140"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","775","770","59160","56180"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","75","75","86710","81870"
"In post","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","1700","1660","39550","41000"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","EO","40","35","27800","27170"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","G6/G7","115","115","57800","55770"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","195","190","37850","37680"
"In post","2023","Project Delivery","National Crime Agency","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Project Delivery","EO","20","20","31690","30740"
"In post","2023","Project Delivery","National Crime Agency","Project Delivery","G6/G7","15","15","63830","59440"
"In post","2023","Project Delivery","National Crime Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Crime Agency","Project Delivery","SEO/HEO","70","65","45030","47380"
"In post","2023","Project Delivery","National Savings and Investments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Savings and Investments","Project Delivery","G6/G7","20","20","56920","55590"
"In post","2023","Project Delivery","National Savings and Investments","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","National Savings and Investments","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Northern Ireland Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Northern Ireland Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","EO","10","10","29140","29690"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","G6/G7","35","35","55840","55060"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","SEO/HEO","20","20","39450","40000"
"In post","2023","Project Delivery","Office of Qualifications and Examinations Regulation","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Office of Rail and Road","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning Inspectorate","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","15","15","39490","39000"
"In post","2023","Project Delivery","Registers of Scotland","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Registers of Scotland","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Registers of Scotland","Project Delivery","SEO/HEO","15","15","46950","49870"
"In post","2023","Project Delivery","Rural Payments Agency","Project Delivery","EO","25","25","25820","25920"
"In post","2023","Project Delivery","Rural Payments Agency","Project Delivery","G6/G7","40","40","53540","50360"
"In post","2023","Project Delivery","Rural Payments Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Rural Payments Agency","Project Delivery","SEO/HEO","95","90","35370","37300"
"In post","2023","Project Delivery","Scottish Prison Service","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Scottish Prison Service","Project Delivery","G6/G7","10","10","59510","57260"
"In post","2023","Project Delivery","Scottish Prison Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Serious Fraud Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Serious Fraud Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Serious Fraud Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Serious Fraud Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Project Delivery","EO","10","10","26660","25900"
"In post","2023","Project Delivery","Standards and Testing Agency","Project Delivery","G6/G7","25","25","55910","52150"
"In post","2023","Project Delivery","Standards and Testing Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Project Delivery","SEO/HEO","70","70","38070","37590"
"In post","2023","Project Delivery","Standards and Testing Agency","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Standards and Testing Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Submarine Delivery Agency","Operational Delivery","Unknown","370","355","37350","33690"
"In post","2023","Project Delivery","Submarine Delivery Agency","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Submarine Delivery Agency","Project Delivery","Unknown","530","515","46070","42230"
"In post","2023","Project Delivery","Submarine Delivery Agency","Science and Engineering","Unknown","805","795","43840","42620"
"In post","2023","Project Delivery","The Insolvency Service","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","The Insolvency Service","Project Delivery","G6/G7","15","15","57430","55380"
"In post","2023","Project Delivery","The Insolvency Service","Project Delivery","SEO/HEO","35","35","39280","41880"
"In post","2023","Project Delivery","UK Debt Management Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Debt Management Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Export Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Hydrographic Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Policy","G6/G7","35","35","57560","55120"
"In post","2023","Project Delivery","UK Space Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Policy","SEO/HEO","40","40","39350","41060"
"In post","2023","Project Delivery","UK Space Agency","Project Delivery","G6/G7","40","40","55560","55120"
"In post","2023","Project Delivery","UK Space Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Project Delivery","SEO/HEO","40","40","38920","41060"
"In post","2023","Project Delivery","UK Space Agency","Science and Engineering","G6/G7","10","10","[c]","[c]"
"In post","2023","Project Delivery","UK Space Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Project Delivery","EO","10","10","25160","24840"
"In post","2023","Project Delivery","UK Statistics Authority","Project Delivery","G6/G7","100","95","54230","51460"
"In post","2023","Project Delivery","UK Statistics Authority","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","Project Delivery","UK Statistics Authority","Project Delivery","SEO/HEO","160","155","35260","37690"
