"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Defence Equipment and Support","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","South West (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","South West (England)","G7","15","[c]","59410","58250"
"Leaver CS","2023","40-49","Defence Equipment and Support","South West (England)","HEO","10","[c]","32510","33000"
"Leaver CS","2023","40-49","Defence Equipment and Support","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","South West (England)","SEO","30","[c]","42750","42620"
"Leaver CS","2023","40-49","Defence Equipment and Support","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Equipment and Support","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South East (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South West (England)","G7","20","[c]","49610","49260"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Defence Science and Technology Laboratory","South West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6","15","[c]","66620","64990"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G7","15","[c]","53860","53600"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","15","[c]","87720","73630"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6","10","[c]","66540","66150"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G7","15","[c]","55470","53030"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","West Midlands (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Education (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for International Trade","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","10","[c]","53750","53130"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","G7","10","[c]","57800","56390"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Transport (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","East Midlands (England)","AO","15","[c]","21560","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","East Midlands (England)","EO","50","[c]","27760","27570"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","East of England","EO","60","[c]","28780","29290"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","London","AO","25","[c]","25280","25610"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","London","EO","115","[c]","31490","31060"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North East (England)","AO","35","[c]","21590","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North East (England)","EO","20","[c]","27590","27570"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North East (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","AO","75","[c]","21550","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","EO","65","[c]","27850","28120"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Scotland","AO","65","[c]","21590","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Scotland","EO","40","[c]","27820","27570"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","South East (England)","AO","25","[c]","22400","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","South East (England)","EO","100","[c]","28530","28120"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","South West (England)","AO","25","[c]","21540","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","South West (England)","EO","60","[c]","27720","27570"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Wales","AO","55","[c]","21610","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Wales","EO","25","[c]","27990","28120"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","West Midlands (England)","AO","40","[c]","21560","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","West Midlands (England)","EO","55","[c]","27810","28120"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","AO","30","[c]","21590","21690"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","EO","40","[c]","27890","28120"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Disclosure Scotland","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Disclosure Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Disclosure Scotland","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Disclosure Scotland","Scotland","SEO","[c]","[c]","[c]","[c]"
