"Status","Year","Age","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Department for Education (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","South East (England)","G6","15","15","69070","68120"
"In post","2023","50-59","Department for Education (excl. agencies)","South East (England)","G7","10","10","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","South West (England)","G6","15","15","68580","67670"
"In post","2023","50-59","Department for Education (excl. agencies)","South West (England)","G7","10","10","52910","51360"
"In post","2023","50-59","Department for Education (excl. agencies)","South West (England)","HEO","10","10","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","South West (England)","SEO","10","10","38720","38210"
"In post","2023","50-59","Department for Education (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","EO","20","20","27250","26940"
"In post","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","G6","25","25","67050","67010"
"In post","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","G7","55","55","52640","51780"
"In post","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","HEO","35","30","32210","31200"
"In post","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","West Midlands (England)","SEO","45","45","40980","38210"
"In post","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","EO","20","20","27260","26940"
"In post","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","G6","35","35","65750","63510"
"In post","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","G7","95","90","52960","52150"
"In post","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","HEO","75","70","31720","31190"
"In post","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","SCS level","10","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Yorkshire and The Humber","SEO","100","95","39180","38070"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G6","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","G7","10","10","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","SEO","10","10","37380","37300"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","EO","10","10","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","G6","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","G7","20","15","49590","49400"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","HEO","15","15","30840","30320"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","SEO","20","20","37890","37300"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","15","15","25340","25340"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","55","55","29560","29250"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","55","55","66440","66030"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","125","125","55560","54950"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","65","65","34630","34180"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","30","30","90850","79090"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","90","90","41550","41350"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G6","15","15","60700","59340"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","G7","20","20","49710","49400"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","HEO","15","15","31230","30480"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","SEO","25","25","37770","37370"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","EO","10","10","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G6","15","15","60900","60240"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","G7","45","45","49910","49400"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","HEO","35","35","30760","30320"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","SEO","25","25","38150","37710"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","EO","15","10","26580","25920"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","G6","15","15","62910","62250"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","G7","35","35","51640","50340"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","HEO","15","15","32560","33060"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","SEO","30","30","38720","37820"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","EO","15","15","25950","25920"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G6","35","35","60910","60460"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","G7","65","65","49970","49400"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","HEO","25","25","30520","30320"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","SEO","70","65","38090","37710"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","G7","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","EO","5","5","[c]","[c]"
