"Status","Year","Age","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","West Yorkshire","Male","170","[c]","35920","28970"
"Leaver CS","2023","40-49","Bedfordshire and Hertfordshire","Female","50","[c]","31960","29290"
"Leaver CS","2023","40-49","Bedfordshire and Hertfordshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Female","85","[c]","32910","28120"
"Leaver CS","2023","40-49","Berkshire, Buckinghamshire and Oxfordshire","Male","80","[c]","37470","30180"
"Leaver CS","2023","40-49","Cheshire","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cheshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cornwall and Isles of Scilly","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cornwall and Isles of Scilly","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cumbria","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Derbyshire and Nottinghamshire","Female","115","[c]","33050","29590"
"Leaver CS","2023","40-49","Derbyshire and Nottinghamshire","Male","80","[c]","38400","29590"
"Leaver CS","2023","40-49","Devon","Female","60","[c]","37390","33570"
"Leaver CS","2023","40-49","Devon","Male","75","[c]","35760","34300"
"Leaver CS","2023","40-49","Dorset and Somerset","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Dorset and Somerset","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East Anglia","Female","105","[c]","30480","27570"
"Leaver CS","2023","40-49","East Anglia","Male","80","[c]","33770","29860"
"Leaver CS","2023","40-49","East Wales","Female","95","[c]","32970","27570"
"Leaver CS","2023","40-49","East Wales","Male","95","[c]","43320","35290"
"Leaver CS","2023","40-49","East Yorkshire and Northern Lincolnshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","East Yorkshire and Northern Lincolnshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Eastern Scotland","Female","120","[c]","34630","28120"
"Leaver CS","2023","40-49","Eastern Scotland","Male","80","[c]","39020","33520"
"Leaver CS","2023","40-49","Essex","Female","70","[c]","35190","29290"
"Leaver CS","2023","40-49","Essex","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Female","205","[c]","37470","33110"
"Leaver CS","2023","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","Male","200","[c]","42360","41130"
"Leaver CS","2023","40-49","Greater Manchester","Female","135","[c]","35390","28120"
"Leaver CS","2023","40-49","Greater Manchester","Male","130","[c]","39090","28120"
"Leaver CS","2023","40-49","Hampshire and Isle of Wight","Female","125","[c]","34890","27570"
"Leaver CS","2023","40-49","Hampshire and Isle of Wight","Male","115","[c]","34730","31110"
"Leaver CS","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Herefordshire, Worcestershire and Warwickshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Highlands and Islands","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Highlands and Islands","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Inner London - East","Female","220","[c]","49040","43050"
"Leaver CS","2023","40-49","Inner London - East","Male","165","[c]","58550","56340"
"Leaver CS","2023","40-49","Inner London - West","Female","470","[c]","54920","54050"
"Leaver CS","2023","40-49","Inner London - West","Male","400","[c]","60930","58140"
"Leaver CS","2023","40-49","Kent","Female","65","[c]","29070","29290"
"Leaver CS","2023","40-49","Kent","Male","65","[c]","31990","29290"
"Leaver CS","2023","40-49","Lancashire","Female","65","[c]","25740","21690"
"Leaver CS","2023","40-49","Lancashire","Male","65","[c]","32830","28120"
"Leaver CS","2023","40-49","Leicestershire, Rutland and Northamptonshire","Female","65","[c]","27640","27570"
"Leaver CS","2023","40-49","Leicestershire, Rutland and Northamptonshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Lincolnshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Merseyside","Female","100","[c]","28980","27570"
"Leaver CS","2023","40-49","Merseyside","Male","70","[c]","29610","25750"
"Leaver CS","2023","40-49","North Eastern Scotland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Eastern Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","North Yorkshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northern Ireland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Northumberland, and Tyne and Wear","Female","105","[c]","28360","24250"
"Leaver CS","2023","40-49","Northumberland, and Tyne and Wear","Male","75","[c]","36050","28120"
"Leaver CS","2023","40-49","Outer London - East and North East","Female","50","[c]","32100","31060"
"Leaver CS","2023","40-49","Outer London - East and North East","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Outer London - South","Female","70","[c]","39930","33440"
"Leaver CS","2023","40-49","Outer London - South","Male","55","[c]","43710","38410"
"Leaver CS","2023","40-49","Outer London - West and North West","Female","80","[c]","34600","31060"
"Leaver CS","2023","40-49","Outer London - West and North West","Male","55","[c]","38320","32330"
"Leaver CS","2023","40-49","Overseas","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Shropshire and Staffordshire","Female","80","[c]","28540","27270"
"Leaver CS","2023","40-49","Shropshire and Staffordshire","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","40-49","South Yorkshire","Female","60","[c]","33580","27160"
"Leaver CS","2023","40-49","South Yorkshire","Male","60","[c]","37170","36050"
"Leaver CS","2023","40-49","Southern Scotland","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Southern Scotland","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Surrey, East and West Sussex","Female","90","[c]","34420","28120"
"Leaver CS","2023","40-49","Surrey, East and West Sussex","Male","65","[c]","35910","28120"
"Leaver CS","2023","40-49","Tees Valley and Durham","Female","70","[c]","32440","22520"
"Leaver CS","2023","40-49","Tees Valley and Durham","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","West Central Scotland","Female","100","[c]","33410","26750"
"Leaver CS","2023","40-49","West Central Scotland","Male","100","[c]","36470","31960"
"Leaver CS","2023","40-49","West Midlands","Female","155","[c]","35570","28120"
"Leaver CS","2023","40-49","West Midlands","Male","120","[c]","40610","33650"
"Leaver CS","2023","40-49","West Wales and The Valleys","Female","125","[c]","26120","22500"
"Leaver CS","2023","40-49","West Wales and The Valleys","Male","70","[c]","27780","26520"
"Leaver CS","2023","40-49","West Yorkshire","Female","125","[c]","38520","32770"
"Leaver CS","2023","40-49","West Yorkshire","Male","115","[c]","44690","39820"
"Leaver CS","2023","50-59","Bedfordshire and Hertfordshire","Female","65","[c]","35590","29290"
"Leaver CS","2023","50-59","Bedfordshire and Hertfordshire","Male","50","[c]","34520","29290"
"Leaver CS","2023","50-59","Berkshire, Buckinghamshire and Oxfordshire","Female","115","[c]","35780","28670"
"Leaver CS","2023","50-59","Berkshire, Buckinghamshire and Oxfordshire","Male","95","[c]","41950","40060"
"Leaver CS","2023","50-59","Cheshire","Female","45","[c]","31060","28120"
"Leaver CS","2023","50-59","Cheshire","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Cornwall and Isles of Scilly","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Cornwall and Isles of Scilly","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Cumbria","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Cumbria","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Derbyshire and Nottinghamshire","Female","140","[c]","32680","27570"
"Leaver CS","2023","50-59","Derbyshire and Nottinghamshire","Male","115","[c]","34600","28120"
"Leaver CS","2023","50-59","Devon","Female","85","[c]","32570","27670"
"Leaver CS","2023","50-59","Devon","Male","95","[c]","36860","32710"
"Leaver CS","2023","50-59","Dorset and Somerset","Female","50","[c]","32860","27570"
"Leaver CS","2023","50-59","Dorset and Somerset","Male","70","[c]","32540","27540"
"Leaver CS","2023","50-59","East Anglia","Female","130","[c]","31290","27570"
"Leaver CS","2023","50-59","East Anglia","Male","130","[c]","39490","30370"
"Leaver CS","2023","50-59","East Wales","Female","140","[c]","33170","28120"
"Leaver CS","2023","50-59","East Wales","Male","115","[c]","40680","32730"
"Leaver CS","2023","50-59","East Yorkshire and Northern Lincolnshire","Female","50","[c]","28870","27820"
"Leaver CS","2023","50-59","East Yorkshire and Northern Lincolnshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Eastern Scotland","Female","150","[c]","38640","29450"
"Leaver CS","2023","50-59","Eastern Scotland","Male","145","[c]","39590","37060"
"Leaver CS","2023","50-59","Essex","Female","75","[c]","33010","29290"
"Leaver CS","2023","50-59","Essex","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","Female","200","[c]","37330","33210"
"Leaver CS","2023","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","Male","265","[c]","45190","41890"
"Leaver CS","2023","50-59","Greater Manchester","Female","215","[c]","28990","21780"
"Leaver CS","2023","50-59","Greater Manchester","Male","150","[c]","33310","26960"
"Leaver CS","2023","50-59","Hampshire and Isle of Wight","Female","220","[c]","28420","22220"
"Leaver CS","2023","50-59","Hampshire and Isle of Wight","Male","185","[c]","34020","27530"
"Leaver CS","2023","50-59","Herefordshire, Worcestershire and Warwickshire","Female","40","[c]","27450","21730"
"Leaver CS","2023","50-59","Herefordshire, Worcestershire and Warwickshire","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Highlands and Islands","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Highlands and Islands","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Inner London - East","Female","130","[c]","42950","31770"
"Leaver CS","2023","50-59","Inner London - East","Male","135","[c]","53680","52250"
"Leaver CS","2023","50-59","Inner London - West","Female","350","[c]","55570","53400"
"Leaver CS","2023","50-59","Inner London - West","Male","350","[c]","59010","54360"
"Leaver CS","2023","50-59","Kent","Female","85","[c]","33050","29290"
"Leaver CS","2023","50-59","Kent","Male","75","[c]","32980","28570"
"Leaver CS","2023","50-59","Lancashire","Female","145","[c]","31800","27840"
"Leaver CS","2023","50-59","Lancashire","Male","100","[c]","34870","28120"
"Leaver CS","2023","50-59","Leicestershire, Rutland and Northamptonshire","Female","75","[c]","29780","27570"
"Leaver CS","2023","50-59","Leicestershire, Rutland and Northamptonshire","Male","65","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Lincolnshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Lincolnshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Merseyside","Female","160","[c]","30540","27570"
"Leaver CS","2023","50-59","Merseyside","Male","120","[c]","33300","26770"
"Leaver CS","2023","50-59","North Eastern Scotland","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","North Eastern Scotland","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","North Yorkshire","Female","55","[c]","36340","26960"
"Leaver CS","2023","50-59","North Yorkshire","Male","35","[c]","33210","32000"
"Leaver CS","2023","50-59","Northern Ireland","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Northern Ireland","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Northumberland, and Tyne and Wear","Female","170","[c]","35180","27570"
"Leaver CS","2023","50-59","Northumberland, and Tyne and Wear","Male","105","[c]","36060","30330"
"Leaver CS","2023","50-59","Outer London - East and North East","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Outer London - East and North East","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Outer London - South","Female","80","[c]","37640","32520"
"Leaver CS","2023","50-59","Outer London - South","Male","75","[c]","42470","37890"
"Leaver CS","2023","50-59","Outer London - West and North West","Female","70","[c]","36790","31060"
"Leaver CS","2023","50-59","Outer London - West and North West","Male","55","[c]","39950","33180"
"Leaver CS","2023","50-59","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Shropshire and Staffordshire","Female","125","[c]","29170","23180"
"Leaver CS","2023","50-59","Shropshire and Staffordshire","Male","105","[c]","29510","27570"
"Leaver CS","2023","50-59","South Yorkshire","Female","85","[c]","32250","27570"
"Leaver CS","2023","50-59","South Yorkshire","Male","55","[c]","40080","36410"
"Leaver CS","2023","50-59","Southern Scotland","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Southern Scotland","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Surrey, East and West Sussex","Female","105","[c]","30870","27570"
"Leaver CS","2023","50-59","Surrey, East and West Sussex","Male","85","[c]","29190","27570"
"Leaver CS","2023","50-59","Tees Valley and Durham","Female","120","[c]","27430","25880"
"Leaver CS","2023","50-59","Tees Valley and Durham","Male","90","[c]","33250","28100"
"Leaver CS","2023","50-59","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Male","45","[c]","44230","39910"
"Leaver CS","2023","50-59","West Central Scotland","Female","140","[c]","31420","27520"
"Leaver CS","2023","50-59","West Central Scotland","Male","145","[c]","33790","28490"
"Leaver CS","2023","50-59","West Midlands","Female","180","[c]","34050","28120"
"Leaver CS","2023","50-59","West Midlands","Male","95","[c]","39410","29130"
"Leaver CS","2023","50-59","West Wales and The Valleys","Female","135","[c]","29230","22500"
"Leaver CS","2023","50-59","West Wales and The Valleys","Male","85","[c]","31780","26320"
"Leaver CS","2023","50-59","West Yorkshire","Female","165","[c]","38410","28590"
"Leaver CS","2023","50-59","West Yorkshire","Male","140","[c]","43410","36040"
"Leaver CS","2023","60-64","Bedfordshire and Hertfordshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Bedfordshire and Hertfordshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Berkshire, Buckinghamshire and Oxfordshire","Female","55","[c]","40580","33300"
"Leaver CS","2023","60-64","Berkshire, Buckinghamshire and Oxfordshire","Male","55","[c]","44520","43450"
"Leaver CS","2023","60-64","Cheshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cheshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cornwall and Isles of Scilly","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cornwall and Isles of Scilly","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cumbria","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Derbyshire and Nottinghamshire","Female","90","[c]","30040","27570"
"Leaver CS","2023","60-64","Derbyshire and Nottinghamshire","Male","65","[c]","34730","28120"
"Leaver CS","2023","60-64","Devon","Female","55","[c]","30000","22520"
"Leaver CS","2023","60-64","Devon","Male","65","[c]","37820","34450"
"Leaver CS","2023","60-64","Dorset and Somerset","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Dorset and Somerset","Male","55","[c]","32440","30900"
"Leaver CS","2023","60-64","East Anglia","Female","75","[c]","29630","27570"
"Leaver CS","2023","60-64","East Anglia","Male","95","[c]","37420","32950"
"Leaver CS","2023","60-64","East Wales","Female","95","[c]","33880","27520"
"Leaver CS","2023","60-64","East Wales","Male","90","[c]","46280","43040"
"Leaver CS","2023","60-64","East Yorkshire and Northern Lincolnshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","East Yorkshire and Northern Lincolnshire","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Eastern Scotland","Female","130","[c]","37900","31940"
"Leaver CS","2023","60-64","Eastern Scotland","Male","140","[c]","39800","37060"
"Leaver CS","2023","60-64","Essex","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Essex","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","Female","135","[c]","34930","28120"
