"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Crown Commercial Service","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Human Resources","Crown Commercial Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","Female","35","30","36980","33120"
"In post","2023","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","London","Female","45","45","44310","35280"
"In post","2023","Human Resources","Crown Prosecution Service","London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Crown Prosecution Service","Outside London","Female","100","95","36950","32390"
"In post","2023","Human Resources","Crown Prosecution Service","Outside London","Male","35","35","37000","32160"
"In post","2023","Human Resources","Defence Electronics and Components Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Defence Electronics and Components Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Equipment and Support","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Defence Equipment and Support","Outside London","Female","155","145","39050","33330"
"In post","2023","Human Resources","Defence Equipment and Support","Outside London","Male","50","45","43010","39500"
"In post","2023","Human Resources","Defence Science and Technology Laboratory","Outside London","Female","90","85","36810","34260"
"In post","2023","Human Resources","Defence Science and Technology Laboratory","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","65","60","51190","54710"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","35","35","56090","56500"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Female","35","35","47800","37120"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","London","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","London","Male","10","5","[c]","[c]"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Outside London","Female","125","115","36960","32000"
"In post","2023","Human Resources","Department for Education (excl. agencies)","Outside London","Male","35","35","39720","31800"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","35","35","46480","42660"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","190","175","43810","39120"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","55","55","44310","45200"
"In post","2023","Human Resources","Department for International Trade","London","Female","75","70","46260","41750"
"In post","2023","Human Resources","Department for International Trade","London","Male","35","35","42460","35010"
"In post","2023","Human Resources","Department for International Trade","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","35","30","36600","31290"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","London","Female","50","50","51590","51340"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Outside London","Female","40","40","40800","39630"
"In post","2023","Human Resources","Department for Transport (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","London","Female","170","160","42330","39150"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","London","Male","80","80","41420","39150"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","Female","840","765","35300","34170"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Outside London","Male","475","460","33930","28120"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","London","Female","50","50","49020","49130"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","London","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","Female","45","45","36340","30370"
"In post","2023","Human Resources","Department of Health and Social Care (excl. agencies)","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Outside London","Female","125","115","34420","31660"
"In post","2023","Human Resources","Driver and Vehicle Licensing Agency","Outside London","Male","30","30","34080","31660"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Outside London","Female","75","70","37840","39430"
"In post","2023","Human Resources","Driver and Vehicle Standards Agency","Outside London","Male","55","50","35570","33850"
"In post","2023","Human Resources","Education and Skills Funding Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Education and Skills Funding Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","FCDO Services","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","FCDO Services","Outside London","Female","40","40","41320","32900"
"In post","2023","Human Resources","FCDO Services","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Outside London","Female","35","30","39530","33170"
"In post","2023","Human Resources","Food Standards Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","155","150","48280","42600"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","115","115","52390","45930"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","40","35","38800","34940"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Actuary's Department","London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Internal Audit Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Legal Department","London","Female","50","45","40720","37750"
"In post","2023","Human Resources","Government Legal Department","London","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Government Legal Department","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Government Legal Department","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Courts and Tribunals Service","London","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","HM Courts and Tribunals Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Courts and Tribunals Service","Outside London","Female","45","45","38520","37680"
"In post","2023","Human Resources","HM Courts and Tribunals Service","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Outside London","Female","75","70","38600","34850"
"In post","2023","Human Resources","HM Land Registry","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","HM Prison and Probation Service","London","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","HM Prison and Probation Service","London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","HM Prison and Probation Service","Outside London","Female","70","70","45560","45220"
"In post","2023","Human Resources","HM Prison and Probation Service","Outside London","Male","45","45","50050","50920"
"In post","2023","Human Resources","HM Revenue and Customs (excl. agencies)","London","Female","135","130","57610","61530"
"In post","2023","Human Resources","HM Revenue and Customs (excl. agencies)","London","Male","45","45","53420","47360"
"In post","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","Female","825","770","40070","35000"
"In post","2023","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","Male","500","485","38290","35000"
"In post","2023","Human Resources","HM Treasury (excl. agencies)","London","Female","45","40","48680","53550"
"In post","2023","Human Resources","HM Treasury (excl. agencies)","London","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","HM Treasury (excl. agencies)","Outside London","Female","30","30","29940","25460"
"In post","2023","Human Resources","HM Treasury (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Health and Safety Executive","Outside London","Female","75","70","40040","39100"
"In post","2023","Human Resources","Health and Safety Executive","Outside London","Male","35","35","45220","45300"
"In post","2023","Human Resources","Home Office","London","Female","210","200","46770","43210"
"In post","2023","Human Resources","Home Office","London","Male","100","100","47620","43720"
"In post","2023","Human Resources","Home Office","Outside London","Female","115","110","41630","39000"
"In post","2023","Human Resources","Home Office","Outside London","Male","60","60","43370","39190"
"In post","2023","Human Resources","Institute for Apprenticeships and Technical Education","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Intellectual Property Office","Outside London","Female","50","45","38200","32660"
"In post","2023","Human Resources","Intellectual Property Office","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Maritime and Coastguard Agency","Outside London","Female","30","25","33190","29560"
"In post","2023","Human Resources","Maritime and Coastguard Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Met Office","Outside London","Female","55","50","37940","35670"
"In post","2023","Human Resources","Met Office","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","London","Female","160","155","49430","45750"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","London","Male","105","105","47190","43860"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","Outside London","Female","1500","1425","32190","27740"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","Outside London","Male","1920","1890","33930","33470"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Female","160","160","55470","56000"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","Overseas","Male","70","70","61680","60860"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice (excl. agencies)","London","Female","215","205","48030","43650"
"In post","2023","Human Resources","Ministry of Justice (excl. agencies)","London","Male","95","95","45630","43650"
"In post","2023","Human Resources","Ministry of Justice (excl. agencies)","Outside London","Female","630","600","37270","33600"
"In post","2023","Human Resources","Ministry of Justice (excl. agencies)","Outside London","Male","235","225","38330","34450"
"In post","2023","Human Resources","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","London","Female","35","30","48820","47710"
"In post","2023","Human Resources","National Crime Agency","London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Outside London","Female","85","80","38700","38640"
"In post","2023","Human Resources","National Crime Agency","Outside London","Male","55","55","42960","40210"
"In post","2023","Human Resources","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Female","50","45","38950","33130"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","London","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","London","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning Inspectorate","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Planning Inspectorate","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Registers of Scotland","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","Registers of Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","Scottish Courts and Tribunals Service","Outside London","Female","30","25","38280","36700"
"In post","2023","Human Resources","Scottish Courts and Tribunals Service","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","Scottish Prison Service","Outside London","Female","100","95","37130","37060"
"In post","2023","Human Resources","Scottish Prison Service","Outside London","Male","55","55","43010","42590"
"In post","2023","Human Resources","Serious Fraud Office","London","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Submarine Delivery Agency","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Human Resources","Submarine Delivery Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","The Insolvency Service","London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","The Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","The Insolvency Service","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Human Resources","The Insolvency Service","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","The National Archives","London","Female","15","10","[c]","[c]"
"In post","2023","Human Resources","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Debt Management Office","London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","London","Female","25","20","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","London","Male","10","10","[c]","[c]"
"In post","2023","Human Resources","UK Health Security Agency","London","Female","65","65","40580","32980"
"In post","2023","Human Resources","UK Health Security Agency","London","Male","20","20","[c]","[c]"
"In post","2023","Human Resources","UK Health Security Agency","Outside London","Female","70","65","41340","37060"
"In post","2023","Human Resources","UK Health Security Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Human Resources","UK Hydrographic Office","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Human Resources","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Space Agency","London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Space Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Space Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Space Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","Outside London","Female","165","145","36180","31660"
"In post","2023","Human Resources","UK Statistics Authority","Outside London","Male","40","40","34710","32710"
"In post","2023","Human Resources","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Valuation Office Agency","London","Female","15","15","[c]","[c]"
"In post","2023","Human Resources","Valuation Office Agency","London","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Valuation Office Agency","Outside London","Female","55","50","36690","32970"
"In post","2023","Human Resources","Valuation Office Agency","Outside London","Male","35","35","37550","34220"
"In post","2023","Human Resources","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Vehicle Certification Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Defence Science and Technology Laboratory","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Defence Science and Technology Laboratory","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","FCDO Services","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","FCDO Services","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","FCDO Services","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","Government Internal Audit Agency","London","Female","55","50","51000","48000"
"In post","2023","Internal Audit","Government Internal Audit Agency","London","Male","70","70","57450","55210"
"In post","2023","Internal Audit","Government Internal Audit Agency","Outside London","Female","110","100","47650","45310"
"In post","2023","Internal Audit","Government Internal Audit Agency","Outside London","Male","90","85","52730","51350"
"In post","2023","Internal Audit","Government Internal Audit Agency","Unknown","Female","10","5","[c]","[c]"
"In post","2023","Internal Audit","Government Internal Audit Agency","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Prison and Probation Service","London","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","HM Prison and Probation Service","London","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Prison and Probation Service","Outside London","Female","30","30","[c]","[c]"
"In post","2023","Internal Audit","HM Prison and Probation Service","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","London","Female","10","5","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","London","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Internal Audit","Institute for Apprenticeships and Technical Education","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Institute for Apprenticeships and Technical Education","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Intellectual Property Office","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","Intellectual Property Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Maritime and Coastguard Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Maritime and Coastguard Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Met Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Met Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","Female","55","55","35060","33990"
"In post","2023","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","Male","40","40","37980","36020"
"In post","2023","Internal Audit","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Prison Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Prison Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Hydrographic Office","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Vehicle Certification Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Office","London","Female","25","20","[c]","[c]"
"In post","2023","Legal","Attorney General's Office","London","Male","15","15","[c]","[c]"
"In post","2023","Legal","Cabinet Office (excl. agencies)","London","Female","30","25","[c]","[c]"
