"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","Outside London","Female","95","80","33190","31510"
"In post","2023","Commercial","Driver and Vehicle Licensing Agency","Outside London","Male","90","85","34610","31660"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","Outside London","Female","30","30","36970","35450"
"In post","2023","Commercial","Driver and Vehicle Standards Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Education and Skills Funding Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Outside London","Female","40","40","42790","40750"
"In post","2023","Commercial","FCDO Services","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","FCDO Services","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","London","Female","290","285","74590","67200"
"In post","2023","Commercial","Government Commercial Organisation","London","Male","355","355","82260","69870"
"In post","2023","Commercial","Government Commercial Organisation","Outside London","Female","405","395","68490","65910"
"In post","2023","Commercial","Government Commercial Organisation","Outside London","Male","435","435","73210","67580"
"In post","2023","Commercial","Government Commercial Organisation","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Commercial Organisation","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","Female","65","60","38110","41780"
"In post","2023","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","Male","70","70","39840","35030"
"In post","2023","Commercial","HM Treasury (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Health and Safety Executive","Outside London","Female","30","30","36530","29150"
"In post","2023","Commercial","Health and Safety Executive","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Home Office","London","Female","35","35","42200","43210"
"In post","2023","Commercial","Home Office","London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Home Office","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Home Office","Outside London","Male","40","40","38220","39190"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Institute for Apprenticeships and Technical Education","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Intellectual Property Office","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Maritime and Coastguard Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","London","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","London","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Met Office","London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Met Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Met Office","Outside London","Female","90","80","42000","39700"
"In post","2023","Commercial","Met Office","Outside London","Male","70","65","45970","47960"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","London","Female","30","30","41040","38020"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","London","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","Outside London","Female","565","540","36710","35490"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","Outside London","Male","360","355","37240","35570"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence (excl. agencies)","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","London","Female","55","55","40750","43650"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","London","Male","50","50","43180","43650"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","Outside London","Female","95","90","33700","33090"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","Outside London","Male","80","80","30950","26410"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Savings and Investments","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Planning Inspectorate","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Planning Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Registers of Scotland","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Courts and Tribunals Service","Outside London","Male","10","10","[c]","[c]"
