"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","London","45","[c]","38500","31340"
"Leaver CS","2023","Unknown","Black","No function","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","South East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Mixed","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
