"Status","Year","Disability","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Black","Legal","South East (England)","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Unknown","Black","No function","East Midlands (England)","20","20","[c]","[c]"
"In post","2023","Unknown","Black","No function","East of England","25","20","[c]","[c]"
"In post","2023","Unknown","Black","No function","London","400","390","38170","34500"
"In post","2023","Unknown","Black","No function","North East (England)","10","5","[c]","[c]"
"In post","2023","Unknown","Black","No function","North West (England)","55","55","28170","26310"
"In post","2023","Unknown","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","No function","Overseas","25","25","[c]","[c]"
"In post","2023","Unknown","Black","No function","Scotland","15","15","[c]","[c]"
"In post","2023","Unknown","Black","No function","South East (England)","40","35","28280","26880"
"In post","2023","Unknown","Black","No function","South West (England)","25","25","[c]","[c]"
"In post","2023","Unknown","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","No function","Wales","15","15","[c]","[c]"
"In post","2023","Unknown","Black","No function","West Midlands (England)","55","50","30720","27730"
"In post","2023","Unknown","Black","No function","Yorkshire and The Humber","40","40","29460","25880"
"In post","2023","Unknown","Black","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","London","95","90","44660","41190"
"In post","2023","Unknown","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","London","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","London","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","London","30","30","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Scotland","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","London","30","30","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","South East (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Wales","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","London","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","North West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","London","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","North West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","London","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","South West (England)","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data & Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","London","20","20","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","South West (England)","5","5","[c]","[c]"
