"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","AA/AO","135","120","21640","21780"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","EO","90","85","25990","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","G6/G7","10","10","59060","59590"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","SEO/HEO","90","90","32480","31270"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Commercial","EO","25","25","26620","26410"
"In post","2023","Crown Commercial Service","Cabinet Office","Commercial","G6/G7","20","15","55180","53070"
"In post","2023","Crown Commercial Service","Cabinet Office","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Commercial","SEO/HEO","290","280","36760","39860"
"In post","2023","Crown Commercial Service","Cabinet Office","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Communications","SEO/HEO","15","15","36360","37230"
"In post","2023","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","EO","20","15","27280","26550"
"In post","2023","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","G6/G7","50","50","57060","55000"
"In post","2023","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Digital, Data and Technology","SEO/HEO","55","50","37500","40330"
"In post","2023","Crown Commercial Service","Cabinet Office","Finance","EO","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Finance","G6/G7","15","15","59920","58190"
"In post","2023","Crown Commercial Service","Cabinet Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Finance","SEO/HEO","10","10","38220","40450"
"In post","2023","Crown Commercial Service","Cabinet Office","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Human Resources","G6/G7","10","10","57360","56990"
"In post","2023","Crown Commercial Service","Cabinet Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Human Resources","SEO/HEO","15","15","35850","33950"
"In post","2023","Crown Commercial Service","Cabinet Office","Operational Delivery","AA/AO","20","20","21580","21040"
"In post","2023","Crown Commercial Service","Cabinet Office","Operational Delivery","EO","35","35","26090","26410"
"In post","2023","Crown Commercial Service","Cabinet Office","Operational Delivery","G6/G7","75","75","56190","55770"
"In post","2023","Crown Commercial Service","Cabinet Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Operational Delivery","SEO/HEO","40","40","35810","33800"
"In post","2023","Crown Commercial Service","Cabinet Office","Policy","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","EO","15","15","34810","35490"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","G6/G7","10","10","70540","70280"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","SEO/HEO","35","35","43870","42940"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","SEO/HEO","10","10","43010","43440"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","G6/G7","10","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","SEO/HEO","20","20","37420","35530"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","G6/G7","680","640","61510","58850"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","SCS level","20","20","89730","85200"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","AA/AO","755","690","23990","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","EO","365","350","30090","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","G6/G7","15","15","65700","65280"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","SEO/HEO","420","400","36970","37940"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","G6/G7","15","15","64570","65280"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Commercial","EO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Commercial","SEO/HEO","20","20","37820","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Communications","EO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Communications","G6/G7","15","10","60510","55850"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Communications","SEO/HEO","45","45","38790","40540"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","EO","20","20","27480","27400"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","G6/G7","40","40","58100","52880"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","65","65","36160","33810"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Finance","AA/AO","65","55","22850","22870"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Finance","EO","50","45","27680","27400"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Finance","G6/G7","10","10","60790","56950"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Finance","SEO/HEO","55","55","35300","33300"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Human Resources","AA/AO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Human Resources","EO","30","30","27630","27420"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Human Resources","G6/G7","40","40","59270","56950"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Human Resources","SEO/HEO","90","85","34950","33100"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Knowledge and Information Management","EO","15","15","28430","28540"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Knowledge and Information Management","G6/G7","15","15","55730","55850"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","30","30","36320","36970"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Legal","EO","125","120","28230","28200"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Legal","G6/G7","2845","2635","58360","56450"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Legal","SCS level","65","65","95610","91010"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Legal","SEO/HEO","345","325","38380","38760"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","AA/AO","1510","1395","23180","22870"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","EO","1275","1185","28520","28850"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","G6/G7","90","90","62730","59610"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","SEO/HEO","355","345","35290","33810"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Other","EO","10","10","28220","28200"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Policy","EO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Policy","G6/G7","60","55","60210","58070"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Policy","SEO/HEO","35","35","37570","38940"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Project Delivery","EO","10","10","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Project Delivery","G6/G7","10","10","57150","52880"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Project Delivery","SEO/HEO","60","60","36640","35550"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Property","SEO/HEO","25","25","33360","33000"
"In post","2023","Crown Prosecution Service","Attorney General's Departments","Security","SEO/HEO","15","15","32410","32660"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Commercial","EO","10","10","28660","28030"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Commercial","SEO/HEO","10","10","36840","34680"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Medicine","EO","15","10","29970","30060"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","AA/AO","20","20","22720","22210"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","EO","30","30","28570","27980"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","SEO/HEO","20","20","39660","36930"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Other","EO","25","20","27240","27130"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Property","AA/AO","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Property","EO","5","5","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","AA/AO","60","55","20030","19840"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","EO","140","135","29380","30060"
"In post","2023","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","SEO/HEO","45","45","35080","34680"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","AA/AO","120","115","23790","22640"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","EO","45","45","26440","26000"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","G6/G7","215","205","59680","55500"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","SCS level","15","15","97530","96450"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Commercial","SEO/HEO","525","500","38380","38760"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Communications","G6/G7","10","10","55660","52750"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Communications","SEO/HEO","25","20","37160","38790"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","AA/AO","50","45","23110","23060"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","EO","60","55","28550","28600"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","G6/G7","65","65","58000","57560"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","SEO/HEO","260","255","37620","38680"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Finance","AA/AO","95","95","21750","20090"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Finance","EO","60","60","26390","26000"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Finance","G6/G7","90","90","63730","60590"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Finance","SCS level","10","10","128070","114950"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Finance","SEO/HEO","190","180","38050","35200"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","AA/AO","40","40","21680","21290"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","EO","30","25","26690","26000"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","G6/G7","45","45","56560","55620"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","SCS level","10","10","97810","96080"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Human Resources","SEO/HEO","75","70","36590","38790"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","AA/AO","730","695","22120","21420"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","EO","260","255","28400","28600"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","G6/G7","300","295","56050","52500"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Operational Delivery","SEO/HEO","1240","1200","36150","35200"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","AA/AO","270","245","22340","22100"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","EO","85","75","26780","26810"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","G6/G7","195","190","57020","54510"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","SCS level","25","25","110620","104220"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Other","SEO/HEO","630","590","35990","34080"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","AA/AO","100","100","23090","24750"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","EO","90","85","26400","26000"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","G6/G7","550","535","57360","55900"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","SCS level","35","35","94060","89990"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Project Delivery","SEO/HEO","1365","1310","37880","38790"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","AA/AO","270","270","23750","27540"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","EO","105","105","26790","26520"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","G6/G7","460","445","60570","57900"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Science and Engineering","SEO/HEO","1875","1825","40470","42620"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Security","EO","10","10","[c]","[c]"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Security","G6/G7","10","10","53630","52500"
"In post","2023","Defence Equipment and Support","Ministry of Defence","Security","SEO/HEO","50","50","37200","38790"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","EO","20","20","24420","24630"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","SEO/HEO","50","50","34710","32290"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Communications","EO","5","5","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Communications","G6/G7","10","10","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Communications","SEO/HEO","20","20","34600","30650"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Finance","EO","5","5","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Finance","G6/G7","25","25","52110","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Finance","SEO/HEO","20","20","35320","33790"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","EO","30","25","24290","24630"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","G6/G7","45","45","50920","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","SEO/HEO","45","45","34220","30650"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","G6/G7","5","5","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","G6/G7","20","20","51890","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","SEO/HEO","30","25","36560","39890"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Legal","G6/G7","10","10","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","AA/AO","20","20","19430","19430"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","EO","55","50","24520","24630"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","G6/G7","190","185","55250","49340"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","SEO/HEO","155","150","34420","30650"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","EO","10","10","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","G6/G7","145","140","52160","49260"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","SEO/HEO","155","150","34710","35600"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Other","AA/AO","10","10","20000","19280"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Other","EO","10","10","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Other","G6/G7","310","300","57730","59890"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Other","SEO/HEO","175","175","33350","30650"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Defence Science and Technology Laboratory","Ministry of Defence","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
