"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","EO","15","[c]","27480","27170"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","G6/G7","30","[c]","61310","60940"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","SEO/HEO","55","[c]","39430","39700"
"Leaver Dept.","2023","40-49","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","National Crime Agency","EO","10","[c]","35670","35740"
"Leaver Dept.","2023","40-49","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","National Crime Agency","SEO/HEO","15","[c]","44480","43480"
"Leaver Dept.","2023","40-49","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of Gas and Electricity Markets","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Rural Payments Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Courts and Tribunals Service","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Government (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Government (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Serious Fraud Office","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","The Insolvency Service","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","The Insolvency Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Health Security Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Health Security Agency","G6/G7","15","[c]","59250","57590"
"Leaver Dept.","2023","40-49","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Health Security Agency","SEO/HEO","25","[c]","34700","36820"
"Leaver Dept.","2023","40-49","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Statistics Authority","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","UK Statistics Authority","SEO/HEO","20","[c]","36270","37690"
"Leaver Dept.","2023","40-49","Valuation Office Agency","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Valuation Office Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Valuation Office Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Vehicle Certification Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Veterinary Medicines Directorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Welsh Government (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Welsh Government (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Active Travel England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","EO","10","[c]","27030","27100"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","G6/G7","35","[c]","59670","57650"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","SCS level","15","[c]","90890","89950"
"Leaver Dept.","2023","50-59","Cabinet Office (excl. agencies)","SEO/HEO","30","[c]","37920","37340"
"Leaver Dept.","2023","50-59","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Companies House","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Commercial Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","15","[c]","58840","56510"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","10","[c]","35330","34150"
"Leaver Dept.","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","G6/G7","15","[c]","58180","53590"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Education (excl. agencies)","SEO/HEO","25","[c]","38160","37880"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","20","[c]","57600","57630"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","15","[c]","37650","38020"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","G6/G7","15","[c]","61230","60430"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Transport (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","AA/AO","135","[c]","21770","21690"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","EO","270","[c]","28480","28120"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","G6/G7","35","[c]","57520","55150"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department for Work and Pensions (excl. agencies)","SEO/HEO","90","[c]","35490","34170"
"Leaver Dept.","2023","50-59","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care (excl. agencies)","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Department of Health and Social Care (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Driver and Vehicle Licensing Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Driver and Vehicle Licensing Agency","SEO/HEO","10","[c]","35260","32950"
"Leaver Dept.","2023","50-59","Driver and Vehicle Standards Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Driver and Vehicle Standards Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Driver and Vehicle Standards Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Driver and Vehicle Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Education and Skills Funding Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Forestry and Land Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Commercial Organisation","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Commercial Organisation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Legal Department","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Legal Department","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Government Property Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Courts and Tribunals Service","AA/AO","50","[c]","22040","21780"
"Leaver Dept.","2023","50-59","HM Courts and Tribunals Service","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Courts and Tribunals Service","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Courts and Tribunals Service","SEO/HEO","10","[c]","36670","36870"
"Leaver Dept.","2023","50-59","HM Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Prison and Probation Service","AA/AO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Prison and Probation Service","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Prison and Probation Service","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Prison and Probation Service","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs (excl. agencies)","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs (excl. agencies)","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","AA/AO","15","[c]","23260","22400"
"Leaver Dept.","2023","50-59","Home Office","EO","40","[c]","27420","26770"
"Leaver Dept.","2023","50-59","Home Office","G6/G7","30","[c]","65130","66070"
"Leaver Dept.","2023","50-59","Home Office","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Home Office","SEO/HEO","45","[c]","38100","39000"
"Leaver Dept.","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal Aid Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","25","[c]","22940","22220"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","EO","15","[c]","27130","27140"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","15","[c]","57240","54540"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","40","[c]","39240","40000"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","10","[c]","62290","62450"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","30","[c]","38320","38730"
"Leaver Dept.","2023","50-59","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
