"Status","Year","Age","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","AA/AO","5080","4365","22810","22520"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","EO","3590","3330","29330","28130"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","G6/G7","2945","2880","63640","59290"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","SCS level","230","225","89260","81750"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","SEO/HEO","6615","6380","39350","39790"
"In post","2023","50-59","HM Treasury (excl. agencies)","AA/AO","10","10","24220","25500"
"In post","2023","50-59","HM Treasury (excl. agencies)","EO","25","25","28040","28590"
"In post","2023","50-59","HM Treasury (excl. agencies)","G6/G7","55","55","59040","57940"
"In post","2023","50-59","HM Treasury (excl. agencies)","SCS level","15","15","99510","100040"
"In post","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","40","40","37280","40070"
"In post","2023","50-59","Health and Safety Executive","AA/AO","115","100","23430","23500"
"In post","2023","50-59","Health and Safety Executive","EO","165","155","29020","29150"
"In post","2023","50-59","Health and Safety Executive","G6/G7","250","245","63270","59700"
"In post","2023","50-59","Health and Safety Executive","SCS level","30","30","90490","85010"
"In post","2023","50-59","Health and Safety Executive","SEO/HEO","470","445","46380","45870"
"In post","2023","50-59","Home Office","AA/AO","1985","1805","23170","22400"
"In post","2023","50-59","Home Office","EO","4415","4065","28110","27580"
"In post","2023","50-59","Home Office","G6/G7","1175","1155","62570","59510"
"In post","2023","50-59","Home Office","SCS level","120","120","94910","85750"
"In post","2023","50-59","Home Office","SEO/HEO","2810","2740","37770","36800"
"In post","2023","50-59","Home Office","Unknown","50","50","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","45","40","57680","55290"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","25","25","37460","37710"
"In post","2023","50-59","Intellectual Property Office","AA/AO","40","35","23060","23100"
"In post","2023","50-59","Intellectual Property Office","EO","75","70","26980","26450"
"In post","2023","50-59","Intellectual Property Office","G6/G7","120","115","63160","61980"
"In post","2023","50-59","Intellectual Property Office","SCS level","15","15","78780","74930"
"In post","2023","50-59","Intellectual Property Office","SEO/HEO","115","115","41080","41460"
"In post","2023","50-59","Legal Aid Agency","AA/AO","80","70","21750","21780"
"In post","2023","50-59","Legal Aid Agency","EO","90","85","26440","25830"
"In post","2023","50-59","Legal Aid Agency","G6/G7","40","40","62120","60010"
"In post","2023","50-59","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SEO/HEO","80","75","37920","39000"
"In post","2023","50-59","Maritime and Coastguard Agency","AA/AO","40","40","22500","22500"
"In post","2023","50-59","Maritime and Coastguard Agency","EO","55","55","27150","27190"
"In post","2023","50-59","Maritime and Coastguard Agency","G6/G7","55","55","57880","57570"
"In post","2023","50-59","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","135","135","37880","39430"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","EO","35","35","28960","28630"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","85","85","62870","64320"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","55","55","88120","85740"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","95","90","40170","41480"
"In post","2023","50-59","Met Office","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","EO","35","30","25940","25690"
"In post","2023","50-59","Met Office","G6/G7","225","215","53640","49860"
"In post","2023","50-59","Met Office","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","SEO/HEO","280","270","38270","39650"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","5230","5080","24300","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","EO","2545","2495","29960","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","1235","1205","63600","60220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","155","155","93230","85020"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","4140","4075","39850","38680"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","20","20","46450","39850"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","80","75","23080","21780"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","EO","160","155","28410","29660"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","505","495","60940","59590"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","45","40","91800","91230"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","765","750","39020","38100"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","10","10","44110","40270"
"In post","2023","50-59","National Crime Agency","AA/AO","50","45","26790","26550"
"In post","2023","50-59","National Crime Agency","EO","560","545","37260","38310"
"In post","2023","50-59","National Crime Agency","G6/G7","160","160","68270","67840"
"In post","2023","50-59","National Crime Agency","SCS level","15","15","114560","99500"
"In post","2023","50-59","National Crime Agency","SEO/HEO","825","815","46500","46810"
"In post","2023","50-59","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","AA/AO","55","50","25280","24890"
"In post","2023","50-59","National Records of Scotland","EO","15","15","32180","31940"
"In post","2023","50-59","National Records of Scotland","G6/G7","20","20","69750","71910"
"In post","2023","50-59","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SEO/HEO","45","45","43890","42860"
"In post","2023","50-59","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","G6/G7","30","30","61500","60920"
"In post","2023","50-59","National Savings and Investments","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SEO/HEO","20","20","44750","44630"
"In post","2023","50-59","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SEO/HEO","15","15","38240","37680"
"In post","2023","50-59","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","45","45","22410","22490"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","EO","35","35","27680","27140"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","285","285","76120","77470"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","15","15","106900","94340"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","240","230","47570","52750"
"In post","2023","50-59","Office of Gas and Electricity Markets","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","EO","35","30","27620","27170"
"In post","2023","50-59","Office of Gas and Electricity Markets","G6/G7","100","100","63140","62620"
"In post","2023","50-59","Office of Gas and Electricity Markets","SCS level","20","20","104270","104070"
"In post","2023","50-59","Office of Gas and Electricity Markets","SEO/HEO","35","35","38360","39200"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","G6/G7","25","25","52880","52040"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","30","30","36470","36800"
"In post","2023","50-59","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","G6/G7","55","55","64190","64050"
"In post","2023","50-59","Office of Rail and Road","SCS level","10","10","111720","102560"
"In post","2023","50-59","Office of Rail and Road","SEO/HEO","15","15","40860","40240"
"In post","2023","50-59","Office of the Public Guardian","AA/AO","125","120","21780","21780"
"In post","2023","50-59","Office of the Public Guardian","EO","85","85","25970","25830"
"In post","2023","50-59","Office of the Public Guardian","G6/G7","15","15","54860","51770"
"In post","2023","50-59","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","SEO/HEO","45","40","34120","31270"
"In post","2023","50-59","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","15","10","65700","65280"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","AA/AO","40","35","22750","23250"
"In post","2023","50-59","Planning Inspectorate","EO","20","20","27400","28060"
"In post","2023","50-59","Planning Inspectorate","G6/G7","160","145","61650","60050"
"In post","2023","50-59","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SEO/HEO","35","35","37270","35540"
"In post","2023","50-59","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","SEO/HEO","10","10","[c]","[c]"
"In post","2023","50-59","Registers of Scotland","AA/AO","90","80","26200","26410"
"In post","2023","50-59","Registers of Scotland","EO","110","105","32410","32510"
"In post","2023","50-59","Registers of Scotland","G6/G7","20","20","68150","65100"
"In post","2023","50-59","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Registers of Scotland","SEO/HEO","145","140","43160","39590"
"In post","2023","50-59","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","SEO/HEO","10","5","[c]","[c]"
"In post","2023","50-59","Royal Fleet Auxiliary","Unknown","440","440","47400","43120"
"In post","2023","50-59","Rural Payments Agency","AA/AO","300","275","22150","22150"
"In post","2023","50-59","Rural Payments Agency","EO","175","165","26310","26390"
"In post","2023","50-59","Rural Payments Agency","G6/G7","50","50","54150","50530"
"In post","2023","50-59","Rural Payments Agency","SCS level","10","5","[c]","[c]"
"In post","2023","50-59","Rural Payments Agency","SEO/HEO","165","160","33830","32240"
"In post","2023","50-59","Scottish Courts and Tribunals Service","AA/AO","285","245","23600","23190"
"In post","2023","50-59","Scottish Courts and Tribunals Service","EO","125","115","31500","31970"
"In post","2023","50-59","Scottish Courts and Tribunals Service","G6/G7","30","30","63430","63860"
"In post","2023","50-59","Scottish Courts and Tribunals Service","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Scottish Courts and Tribunals Service","SEO/HEO","115","110","41780","38170"
"In post","2023","50-59","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Forestry","AA/AO","20","15","26630","26220"
"In post","2023","50-59","Scottish Forestry","EO","15","15","33230","33260"
"In post","2023","50-59","Scottish Forestry","G6/G7","15","15","62400","62270"
"In post","2023","50-59","Scottish Forestry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Forestry","SEO/HEO","25","25","44250","45350"
"In post","2023","50-59","Scottish Government (excl. agencies)","AA/AO","200","185","27010","26600"
"In post","2023","50-59","Scottish Government (excl. agencies)","EO","205","200","32020","31940"
"In post","2023","50-59","Scottish Government (excl. agencies)","G6/G7","760","735","69130","65280"
"In post","2023","50-59","Scottish Government (excl. agencies)","SCS level","100","95","93780","85200"
"In post","2023","50-59","Scottish Government (excl. agencies)","SEO/HEO","850","820","44570","44890"
"In post","2023","50-59","Scottish Housing Regulator","G6/G7","10","10","70900","65280"
"In post","2023","50-59","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Housing Regulator","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","Scottish Prison Service","AA/AO","300","280","27500","28490"
"In post","2023","50-59","Scottish Prison Service","EO","685","665","37070","37060"
"In post","2023","50-59","Scottish Prison Service","G6/G7","75","75","68310","62260"
"In post","2023","50-59","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Prison Service","SEO/HEO","290","270","44650","42590"
"In post","2023","50-59","Scottish Public Pensions Agency","AA/AO","60","55","26900","27740"
"In post","2023","50-59","Scottish Public Pensions Agency","EO","25","25","30970","31940"
"In post","2023","50-59","Scottish Public Pensions Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Public Pensions Agency","SEO/HEO","20","20","39910","36330"
"In post","2023","50-59","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Serious Fraud Office","EO","20","20","28970","29280"
"In post","2023","50-59","Serious Fraud Office","G6/G7","65","60","66110","64510"
"In post","2023","50-59","Serious Fraud Office","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Serious Fraud Office","SEO/HEO","40","40","39860","40000"
"In post","2023","50-59","Social Security Scotland","AA/AO","235","220","23240","22180"
"In post","2023","50-59","Social Security Scotland","EO","295","285","29560","29100"
"In post","2023","50-59","Social Security Scotland","G6/G7","65","65","67620","65280"
"In post","2023","50-59","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Social Security Scotland","SEO/HEO","200","190","38750","37830"
"In post","2023","50-59","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Standards and Testing Agency","SEO/HEO","10","10","39200","38140"
"In post","2023","50-59","Student Awards Agency for Scotland","AA/AO","20","20","25140","24890"
"In post","2023","50-59","Student Awards Agency for Scotland","EO","15","10","31130","30440"
"In post","2023","50-59","Student Awards Agency for Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","50-59","Student Awards Agency for Scotland","SEO/HEO","15","15","44040","43330"
"In post","2023","50-59","Submarine Delivery Agency","Unknown","500","490","52310","48020"
"In post","2023","50-59","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Teaching Regulation Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Teaching Regulation Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","50-59","The Insolvency Service","AA/AO","125","115","22760","22180"
"In post","2023","50-59","The Insolvency Service","EO","55","55","27090","26940"
"In post","2023","50-59","The Insolvency Service","G6/G7","65","65","62020","58830"
"In post","2023","50-59","The Insolvency Service","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","The Insolvency Service","SEO/HEO","250","240","40150","40280"
"In post","2023","50-59","The National Archives","AA/AO","20","15","23930","23640"
"In post","2023","50-59","The National Archives","EO","20","20","27090","26590"
"In post","2023","50-59","The National Archives","G6/G7","40","40","54980","52730"
"In post","2023","50-59","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","The National Archives","SEO/HEO","70","65","38260","36030"
"In post","2023","50-59","Transport Scotland","AA/AO","10","10","25980","26600"
"In post","2023","50-59","Transport Scotland","EO","5","5","[c]","[c]"
"In post","2023","50-59","Transport Scotland","G6/G7","50","50","70060","70280"
"In post","2023","50-59","Transport Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Transport Scotland","SEO/HEO","60","60","45040","49860"
"In post","2023","50-59","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Debt Management Office","G6/G7","20","20","83170","75400"
"In post","2023","50-59","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Debt Management Office","SEO/HEO","10","10","45990","43070"
"In post","2023","50-59","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Export Finance","EO","10","10","32370","32300"
"In post","2023","50-59","UK Export Finance","G6/G7","60","60","64580","61360"
"In post","2023","50-59","UK Export Finance","SCS level","10","10","124150","108340"
"In post","2023","50-59","UK Export Finance","SEO/HEO","35","35","44910","45380"
"In post","2023","50-59","UK Health Security Agency","AA/AO","95","85","22680","22380"
"In post","2023","50-59","UK Health Security Agency","EO","90","85","28110","28200"
"In post","2023","50-59","UK Health Security Agency","G6/G7","470","455","61060","57870"
"In post","2023","50-59","UK Health Security Agency","SCS level","115","110","116340","118870"
"In post","2023","50-59","UK Health Security Agency","SEO/HEO","375","355","38550","38580"
"In post","2023","50-59","UK Hydrographic Office","AA/AO","10","10","21780","21690"
"In post","2023","50-59","UK Hydrographic Office","EO","60","55","28810","29540"
"In post","2023","50-59","UK Hydrographic Office","G6/G7","40","40","60560","58820"
"In post","2023","50-59","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Hydrographic Office","SEO/HEO","110","110","39940","38620"
"In post","2023","50-59","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Space Agency","G6/G7","25","25","58940","57760"
"In post","2023","50-59","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Space Agency","SEO/HEO","15","15","36240","36170"
"In post","2023","50-59","UK Statistics Authority","AA/AO","455","320","21430","21200"
"In post","2023","50-59","UK Statistics Authority","EO","135","125","25720","25100"
"In post","2023","50-59","UK Statistics Authority","G6/G7","265","260","56920","53960"
"In post","2023","50-59","UK Statistics Authority","SCS level","35","35","92020","78520"
"In post","2023","50-59","UK Statistics Authority","SEO/HEO","375","355","35600","37690"
"In post","2023","50-59","UK Supreme Court","EO","5","5","[c]","[c]"
"In post","2023","50-59","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Valuation Office Agency","AA/AO","220","205","23030","22520"
"In post","2023","50-59","Valuation Office Agency","EO","275","255","28780","27810"
"In post","2023","50-59","Valuation Office Agency","G6/G7","220","215","62000","59290"
"In post","2023","50-59","Valuation Office Agency","SCS level","15","15","84480","82610"
"In post","2023","50-59","Valuation Office Agency","SEO/HEO","475","455","40780","40070"
"In post","2023","50-59","Vehicle Certification Agency","AA/AO","10","10","22500","22500"
"In post","2023","50-59","Vehicle Certification Agency","EO","5","5","[c]","[c]"
"In post","2023","50-59","Vehicle Certification Agency","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Vehicle Certification Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Vehicle Certification Agency","SEO/HEO","20","20","43760","41730"
"In post","2023","50-59","Veterinary Medicines Directorate","AA/AO","5","5","[c]","[c]"
"In post","2023","50-59","Veterinary Medicines Directorate","EO","5","5","[c]","[c]"
"In post","2023","50-59","Veterinary Medicines Directorate","G6/G7","15","15","60670","61790"
"In post","2023","50-59","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Veterinary Medicines Directorate","SEO/HEO","15","15","38060","37400"
"In post","2023","50-59","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","EO","5","5","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","G6/G7","20","20","84010","80770"
"In post","2023","50-59","Water Services Regulation Authority","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","SEO/HEO","20","20","49990","50660"
"In post","2023","50-59","Welsh Government (excl. agencies)","AA/AO","175","160","25550","25620"
"In post","2023","50-59","Welsh Government (excl. agencies)","EO","260","250","30360","30610"
"In post","2023","50-59","Welsh Government (excl. agencies)","G6/G7","425","420","65970","63900"
"In post","2023","50-59","Welsh Government (excl. agencies)","SCS level","75","70","93160","83850"
"In post","2023","50-59","Welsh Government (excl. agencies)","SEO/HEO","805","775","44210","43660"
"In post","2023","50-59","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Welsh Revenue Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Welsh Revenue Authority","G6/G7","5","5","[c]","[c]"
"In post","2023","50-59","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Wilton Park","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Wilton Park","SEO/HEO","10","10","34470","33650"
"In post","2023","60-64","Accountant in Bankruptcy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Active Travel England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Advisory, Conciliation and Arbitration Service","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Advisory, Conciliation and Arbitration Service","EO","25","20","26940","26610"
"In post","2023","60-64","Advisory, Conciliation and Arbitration Service","G6/G7","10","5","[c]","[c]"
"In post","2023","60-64","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Advisory, Conciliation and Arbitration Service","SEO/HEO","65","50","37010","35190"
"In post","2023","60-64","Animal and Plant Health Agency","AA/AO","80","70","23120","22150"
"In post","2023","60-64","Animal and Plant Health Agency","EO","65","55","27240","26850"
"In post","2023","60-64","Animal and Plant Health Agency","G6/G7","25","20","56830","55150"
"In post","2023","60-64","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Animal and Plant Health Agency","SEO/HEO","70","60","37260","37300"
"In post","2023","60-64","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Building Digital UK","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Cabinet Office (excl. agencies)","AA/AO","35","30","22650","21830"
"In post","2023","60-64","Cabinet Office (excl. agencies)","EO","40","35","27340","27100"
"In post","2023","60-64","Cabinet Office (excl. agencies)","G6/G7","60","55","61860","60700"
"In post","2023","60-64","Cabinet Office (excl. agencies)","SCS level","25","20","115440","103960"
"In post","2023","60-64","Cabinet Office (excl. agencies)","SEO/HEO","90","85","37120","36460"
"In post","2023","60-64","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Centre for Environment, Fisheries and Aquaculture Science","EO","10","5","[c]","[c]"
"In post","2023","60-64","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","15","15","55150","52790"
"In post","2023","60-64","Centre for Environment, Fisheries and Aquaculture Science","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","20","20","35020","33420"
"In post","2023","60-64","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Charity Commission","EO","15","10","26180","25300"
"In post","2023","60-64","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Charity Commission","SEO/HEO","20","20","33840","32150"
"In post","2023","60-64","Companies House","AA/AO","70","55","22990","23240"
"In post","2023","60-64","Companies House","EO","30","25","28280","28070"
"In post","2023","60-64","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Companies House","SEO/HEO","20","20","40650","40870"
"In post","2023","60-64","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Competition and Markets Authority","G6/G7","15","10","64150","62680"
"In post","2023","60-64","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2023","60-64","Criminal Injuries Compensation Authority","AA/AO","15","15","21530","21780"
"In post","2023","60-64","Criminal Injuries Compensation Authority","EO","10","10","[c]","[c]"
"In post","2023","60-64","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Criminal Injuries Compensation Authority","SEO/HEO","10","10","32820","32530"
"In post","2023","60-64","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Commercial Service","EO","5","5","[c]","[c]"
"In post","2023","60-64","Crown Commercial Service","G6/G7","15","10","59680","58190"
"In post","2023","60-64","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Crown Commercial Service","SEO/HEO","15","15","39070","40450"
"In post","2023","60-64","Crown Office and Procurator Fiscal Service","AA/AO","60","50","24430","24490"
"In post","2023","60-64","Crown Office and Procurator Fiscal Service","EO","15","15","31540","31540"
"In post","2023","60-64","Crown Office and Procurator Fiscal Service","G6/G7","35","30","66410","65280"
