"Status","Year","Age","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","Outside London","EO","80","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs","Outside London","SEO/HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury","London","EO","10","[c]","27240","26930"
"Leaver Dept.","2023","20-29","HM Treasury","London","G6/G7","20","[c]","53390","53820"
"Leaver Dept.","2023","20-29","HM Treasury","London","SEO/HEO","75","[c]","34750","33630"
"Leaver Dept.","2023","20-29","HM Treasury","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","London","AA/AO","15","[c]","26080","26400"
"Leaver Dept.","2023","20-29","Home Office","London","EO","65","[c]","29720","29890"
"Leaver Dept.","2023","20-29","Home Office","London","G6/G7","30","[c]","60410","59290"
"Leaver Dept.","2023","20-29","Home Office","London","SEO/HEO","180","[c]","38420","36180"
"Leaver Dept.","2023","20-29","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Outside London","AA/AO","55","[c]","22400","22400"
"Leaver Dept.","2023","20-29","Home Office","Outside London","EO","70","[c]","26230","25880"
"Leaver Dept.","2023","20-29","Home Office","Outside London","SEO/HEO","30","[c]","34380","32160"
"Leaver Dept.","2023","20-29","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence","London","EO","15","[c]","30690","31020"
"Leaver Dept.","2023","20-29","Ministry of Defence","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence","London","SEO/HEO","40","[c]","42710","44500"
"Leaver Dept.","2023","20-29","Ministry of Defence","Outside London","AA/AO","40","[c]","22380","22220"
"Leaver Dept.","2023","20-29","Ministry of Defence","Outside London","EO","15","[c]","27050","27140"
"Leaver Dept.","2023","20-29","Ministry of Defence","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence","Outside London","SEO/HEO","55","[c]","35360","33990"
"Leaver Dept.","2023","20-29","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice","London","AA/AO","65","[c]","24970","25480"
"Leaver Dept.","2023","20-29","Ministry of Justice","London","EO","50","[c]","29460","29660"
"Leaver Dept.","2023","20-29","Ministry of Justice","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice","London","SEO/HEO","115","[c]","37970","35410"
"Leaver Dept.","2023","20-29","Ministry of Justice","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice","Outside London","AA/AO","190","[c]","21540","21780"
"Leaver Dept.","2023","20-29","Ministry of Justice","Outside London","EO","40","[c]","25730","25830"
"Leaver Dept.","2023","20-29","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice","Outside London","SEO/HEO","30","[c]","32980","31270"
"Leaver Dept.","2023","20-29","Ministry of Justice","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","London","SEO/HEO","15","[c]","34610","34540"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government","Outside London","AA/AO","15","[c]","24950","25060"
"Leaver Dept.","2023","20-29","Scottish Government","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Scottish Government","Outside London","SEO/HEO","15","[c]","36440","36330"
"Leaver Dept.","2023","20-29","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","The National Archives","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","London","SEO/HEO","15","[c]","35540","33710"
"Leaver Dept.","2023","20-29","UK Statistics Authority","Outside London","AA/AO","10","[c]","21090","20530"
"Leaver Dept.","2023","20-29","UK Statistics Authority","Outside London","EO","10","[c]","24480","24840"
"Leaver Dept.","2023","20-29","UK Statistics Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Statistics Authority","Outside London","SEO/HEO","45","[c]","32740","31560"
"Leaver Dept.","2023","20-29","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","London","G6/G7","40","[c]","57530","54140"
"Leaver Dept.","2023","30-39","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","London","SEO/HEO","15","[c]","37680","39430"
"Leaver Dept.","2023","30-39","Attorney General's Departments","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","Outside London","EO","10","[c]","27080","26900"
"Leaver Dept.","2023","30-39","Attorney General's Departments","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Attorney General's Departments","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cabinet Office","London","EO","20","[c]","27120","27500"
"Leaver Dept.","2023","30-39","Cabinet Office","London","G6/G7","180","[c]","59330","56430"
"Leaver Dept.","2023","30-39","Cabinet Office","London","SCS level","15","[c]","75430","73050"
"Leaver Dept.","2023","30-39","Cabinet Office","London","SEO/HEO","160","[c]","36140","35650"
"Leaver Dept.","2023","30-39","Cabinet Office","Outside London","AA/AO","15","[c]","21640","21720"
"Leaver Dept.","2023","30-39","Cabinet Office","Outside London","EO","15","[c]","25030","24860"
"Leaver Dept.","2023","30-39","Cabinet Office","Outside London","G6/G7","25","[c]","51450","51290"
"Leaver Dept.","2023","30-39","Cabinet Office","Outside London","SEO/HEO","75","[c]","34460","33020"
"Leaver Dept.","2023","30-39","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Cabinet Office","Unknown","SEO/HEO","10","[c]","31810","32000"
"Leaver Dept.","2023","30-39","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Charity Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Charity Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","London","G6/G7","80","[c]","56820","53600"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","75","[c]","38080","40050"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","15","[c]","21670","21380"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","EO","10","[c]","24640","24570"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","15","[c]","54480","50690"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","30","[c]","35710","33720"
"Leaver Dept.","2023","30-39","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Digital, Culture, Media and Sport","London","G6/G7","50","[c]","55970","54700"
"Leaver Dept.","2023","30-39","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Digital, Culture, Media and Sport","London","SEO/HEO","35","[c]","35170","35040"
"Leaver Dept.","2023","30-39","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Education","London","G6/G7","30","[c]","58490","55780"
"Leaver Dept.","2023","30-39","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Education","London","SEO/HEO","30","[c]","42290","41440"
"Leaver Dept.","2023","30-39","Department for Education","Outside London","EO","10","[c]","26310","25900"
"Leaver Dept.","2023","30-39","Department for Education","Outside London","G6/G7","35","[c]","53970","51640"
"Leaver Dept.","2023","30-39","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Education","Outside London","SEO/HEO","90","[c]","36560","37590"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","15","[c]","22130","22150"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","London","G6/G7","30","[c]","56050","54400"
"Leaver Dept.","2023","30-39","Department for International Trade","London","SEO/HEO","35","[c]","36450","36650"
"Leaver Dept.","2023","30-39","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","London","G6/G7","55","[c]","58120","54880"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","London","SEO/HEO","40","[c]","37390","36230"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","G6/G7","15","[c]","50560","49700"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","30","[c]","34980","33670"
"Leaver Dept.","2023","30-39","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Transport","London","G6/G7","20","[c]","58980","55740"
"Leaver Dept.","2023","30-39","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Transport","London","SEO/HEO","30","[c]","40350","42470"
"Leaver Dept.","2023","30-39","Department for Transport","Outside London","AA/AO","45","[c]","22020","22500"
"Leaver Dept.","2023","30-39","Department for Transport","Outside London","EO","40","[c]","27260","26960"
"Leaver Dept.","2023","30-39","Department for Transport","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Transport","Outside London","SEO/HEO","70","[c]","34710","31660"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","London","EO","80","[c]","32070","32520"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","London","G6/G7","15","[c]","62700","58370"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","London","SEO/HEO","35","[c]","40050","39150"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","Outside London","AA/AO","120","[c]","21580","21690"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","Outside London","EO","365","[c]","28030","28120"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","Outside London","G6/G7","20","[c]","53750","50160"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","Outside London","SEO/HEO","80","[c]","34980","34170"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","London","G6/G7","60","[c]","61220","64890"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","London","SEO/HEO","65","[c]","36270","34050"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","Outside London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department of Health and Social Care","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Agency","Outside London","SEO/HEO","10","[c]","34410","32280"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","London","SEO/HEO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","Outside London","AA/AO","145","[c]","22470","22520"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","Outside London","EO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs","Outside London","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Treasury","London","G6/G7","55","[c]","58930","55980"
"Leaver Dept.","2023","30-39","HM Treasury","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Treasury","London","SEO/HEO","30","[c]","36570","36760"
"Leaver Dept.","2023","30-39","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Home Office","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Home Office","London","EO","20","[c]","29620","29820"
"Leaver Dept.","2023","30-39","Home Office","London","G6/G7","70","[c]","62060","59290"
"Leaver Dept.","2023","30-39","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Home Office","London","SEO/HEO","95","[c]","41340","43210"
"Leaver Dept.","2023","30-39","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Home Office","Outside London","AA/AO","45","[c]","22320","22400"
"Leaver Dept.","2023","30-39","Home Office","Outside London","EO","85","[c]","26370","25980"
"Leaver Dept.","2023","30-39","Home Office","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Home Office","Outside London","SEO/HEO","50","[c]","34940","32160"
"Leaver Dept.","2023","30-39","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Ministry of Defence","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Ministry of Defence","London","G6/G7","20","[c]","60460","59980"
"Leaver Dept.","2023","30-39","Ministry of Defence","London","SEO/HEO","30","[c]","44380","45640"
"Leaver Dept.","2023","30-39","Ministry of Defence","Outside London","AA/AO","45","[c]","22420","22170"
"Leaver Dept.","2023","30-39","Ministry of Defence","Outside London","EO","20","[c]","27950","27140"
"Leaver Dept.","2023","30-39","Ministry of Defence","Outside London","G6/G7","25","[c]","51020","49260"
"Leaver Dept.","2023","30-39","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Ministry of Defence","Outside London","SEO/HEO","85","[c]","38050","38070"
"Leaver Dept.","2023","30-39","Ministry of Defence","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Ministry of Defence","Overseas","G6/G7","[c]","[c]","[c]","[c]"
