"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Department for Levelling Up, Housing and Communities","Outside London","Male","200","200","43390","40750"
"In post","2023","30-39","Department for Transport","London","Female","380","370","53860","55740"
"In post","2023","30-39","Department for Transport","London","Male","495","490","53150","55740"
"In post","2023","30-39","Department for Transport","Outside London","Female","1390","1220","27790","22500"
"In post","2023","30-39","Department for Transport","Outside London","Male","1430","1410","31810","27400"
"In post","2023","30-39","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department for Transport","Overseas","Male","5","5","[c]","[c]"
"In post","2023","30-39","Department for Work and Pensions","London","Female","885","820","37050","32520"
"In post","2023","30-39","Department for Work and Pensions","London","Male","685","680","38610","32520"
"In post","2023","30-39","Department for Work and Pensions","Outside London","Female","7360","6430","28460","28120"
"In post","2023","30-39","Department for Work and Pensions","Outside London","Male","5315","5255","29900","28120"
"In post","2023","30-39","Department for Work and Pensions","Unknown","Female","35","30","31640","28120"
"In post","2023","30-39","Department for Work and Pensions","Unknown","Male","30","30","30040","28120"
"In post","2023","30-39","Department of Health and Social Care","London","Female","1020","975","49360","52950"
"In post","2023","30-39","Department of Health and Social Care","London","Male","530","520","50700","53400"
"In post","2023","30-39","Department of Health and Social Care","Outside London","Female","760","710","40420","38120"
"In post","2023","30-39","Department of Health and Social Care","Outside London","Male","385","375","42480","38120"
"In post","2023","30-39","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Estyn","Outside London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","London","Female","25","25","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","London","Male","15","15","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Outside London","Female","205","200","37160","37720"
"In post","2023","30-39","Food Standards Agency","Outside London","Male","100","100","39520","38100"
"In post","2023","30-39","Food Standards Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Food Standards Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","Female","640","625","52550","54960"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","London","Male","560","555","52300","54650"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","Female","205","195","38570","34950"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Outside London","Male","235","235","40420","39450"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","Female","330","330","49800","53050"
"In post","2023","30-39","Foreign, Commonwealth and Development Office","Overseas","Male","360","360","47230","49960"
"In post","2023","30-39","HM Land Registry","London","Female","40","40","42130","38410"
"In post","2023","30-39","HM Land Registry","London","Male","35","35","39970","38410"
"In post","2023","30-39","HM Land Registry","Outside London","Female","655","600","29820","28080"
"In post","2023","30-39","HM Land Registry","Outside London","Male","490","485","30700","28080"
"In post","2023","30-39","HM Revenue and Customs","London","Female","895","855","48380","41920"
"In post","2023","30-39","HM Revenue and Customs","London","Male","1110","1105","48200","39790"
"In post","2023","30-39","HM Revenue and Customs","Outside London","Female","7255","6685","33010","28130"
"In post","2023","30-39","HM Revenue and Customs","Outside London","Male","8150","8060","34320","34440"
"In post","2023","30-39","HM Treasury","London","Female","320","310","56170","54850"
"In post","2023","30-39","HM Treasury","London","Male","375","375","55640","54440"
"In post","2023","30-39","HM Treasury","Outside London","Female","70","65","40480","38430"
"In post","2023","30-39","HM Treasury","Outside London","Male","55","55","44650","48120"
"In post","2023","30-39","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Home Office","London","Female","1700","1620","42810","36340"
"In post","2023","30-39","Home Office","London","Male","1500","1490","43240","36310"
"In post","2023","30-39","Home Office","Outside London","Female","3590","3255","28440","25880"
"In post","2023","30-39","Home Office","Outside London","Male","3420","3380","29300","25880"
"In post","2023","30-39","Home Office","Overseas","Female","20","20","[c]","[c]"
"In post","2023","30-39","Home Office","Overseas","Male","15","15","[c]","[c]"
"In post","2023","30-39","Home Office","Unknown","Female","10","10","[c]","[c]"
"In post","2023","30-39","Home Office","Unknown","Male","25","25","[c]","[c]"
"In post","2023","30-39","Ministry of Defence","London","Female","410","400","50270","46470"
"In post","2023","30-39","Ministry of Defence","London","Male","525","525","47410","45750"
"In post","2023","30-39","Ministry of Defence","Outside London","Female","4465","4165","35430","33990"
"In post","2023","30-39","Ministry of Defence","Outside London","Male","4985","4955","38170","38790"
"In post","2023","30-39","Ministry of Defence","Overseas","Female","80","80","51330","50680"
"In post","2023","30-39","Ministry of Defence","Overseas","Male","100","100","58520","57140"
"In post","2023","30-39","Ministry of Defence","Unknown","Female","45","45","43400","42060"
"In post","2023","30-39","Ministry of Defence","Unknown","Male","340","340","42240","40690"
"In post","2023","30-39","Ministry of Justice","London","Female","2125","2020","39900","35640"
"In post","2023","30-39","Ministry of Justice","London","Male","1555","1540","40520","35640"
"In post","2023","30-39","Ministry of Justice","Outside London","Female","10245","9410","30210","29050"
"In post","2023","30-39","Ministry of Justice","Outside London","Male","7635","7540","31410","31270"
"In post","2023","30-39","Ministry of Justice","Unknown","Female","15","15","[c]","[c]"
"In post","2023","30-39","Ministry of Justice","Unknown","Male","20","20","[c]","[c]"
"In post","2023","30-39","National Crime Agency","London","Female","195","190","45510","42240"
"In post","2023","30-39","National Crime Agency","London","Male","200","200","45400","42240"
"In post","2023","30-39","National Crime Agency","Outside London","Female","505","480","37720","38310"
"In post","2023","30-39","National Crime Agency","Outside London","Male","480","480","39490","38310"
"In post","2023","30-39","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","Overseas","Male","15","15","[c]","[c]"
"In post","2023","30-39","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","London","Male","15","15","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","Outside London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Northern Ireland Office","Outside London","Male","5","5","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","Female","45","45","51770","44250"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","London","Male","20","20","[c]","[c]"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","Female","245","235","43740","41050"
"In post","2023","30-39","Office for Standards in Education, Children's Services and Skills","Outside London","Male","125","125","44220","40640"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","Female","125","125","49820","48330"
"In post","2023","30-39","Office of Gas and Electricity Markets","London","Male","180","180","52360","49950"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","Female","115","110","40220","38540"
"In post","2023","30-39","Office of Gas and Electricity Markets","Outside London","Male","155","155","41980","36950"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","Female","55","50","41000","38760"
"In post","2023","30-39","Office of Qualifications and Examinations Regulation","Outside London","Male","30","30","45930","43450"
"In post","2023","30-39","Office of Rail and Road","London","Female","20","20","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","London","Male","25","25","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","Outside London","Female","20","15","[c]","[c]"
"In post","2023","30-39","Office of Rail and Road","Outside London","Male","25","25","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","London","Female","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","London","Male","5","5","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Outside London","Female","20","15","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Office of the Secretary of State for Wales","Outside London","Male","5","5","[c]","[c]"
"In post","2023","30-39","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
