"Status","Year","Age","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","London","Female","15","15","[c]","[c]"
"In post","2023","65+","Department for Education","London","Male","20","15","[c]","[c]"
"In post","2023","65+","Department for Education","Outside London","Female","30","25","35670","31210"
"In post","2023","65+","Department for Education","Outside London","Male","25","25","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","London","Female","30","25","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","London","Male","20","20","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Outside London","Female","125","105","28980","25920"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Outside London","Male","100","85","35720","30820"
"In post","2023","65+","Department for International Trade","London","Female","10","10","[c]","[c]"
"In post","2023","65+","Department for International Trade","London","Male","20","15","[c]","[c]"
"In post","2023","65+","Department for International Trade","Outside London","Female","5","5","[c]","[c]"
"In post","2023","65+","Department for International Trade","Outside London","Male","25","25","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","London","Female","10","5","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","London","Male","25","20","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","Outside London","Female","20","15","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","Outside London","Male","45","30","57250","62460"
"In post","2023","65+","Department for Transport","London","Female","25","20","[c]","[c]"
"In post","2023","65+","Department for Transport","London","Male","70","60","39470","34390"
"In post","2023","65+","Department for Transport","Outside London","Female","170","105","23930","22500"
"In post","2023","65+","Department for Transport","Outside London","Male","320","240","30810","27450"
"In post","2023","65+","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","London","Female","275","195","31240","32520"
"In post","2023","65+","Department for Work and Pensions","London","Male","135","105","33400","32520"
"In post","2023","65+","Department for Work and Pensions","Outside London","Female","1805","1255","26200","28120"
"In post","2023","65+","Department for Work and Pensions","Outside London","Male","950","720","28620","28120"
"In post","2023","65+","Department for Work and Pensions","Unknown","Female","5","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","London","Female","60","55","61080","55400"
"In post","2023","65+","Department of Health and Social Care","London","Male","35","30","61610","54090"
"In post","2023","65+","Department of Health and Social Care","Outside London","Female","50","40","36840","28050"
"In post","2023","65+","Department of Health and Social Care","Outside London","Male","45","35","67890","54500"
"In post","2023","65+","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Outside London","Male","40","30","31070","29430"
"In post","2023","65+","Foreign, Commonwealth and Development Office","London","Female","30","25","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","London","Male","45","40","53060","54150"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Outside London","Female","15","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Outside London","Male","40","25","50550","54660"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","Overseas","Male","15","15","[c]","[c]"
"In post","2023","65+","HM Land Registry","London","Female","10","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","London","Male","10","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","Outside London","Female","60","40","31620","28080"
"In post","2023","65+","HM Land Registry","Outside London","Male","75","45","34010","34850"
"In post","2023","65+","HM Revenue and Customs","London","Female","160","125","36460","32590"
"In post","2023","65+","HM Revenue and Customs","London","Male","205","160","45470","42060"
"In post","2023","65+","HM Revenue and Customs","Outside London","Female","700","485","28320","22520"
"In post","2023","65+","HM Revenue and Customs","Outside London","Male","655","470","33490","29730"
"In post","2023","65+","HM Treasury","London","Female","10","5","[c]","[c]"
"In post","2023","65+","HM Treasury","London","Male","15","10","[c]","[c]"
"In post","2023","65+","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","London","Female","235","185","30890","29750"
"In post","2023","65+","Home Office","London","Male","235","190","34540","30410"
"In post","2023","65+","Home Office","Outside London","Female","240","170","25490","22400"
"In post","2023","65+","Home Office","Outside London","Male","270","200","27800","26180"
"In post","2023","65+","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Unknown","Male","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Defence","London","Female","45","40","33890","26810"
"In post","2023","65+","Ministry of Defence","London","Male","120","110","40420","32250"
"In post","2023","65+","Ministry of Defence","Outside London","Female","495","420","27870","22970"
"In post","2023","65+","Ministry of Defence","Outside London","Male","1420","1255","33990","30060"
"In post","2023","65+","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Overseas","Male","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Unknown","Male","25","25","[c]","[c]"
"In post","2023","65+","Ministry of Justice","London","Female","300","240","30830","27190"
"In post","2023","65+","Ministry of Justice","London","Male","230","195","35630","29660"
"In post","2023","65+","Ministry of Justice","Outside London","Female","915","670","26660","23230"
"In post","2023","65+","Ministry of Justice","Outside London","Male","990","730","29460","27170"
"In post","2023","65+","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","London","Female","10","10","[c]","[c]"
"In post","2023","65+","National Crime Agency","London","Male","20","20","[c]","[c]"
"In post","2023","65+","National Crime Agency","Outside London","Female","15","10","[c]","[c]"
"In post","2023","65+","National Crime Agency","Outside London","Male","35","30","43630","38640"
"In post","2023","65+","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Unknown","Male","5","5","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Female","20","15","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","5","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Outside London","Male","5","5","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Outside London","Female","195","150","34690","27740"
"In post","2023","65+","Scottish Government","Outside London","Male","320","250","38580","34240"
"In post","2023","65+","The National Archives","London","Female","10","10","[c]","[c]"
"In post","2023","65+","The National Archives","London","Male","10","10","[c]","[c]"
"In post","2023","65+","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","London","Male","5","5","[c]","[c]"
"In post","2023","65+","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Outside London","Female","140","85","24360","21200"
"In post","2023","65+","UK Statistics Authority","Outside London","Male","145","95","25460","21200"
"In post","2023","65+","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government","Outside London","Female","100","80","39550","33140"
"In post","2023","65+","Welsh Government","Outside London","Male","100","80","48320","39690"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Attorney General's Departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Business, Energy and Industrial Strategy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Environment, Food and Rural Affairs","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Transport","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department for Work and Pensions","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department of Health and Social Care","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Department of Health and Social Care","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Land Registry","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Land Registry","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","HM Revenue and Customs","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Home Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Home Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Defence","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Justice","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Justice","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Justice","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Ministry of Justice","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scottish Government","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Attorney General's Departments","London","Female","75","[c]","28770","27760"
"Leaver CS","2023","20-29","Attorney General's Departments","London","Male","35","[c]","33250","27550"
"Leaver CS","2023","20-29","Attorney General's Departments","Outside London","Female","60","[c]","25830","24430"
"Leaver CS","2023","20-29","Attorney General's Departments","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office","London","Female","155","[c]","34140","32000"
"Leaver CS","2023","20-29","Cabinet Office","London","Male","105","[c]","36780","33750"
"Leaver CS","2023","20-29","Cabinet Office","Outside London","Female","50","[c]","28200","25440"
"Leaver CS","2023","20-29","Cabinet Office","Outside London","Male","35","[c]","28660","25520"
"Leaver CS","2023","20-29","Cabinet Office","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Cabinet Office","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Chancellor's other departments","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Chancellor's other departments","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","London","Female","110","[c]","36910","33570"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","London","Male","90","[c]","38930","40050"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Female","65","[c]","24550","24030"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Outside London","Male","75","[c]","27140","25160"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport","London","Female","60","[c]","38880","35620"
"Leaver CS","2023","20-29","Department for Digital, Culture, Media and Sport","London","Male","40","[c]","37200","35620"
"Leaver CS","2023","20-29","Department for Education","London","Female","45","[c]","33690","34210"
"Leaver CS","2023","20-29","Department for Education","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Education","Outside London","Female","50","[c]","32080","30330"
"Leaver CS","2023","20-29","Department for Education","Outside London","Male","50","[c]","31150","30330"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","Female","100","[c]","25210","24920"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","Outside London","Male","80","[c]","24630","22150"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","London","Female","45","[c]","35520","31800"
"Leaver CS","2023","20-29","Department for International Trade","London","Male","60","[c]","30710","26250"
"Leaver CS","2023","20-29","Department for International Trade","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","London","Female","40","[c]","36840","33760"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","London","Male","50","[c]","33520","33210"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Levelling Up, Housing and Communities","Outside London","Male","30","[c]","25020","22640"
"Leaver CS","2023","20-29","Department for Transport","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Transport","London","Male","40","[c]","39700","35760"
"Leaver CS","2023","20-29","Department for Transport","Outside London","Female","145","[c]","23290","22500"
"Leaver CS","2023","20-29","Department for Transport","Outside London","Male","160","[c]","24650","22500"
"Leaver CS","2023","20-29","Department for Work and Pensions","London","Female","215","[c]","30530","31060"
"Leaver CS","2023","20-29","Department for Work and Pensions","London","Male","125","[c]","31540","31060"
"Leaver CS","2023","20-29","Department for Work and Pensions","Outside London","Female","675","[c]","25510","27570"
"Leaver CS","2023","20-29","Department for Work and Pensions","Outside London","Male","555","[c]","25350","21690"
"Leaver CS","2023","20-29","Department for Work and Pensions","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department for Work and Pensions","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care","London","Female","280","[c]","33190","32330"
"Leaver CS","2023","20-29","Department of Health and Social Care","London","Male","140","[c]","35090","32890"
"Leaver CS","2023","20-29","Department of Health and Social Care","Outside London","Female","225","[c]","27170","24390"
"Leaver CS","2023","20-29","Department of Health and Social Care","Outside London","Male","110","[c]","29000","25510"
"Leaver CS","2023","20-29","Department of Health and Social Care","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Foreign, Commonwealth and Development Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Land Registry","Outside London","Female","45","[c]","26940","23390"
"Leaver CS","2023","20-29","HM Land Registry","Outside London","Male","35","[c]","27910","23390"
"Leaver CS","2023","20-29","HM Revenue and Customs","London","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs","London","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs","Outside London","Female","430","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Revenue and Customs","Outside London","Male","485","[c]","26800","26020"
"Leaver CS","2023","20-29","HM Treasury","London","Female","70","[c]","32900","32320"
"Leaver CS","2023","20-29","HM Treasury","London","Male","90","[c]","35650","32990"
"Leaver CS","2023","20-29","HM Treasury","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","HM Treasury","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","London","Female","170","[c]","33690","29890"
"Leaver CS","2023","20-29","Home Office","London","Male","125","[c]","33350","29890"
"Leaver CS","2023","20-29","Home Office","Outside London","Female","170","[c]","24760","22400"
"Leaver CS","2023","20-29","Home Office","Outside London","Male","190","[c]","24760","22400"
"Leaver CS","2023","20-29","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","London","Male","45","[c]","34100","33320"
"Leaver CS","2023","20-29","Ministry of Defence","Outside London","Female","295","[c]","27450","26520"
"Leaver CS","2023","20-29","Ministry of Defence","Outside London","Male","575","[c]","28410","27500"
"Leaver CS","2023","20-29","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Defence","Unknown","Male","40","[c]","28940","29860"
"Leaver CS","2023","20-29","Ministry of Justice","London","Female","425","[c]","29690","25480"
"Leaver CS","2023","20-29","Ministry of Justice","London","Male","200","[c]","31230","29660"
"Leaver CS","2023","20-29","Ministry of Justice","Outside London","Female","1470","[c]","22360","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Outside London","Male","915","[c]","22740","21780"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","National Crime Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","Male","10","[c]","[c]","[c]"
