"Status","Year","Region_ITL1","Region_ITL2","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","HEO","420","400","34100","33830"
"In post","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SCS level","15","15","90900","81750"
"In post","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","SEO","295","280","43220","41290"
"In post","2023","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","435","400","30720","29050"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AA","520","485","22350","23230"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","AO","2535","2340","25960","23390"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","EO","2450","2280","28910","28120"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G6","210","200","72230","69940"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","G7","600","585","57140","56830"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","HEO","1365","1305","34900","34400"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","SCS level","50","50","98450","94960"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","SEO","1080","1045","43420","42140"
"In post","2023","West Midlands (England)","Shropshire and Staffordshire","Outside London","Unknown","565","515","31070","29050"
"In post","2023","West Midlands (England)","West Midlands","Outside London","AA","350","310","21150","20200"
"In post","2023","West Midlands (England)","West Midlands","Outside London","AO","5360","4790","22570","21780"
"In post","2023","West Midlands (England)","West Midlands","Outside London","EO","6005","5515","27930","28120"
"In post","2023","West Midlands (England)","West Midlands","Outside London","G6","520","505","68600","66860"
"In post","2023","West Midlands (England)","West Midlands","Outside London","G7","1745","1685","54540","52530"
"In post","2023","West Midlands (England)","West Midlands","Outside London","HEO","3365","3235","34070","34170"
"In post","2023","West Midlands (England)","West Midlands","Outside London","SCS level","180","175","1e+05","91670"
"In post","2023","West Midlands (England)","West Midlands","Outside London","SEO","2160","2085","41320","40290"
"In post","2023","West Midlands (England)","West Midlands","Outside London","Unknown","1275","1180","29600","29050"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AA","300","280","22830","23230"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","AO","1800","1625","27030","28560"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","EO","1635","1495","28770","28120"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","G6","35","35","70670","67040"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","G7","135","130","55960","54260"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","HEO","475","445","34800","34170"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","SEO","230","220","43750","41260"
"In post","2023","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","465","425","30390","29050"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","AA","265","250","21040","21380"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","AO","965","895","24800","22220"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","EO","1070","1015","27880","27430"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","G6","185","175","68020","64150"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","G7","510","495","54040","51320"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","HEO","885","850","33560","33180"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","SCS level","40","40","90660","85000"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","SEO","620","600","40200","38730"
"In post","2023","Yorkshire and The Humber","North Yorkshire","Outside London","Unknown","270","250","30650","29050"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","AA","295","270","22040","23230"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","AO","2660","2360","23900","22400"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","EO","3065","2780","27730","27650"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","G6","390","370","67140","66070"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","G7","1090","1045","53970","52150"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","HEO","1660","1570","33390","32310"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","SCS level","95","90","82840","77000"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","SEO","1475","1405","40280","38760"
"In post","2023","Yorkshire and The Humber","South Yorkshire","Outside London","Unknown","600","555","30030","29050"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","AA","475","435","22390","23230"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","AO","4550","4105","24390","22520"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","EO","5280","4885","28380","28120"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","G6","675","645","68530","66860"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","G7","1945","1875","54830","53810"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","HEO","3240","3090","34210","34400"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","SCS level","165","160","89600","81270"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","SEO","2230","2145","41410","41070"
"In post","2023","Yorkshire and The Humber","West Yorkshire","Outside London","Unknown","1090","1015","29810","27530"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","AA","40","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","AO","445","[c]","21990","21780"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","EO","325","[c]","27460","27570"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","G7","70","[c]","56870","56450"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","HEO","160","[c]","33010","32570"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","SEO","115","[c]","41270","40070"
"Leaver CS","2023","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","AA","75","[c]","19640","19770"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","AO","335","[c]","22060","21780"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","EO","180","[c]","27480","27570"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","G7","15","[c]","57010","56450"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","HEO","30","[c]","35350","34290"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","SEO","30","[c]","41880","41580"
"Leaver CS","2023","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","AA","50","[c]","21710","21380"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","AO","110","[c]","22000","21690"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","EO","85","[c]","28060","27570"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","HEO","35","[c]","34620","33990"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","SEO","15","[c]","43000","41200"
"Leaver CS","2023","East Midlands (England)","Lincolnshire","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","AA","45","[c]","20200","19480"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","AO","155","[c]","23620","23560"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","EO","205","[c]","29020","29290"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","G7","20","[c]","58980","58220"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","HEO","40","[c]","34690","34300"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","SEO","40","[c]","43570","41950"
"Leaver CS","2023","East of England","Bedfordshire and Hertfordshire","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","East of England","East Anglia","Outside London","AA","135","[c]","21230","19930"
"Leaver CS","2023","East of England","East Anglia","Outside London","AO","485","[c]","23010","21830"
"Leaver CS","2023","East of England","East Anglia","Outside London","EO","300","[c]","27760","27570"
"Leaver CS","2023","East of England","East Anglia","Outside London","G6","15","[c]","74540","66140"
"Leaver CS","2023","East of England","East Anglia","Outside London","G7","45","[c]","54190","52000"
"Leaver CS","2023","East of England","East Anglia","Outside London","HEO","135","[c]","34210","33990"
"Leaver CS","2023","East of England","East Anglia","Outside London","SCS level","10","[c]","110540","117400"
"Leaver CS","2023","East of England","East Anglia","Outside London","SEO","95","[c]","42510","41200"
"Leaver CS","2023","East of England","East Anglia","Outside London","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex","Outside London","AA","45","[c]","21810","19930"
"Leaver CS","2023","East of England","Essex","Outside London","AO","160","[c]","23610","22630"
"Leaver CS","2023","East of England","Essex","Outside London","EO","210","[c]","29190","29290"
"Leaver CS","2023","East of England","Essex","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex","Outside London","G7","20","[c]","61420","58820"
"Leaver CS","2023","East of England","Essex","Outside London","HEO","50","[c]","35290","33710"
"Leaver CS","2023","East of England","Essex","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","East of England","Essex","Outside London","SEO","60","[c]","41840","41660"
"Leaver CS","2023","East of England","Essex","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","London","Inner London - East","London","AA","30","[c]","22300","22350"
"Leaver CS","2023","London","Inner London - East","London","AO","320","[c]","24310","25110"
"Leaver CS","2023","London","Inner London - East","London","EO","505","[c]","30720","31060"
"Leaver CS","2023","London","Inner London - East","London","G6","160","[c]","71690","70880"
"Leaver CS","2023","London","Inner London - East","London","G7","335","[c]","57600","56210"
"Leaver CS","2023","London","Inner London - East","London","HEO","305","[c]","36270","35000"
"Leaver CS","2023","London","Inner London - East","London","SCS level","90","[c]","99390","92420"
"Leaver CS","2023","London","Inner London - East","London","SEO","255","[c]","43560","41890"
"Leaver CS","2023","London","Inner London - East","London","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","London","Inner London - West","London","AA","115","[c]","22460","23470"
"Leaver CS","2023","London","Inner London - West","London","AO","635","[c]","24580","25280"
"Leaver CS","2023","London","Inner London - West","London","EO","890","[c]","28620","28780"
"Leaver CS","2023","London","Inner London - West","London","G6","570","[c]","69490","67420"
"Leaver CS","2023","London","Inner London - West","London","G7","1305","[c]","56400","55020"
"Leaver CS","2023","London","Inner London - West","London","HEO","1200","[c]","34840","34260"
"Leaver CS","2023","London","Inner London - West","London","SCS level","360","[c]","98080","86700"
"Leaver CS","2023","London","Inner London - West","London","SEO","915","[c]","42640","42000"
"Leaver CS","2023","London","Inner London - West","London","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","London","AA","40","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","London","AO","165","[c]","25450","25480"
"Leaver CS","2023","London","Outer London - East and North East","London","EO","210","[c]","31220","31060"
"Leaver CS","2023","London","Outer London - East and North East","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","London","HEO","20","[c]","35520","36120"
"Leaver CS","2023","London","Outer London - East and North East","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - East and North East","London","SEO","10","[c]","44210","43290"
"Leaver CS","2023","London","Outer London - East and North East","London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - South","London","AA","35","[c]","22950","23500"
"Leaver CS","2023","London","Outer London - South","London","AO","145","[c]","25760","25630"
"Leaver CS","2023","London","Outer London - South","London","EO","255","[c]","30930","30460"
"Leaver CS","2023","London","Outer London - South","London","G6","35","[c]","73760","75570"
"Leaver CS","2023","London","Outer London - South","London","G7","85","[c]","60860","59290"
"Leaver CS","2023","London","Outer London - South","London","HEO","175","[c]","36280","36180"
"Leaver CS","2023","London","Outer London - South","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - South","London","SEO","125","[c]","44240","43210"
"Leaver CS","2023","London","Outer London - South","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - West and North West","London","AA","45","[c]","23250","23470"
"Leaver CS","2023","London","Outer London - West and North West","London","AO","235","[c]","25050","25480"
"Leaver CS","2023","London","Outer London - West and North West","London","EO","395","[c]","30330","31060"
"Leaver CS","2023","London","Outer London - West and North West","London","G6","20","[c]","65480","66290"
"Leaver CS","2023","London","Outer London - West and North West","London","G7","30","[c]","56720","56070"
"Leaver CS","2023","London","Outer London - West and North West","London","HEO","130","[c]","34170","33330"
"Leaver CS","2023","London","Outer London - West and North West","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","London","Outer London - West and North West","London","SEO","90","[c]","42080","41680"
"Leaver CS","2023","London","Outer London - West and North West","London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","AA","50","[c]","19940","19850"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","AO","755","[c]","21530","21690"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","EO","315","[c]","27180","27570"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","G6","40","[c]","67470","66860"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","G7","95","[c]","54870","53750"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","HEO","135","[c]","32840","33300"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","SEO","115","[c]","41590","40080"
"Leaver CS","2023","North East (England)","Northumberland, and Tyne and Wear","Outside London","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","AA","80","[c]","19520","19500"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","AO","455","[c]","22160","21780"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","EO","140","[c]","27360","28080"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","G7","30","[c]","53870","51770"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","HEO","75","[c]","32420","31920"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","SEO","40","[c]","41290","39520"
"Leaver CS","2023","North East (England)","Tees Valley and Durham","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","AA","25","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","AO","150","[c]","22590","21780"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","EO","100","[c]","29640","28120"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","G7","15","[c]","62100","58770"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","HEO","40","[c]","38540","38640"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","SEO","30","[c]","43940","41510"
"Leaver CS","2023","North West (England)","Cheshire","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","AO","95","[c]","23230","22150"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","EO","35","[c]","27150","27520"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","HEO","15","[c]","32860","33500"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Cumbria","Outside London","Unknown","40","[c]","42370","39980"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","AA","75","[c]","19440","19930"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","AO","755","[c]","21560","21690"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","EO","400","[c]","26950","27570"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","G6","45","[c]","68080","66610"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","G7","135","[c]","56360","55790"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","HEO","200","[c]","32560","32160"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","SEO","180","[c]","39680","39000"
"Leaver CS","2023","North West (England)","Greater Manchester","Outside London","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","AA","65","[c]","21100","20020"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","AO","510","[c]","21660","21690"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","EO","215","[c]","27800","28120"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","G6","25","[c]","72240","71300"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","G7","30","[c]","54940","53320"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","HEO","90","[c]","33610","34170"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","SEO","55","[c]","41860","41200"
"Leaver CS","2023","North West (England)","Lancashire","Outside London","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","AA","45","[c]","19980","19500"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","AO","680","[c]","22010","22400"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","EO","380","[c]","27190","27570"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","G6","20","[c]","70500","70960"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","G7","60","[c]","58980","56720"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","HEO","130","[c]","32720","32310"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","SEO","100","[c]","42540","41000"
"Leaver CS","2023","North West (England)","Merseyside","Outside London","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","AA","30","[c]","21480","21500"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","AO","110","[c]","23730","22400"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","EO","65","[c]","28300","26920"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","HEO","35","[c]","33950","33870"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Northern Ireland","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","G7","30","[c]","67870","67840"
"Leaver CS","2023","Overseas","Overseas","Overseas","HEO","65","[c]","44660","44040"
"Leaver CS","2023","Overseas","Overseas","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Overseas","SEO","20","[c]","49110","47770"
"Leaver CS","2023","Overseas","Overseas","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","AA","170","[c]","22960","22690"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","AO","540","[c]","24040","22520"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","EO","390","[c]","30960","29450"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","G6","65","[c]","75750","79110"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","G7","80","[c]","59830","58910"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","HEO","205","[c]","37230","37710"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","SCS level","15","[c]","92780","85200"
"Leaver CS","2023","Scotland","Eastern Scotland","Outside London","SEO","155","[c]","46500","48410"
"Leaver CS","2023","Scotland","Highlands and Islands","Outside London","AA","25","[c]","22490","22460"
"Leaver CS","2023","Scotland","Highlands and Islands","Outside London","AO","85","[c]","24410","23700"
"Leaver CS","2023","Scotland","Highlands and Islands","Outside London","EO","55","[c]","29830","28120"
"Leaver CS","2023","Scotland","Highlands and Islands","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Highlands and Islands","Outside London","HEO","20","[c]","34780","33560"
"Leaver CS","2023","Scotland","Highlands and Islands","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Highlands and Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","North Eastern Scotland","Outside London","AA","10","[c]","22900","22920"
"Leaver CS","2023","Scotland","North Eastern Scotland","Outside London","AO","40","[c]","27620","24710"
"Leaver CS","2023","Scotland","North Eastern Scotland","Outside London","EO","50","[c]","29930","29100"
"Leaver CS","2023","Scotland","North Eastern Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","North Eastern Scotland","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","North Eastern Scotland","Outside London","HEO","25","[c]","38090","34730"
"Leaver CS","2023","Scotland","North Eastern Scotland","Outside London","SEO","20","[c]","52570","47370"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","AA","15","[c]","22220","22080"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","AO","230","[c]","24110","24490"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","EO","105","[c]","28790","27570"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","HEO","45","[c]","35990","35770"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","Southern Scotland","Outside London","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","AA","150","[c]","22380","22180"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","AO","535","[c]","23500","21690"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","EO","365","[c]","29640","28120"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","G6","35","[c]","71500","72550"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","G7","80","[c]","56040","54870"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","HEO","175","[c]","36940","34730"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","SEO","115","[c]","43760","42860"
"Leaver CS","2023","Scotland","West Central Scotland","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA","115","[c]","21930","21380"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AO","415","[c]","26850","25110"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","235","[c]","29020","28120"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G6","20","[c]","71630","68140"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","G7","35","[c]","57740","55080"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","HEO","120","[c]","35460","34300"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SCS level","15","[c]","108580","112570"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","SEO","90","[c]","42960","41860"
"Leaver CS","2023","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","AA","160","[c]","20860","20150"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","AO","635","[c]","22210","21260"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","EO","340","[c]","27680","27420"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","G6","35","[c]","73730","66880"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","G7","115","[c]","55220","53020"
"Leaver CS","2023","South East (England)","Hampshire and Isle of Wight","Outside London","HEO","220","[c]","33730","33300"
