"Status","Year","Ethnicity","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","UK Health Security Agency","Inner London - West","London","25","25","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Outer London - West and North West","London","40","40","40810","33330"
"In post","2023","Mixed","UK Health Security Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","East Wales","Outside London","55","50","34250","31480"
"In post","2023","Mixed","UK Statistics Authority","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Hampshire and Isle of Wight","Outside London","35","35","34530","31560"
"In post","2023","Mixed","UK Statistics Authority","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Inner London - West","London","10","10","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Supreme Court","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Outer London - South","London","5","5","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Valuation Office Agency","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Vehicle Certification Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinary Medicines Directorate","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Water Services Regulation Authority","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","East Wales","Outside London","55","55","42570","39690"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","West Wales and The Valleys","Outside London","15","10","[c]","[c]"
"In post","2023","Mixed","Welsh Government (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Welsh Revenue Authority","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Wilton Park","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Accountant in Bankruptcy","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Accountant in Bankruptcy","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Active Travel England","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Advisory, Conciliation and Arbitration Service","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Animal and Plant Health Agency","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Attorney General's Office","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Building Digital UK","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Inner London - East","London","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Inner London - West","London","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Cabinet Office (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
