"Status","Year","Ethnicity","Organisation","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Defence Equipment and Support","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","275","265","37770","34330"
"In post","2023","Asian","Defence Equipment and Support","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Outer London - West and North West","London","45","40","27830","24900"
"In post","2023","Asian","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","60","60","40340","39890"
"In post","2023","Asian","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","London","520","515","47730","41540"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","Outside London","85","80","37840","37470"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Greater Manchester","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Inner London - West","London","110","110","48640","52900"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Greater Manchester","Outside London","100","100","37170","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Inner London - West","London","240","230","45390","42010"
"In post","2023","Asian","Department for Education (excl. agencies)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Outer London - South","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South Yorkshire","Outside London","75","75","38410","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","West Midlands","Outside London","195","195","40000","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
