"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Department of Health and Social Care","Medicine","Heterosexual / straight","330","290","78910","79590"
"In post","2023","No function","Department of Health and Social Care","Medicine","LGBO","20","15","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Medicine","Undeclared","70","65","79880","68140"
"In post","2023","No function","Department of Health and Social Care","Medicine","Unknown","90","75","104460","111300"
"In post","2023","No function","Department of Health and Social Care","Operational Delivery","Heterosexual / straight","1525","1440","41010","37060"
"In post","2023","No function","Department of Health and Social Care","Operational Delivery","LGBO","105","105","42270","38070"
"In post","2023","No function","Department of Health and Social Care","Operational Delivery","Undeclared","200","185","40460","37420"
"In post","2023","No function","Department of Health and Social Care","Operational Delivery","Unknown","905","860","42660","38970"
"In post","2023","No function","Department of Health and Social Care","Other","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Other","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Policy","Heterosexual / straight","240","230","53130","52720"
"In post","2023","No function","Department of Health and Social Care","Policy","LGBO","35","30","47490","50830"
"In post","2023","No function","Department of Health and Social Care","Policy","Undeclared","45","45","50760","54660"
"In post","2023","No function","Department of Health and Social Care","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Science and Engineering","Heterosexual / straight","905","870","41190","38840"
"In post","2023","No function","Department of Health and Social Care","Science and Engineering","LGBO","55","55","38520","38970"
"In post","2023","No function","Department of Health and Social Care","Science and Engineering","Undeclared","160","150","43030","41280"
"In post","2023","No function","Department of Health and Social Care","Science and Engineering","Unknown","375","355","45350","43660"
"In post","2023","No function","Department of Health and Social Care","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Department of Health and Social Care","Unknown","Heterosexual / straight","1140","1090","51440","50830"
"In post","2023","No function","Department of Health and Social Care","Unknown","LGBO","150","145","53880","50830"
"In post","2023","No function","Department of Health and Social Care","Unknown","Undeclared","880","850","48030","45440"
"In post","2023","No function","Food Standards Agency","International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Operational Delivery","Heterosexual / straight","395","380","35160","31260"
"In post","2023","No function","Food Standards Agency","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Operational Delivery","Undeclared","45","40","34190","30540"
"In post","2023","No function","Food Standards Agency","Operational Delivery","Unknown","195","180","29980","28090"
"In post","2023","No function","Food Standards Agency","Policy","Heterosexual / straight","230","225","42260","38100"
"In post","2023","No function","Food Standards Agency","Policy","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Policy","Undeclared","30","30","44210","41420"
"In post","2023","No function","Food Standards Agency","Policy","Unknown","40","40","41330","38100"
"In post","2023","No function","Food Standards Agency","Science and Engineering","Heterosexual / straight","100","100","40940","38100"
"In post","2023","No function","Food Standards Agency","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Science and Engineering","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Veterinarian","Heterosexual / straight","40","35","44870","38670"
"In post","2023","No function","Food Standards Agency","Veterinarian","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Veterinarian","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Food Standards Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Operational Delivery","Heterosexual / straight","150","150","43160","38540"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Operational Delivery","Unknown","50","50","43040","37500"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Other","Heterosexual / straight","80","80","45660","39210"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Other","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Other","Unknown","35","35","49040","44930"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Policy","Heterosexual / straight","2415","2385","53110","53970"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Policy","LGBO","230","230","52120","53790"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Policy","Undeclared","25","25","[c]","[c]"
"In post","2023","No function","Foreign, Commonwealth and Development Office","Policy","Unknown","1245","1235","52160","53530"
"In post","2023","No function","HM Land Registry","Operational Delivery","Heterosexual / straight","2980","2655","30350","28080"
"In post","2023","No function","HM Land Registry","Operational Delivery","LGBO","145","140","28450","28080"
"In post","2023","No function","HM Land Registry","Operational Delivery","Undeclared","505","435","31810","28080"
"In post","2023","No function","HM Land Registry","Operational Delivery","Unknown","1610","1465","27910","28080"
"In post","2023","No function","HM Land Registry","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","HM Land Registry","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Land Registry","Other","Unknown","5","5","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Economics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","International Trade","Heterosexual / straight","70","65","39210","35000"
"In post","2023","No function","HM Revenue and Customs","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","International Trade","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","International Trade","Unknown","30","30","39600","35000"
"In post","2023","No function","HM Revenue and Customs","Operational Delivery","Heterosexual / straight","11080","9995","28910","27650"
"In post","2023","No function","HM Revenue and Customs","Operational Delivery","LGBO","775","740","28200","27650"
"In post","2023","No function","HM Revenue and Customs","Operational Delivery","Undeclared","1130","1000","28280","22520"
"In post","2023","No function","HM Revenue and Customs","Operational Delivery","Unknown","6915","6135","25980","22520"
"In post","2023","No function","HM Revenue and Customs","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Operational Research","Unknown","80","80","23440","22520"
"In post","2023","No function","HM Revenue and Customs","Other","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Other","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Revenue and Customs","Tax","Heterosexual / straight","8295","7875","39080","35000"
"In post","2023","No function","HM Revenue and Customs","Tax","LGBO","635","615","36810","34700"
"In post","2023","No function","HM Revenue and Customs","Tax","Undeclared","940","870","41210","35330"
"In post","2023","No function","HM Revenue and Customs","Tax","Unknown","3670","3480","34450","34400"
"In post","2023","No function","HM Revenue and Customs","Unknown","Heterosexual / straight","1585","1540","36970","34700"
"In post","2023","No function","HM Revenue and Customs","Unknown","LGBO","175","175","35820","34550"
"In post","2023","No function","HM Revenue and Customs","Unknown","Undeclared","125","125","38750","34700"
"In post","2023","No function","HM Revenue and Customs","Unknown","Unknown","870","845","35810","34700"
"In post","2023","No function","HM Treasury","Operational Delivery","Heterosexual / straight","135","130","33460","28960"
"In post","2023","No function","HM Treasury","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2023","No function","HM Treasury","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","HM Treasury","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","No function","HM Treasury","Other","Heterosexual / straight","45","40","41600","39200"
"In post","2023","No function","HM Treasury","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","HM Treasury","Other","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","HM Treasury","Other","Unknown","10","10","[c]","[c]"
"In post","2023","No function","HM Treasury","Policy","Heterosexual / straight","1095","1075","51340","54090"
"In post","2023","No function","HM Treasury","Policy","LGBO","155","155","46460","39770"
"In post","2023","No function","HM Treasury","Policy","Undeclared","180","175","47400","52500"
"In post","2023","No function","HM Treasury","Policy","Unknown","45","40","64270","57160"
"In post","2023","No function","Home Office","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Counter Fraud","Heterosexual / straight","160","145","28230","26180"
"In post","2023","No function","Home Office","Counter Fraud","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Home Office","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Counter Fraud","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Digital, Data and Technology","Heterosexual / straight","360","355","59910","59580"
"In post","2023","No function","Home Office","Digital, Data and Technology","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Home Office","Digital, Data and Technology","Undeclared","45","45","57890","59290"
"In post","2023","No function","Home Office","Digital, Data and Technology","Unknown","125","125","55100","58490"
"In post","2023","No function","Home Office","Economics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Economics","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Finance","Heterosexual / straight","40","40","40870","37720"
"In post","2023","No function","Home Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Human Resources","Heterosexual / straight","145","140","39350","36180"
"In post","2023","No function","Home Office","Human Resources","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Human Resources","Undeclared","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Intelligence Analysis","Heterosexual / straight","1080","1015","30340","27650"
"In post","2023","No function","Home Office","Intelligence Analysis","LGBO","45","45","29320","27650"
"In post","2023","No function","Home Office","Intelligence Analysis","Undeclared","185","170","31440","29750"
"In post","2023","No function","Home Office","Intelligence Analysis","Unknown","145","145","28050","25880"
"In post","2023","No function","Home Office","Knowledge and Information Management","Heterosexual / straight","50","50","42910","39190"
"In post","2023","No function","Home Office","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Home Office","Knowledge and Information Management","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Home Office","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Operational Delivery","Heterosexual / straight","19160","17630","29830","26570"
"In post","2023","No function","Home Office","Operational Delivery","LGBO","865","840","29390","26110"
"In post","2023","No function","Home Office","Operational Delivery","Undeclared","2650","2385","30550","27650"
"In post","2023","No function","Home Office","Operational Delivery","Unknown","8265","7920","26140","25750"
"In post","2023","No function","Home Office","Operational Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Operational Research","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Other","Heterosexual / straight","920","865","35050","32000"
"In post","2023","No function","Home Office","Other","LGBO","55","55","35610","32160"
"In post","2023","No function","Home Office","Other","Undeclared","105","100","35690","32050"
"In post","2023","No function","Home Office","Other","Unknown","245","245","29920","29750"
"In post","2023","No function","Home Office","Policy","Heterosexual / straight","1655","1615","52880","54260"
"In post","2023","No function","Home Office","Policy","LGBO","135","130","52050","59000"
"In post","2023","No function","Home Office","Policy","Undeclared","180","175","53250","54570"
"In post","2023","No function","Home Office","Policy","Unknown","535","530","47760","43210"
"In post","2023","No function","Home Office","Project Delivery","Heterosexual / straight","1095","1070","46960","43210"
"In post","2023","No function","Home Office","Project Delivery","LGBO","65","65","45770","43210"
"In post","2023","No function","Home Office","Project Delivery","Undeclared","140","135","50610","54000"
"In post","2023","No function","Home Office","Project Delivery","Unknown","255","250","43250","39000"
"In post","2023","No function","Home Office","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Science and Engineering","Heterosexual / straight","75","70","48740","42420"
"In post","2023","No function","Home Office","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Science and Engineering","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Home Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Social Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Home Office","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Social Research","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Statistics","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Home Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Statistics","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","Heterosexual / straight","120","120","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2023","No function","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Geography","Heterosexual / straight","300","285","34100","34370"
"In post","2023","No function","Ministry of Defence","Geography","LGBO","10","10","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Geography","Undeclared","35","30","33760","34370"
"In post","2023","No function","Ministry of Defence","Geography","Unknown","125","120","30410","28070"
"In post","2023","No function","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","560","550","39850","37180"
"In post","2023","No function","Ministry of Defence","Intelligence Analysis","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Intelligence Analysis","Undeclared","100","95","40580","38020"
"In post","2023","No function","Ministry of Defence","Intelligence Analysis","Unknown","125","125","37370","36350"
"In post","2023","No function","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Medicine","Heterosexual / straight","1115","980","50240","40590"
"In post","2023","No function","Ministry of Defence","Medicine","LGBO","30","25","44070","37020"
"In post","2023","No function","Ministry of Defence","Medicine","Undeclared","110","100","55890","41660"
"In post","2023","No function","Ministry of Defence","Medicine","Unknown","360","305","46470","40590"
"In post","2023","No function","Ministry of Defence","Operational Delivery","Heterosexual / straight","8315","7935","29790","27140"
"In post","2023","No function","Ministry of Defence","Operational Delivery","LGBO","220","215","30180","27140"
"In post","2023","No function","Ministry of Defence","Operational Delivery","Undeclared","1010","965","29800","27140"
"In post","2023","No function","Ministry of Defence","Operational Delivery","Unknown","1000","950","27490","22330"
"In post","2023","No function","Ministry of Defence","Other","Heterosexual / straight","3055","2955","29150","22220"
"In post","2023","No function","Ministry of Defence","Other","LGBO","80","75","28950","23840"
"In post","2023","No function","Ministry of Defence","Other","Undeclared","410","395","28830","23630"
"In post","2023","No function","Ministry of Defence","Other","Unknown","405","395","27020","22220"
"In post","2023","No function","Ministry of Defence","Policy","Heterosexual / straight","935","915","48250","45750"
"In post","2023","No function","Ministry of Defence","Policy","LGBO","55","55","48970","45750"
"In post","2023","No function","Ministry of Defence","Policy","Undeclared","150","150","50270","45980"
"In post","2023","No function","Ministry of Defence","Policy","Unknown","255","250","46690","45540"
"In post","2023","No function","Ministry of Defence","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Defence","Science and Engineering","Heterosexual / straight","3305","3235","40320","40300"
"In post","2023","No function","Ministry of Defence","Science and Engineering","LGBO","100","95","38310","34640"
"In post","2023","No function","Ministry of Defence","Science and Engineering","Undeclared","605","585","39650","35810"
"In post","2023","No function","Ministry of Defence","Science and Engineering","Unknown","460","455","34650","32500"
"In post","2023","No function","Ministry of Justice","Commercial","Heterosexual / straight","355","345","51150","48660"
"In post","2023","No function","Ministry of Justice","Commercial","LGBO","25","25","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Commercial","Undeclared","40","40","48800","51500"
"In post","2023","No function","Ministry of Justice","Commercial","Unknown","45","45","43340","39670"
"In post","2023","No function","Ministry of Justice","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Intelligence Analysis","Heterosexual / straight","345","330","32420","28480"
"In post","2023","No function","Ministry of Justice","Intelligence Analysis","LGBO","20","15","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Intelligence Analysis","Undeclared","35","35","33460","31670"
"In post","2023","No function","Ministry of Justice","Intelligence Analysis","Unknown","35","35","31370","30910"
"In post","2023","No function","Ministry of Justice","Knowledge and Information Management","Heterosexual / straight","95","90","30880","26330"
"In post","2023","No function","Ministry of Justice","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Knowledge and Information Management","Undeclared","10","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Knowledge and Information Management","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Legal","Heterosexual / straight","795","715","46450","45160"
"In post","2023","No function","Ministry of Justice","Legal","LGBO","40","40","47980","43650"
"In post","2023","No function","Ministry of Justice","Legal","Undeclared","185","165","47400","45450"
"In post","2023","No function","Ministry of Justice","Legal","Unknown","145","135","42980","43650"
"In post","2023","No function","Ministry of Justice","Operational Delivery","Heterosexual / straight","57460","53680","30870","29050"
"In post","2023","No function","Ministry of Justice","Operational Delivery","LGBO","4325","4200","30720","29050"
"In post","2023","No function","Ministry of Justice","Operational Delivery","Undeclared","5910","5445","31320","29660"
"In post","2023","No function","Ministry of Justice","Operational Delivery","Unknown","12975","12020","29360","28880"
"In post","2023","No function","Ministry of Justice","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Policy","Heterosexual / straight","745","725","48180","43650"
"In post","2023","No function","Ministry of Justice","Policy","LGBO","100","100","49470","43830"
"In post","2023","No function","Ministry of Justice","Policy","Undeclared","80","80","49550","45100"
"In post","2023","No function","Ministry of Justice","Policy","Unknown","320","315","43090","43650"
"In post","2023","No function","Ministry of Justice","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Psychology","Heterosexual / straight","1120","1080","38110","32420"
"In post","2023","No function","Ministry of Justice","Psychology","LGBO","70","70","33920","30940"
"In post","2023","No function","Ministry of Justice","Psychology","Undeclared","90","85","35950","32050"
"In post","2023","No function","Ministry of Justice","Psychology","Unknown","150","135","36310","31130"
"In post","2023","No function","Ministry of Justice","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Unknown","Heterosexual / straight","55","55","40830","35410"
"In post","2023","No function","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","No function","Ministry of Justice","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","No function","National Crime Agency","Operational Delivery","Heterosexual / straight","3665","3570","42350","40440"
"In post","2023","No function","National Crime Agency","Operational Delivery","LGBO","190","185","39680","38310"
"In post","2023","No function","National Crime Agency","Operational Delivery","Undeclared","295","290","41350","39630"
"In post","2023","No function","National Crime Agency","Operational Delivery","Unknown","545","525","43170","41910"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","865","850","66570","66170"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","60","60","70440","77470"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","40","40","70360","71820"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","30","25","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","155","145","30640","27140"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","15","10","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","210","205","31040","27140"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","LGBO","20","20","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","Undeclared","15","15","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Other","Unknown","20","20","[c]","[c]"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","70","65","51830","43840"
"In post","2023","No function","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","10","10","[c]","[c]"
