"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Office of the Secretary of State for Scotland","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Scotland","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Scotland","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Office of the Secretary of State for Wales","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","Heterosexual / straight","215","[c]","33170","31540"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Operational Delivery","Unknown","325","[c]","29760","28490"
"Leaver CS","2023","No function","Scottish Government","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Other","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Scottish Government","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","The National Archives","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Geography","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","Heterosexual / straight","270","[c]","24760","21200"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Operational Delivery","Unknown","95","[c]","24560","21200"
"Leaver CS","2023","No function","UK Statistics Authority","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","UK Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Water Services Regulation Authority","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Attorney General's Departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Project Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Chancellor's other departments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Charity Commission","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","Heterosexual / straight","30","[c]","54050","44060"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Competition and Markets Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","Heterosexual / straight","50","[c]","43960","39510"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Education","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for International Trade","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for International Trade","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for International Trade","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Department for International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
