"Status","Year","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","UK Statistics Authority","G6/G7","80","[c]","56200","53760"
"Leaver CS","2023","UK Statistics Authority","SCS level","10","[c]","82780","77250"
"Leaver CS","2023","UK Statistics Authority","SEO/HEO","180","[c]","34700","33710"
"Leaver CS","2023","UK Supreme Court","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO/HEO","10","[c]","36280","37230"
"Leaver CS","2023","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","SEO/HEO","25","[c]","47680","46370"
"Leaver CS","2023","Welsh Government","AA/AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government","EO","40","[c]","28300","29430"
"Leaver CS","2023","Welsh Government","G6/G7","35","[c]","64970","61440"
"Leaver CS","2023","Welsh Government","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government","SEO/HEO","75","[c]","41730","41980"
"Leaver Dept.","2023","Attorney General's Departments","AA/AO","35","[c]","24120","24480"
"Leaver Dept.","2023","Attorney General's Departments","EO","65","[c]","27720","27760"
"Leaver Dept.","2023","Attorney General's Departments","G6/G7","110","[c]","58490","55000"
"Leaver Dept.","2023","Attorney General's Departments","SCS level","10","[c]","88650","84080"
"Leaver Dept.","2023","Attorney General's Departments","SEO/HEO","60","[c]","35650","32660"
"Leaver Dept.","2023","Cabinet Office","AA/AO","55","[c]","22190","21720"
"Leaver Dept.","2023","Cabinet Office","EO","175","[c]","26890","27500"
"Leaver Dept.","2023","Cabinet Office","G6/G7","410","[c]","58460","56430"
"Leaver Dept.","2023","Cabinet Office","SCS level","80","[c]","83820","77410"
"Leaver Dept.","2023","Cabinet Office","SEO/HEO","990","[c]","34310","33020"
"Leaver Dept.","2023","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","SEO/HEO","15","[c]","31410","30160"
"Leaver Dept.","2023","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6/G7","10","[c]","64010","64760"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO/HEO","15","[c]","37070","34620"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA/AO","55","[c]","22250","22180"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","85","[c]","26360","25610"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6/G7","205","[c]","56780","54160"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","25","[c]","87190","75680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","340","[c]","36690","35050"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","20","[c]","27330","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6/G7","90","[c]","55950","53730"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","15","[c]","87200","79260"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","125","[c]","35970","35620"
"Leaver Dept.","2023","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","EO","55","[c]","27600","26940"
"Leaver Dept.","2023","Department for Education","G6/G7","145","[c]","56960","55020"
"Leaver Dept.","2023","Department for Education","SCS level","20","[c]","91760","77440"
"Leaver Dept.","2023","Department for Education","SEO/HEO","310","[c]","37290","37590"
"Leaver Dept.","2023","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AA/AO","75","[c]","21920","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","80","[c]","25970","25920"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6/G7","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","300","[c]","34850","35900"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","25","[c]","26160","26250"
"Leaver Dept.","2023","Department for International Trade","G6/G7","65","[c]","57020","55370"
"Leaver Dept.","2023","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO/HEO","120","[c]","35930","35150"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","60","[c]","27840","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6/G7","130","[c]","56700","54700"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","15","[c]","87680","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","245","[c]","35630","34310"
"Leaver Dept.","2023","Department for Transport","AA/AO","120","[c]","22190","22500"
"Leaver Dept.","2023","Department for Transport","EO","120","[c]","27920","26960"
"Leaver Dept.","2023","Department for Transport","G6/G7","80","[c]","58390","55740"
"Leaver Dept.","2023","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SEO/HEO","270","[c]","36480","35760"
"Leaver Dept.","2023","Department for Work and Pensions","AA/AO","575","[c]","21720","21690"
"Leaver Dept.","2023","Department for Work and Pensions","EO","1560","[c]","28740","28120"
"Leaver Dept.","2023","Department for Work and Pensions","G6/G7","125","[c]","58050","55150"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","15","[c]","94170","82570"
"Leaver Dept.","2023","Department for Work and Pensions","SEO/HEO","465","[c]","36250","34970"
"Leaver Dept.","2023","Department of Health and Social Care","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","90","[c]","26030","26260"
"Leaver Dept.","2023","Department of Health and Social Care","G6/G7","195","[c]","58180","56070"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","35","[c]","91030","76740"
"Leaver Dept.","2023","Department of Health and Social Care","SEO/HEO","305","[c]","35360","34370"
"Leaver Dept.","2023","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","10","[c]","28460","28090"
"Leaver Dept.","2023","Food Standards Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO/HEO","40","[c]","36280","37560"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6/G7","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO/HEO","85","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AA/AO","605","[c]","22400","22520"
"Leaver Dept.","2023","HM Revenue and Customs","EO","285","[c]","26670","26020"
"Leaver Dept.","2023","HM Revenue and Customs","G6/G7","125","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO/HEO","380","[c]","38870","38600"
"Leaver Dept.","2023","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","25","[c]","27080","27030"
"Leaver Dept.","2023","HM Treasury","G6/G7","105","[c]","57710","54420"
"Leaver Dept.","2023","HM Treasury","SCS level","20","[c]","92940","77590"
"Leaver Dept.","2023","HM Treasury","SEO/HEO","125","[c]","35460","33820"
"Leaver Dept.","2023","Home Office","AA/AO","160","[c]","23080","22400"
"Leaver Dept.","2023","Home Office","EO","345","[c]","27470","26750"
"Leaver Dept.","2023","Home Office","G6/G7","185","[c]","62330","59290"
"Leaver Dept.","2023","Home Office","SCS level","30","[c]","90620","84160"
"Leaver Dept.","2023","Home Office","SEO/HEO","480","[c]","38460","39000"
"Leaver Dept.","2023","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","AA/AO","155","[c]","22900","22220"
"Leaver Dept.","2023","Ministry of Defence","EO","90","[c]","27990","27140"
"Leaver Dept.","2023","Ministry of Defence","G6/G7","115","[c]","56620","56180"
"Leaver Dept.","2023","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","SEO/HEO","330","[c]","39240","39890"
"Leaver Dept.","2023","Ministry of Defence","Unknown","25","[c]","39820","38790"
"Leaver Dept.","2023","Ministry of Justice","AA/AO","710","[c]","22140","21780"
"Leaver Dept.","2023","Ministry of Justice","EO","270","[c]","27230","26900"
"Leaver Dept.","2023","Ministry of Justice","G6/G7","135","[c]","59120","57460"
"Leaver Dept.","2023","Ministry of Justice","SCS level","20","[c]","89350","86460"
"Leaver Dept.","2023","Ministry of Justice","SEO/HEO","525","[c]","38080","37680"
"Leaver Dept.","2023","Ministry of Justice","Unknown","145","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","AA/AO","15","[c]","27420","24650"
"Leaver Dept.","2023","National Crime Agency","EO","30","[c]","35180","34670"
"Leaver Dept.","2023","National Crime Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SEO/HEO","50","[c]","44080","43590"
"Leaver Dept.","2023","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","10","[c]","65150","61480"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","20","[c]","37550","36330"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","EO","30","[c]","26110","25750"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","G6/G7","15","[c]","53200","48330"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","SEO/HEO","35","[c]","34510","34000"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","AA/AO","35","[c]","25250","25060"
"Leaver Dept.","2023","Scottish Government","EO","35","[c]","30950","31180"
"Leaver Dept.","2023","Scottish Government","G6/G7","30","[c]","66190","65100"
"Leaver Dept.","2023","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","SEO/HEO","70","[c]","41070","39520"
"Leaver Dept.","2023","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Export Finance","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","AA/AO","40","[c]","21380","21200"
"Leaver Dept.","2023","UK Statistics Authority","EO","25","[c]","25090","24840"
"Leaver Dept.","2023","UK Statistics Authority","G6/G7","35","[c]","54190","51460"
"Leaver Dept.","2023","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Statistics Authority","SEO/HEO","140","[c]","34480","33210"
"Leaver Dept.","2023","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","EO","15","[c]","27230","26820"
"Leaver Dept.","2023","Welsh Government","G6/G7","15","[c]","61530","61440"
"Leaver Dept.","2023","Welsh Government","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government","SEO/HEO","30","[c]","40660","38160"
"New entrant CS","2023","Attorney General's Departments","AA/AO","485","[c]","21790","21120"
"New entrant CS","2023","Attorney General's Departments","EO","275","[c]","27720","27760"
"New entrant CS","2023","Attorney General's Departments","G6/G7","245","[c]","54070","52020"
"New entrant CS","2023","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Departments","SEO/HEO","260","[c]","38630","38760"
"New entrant CS","2023","Cabinet Office","AA/AO","140","[c]","21230","21720"
"New entrant CS","2023","Cabinet Office","EO","130","[c]","25680","24610"
"New entrant CS","2023","Cabinet Office","G6/G7","230","[c]","61680","58500"
"New entrant CS","2023","Cabinet Office","SCS level","40","[c]","121670","115000"
"New entrant CS","2023","Cabinet Office","SEO/HEO","730","[c]","31100","28840"
"New entrant CS","2023","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Chancellor's other departments","EO","15","[c]","28960","30090"
"New entrant CS","2023","Chancellor's other departments","G6/G7","20","[c]","68060","70000"
"New entrant CS","2023","Chancellor's other departments","SEO/HEO","25","[c]","38830","38540"
"New entrant CS","2023","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","30","[c]","25300","25300"
"New entrant CS","2023","Charity Commission","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","40","[c]","33320","30170"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","25","[c]","23100","23200"
"New entrant CS","2023","Competition and Markets Authority","EO","20","[c]","27690","27550"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","50","[c]","63670","60600"
"New entrant CS","2023","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","60","[c]","37410","34110"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","290","[c]","21340","21380"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","EO","265","[c]","27070","25610"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","120","[c]","54530","53570"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","560","[c]","36920","36460"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","EO","55","[c]","26400","27230"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","25","[c]","54610","52760"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","110","[c]","35430","35040"
"New entrant CS","2023","Department for Education","AA/AO","20","[c]","21220","22020"
"New entrant CS","2023","Department for Education","EO","145","[c]","25830","25900"
"New entrant CS","2023","Department for Education","G6/G7","80","[c]","55550","51460"
"New entrant CS","2023","Department for Education","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education","SEO/HEO","255","[c]","34920","37590"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","AA/AO","705","[c]","22410","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","EO","370","[c]","26500","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","G6/G7","265","[c]","54160","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","86490","81530"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","625","[c]","35060","34220"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","EO","170","[c]","26500","27420"
"New entrant CS","2023","Department for International Trade","G6/G7","130","[c]","57580","56230"
"New entrant CS","2023","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","SEO/HEO","475","[c]","38360","38050"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","AA/AO","75","[c]","21530","21960"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","EO","40","[c]","27470","27120"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","G6/G7","125","[c]","51620","49700"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","140","[c]","34720","33880"
"New entrant CS","2023","Department for Transport","AA/AO","960","[c]","23040","22500"
"New entrant CS","2023","Department for Transport","EO","465","[c]","27450","26780"
"New entrant CS","2023","Department for Transport","G6/G7","65","[c]","58910","55740"
"New entrant CS","2023","Department for Transport","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport","SEO/HEO","310","[c]","36290","35400"
"New entrant CS","2023","Department for Work and Pensions","AA/AO","1835","[c]","21900","21690"
"New entrant CS","2023","Department for Work and Pensions","EO","975","[c]","28020","28120"
"New entrant CS","2023","Department for Work and Pensions","G6/G7","210","[c]","58350","56450"
"New entrant CS","2023","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions","SEO/HEO","670","[c]","37600","37180"
"New entrant CS","2023","Department of Health and Social Care","AA/AO","185","[c]","22200","21250"
"New entrant CS","2023","Department of Health and Social Care","EO","305","[c]","26860","27690"
"New entrant CS","2023","Department of Health and Social Care","G6/G7","315","[c]","58840","54460"
"New entrant CS","2023","Department of Health and Social Care","SCS level","70","[c]","101220","95000"
"New entrant CS","2023","Department of Health and Social Care","SEO/HEO","590","[c]","36410","36110"
"New entrant CS","2023","Estyn","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","50","[c]","26450","26910"
"New entrant CS","2023","Food Standards Agency","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO/HEO","100","[c]","34880","33000"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AA/AO","225","[c]","23420","23390"
"New entrant CS","2023","HM Land Registry","EO","65","[c]","28760","28080"
"New entrant CS","2023","HM Land Registry","G6/G7","20","[c]","57630","56190"
"New entrant CS","2023","HM Land Registry","SEO/HEO","50","[c]","39290","39460"
"New entrant CS","2023","HM Revenue and Customs","AA/AO","3430","[c]","22810","22520"
"New entrant CS","2023","HM Revenue and Customs","EO","625","[c]","28220","27650"
"New entrant CS","2023","HM Revenue and Customs","G6/G7","225","[c]","57090","54680"
"New entrant CS","2023","HM Revenue and Customs","SCS level","10","[c]","99280","92500"
"New entrant CS","2023","HM Revenue and Customs","SEO/HEO","875","[c]","37890","35920"
"New entrant CS","2023","HM Treasury","AA/AO","55","[c]","22150","21700"
"New entrant CS","2023","HM Treasury","EO","80","[c]","26510","27180"
"New entrant CS","2023","HM Treasury","G6/G7","40","[c]","60520","57000"
"New entrant CS","2023","HM Treasury","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","SEO/HEO","160","[c]","33520","32970"
"New entrant CS","2023","Home Office","AA/AO","3830","[c]","23030","22400"
"New entrant CS","2023","Home Office","EO","3280","[c]","27080","25750"
"New entrant CS","2023","Home Office","G6/G7","105","[c]","60190","59000"
"New entrant CS","2023","Home Office","SCS level","25","[c]","92830","84310"
"New entrant CS","2023","Home Office","SEO/HEO","540","[c]","36140","36000"
"New entrant CS","2023","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","AA/AO","2240","[c]","23380","22220"
"New entrant CS","2023","Ministry of Defence","EO","940","[c]","27820","27080"
"New entrant CS","2023","Ministry of Defence","G6/G7","380","[c]","59750","55470"
"New entrant CS","2023","Ministry of Defence","SCS level","25","[c]","103110","107500"
"New entrant CS","2023","Ministry of Defence","SEO/HEO","2040","[c]","36340","34000"
"New entrant CS","2023","Ministry of Defence","Unknown","420","[c]","29610","26000"
"New entrant CS","2023","Ministry of Justice","AA/AO","8865","[c]","26380","26760"
"New entrant CS","2023","Ministry of Justice","EO","675","[c]","28070","28480"
"New entrant CS","2023","Ministry of Justice","G6/G7","125","[c]","56260","55720"
"New entrant CS","2023","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","SEO/HEO","870","[c]","36240","35410"
"New entrant CS","2023","Ministry of Justice","Unknown","4065","[c]","23100","23640"
"New entrant CS","2023","National Crime Agency","AA/AO","45","[c]","24030","22950"
"New entrant CS","2023","National Crime Agency","EO","305","[c]","34240","34340"
"New entrant CS","2023","National Crime Agency","G6/G7","30","[c]","66950","66490"
"New entrant CS","2023","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SEO/HEO","130","[c]","44210","42240"
"New entrant CS","2023","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","65","[c]","22260","22260"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","EO","40","[c]","27900","27140"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","145","[c]","75230","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","205","[c]","45280","47750"
"New entrant CS","2023","Office of Gas and Electricity Markets","AA/AO","30","[c]","21140","20970"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","170","[c]","26150","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","130","[c]","59800","57500"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","135","[c]","38240","38000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","15","[c]","24160","23760"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","15","[c]","51830","49500"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","50","[c]","35010","33500"
"New entrant CS","2023","Office of Rail and Road","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","15","[c]","55980","55990"
"New entrant CS","2023","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","15","[c]","39000","38550"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6/G7","10","[c]","54480","52360"
