"Status","Year","Disability","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","Heterosexual / straight","2675","2625","51520","48030"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","LGBO","195","190","54040","56430"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","Undeclared","265","260","50280","47500"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","155","150","47710","43760"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Heterosexual / straight","10930","10605","42320","39460"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","LGBO","555","545","40210","37680"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Undeclared","1085","1040","41380","39460"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","840","795","41200","38470"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Heterosexual / straight","45","40","39020","37420"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","London","Heterosexual / straight","1645","1600","51560","46260"
"In post","2023","Declared non-disabled","Finance","London","LGBO","80","80","52290","54090"
"In post","2023","Declared non-disabled","Finance","London","Undeclared","155","150","49490","44690"
"In post","2023","Declared non-disabled","Finance","London","Unknown","150","145","46330","41800"
"In post","2023","Declared non-disabled","Finance","Outside London","Heterosexual / straight","5385","5090","39270","35000"
"In post","2023","Declared non-disabled","Finance","Outside London","LGBO","210","205","38760","34610"
"In post","2023","Declared non-disabled","Finance","Outside London","Undeclared","420","385","37510","34670"
"In post","2023","Declared non-disabled","Finance","Outside London","Unknown","480","435","35510","31740"
"In post","2023","Declared non-disabled","Finance","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Outside London","Heterosexual / straight","1195","1100","26220","22150"
"In post","2023","Declared non-disabled","Grants Management","Outside London","LGBO","85","85","26130","22150"
"In post","2023","Declared non-disabled","Grants Management","Outside London","Undeclared","95","85","25790","22150"
"In post","2023","Declared non-disabled","Grants Management","Outside London","Unknown","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","London","Heterosexual / straight","1650","1590","49440","44450"
"In post","2023","Declared non-disabled","Human Resources","London","LGBO","110","110","51770","51710"
"In post","2023","Declared non-disabled","Human Resources","London","Undeclared","85","85","46890","43610"
"In post","2023","Declared non-disabled","Human Resources","London","Unknown","95","90","46440","41960"
"In post","2023","Declared non-disabled","Human Resources","Outside London","Heterosexual / straight","6155","5860","37290","34170"
"In post","2023","Declared non-disabled","Human Resources","Outside London","LGBO","275","265","38270","34370"
"In post","2023","Declared non-disabled","Human Resources","Outside London","Undeclared","375","360","35350","33470"
"In post","2023","Declared non-disabled","Human Resources","Outside London","Unknown","255","235","35660","34170"
"In post","2023","Declared non-disabled","Human Resources","Overseas","Heterosexual / straight","30","30","51150","42140"
"In post","2023","Declared non-disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","Heterosexual / straight","100","95","54880","53320"
"In post","2023","Declared non-disabled","Internal Audit","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","Heterosexual / straight","305","290","46790","44590"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","London","Heterosexual / straight","2810","2655","53890","53600"
"In post","2023","Declared non-disabled","Legal","London","LGBO","215","205","56760","55060"
"In post","2023","Declared non-disabled","Legal","London","Undeclared","205","195","57320","56000"
"In post","2023","Declared non-disabled","Legal","London","Unknown","390","350","57550","63390"
"In post","2023","Declared non-disabled","Legal","Outside London","Heterosexual / straight","4275","3990","45110","49050"
"In post","2023","Declared non-disabled","Legal","Outside London","LGBO","220","215","41040","34490"
"In post","2023","Declared non-disabled","Legal","Outside London","Undeclared","160","145","46500","51270"
"In post","2023","Declared non-disabled","Legal","Outside London","Unknown","765","680","45590","51270"
"In post","2023","Declared non-disabled","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","London","Heterosexual / straight","31530","30190","43860","38680"
"In post","2023","Declared non-disabled","No function","London","LGBO","2165","2130","46890","41870"
"In post","2023","Declared non-disabled","No function","London","Undeclared","2900","2720","41970","36310"
"In post","2023","Declared non-disabled","No function","London","Unknown","2175","1975","38750","32520"
"In post","2023","Declared non-disabled","No function","Outside London","Heterosexual / straight","134450","124465","31380","28120"
"In post","2023","Declared non-disabled","No function","Outside London","LGBO","7200","6960","31030","28120"
"In post","2023","Declared non-disabled","No function","Outside London","Undeclared","11475","10315","30700","28120"
"In post","2023","Declared non-disabled","No function","Outside London","Unknown","13000","11070","28760","28120"
"In post","2023","Declared non-disabled","No function","Overseas","Heterosexual / straight","1240","1235","52140","49960"
"In post","2023","Declared non-disabled","No function","Overseas","LGBO","95","95","52720","53970"
"In post","2023","Declared non-disabled","No function","Overseas","Undeclared","45","45","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Overseas","Unknown","155","155","52260","53970"
"In post","2023","Declared non-disabled","No function","Unknown","Heterosexual / straight","340","320","32910","28120"
"In post","2023","Declared non-disabled","No function","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Unknown","Undeclared","40","35","30240","27650"
"In post","2023","Declared non-disabled","No function","Unknown","Unknown","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","London","Heterosexual / straight","2500","2415","56680","55200"
"In post","2023","Declared non-disabled","Project Delivery","London","LGBO","160","160","57300","55740"
"In post","2023","Declared non-disabled","Project Delivery","London","Undeclared","195","185","60410","55740"
"In post","2023","Declared non-disabled","Project Delivery","London","Unknown","200","190","51950","46260"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","Heterosexual / straight","9430","9055","44380","41780"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","LGBO","395","390","42960","41000"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","Undeclared","640","610","44530","41800"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","Unknown","515","480","42530","39460"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","Heterosexual / straight","70","70","60660","60080"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Unknown","Heterosexual / straight","5","5","[c]","[c]"
