"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Government Legal Department","London","AO","15","15","25040","24770"
"In post","2023","50-59","Government Legal Department","London","EO","40","40","28960","28410"
"In post","2023","50-59","Government Legal Department","London","G6","205","190","71610","70380"
"In post","2023","50-59","Government Legal Department","London","G7","100","95","55090","53390"
"In post","2023","50-59","Government Legal Department","London","HEO","35","35","34710","32820"
"In post","2023","50-59","Government Legal Department","London","SCS level","100","95","87550","82260"
"In post","2023","50-59","Government Legal Department","London","SEO","15","15","41010","40160"
"In post","2023","50-59","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Legal Department","Outside London","G6","20","20","67630","66620"
"In post","2023","50-59","Government Legal Department","Outside London","G7","15","10","54030","53330"
"In post","2023","50-59","Government Legal Department","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Legal Department","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Legal Department","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","London","G6","5","5","[c]","[c]"
"In post","2023","50-59","Government Property Agency","London","G7","10","10","55540","56150"
"In post","2023","50-59","Government Property Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Government Property Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Outside London","G6","15","15","64010","63820"
"In post","2023","50-59","Government Property Agency","Outside London","G7","25","25","52960","51830"
"In post","2023","50-59","Government Property Agency","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Outside London","SCS level","10","5","[c]","[c]"
"In post","2023","50-59","Government Property Agency","Outside London","SEO","15","15","38990","38420"
"In post","2023","50-59","HM Courts and Tribunals Service","London","AA","85","80","23000","23000"
"In post","2023","50-59","HM Courts and Tribunals Service","London","AO","460","425","25460","25480"
"In post","2023","50-59","HM Courts and Tribunals Service","London","EO","255","245","29840","29660"
"In post","2023","50-59","HM Courts and Tribunals Service","London","G6","35","35","70620","70250"
"In post","2023","50-59","HM Courts and Tribunals Service","London","G7","65","65","60090","59380"
"In post","2023","50-59","HM Courts and Tribunals Service","London","HEO","105","100","35890","35410"
"In post","2023","50-59","HM Courts and Tribunals Service","London","SCS level","10","10","92910","90810"
"In post","2023","50-59","HM Courts and Tribunals Service","London","SEO","120","115","46300","43830"
"In post","2023","50-59","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","AA","445","390","19940","19930"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","AO","1885","1645","21850","21780"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","EO","635","605","26020","25830"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","G6","75","70","64430","63190"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","G7","125","120","53300","51770"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","HEO","265","260","31600","31270"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","SCS level","20","20","85260","78770"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","SEO","380","350","41960","41510"
"In post","2023","50-59","HM Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Courts and Tribunals Service","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","London","AO","10","10","26810","26760"
"In post","2023","50-59","HM Land Registry","London","EO","25","25","31850","31680"
"In post","2023","50-59","HM Land Registry","London","G6","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","London","G7","15","10","64980","64780"
"In post","2023","50-59","HM Land Registry","London","HEO","40","35","39070","38410"
"In post","2023","50-59","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Land Registry","London","SEO","30","30","46100","45150"
"In post","2023","50-59","HM Land Registry","Outside London","AO","325","295","23390","23390"
"In post","2023","50-59","HM Land Registry","Outside London","EO","895","785","28270","28080"
"In post","2023","50-59","HM Land Registry","Outside London","G6","20","20","72170","72260"
"In post","2023","50-59","HM Land Registry","Outside London","G7","85","80","59760","57880"
"In post","2023","50-59","HM Land Registry","Outside London","HEO","620","560","35220","34850"
"In post","2023","50-59","HM Land Registry","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Outside London","SEO","335","320","42400","41680"
"In post","2023","50-59","HM Prison and Probation Service","London","AA","180","175","26250","26630"
"In post","2023","50-59","HM Prison and Probation Service","London","AO","365","360","33560","35030"
"In post","2023","50-59","HM Prison and Probation Service","London","EO","215","215","36410","37580"
"In post","2023","50-59","HM Prison and Probation Service","London","G6","45","45","86650","87310"
"In post","2023","50-59","HM Prison and Probation Service","London","G7","45","45","69970","70920"
"In post","2023","50-59","HM Prison and Probation Service","London","HEO","150","150","41470","42310"
"In post","2023","50-59","HM Prison and Probation Service","London","SCS level","10","10","108500","106090"
"In post","2023","50-59","HM Prison and Probation Service","London","SEO","140","135","55000","56040"
"In post","2023","50-59","HM Prison and Probation Service","London","Unknown","565","540","37440","34820"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","AA","1475","1395","23320","23230"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","AO","4040","3760","30620","32920"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","EO","1835","1770","33220","35430"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","G6","145","145","86740","90020"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","G7","125","125","69000","68140"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","HEO","1190","1135","38410","40660"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","SCS level","35","35","106720","106090"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","SEO","765","755","52320","53200"
"In post","2023","50-59","HM Prison and Probation Service","Outside London","Unknown","4205","3925","31590","29050"
"In post","2023","50-59","HM Prison and Probation Service","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Prison and Probation Service","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Prison and Probation Service","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","AO","325","295","26680","26920"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","EO","580","550","33090","32540"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","G6","270","260","78680","78600"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","G7","480","470","64980","65230"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","HEO","765","740","40220","39790"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","SCS level","100","95","95380","86460"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","London","SEO","570","560","46510","45960"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","AA","235","185","22540","22520"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","AO","4515","3875","22540","22520"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","EO","3010","2775","28600","28130"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","G6","635","625","70950","71300"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","G7","1555","1520","57620","57970"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","HEO","2970","2845","35210","35000"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","130","130","84720","78430"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Outside London","SEO","2310","2240","42610","42510"
"In post","2023","50-59","HM Treasury (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","London","EO","15","15","29740","29620"
"In post","2023","50-59","HM Treasury (excl. agencies)","London","G6","15","15","66760","65850"
"In post","2023","50-59","HM Treasury (excl. agencies)","London","G7","30","30","56310","54440"
"In post","2023","50-59","HM Treasury (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","London","SCS level","10","10","97600","97610"
"In post","2023","50-59","HM Treasury (excl. agencies)","London","SEO","20","20","40380","40070"
"In post","2023","50-59","HM Treasury (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","Outside London","EO","10","10","25560","25460"
"In post","2023","50-59","HM Treasury (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","Outside London","G7","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","Outside London","HEO","10","10","31300","30510"
"In post","2023","50-59","HM Treasury (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","London","G7","5","5","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","London","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","London","SEO","15","15","49660","47320"
"In post","2023","50-59","Health and Safety Executive","Outside London","AO","110","100","23260","23500"
"In post","2023","50-59","Health and Safety Executive","Outside London","EO","160","150","28870","29150"
"In post","2023","50-59","Health and Safety Executive","Outside London","G6","55","55","71740","67780"
"In post","2023","50-59","Health and Safety Executive","Outside London","G7","190","185","60730","56690"
"In post","2023","50-59","Health and Safety Executive","Outside London","HEO","125","115","34770","34020"
"In post","2023","50-59","Health and Safety Executive","Outside London","SCS level","25","25","89830","89120"
"In post","2023","50-59","Health and Safety Executive","Outside London","SEO","330","310","50780","47250"
"In post","2023","50-59","Home Office","London","AA","80","70","23500","23500"
"In post","2023","50-59","Home Office","London","AO","425","395","26410","26400"
"In post","2023","50-59","Home Office","London","EO","1170","1095","30550","30200"
"In post","2023","50-59","Home Office","London","G6","225","225","73640","71920"
"In post","2023","50-59","Home Office","London","G7","485","480","61340","59510"
"In post","2023","50-59","Home Office","London","HEO","600","585","36880","36310"
"In post","2023","50-59","Home Office","London","SCS level","90","90","96680","86260"
"In post","2023","50-59","Home Office","London","SEO","550","540","44580","43660"
"In post","2023","50-59","Home Office","London","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Home Office","Outside London","AA","110","100","19510","19500"
"In post","2023","50-59","Home Office","Outside London","AO","1360","1230","22440","22400"
"In post","2023","50-59","Home Office","Outside London","EO","3185","2920","27200","26290"
"In post","2023","50-59","Home Office","Outside London","G6","110","105","67960","65820"
"In post","2023","50-59","Home Office","Outside London","G7","350","345","55450","54260"
"In post","2023","50-59","Home Office","Outside London","HEO","1030","1000","33100","32290"
"In post","2023","50-59","Home Office","Outside London","SCS level","30","30","89920","83670"
"In post","2023","50-59","Home Office","Outside London","SEO","620","610","40350","39190"
"In post","2023","50-59","Home Office","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Home Office","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Overseas","Unknown","30","30","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","EO","60","50","29340","27650"
"In post","2023","50-59","Home Office","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","London","G6","10","10","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","London","G7","10","10","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Outside London","G6","5","5","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Outside London","G7","20","20","52030","51460"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Outside London","SEO","15","15","37940","37710"
"In post","2023","50-59","Intellectual Property Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","Outside London","AO","40","35","23060","23100"
"In post","2023","50-59","Intellectual Property Office","Outside London","EO","75","70","26980","26450"
"In post","2023","50-59","Intellectual Property Office","Outside London","G6","15","15","70800","69740"
"In post","2023","50-59","Intellectual Property Office","Outside London","G7","100","95","61750","61980"
"In post","2023","50-59","Intellectual Property Office","Outside London","HEO","40","40","34490","32550"
"In post","2023","50-59","Intellectual Property Office","Outside London","SCS level","15","15","78780","74930"
"In post","2023","50-59","Intellectual Property Office","Outside London","SEO","70","70","44700","43090"
"In post","2023","50-59","Legal Aid Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","London","EO","5","5","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","London","G7","15","15","61590","60440"
"In post","2023","50-59","Legal Aid Agency","London","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","London","SEO","10","10","46390","47050"
"In post","2023","50-59","Legal Aid Agency","Outside London","AA","5","5","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","Outside London","AO","70","60","21780","21780"
"In post","2023","50-59","Legal Aid Agency","Outside London","EO","85","80","26190","25830"
"In post","2023","50-59","Legal Aid Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","Outside London","G7","20","20","59810","56960"
"In post","2023","50-59","Legal Aid Agency","Outside London","HEO","30","30","32330","31990"
"In post","2023","50-59","Legal Aid Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","Outside London","SEO","30","30","40800","41510"
"In post","2023","50-59","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Outside London","AO","40","40","22500","22500"
"In post","2023","50-59","Maritime and Coastguard Agency","Outside London","EO","55","55","27150","27190"
"In post","2023","50-59","Maritime and Coastguard Agency","Outside London","G6","15","15","66430","65620"
"In post","2023","50-59","Maritime and Coastguard Agency","Outside London","G7","40","40","55240","56000"
"In post","2023","50-59","Maritime and Coastguard Agency","Outside London","HEO","65","65","32630","31940"
"In post","2023","50-59","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","Outside London","SEO","70","70","42680","41500"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","London","EO","25","25","29210","28690"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","London","G6","25","25","69330","68560"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","London","G7","20","20","55340","55210"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","London","HEO","20","20","35240","34410"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","London","SCS level","45","45","88660","85030"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","London","SEO","35","35","42760","42080"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","10","10","28390","28630"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","20","20","72000","70270"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","20","20","54870","55100"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","15","15","35510","35520"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","10","10","86120","88210"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","25","25","42610","41890"
"In post","2023","50-59","Met Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","Outside London","AO","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","Outside London","EO","35","30","25940","25690"
"In post","2023","50-59","Met Office","Outside London","G6","80","75","61860","60490"
"In post","2023","50-59","Met Office","Outside London","G7","140","135","48910","47960"
"In post","2023","50-59","Met Office","Outside London","HEO","105","105","34210","33930"
"In post","2023","50-59","Met Office","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","Outside London","SEO","175","165","40720","39650"
"In post","2023","50-59","Met Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","AA","95","95","24090","24380"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","AO","180","175","27970","26560"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","EO","170","165","32370","31830"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","G6","75","75","73180","71800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","G7","130","130","59830","60510"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","HEO","170","165","39620","38680"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","SCS level","60","60","95940","85040"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","London","SEO","220","215","46960","46470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","AA","1745","1710","21320","21380"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","AO","3190","3080","25720","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","EO","2335","2285","29640","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","G6","340","320","73590","67620"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","G7","660","650","56960","56180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","HEO","2185","2140","35950","34300"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","SCS level","95","90","91610","85390"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","SEO","1435","1415","43420","41800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Outside London","Unknown","20","20","46450","39850"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","AO","10","10","31450","29660"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","EO","45","45","38180","36260"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","G6","15","15","96080","97410"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","G7","15","15","77510","76860"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","HEO","105","105","51850","52800"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Overseas","SEO","25","25","61840","57990"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","AO","25","25","25640","25480"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","EO","85","85","30030","29660"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","G6","70","70","71180","70250"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","G7","215","205","60150","59640"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","HEO","180","180","36440","35410"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","SCS level","35","30","91150","91230"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","SEO","200","195","45280","43890"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","AO","50","45","22010","21780"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","EO","75","70","26520","26350"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","G6","45","45","67390","65470"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","G7","175","175","56180","55860"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","HEO","150","150","32220","31570"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","SCS level","10","10","93970","93500"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","SEO","230","225","40040","41490"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","London","AO","20","20","28830","28490"
"In post","2023","50-59","National Crime Agency","London","EO","110","105","39100","39720"
"In post","2023","50-59","National Crime Agency","London","G6","30","30","78420","78000"
"In post","2023","50-59","National Crime Agency","London","G7","40","40","67180","66570"
"In post","2023","50-59","National Crime Agency","London","HEO","105","105","46200","47280"
"In post","2023","50-59","National Crime Agency","London","SCS level","15","15","116580","105140"
"In post","2023","50-59","National Crime Agency","London","SEO","75","75","53160","52740"
"In post","2023","50-59","National Crime Agency","Outside London","AO","30","25","25570","24910"
"In post","2023","50-59","National Crime Agency","Outside London","EO","445","435","36810","38240"
"In post","2023","50-59","National Crime Agency","Outside London","G6","15","15","75650","78210"
"In post","2023","50-59","National Crime Agency","Outside London","G7","65","65","63450","62890"
"In post","2023","50-59","National Crime Agency","Outside London","HEO","390","380","43840","45350"
"In post","2023","50-59","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","Outside London","SEO","165","160","49130","47950"
"In post","2023","50-59","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","Overseas","G7","5","5","[c]","[c]"
"In post","2023","50-59","National Crime Agency","Overseas","HEO","10","10","42320","42850"
"In post","2023","50-59","National Crime Agency","Overseas","SEO","35","35","49550","48580"
"In post","2023","50-59","National Crime Agency","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","Unknown","EO","5","5","[c]","[c]"
"In post","2023","50-59","National Crime Agency","Unknown","G7","5","5","[c]","[c]"
"In post","2023","50-59","National Crime Agency","Unknown","HEO","25","20","45860","45610"
"In post","2023","50-59","National Crime Agency","Unknown","SEO","20","20","51070","50980"
"In post","2023","50-59","National Infrastructure Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","Outside London","AA","40","35","24610","24890"
"In post","2023","50-59","National Records of Scotland","Outside London","AO","15","10","27140","27740"
"In post","2023","50-59","National Records of Scotland","Outside London","EO","15","15","32180","31940"
"In post","2023","50-59","National Records of Scotland","Outside London","G6","10","10","79580","79770"
"In post","2023","50-59","National Records of Scotland","Outside London","G7","10","10","59930","59360"
"In post","2023","50-59","National Records of Scotland","Outside London","HEO","20","20","38930","38330"
"In post","2023","50-59","National Records of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","Outside London","SEO","25","25","48270","49860"
"In post","2023","50-59","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","London","G6","5","5","[c]","[c]"
