"Status","Year","Age","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","EO","15","15","25220","24780"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","G7","10","10","53110","52570"
"In post","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","HEO","45","45","34210","33580"
"In post","2023","20-29","Department for Education (excl. agencies)","London","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","London","EO","70","70","30120","29530"
"In post","2023","20-29","Department for Education (excl. agencies)","London","G6","10","10","66560","65780"
"In post","2023","20-29","Department for Education (excl. agencies)","London","G7","135","135","55500","55020"
"In post","2023","20-29","Department for Education (excl. agencies)","London","HEO","125","120","35230","34030"
"In post","2023","20-29","Department for Education (excl. agencies)","London","SEO","160","160","42960","41440"
"In post","2023","20-29","Department for Education (excl. agencies)","Outside London","AO","10","10","22020","22020"
"In post","2023","20-29","Department for Education (excl. agencies)","Outside London","EO","200","195","26240","25900"
"In post","2023","20-29","Department for Education (excl. agencies)","Outside London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Education (excl. agencies)","Outside London","G7","105","105","51150","51360"
"In post","2023","20-29","Department for Education (excl. agencies)","Outside London","HEO","300","300","31050","30330"
"In post","2023","20-29","Department for Education (excl. agencies)","Outside London","SEO","265","260","38790","37590"
"In post","2023","20-29","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","90","90","28260","29080"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G7","135","135","54400","54330"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","HEO","330","330","33680","33830"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO","210","205","40490","40260"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AO","15","10","21160","22150"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","85","85","25570","25920"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G7","55","55","49530","49400"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","HEO","220","215","30500","30320"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO","135","135","37590","37300"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","EO","120","120","29490","29280"
"In post","2023","20-29","Department for International Trade","London","G6","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","G7","230","230","56200","55370"
"In post","2023","20-29","Department for International Trade","London","HEO","345","345","35290","35010"
"In post","2023","20-29","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","London","SEO","305","300","42010","41550"
"In post","2023","20-29","Department for International Trade","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Outside London","EO","25","25","25370","25660"
"In post","2023","20-29","Department for International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Outside London","HEO","50","50","31560","31440"
"In post","2023","20-29","Department for International Trade","Outside London","SEO","30","30","38180","38050"
"In post","2023","20-29","Department for International Trade","Overseas","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Overseas","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for International Trade","Overseas","SEO","15","15","40790","39450"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","70","70","29030","28850"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6","20","20","65330","64970"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G7","175","175","55030","54630"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","HEO","205","205","34090","34310"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO","160","160","41030","40800"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","25","25","25930","25830"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G7","45","45","50500","49700"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","HEO","85","85","31320","31290"
"In post","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO","50","50","38420","37540"
"In post","2023","20-29","Department for Transport (excl. agencies)","London","AO","10","10","30080","28610"
"In post","2023","20-29","Department for Transport (excl. agencies)","London","EO","90","90","31750","30920"
"In post","2023","20-29","Department for Transport (excl. agencies)","London","G6","20","20","67620","67000"
"In post","2023","20-29","Department for Transport (excl. agencies)","London","G7","200","200","56010","55740"
"In post","2023","20-29","Department for Transport (excl. agencies)","London","HEO","285","285","36000","35760"
"In post","2023","20-29","Department for Transport (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport (excl. agencies)","London","SEO","180","180","43830","43750"
"In post","2023","20-29","Department for Transport (excl. agencies)","Outside London","AO","10","10","24290","22500"
"In post","2023","20-29","Department for Transport (excl. agencies)","Outside London","EO","40","40","27360","26960"
"In post","2023","20-29","Department for Transport (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Transport (excl. agencies)","Outside London","G7","20","20","51400","50340"
"In post","2023","20-29","Department for Transport (excl. agencies)","Outside London","HEO","70","70","32460","31660"
"In post","2023","20-29","Department for Transport (excl. agencies)","Outside London","SEO","45","45","40130","39820"
"In post","2023","20-29","Department for Transport (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","London","AO","165","165","25610","25610"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","London","EO","720","705","32470","32520"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","London","G7","65","65","56610","55150"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","London","HEO","255","255","38330","39150"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","London","SEO","90","90","44280","43760"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Outside London","AO","2895","2800","21880","21690"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Outside London","EO","3515","3450","28300","28120"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Outside London","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Outside London","G7","85","85","52610","50160"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Outside London","HEO","605","600","34290","34170"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Outside London","SEO","200","200","39530","38470"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","AO","15","10","21690","21690"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","EO","20","20","28120","28120"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Work and Pensions (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","London","AO","10","10","24750","24750"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","London","EO","125","120","28760","28770"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","London","G6","20","20","67960","67890"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","London","G7","205","205","54920","54690"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","London","HEO","230","230","34240","34190"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","London","SEO","190","190","41950","41950"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","Outside London","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","Outside London","EO","45","45","25470","25190"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","Outside London","G7","45","45","51220","50830"
"In post","2023","20-29","Department of Health and Social Care (excl. agencies)","Outside London","HEO","70","70","30900","30370"
