"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","16-19","Commercial","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Outside London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Outside London","Heterosexual / straight","35","[c]","21040","19560"
"New entrant CS","2023","16-19","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","London","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","London","Unknown","35","[c]","27580","26400"
"New entrant CS","2023","16-19","No function","Outside London","Heterosexual / straight","310","[c]","23880","22520"
"New entrant CS","2023","16-19","No function","Outside London","LGBO","40","[c]","23750","22520"
"New entrant CS","2023","16-19","No function","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Outside London","Unknown","345","[c]","22920","22400"
"New entrant CS","2023","16-19","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Outside London","Unknown","30","[c]","22180","22180"
"New entrant CS","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","London","Heterosexual / straight","250","[c]","33120","33880"
"New entrant CS","2023","20-29","Analysis","London","LGBO","40","[c]","33450","34190"
"New entrant CS","2023","20-29","Analysis","London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","London","Unknown","165","[c]","32420","34410"
"New entrant CS","2023","20-29","Analysis","Outside London","Heterosexual / straight","290","[c]","30290","31500"
"New entrant CS","2023","20-29","Analysis","Outside London","LGBO","60","[c]","29530","31270"
"New entrant CS","2023","20-29","Analysis","Outside London","Undeclared","35","[c]","29250","30850"
"New entrant CS","2023","20-29","Analysis","Outside London","Unknown","135","[c]","26900","27330"
"New entrant CS","2023","20-29","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","London","Heterosexual / straight","35","[c]","32200","32300"
"New entrant CS","2023","20-29","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","London","Unknown","35","[c]","30170","28840"
"New entrant CS","2023","20-29","Commercial","Outside London","Heterosexual / straight","105","[c]","29690","30320"
"New entrant CS","2023","20-29","Commercial","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Outside London","Unknown","75","[c]","28700","27140"
"New entrant CS","2023","20-29","Communications","London","Heterosexual / straight","85","[c]","33490","33830"
"New entrant CS","2023","20-29","Communications","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","London","Unknown","55","[c]","34950","35400"
"New entrant CS","2023","20-29","Communications","Outside London","Heterosexual / straight","50","[c]","29190","30410"
"New entrant CS","2023","20-29","Communications","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Outside London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","London","Heterosexual / straight","35","[c]","29280","26920"
"New entrant CS","2023","20-29","Counter Fraud","London","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Outside London","Heterosexual / straight","115","[c]","26610","27650"
"New entrant CS","2023","20-29","Counter Fraud","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Outside London","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","London","Heterosexual / straight","45","[c]","26920","26920"
"New entrant CS","2023","20-29","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","London","Unknown","40","[c]","26920","26920"
"New entrant CS","2023","20-29","Debt","Outside London","Heterosexual / straight","350","[c]","22350","22520"
"New entrant CS","2023","20-29","Debt","Outside London","LGBO","45","[c]","22360","22520"
"New entrant CS","2023","20-29","Debt","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Outside London","Unknown","280","[c]","22480","22520"
"New entrant CS","2023","20-29","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","London","Heterosexual / straight","115","[c]","35240","34060"
"New entrant CS","2023","20-29","Digital, Data & Technology","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","London","Unknown","125","[c]","35610","36000"
"New entrant CS","2023","20-29","Digital, Data & Technology","Outside London","Heterosexual / straight","455","[c]","31430","30320"
"New entrant CS","2023","20-29","Digital, Data & Technology","Outside London","LGBO","75","[c]","29900","27650"
"New entrant CS","2023","20-29","Digital, Data & Technology","Outside London","Undeclared","65","[c]","29480","27890"
"New entrant CS","2023","20-29","Digital, Data & Technology","Outside London","Unknown","260","[c]","31830","29000"
"New entrant CS","2023","20-29","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","London","Heterosexual / straight","35","[c]","35290","31980"
"New entrant CS","2023","20-29","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","London","Unknown","40","[c]","31510","28840"
"New entrant CS","2023","20-29","Finance","Outside London","Heterosexual / straight","130","[c]","27940","26000"
"New entrant CS","2023","20-29","Finance","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Finance","Outside London","Unknown","85","[c]","26470","25830"
"New entrant CS","2023","20-29","Grants Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Outside London","Heterosexual / straight","70","[c]","22840","22150"
"New entrant CS","2023","20-29","Grants Management","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Grants Management","Outside London","Unknown","30","[c]","22500","22150"
"New entrant CS","2023","20-29","Human Resources","London","Heterosexual / straight","55","[c]","31050","29280"
"New entrant CS","2023","20-29","Human Resources","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Outside London","Heterosexual / straight","155","[c]","27900","25830"
"New entrant CS","2023","20-29","Human Resources","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Outside London","Unknown","80","[c]","25000","24630"
"New entrant CS","2023","20-29","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","London","Heterosexual / straight","225","[c]","30490","27760"
"New entrant CS","2023","20-29","Legal","London","LGBO","30","[c]","32950","29280"
"New entrant CS","2023","20-29","Legal","London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Outside London","Heterosexual / straight","290","[c]","26180","23650"
"New entrant CS","2023","20-29","Legal","Outside London","LGBO","40","[c]","26900","24480"
"New entrant CS","2023","20-29","Legal","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Outside London","Unknown","45","[c]","28490","25830"
"New entrant CS","2023","20-29","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","London","Heterosexual / straight","1120","[c]","32010","29750"
"New entrant CS","2023","20-29","No function","London","LGBO","220","[c]","32850","32970"
"New entrant CS","2023","20-29","No function","London","Undeclared","205","[c]","32240","31000"
"New entrant CS","2023","20-29","No function","London","Unknown","1350","[c]","30370","29750"
"New entrant CS","2023","20-29","No function","Outside London","Heterosexual / straight","5450","[c]","25270","23640"
"New entrant CS","2023","20-29","No function","Outside London","LGBO","945","[c]","25290","23640"
"New entrant CS","2023","20-29","No function","Outside London","Undeclared","370","[c]","25640","23640"
"New entrant CS","2023","20-29","No function","Outside London","Unknown","5020","[c]","24570","23230"
"New entrant CS","2023","20-29","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Overseas","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","No function","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","London","Heterosexual / straight","100","[c]","32780","33500"
"New entrant CS","2023","20-29","Project Delivery","London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","London","Unknown","90","[c]","31330","28840"
"New entrant CS","2023","20-29","Project Delivery","Outside London","Heterosexual / straight","255","[c]","28590","27540"
"New entrant CS","2023","20-29","Project Delivery","Outside London","LGBO","40","[c]","27420","26400"
"New entrant CS","2023","20-29","Project Delivery","Outside London","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Project Delivery","Outside London","Unknown","190","[c]","27880","27080"
"New entrant CS","2023","20-29","Property","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","London","Unknown","30","[c]","29280","28840"
"New entrant CS","2023","20-29","Property","Outside London","Heterosexual / straight","95","[c]","26240","22520"
"New entrant CS","2023","20-29","Property","Outside London","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Outside London","Unknown","105","[c]","24410","22520"
"New entrant CS","2023","20-29","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Outside London","Heterosexual / straight","95","[c]","25720","25350"
"New entrant CS","2023","20-29","Security","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Outside London","Unknown","170","[c]","26460","25350"
"New entrant CS","2023","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Security","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","London","Heterosexual / straight","50","[c]","31790","28690"
"New entrant CS","2023","20-29","Unknown","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","London","Unknown","230","[c]","28290","28840"
"New entrant CS","2023","20-29","Unknown","Outside London","Heterosexual / straight","425","[c]","27410","27330"
"New entrant CS","2023","20-29","Unknown","Outside London","LGBO","105","[c]","29190","27330"
"New entrant CS","2023","20-29","Unknown","Outside London","Undeclared","55","[c]","27320","26900"
"New entrant CS","2023","20-29","Unknown","Outside London","Unknown","750","[c]","27900","28120"
"New entrant CS","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Unknown","Unknown","85","[c]","22270","17660"
"New entrant CS","2023","30-39","Analysis","London","Heterosexual / straight","50","[c]","44770","41520"
"New entrant CS","2023","30-39","Analysis","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Outside London","Heterosexual / straight","125","[c]","36140","33830"
"New entrant CS","2023","30-39","Analysis","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Analysis","Outside London","Unknown","40","[c]","35880","31410"
"New entrant CS","2023","30-39","Commercial","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Outside London","Heterosexual / straight","85","[c]","36450","32900"
"New entrant CS","2023","30-39","Commercial","Outside London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Outside London","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Commercial","Outside London","Unknown","70","[c]","43990","34200"
"New entrant CS","2023","30-39","Communications","London","Heterosexual / straight","45","[c]","44390","41190"
"New entrant CS","2023","30-39","Communications","London","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","London","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Outside London","Heterosexual / straight","50","[c]","37810","37300"
"New entrant CS","2023","30-39","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Communications","Outside London","Unknown","30","[c]","34920","31660"
"New entrant CS","2023","30-39","Counter Fraud","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Outside London","Heterosexual / straight","95","[c]","28780","27650"
"New entrant CS","2023","30-39","Counter Fraud","Outside London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Outside London","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Outside London","Heterosexual / straight","175","[c]","22290","22520"
"New entrant CS","2023","30-39","Debt","Outside London","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Outside London","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Outside London","Unknown","135","[c]","22410","22520"
"New entrant CS","2023","30-39","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","London","Heterosexual / straight","105","[c]","48730","44380"
"New entrant CS","2023","30-39","Digital, Data & Technology","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Digital, Data & Technology","London","Unknown","70","[c]","44540","39860"
"New entrant CS","2023","30-39","Digital, Data & Technology","Outside London","Heterosexual / straight","440","[c]","38590","37680"
"New entrant CS","2023","30-39","Digital, Data & Technology","Outside London","LGBO","50","[c]","41120","38380"
"New entrant CS","2023","30-39","Digital, Data & Technology","Outside London","Undeclared","35","[c]","38360","37200"
"New entrant CS","2023","30-39","Digital, Data & Technology","Outside London","Unknown","210","[c]","38940","34550"
"New entrant CS","2023","30-39","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
