"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","SEO/HEO","Heterosexual / straight","7360","7325","36400","35010"
"In post","2023","20-29","No function","SEO/HEO","LGBO","1120","1110","36700","35240"
"In post","2023","20-29","No function","SEO/HEO","Undeclared","825","820","36550","35000"
"In post","2023","20-29","No function","SEO/HEO","Unknown","2705","2690","37020","35650"
"In post","2023","20-29","No function","Unknown","Heterosexual / straight","2970","2915","26070","24570"
"In post","2023","20-29","No function","Unknown","LGBO","430","420","24960","23640"
"In post","2023","20-29","No function","Unknown","Undeclared","130","125","26110","24570"
"In post","2023","20-29","No function","Unknown","Unknown","925","890","24590","23640"
"In post","2023","20-29","Project Delivery","AA/AO","Heterosexual / straight","120","120","22740","23200"
"In post","2023","20-29","Project Delivery","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Project Delivery","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","AA/AO","Unknown","65","65","22380","22520"
"In post","2023","20-29","Project Delivery","EO","Heterosexual / straight","305","300","27390","27140"
"In post","2023","20-29","Project Delivery","EO","LGBO","40","40","27290","27320"
"In post","2023","20-29","Project Delivery","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Project Delivery","EO","Unknown","100","95","27780","27360"
"In post","2023","20-29","Project Delivery","G6/G7","Heterosexual / straight","200","200","55290","55020"
"In post","2023","20-29","Project Delivery","G6/G7","LGBO","30","30","56500","55460"
"In post","2023","20-29","Project Delivery","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Project Delivery","G6/G7","Unknown","75","75","56930","55780"
"In post","2023","20-29","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","SEO/HEO","Heterosexual / straight","1185","1180","36330","34700"
"In post","2023","20-29","Project Delivery","SEO/HEO","LGBO","130","130","35750","34550"
"In post","2023","20-29","Project Delivery","SEO/HEO","Undeclared","70","70","36300","34400"
"In post","2023","20-29","Project Delivery","SEO/HEO","Unknown","530","530","34890","34400"
"In post","2023","20-29","Project Delivery","Unknown","Heterosexual / straight","315","315","31080","31920"
"In post","2023","20-29","Project Delivery","Unknown","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Project Delivery","Unknown","Unknown","65","65","27200","26000"
"In post","2023","20-29","Property","AA/AO","Heterosexual / straight","130","130","22290","22520"
"In post","2023","20-29","Property","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2023","20-29","Property","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Property","AA/AO","Unknown","155","155","22830","22520"
"In post","2023","20-29","Property","EO","Heterosexual / straight","160","160","27650","27080"
"In post","2023","20-29","Property","EO","LGBO","15","15","[c]","[c]"
"In post","2023","20-29","Property","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Property","EO","Unknown","110","105","27790","26890"
"In post","2023","20-29","Property","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Property","SEO/HEO","Heterosexual / straight","245","245","35700","33990"
"In post","2023","20-29","Property","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Property","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Property","SEO/HEO","Unknown","155","155","34640","32780"
"In post","2023","20-29","Property","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","AA/AO","Heterosexual / straight","390","390","27040","26410"
"In post","2023","20-29","Security","AA/AO","LGBO","30","30","27400","26950"
"In post","2023","20-29","Security","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","20-29","Security","AA/AO","Unknown","310","310","26950","26410"
"In post","2023","20-29","Security","EO","Heterosexual / straight","130","130","28620","27650"
"In post","2023","20-29","Security","EO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Security","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","20-29","Security","EO","Unknown","75","75","27460","27140"
"In post","2023","20-29","Security","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Security","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","20-29","Security","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Security","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Security","SEO/HEO","Heterosexual / straight","145","145","37220","35990"
"In post","2023","20-29","Security","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Security","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Security","SEO/HEO","Unknown","80","80","37890","37560"
"In post","2023","20-29","Security","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","AA/AO","Heterosexual / straight","655","640","24380","24890"
"In post","2023","20-29","Unknown","AA/AO","LGBO","110","110","23560","23340"
"In post","2023","20-29","Unknown","AA/AO","Undeclared","60","60","23830","23340"
"In post","2023","20-29","Unknown","AA/AO","Unknown","575","560","23800","23340"
"In post","2023","20-29","Unknown","EO","Heterosexual / straight","650","645","29520","29450"
"In post","2023","20-29","Unknown","EO","LGBO","120","120","29410","29100"
"In post","2023","20-29","Unknown","EO","Undeclared","45","40","29570","29100"
"In post","2023","20-29","Unknown","EO","Unknown","375","370","29510","29100"
"In post","2023","20-29","Unknown","G6/G7","Heterosexual / straight","100","100","55370","54870"
"In post","2023","20-29","Unknown","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","Unknown","G6/G7","Unknown","50","50","54800","52360"
"In post","2023","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","SEO/HEO","Heterosexual / straight","1295","1290","35970","34730"
"In post","2023","20-29","Unknown","SEO/HEO","LGBO","230","225","35960","34730"
"In post","2023","20-29","Unknown","SEO/HEO","Undeclared","115","115","35420","33520"
"In post","2023","20-29","Unknown","SEO/HEO","Unknown","1070","1070","32670","30130"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","375","375","32320","33320"
"In post","2023","30-39","Analysis","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","EO","Heterosexual / straight","90","85","27670","27080"
"In post","2023","30-39","Analysis","EO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Analysis","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","EO","Unknown","40","40","27120","25970"
"In post","2023","30-39","Analysis","G6/G7","Heterosexual / straight","915","875","59690","57030"
"In post","2023","30-39","Analysis","G6/G7","LGBO","85","85","59430","57290"
"In post","2023","30-39","Analysis","G6/G7","Undeclared","90","90","60110","57970"
"In post","2023","30-39","Analysis","G6/G7","Unknown","160","160","56750","55370"
"In post","2023","30-39","Analysis","SCS level","Heterosexual / straight","30","30","79620","78380"
"In post","2023","30-39","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Analysis","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Analysis","SEO/HEO","Heterosexual / straight","940","905","38420","39190"
"In post","2023","30-39","Analysis","SEO/HEO","LGBO","110","105","38300","39300"
"In post","2023","30-39","Analysis","SEO/HEO","Undeclared","85","85","38420","39150"
"In post","2023","30-39","Analysis","SEO/HEO","Unknown","280","275","37370","37760"
"In post","2023","30-39","Commercial","AA/AO","Heterosexual / straight","35","30","23050","22500"
"In post","2023","30-39","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","30-39","Commercial","EO","Heterosexual / straight","120","110","27220","26960"
"In post","2023","30-39","Commercial","EO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","EO","Undeclared","10","5","[c]","[c]"
"In post","2023","30-39","Commercial","EO","Unknown","30","25","[c]","[c]"
"In post","2023","30-39","Commercial","G6/G7","Heterosexual / straight","370","365","61750","61020"
"In post","2023","30-39","Commercial","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Commercial","G6/G7","Undeclared","35","35","58370","56100"
"In post","2023","30-39","Commercial","G6/G7","Unknown","130","125","63530","65500"
"In post","2023","30-39","Commercial","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","SEO/HEO","Heterosexual / straight","680","660","38050","37820"
"In post","2023","30-39","Commercial","SEO/HEO","LGBO","45","45","36840","35620"
"In post","2023","30-39","Commercial","SEO/HEO","Undeclared","50","50","38720","39090"
"In post","2023","30-39","Commercial","SEO/HEO","Unknown","145","140","37770","38460"
"In post","2023","30-39","Commercial","Unknown","Heterosexual / straight","35","35","39960","39140"
"In post","2023","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Communications","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","30-39","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Communications","EO","Heterosexual / straight","65","60","28260","28050"
"In post","2023","30-39","Communications","EO","LGBO","5","5","[c]","[c]"
"In post","2023","30-39","Communications","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","30-39","Communications","EO","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Communications","G6/G7","Heterosexual / straight","265","260","58730","57430"
"In post","2023","30-39","Communications","G6/G7","LGBO","30","30","59640","59160"
"In post","2023","30-39","Communications","G6/G7","Undeclared","30","30","60530","58690"
"In post","2023","30-39","Communications","G6/G7","Unknown","90","90","59620","56430"
"In post","2023","30-39","Communications","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","SEO/HEO","Heterosexual / straight","415","395","39290","39720"
"In post","2023","30-39","Communications","SEO/HEO","LGBO","50","45","40970","41870"
"In post","2023","30-39","Communications","SEO/HEO","Undeclared","45","40","40100","41050"
"In post","2023","30-39","Communications","SEO/HEO","Unknown","155","155","39570","40350"
"In post","2023","30-39","Communications","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","AA/AO","Heterosexual / straight","195","180","23080","22520"
"In post","2023","30-39","Counter Fraud","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Counter Fraud","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","AA/AO","Unknown","60","50","23050","22520"
"In post","2023","30-39","Counter Fraud","EO","Heterosexual / straight","1060","1015","28920","28120"
"In post","2023","30-39","Counter Fraud","EO","LGBO","90","85","28750","28120"
"In post","2023","30-39","Counter Fraud","EO","Undeclared","75","70","29020","28130"
"In post","2023","30-39","Counter Fraud","EO","Unknown","365","355","28950","28130"
"In post","2023","30-39","Counter Fraud","G6/G7","Heterosexual / straight","190","185","60240","57970"
"In post","2023","30-39","Counter Fraud","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2023","30-39","Counter Fraud","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2023","30-39","Counter Fraud","G6/G7","Unknown","45","45","60040","57970"
"In post","2023","30-39","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","SEO/HEO","Heterosexual / straight","930","910","37130","35000"
"In post","2023","30-39","Counter Fraud","SEO/HEO","LGBO","85","85","36450","35000"
"In post","2023","30-39","Counter Fraud","SEO/HEO","Undeclared","75","70","37260","35000"
"In post","2023","30-39","Counter Fraud","SEO/HEO","Unknown","285","280","36900","35000"
"In post","2023","30-39","Debt","AA/AO","Heterosexual / straight","690","610","22360","22520"
"In post","2023","30-39","Debt","AA/AO","LGBO","70","70","22290","22520"
"In post","2023","30-39","Debt","AA/AO","Undeclared","55","50","22170","21690"
"In post","2023","30-39","Debt","AA/AO","Unknown","410","370","22670","22520"
"In post","2023","30-39","Debt","EO","Heterosexual / straight","185","175","28130","28120"
"In post","2023","30-39","Debt","EO","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Debt","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","Debt","EO","Unknown","70","70","28270","28120"
"In post","2023","30-39","Debt","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Debt","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","SEO/HEO","Heterosexual / straight","55","55","36410","34700"
"In post","2023","30-39","Debt","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","AA/AO","Heterosexual / straight","95","90","22550","22220"
"In post","2023","30-39","Digital, Data & Technology","AA/AO","LGBO","10","10","[c]","[c]"
