"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","60-64","Asian","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Asian","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
