"Status","Year","Ethnicity","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Government Internal Audit Agency","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Internal Audit Agency","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Legal Department","Attorney General's Departments","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Legal Department","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","London","65","[c]","27900","25480"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","East of England","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","London","150","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","South East (England)","50","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","35","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","40","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury (excl. agencies)","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury (excl. agencies)","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury (excl. agencies)","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","London","95","[c]","39060","35520"
"Leaver CS","2023","Black","Home Office","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","South East (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Records of Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Savings and Investments","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Savings and Investments","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Public Guardian","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Scottish Charity Regulator","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Registers of Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Revenue Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Courts and Tribunals Service","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Fiscal Commission","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Forestry","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government (excl. agencies)","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government (excl. agencies)","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government (excl. agencies)","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Prison Service","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Public Pensions Agency","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Social Security Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Standards and Testing Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Standards and Testing Agency","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Standards and Testing Agency","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Student Awards Agency for Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Submarine Delivery Agency","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Submarine Delivery Agency","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
