"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","No function","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Planning Inspectorate","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Planning Inspectorate","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Scottish Prison Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Scottish Prison Service","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","The Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Debt Management Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Health Security Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Health Security Agency","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Health Security Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Statistics Authority","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Active Travel England","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Advisory, Conciliation and Arbitration Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Building Digital UK","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Building Digital UK","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Central Civil Service Fast Stream","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Competition and Markets Authority","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Work and Pensions (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Department for Work and Pensions (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Revenue and Customs (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Met Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Met Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Standards and Testing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Standards and Testing Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Submarine Delivery Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Submarine Delivery Agency","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Hydrographic Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Space Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Wilton Park","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Wilton Park","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Central Civil Service Fast Stream","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Companies House","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Department for Work and Pensions (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Government Property Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Home Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Defence (excl. agencies)","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Queen Elizabeth II Centre","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Submarine Delivery Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department of Health and Social Care (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Government Legal Department","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Legal Aid Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Met Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Central Civil Service Fast Stream","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Central Civil Service Fast Stream","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Defence Science and Technology Laboratory","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Work and Pensions (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Met Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
