"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Home Office","Male","1360","1130","33790","29890"
"In post","2023","60-64","Institute for Apprenticeships and Technical Education","Female","5","5","[c]","[c]"
"In post","2023","60-64","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Intellectual Property Office","Female","40","35","34360","28900"
"In post","2023","60-64","Intellectual Property Office","Male","55","45","42630","43070"
"In post","2023","60-64","Legal Aid Agency","Female","60","55","29630","25830"
"In post","2023","60-64","Legal Aid Agency","Male","40","35","36060","31200"
"In post","2023","60-64","Maritime and Coastguard Agency","Female","25","20","[c]","[c]"
"In post","2023","60-64","Maritime and Coastguard Agency","Male","50","50","43010","42050"
"In post","2023","60-64","Medicines and Healthcare Products Regulatory Agency","Female","35","35","56500","54990"
"In post","2023","60-64","Medicines and Healthcare Products Regulatory Agency","Male","35","35","59120","54990"
"In post","2023","60-64","Met Office","Female","25","25","[c]","[c]"
"In post","2023","60-64","Met Office","Male","80","70","42140","39750"
"In post","2023","60-64","Ministry of Defence (excl. agencies)","Female","1550","1410","29670","24680"
"In post","2023","60-64","Ministry of Defence (excl. agencies)","Male","2985","2815","32910","28190"
"In post","2023","60-64","Ministry of Justice (excl. agencies)","Female","180","165","40470","36740"
"In post","2023","60-64","Ministry of Justice (excl. agencies)","Male","185","170","43120","41510"
"In post","2023","60-64","National Crime Agency","Female","100","90","40500","38640"
"In post","2023","60-64","National Crime Agency","Male","260","245","44030","42130"
"In post","2023","60-64","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","National Records of Scotland","Female","20","20","[c]","[c]"
"In post","2023","60-64","National Records of Scotland","Male","20","20","[c]","[c]"
"In post","2023","60-64","National Savings and Investments","Female","5","5","[c]","[c]"
"In post","2023","60-64","National Savings and Investments","Male","10","10","[c]","[c]"
"In post","2023","60-64","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Female","100","90","55710","52750"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Male","30","30","66350","77470"
"In post","2023","60-64","Office of Gas and Electricity Markets","Female","15","15","[c]","[c]"
"In post","2023","60-64","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2023","60-64","Office of Qualifications and Examinations Regulation","Female","10","10","[c]","[c]"
"In post","2023","60-64","Office of Qualifications and Examinations Regulation","Male","5","5","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","Male","20","15","[c]","[c]"
"In post","2023","60-64","Office of the Public Guardian","Female","55","45","24520","21780"
"In post","2023","60-64","Office of the Public Guardian","Male","35","30","24210","21780"
"In post","2023","60-64","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Planning Inspectorate","Female","20","20","[c]","[c]"
"In post","2023","60-64","Planning Inspectorate","Male","35","30","56850","60050"
"In post","2023","60-64","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Registers of Scotland","Female","45","40","33560","32510"
"In post","2023","60-64","Registers of Scotland","Male","40","35","35240","32510"
"In post","2023","60-64","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Royal Fleet Auxiliary","Male","130","130","45460","41200"
"In post","2023","60-64","Rural Payments Agency","Female","125","105","26820","22150"
"In post","2023","60-64","Rural Payments Agency","Male","95","80","28670","25920"
"In post","2023","60-64","Scottish Courts and Tribunals Service","Female","110","90","27740","25060"
"In post","2023","60-64","Scottish Courts and Tribunals Service","Male","80","65","27410","23190"
"In post","2023","60-64","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Scottish Forestry","Female","5","5","[c]","[c]"
"In post","2023","60-64","Scottish Forestry","Male","10","10","[c]","[c]"
"In post","2023","60-64","Scottish Government (excl. agencies)","Female","200","170","47330","42860"
"In post","2023","60-64","Scottish Government (excl. agencies)","Male","255","230","49340","43330"
"In post","2023","60-64","Scottish Housing Regulator","Female","5","5","[c]","[c]"
"In post","2023","60-64","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Scottish Prison Service","Female","50","40","35490","35930"
"In post","2023","60-64","Scottish Prison Service","Male","325","210","37710","37060"
"In post","2023","60-64","Scottish Public Pensions Agency","Female","20","15","[c]","[c]"
"In post","2023","60-64","Scottish Public Pensions Agency","Male","10","10","[c]","[c]"
"In post","2023","60-64","Serious Fraud Office","Female","10","10","[c]","[c]"
"In post","2023","60-64","Serious Fraud Office","Male","15","15","[c]","[c]"
"In post","2023","60-64","Social Security Scotland","Female","90","80","30130","29100"
"In post","2023","60-64","Social Security Scotland","Male","45","40","32000","29100"
"In post","2023","60-64","Standards and Testing Agency","Female","5","5","[c]","[c]"
"In post","2023","60-64","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Student Awards Agency for Scotland","Female","5","5","[c]","[c]"
"In post","2023","60-64","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Submarine Delivery Agency","Female","30","25","[c]","[c]"
"In post","2023","60-64","Submarine Delivery Agency","Male","125","110","53110","48180"
"In post","2023","60-64","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","The Insolvency Service","Female","75","65","31670","26940"
"In post","2023","60-64","The Insolvency Service","Male","60","55","35820","36340"
"In post","2023","60-64","The National Archives","Female","20","20","[c]","[c]"
"In post","2023","60-64","The National Archives","Male","25","25","[c]","[c]"
"In post","2023","60-64","Transport Scotland","Female","15","10","[c]","[c]"
"In post","2023","60-64","Transport Scotland","Male","20","15","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Male","10","10","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Female","5","5","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Male","20","20","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Female","195","170","49210","38620"
"In post","2023","60-64","UK Health Security Agency","Male","145","135","62640","54110"
"In post","2023","60-64","UK Hydrographic Office","Female","20","15","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Male","45","40","41100","36050"
"In post","2023","60-64","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Female","275","200","27230","21200"
"In post","2023","60-64","UK Statistics Authority","Male","225","175","29010","21200"
"In post","2023","60-64","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Female","190","155","32230","27970"
"In post","2023","60-64","Valuation Office Agency","Male","175","145","39850","35020"
"In post","2023","60-64","Vehicle Certification Agency","Female","5","5","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Male","15","10","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Male","5","5","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Female","275","240","41470","39690"
"In post","2023","60-64","Welsh Government (excl. agencies)","Male","210","185","49080","49370"
"In post","2023","60-64","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Wilton Park","Female","10","10","[c]","[c]"
"In post","2023","60-64","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Female","20","15","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Male","25","20","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Female","40","35","29480","25340"
"In post","2023","65+","Animal and Plant Health Agency","Male","45","35","37040","31750"
"In post","2023","65+","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Female","30","25","44850","35200"
"In post","2023","65+","Cabinet Office (excl. agencies)","Male","40","35","49910","34320"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Centre for Environment, Fisheries and Aquaculture Science","Male","5","5","[c]","[c]"
"In post","2023","65+","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Companies House","Female","20","15","[c]","[c]"
"In post","2023","65+","Companies House","Male","10","10","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
