"Status","Year","Age","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Standards and Testing Agency","Male","15","15","[c]","[c]"
"In post","2023","40-49","Student Awards Agency for Scotland","Female","30","30","[c]","[c]"
"In post","2023","40-49","Student Awards Agency for Scotland","Male","30","30","39860","39030"
"In post","2023","40-49","Submarine Delivery Agency","Female","170","160","43370","41200"
"In post","2023","40-49","Submarine Delivery Agency","Male","255","255","50320","47910"
"In post","2023","40-49","Teaching Regulation Agency","Female","5","5","[c]","[c]"
"In post","2023","40-49","Teaching Regulation Agency","Male","5","5","[c]","[c]"
"In post","2023","40-49","The Insolvency Service","Female","300","280","36600","36170"
"In post","2023","40-49","The Insolvency Service","Male","215","210","36970","35560"
"In post","2023","40-49","The National Archives","Female","80","75","42630","39010"
"In post","2023","40-49","The National Archives","Male","65","65","38730","35470"
"In post","2023","40-49","Transport Scotland","Female","65","60","53310","49860"
"In post","2023","40-49","Transport Scotland","Male","90","90","56130","54870"
"In post","2023","40-49","UK Debt Management Office","Female","10","10","[c]","[c]"
"In post","2023","40-49","UK Debt Management Office","Male","15","15","[c]","[c]"
"In post","2023","40-49","UK Export Finance","Female","60","60","59050","54250"
"In post","2023","40-49","UK Export Finance","Male","60","60","65060","61320"
"In post","2023","40-49","UK Health Security Agency","Female","930","870","48370","42820"
"In post","2023","40-49","UK Health Security Agency","Male","485","475","54590","51270"
"In post","2023","40-49","UK Hydrographic Office","Female","80","75","38440","34370"
"In post","2023","40-49","UK Hydrographic Office","Male","135","135","42110","36050"
"In post","2023","40-49","UK Space Agency","Female","30","30","[c]","[c]"
"In post","2023","40-49","UK Space Agency","Male","25","25","[c]","[c]"
"In post","2023","40-49","UK Statistics Authority","Female","700","625","38950","37760"
"In post","2023","40-49","UK Statistics Authority","Male","510","490","43250","39300"
"In post","2023","40-49","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","40-49","UK Supreme Court","Male","5","5","[c]","[c]"
"In post","2023","40-49","Valuation Office Agency","Female","465","420","36160","32260"
"In post","2023","40-49","Valuation Office Agency","Male","395","390","38550","34440"
"In post","2023","40-49","Vehicle Certification Agency","Female","15","15","[c]","[c]"
"In post","2023","40-49","Vehicle Certification Agency","Male","25","25","[c]","[c]"
"In post","2023","40-49","Veterinary Medicines Directorate","Female","35","35","44670","40260"
"In post","2023","40-49","Veterinary Medicines Directorate","Male","20","20","[c]","[c]"
"In post","2023","40-49","Water Services Regulation Authority","Female","50","45","58500","51380"
"In post","2023","40-49","Water Services Regulation Authority","Male","45","45","63340","62010"
"In post","2023","40-49","Welsh Government (excl. agencies)","Female","1120","1045","45780","41700"
"In post","2023","40-49","Welsh Government (excl. agencies)","Male","665","660","47740","43660"
"In post","2023","40-49","Welsh Revenue Authority","Female","15","15","[c]","[c]"
"In post","2023","40-49","Welsh Revenue Authority","Male","10","10","[c]","[c]"
"In post","2023","40-49","Wilton Park","Female","15","10","[c]","[c]"
"In post","2023","40-49","Wilton Park","Male","10","10","[c]","[c]"
"In post","2023","50-59","Accountant in Bankruptcy","Female","10","10","[c]","[c]"
"In post","2023","50-59","Accountant in Bankruptcy","Male","15","15","[c]","[c]"
"In post","2023","50-59","Active Travel England","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Active Travel England","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Female","195","175","35070","33150"
"In post","2023","50-59","Advisory, Conciliation and Arbitration Service","Male","125","120","37700","35190"
"In post","2023","50-59","Animal and Plant Health Agency","Female","430","400","31800","26850"
"In post","2023","50-59","Animal and Plant Health Agency","Male","350","345","33950","30320"
"In post","2023","50-59","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Female","15","15","[c]","[c]"
"In post","2023","50-59","Building Digital UK","Male","15","15","[c]","[c]"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Female","570","540","47710","40830"
"In post","2023","50-59","Cabinet Office (excl. agencies)","Male","515","505","54000","44770"
"In post","2023","50-59","Central Civil Service Fast Stream","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Central Civil Service Fast Stream","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Female","60","55","38760","37310"
"In post","2023","50-59","Centre for Environment, Fisheries and Aquaculture Science","Male","75","70","43750","41120"
"In post","2023","50-59","Charity Commission","Female","75","70","35100","30280"
"In post","2023","50-59","Charity Commission","Male","40","40","35960","30170"
"In post","2023","50-59","Companies House","Female","185","170","31750","25610"
"In post","2023","50-59","Companies House","Male","130","130","36190","33440"
"In post","2023","50-59","Competition and Markets Authority","Female","70","70","66340","63330"
"In post","2023","50-59","Competition and Markets Authority","Male","90","90","71570","61390"
"In post","2023","50-59","Criminal Injuries Compensation Authority","Female","45","40","30380","26200"
"In post","2023","50-59","Criminal Injuries Compensation Authority","Male","40","40","26610","21780"
"In post","2023","50-59","Crown Commercial Service","Female","95","90","43600","40620"
"In post","2023","50-59","Crown Commercial Service","Male","80","80","48570","41150"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Female","405","370","39640","33120"
"In post","2023","50-59","Crown Office and Procurator Fiscal Service","Male","160","160","44890","37940"
"In post","2023","50-59","Crown Prosecution Service","Female","1475","1350","43730","35550"
"In post","2023","50-59","Crown Prosecution Service","Male","830","815","50950","54850"
"In post","2023","50-59","Defence Electronics and Components Agency","Female","30","30","33120","29050"
"In post","2023","50-59","Defence Electronics and Components Agency","Male","155","155","32950","31410"
"In post","2023","50-59","Defence Equipment and Support","Female","890","840","39710","35880"
"In post","2023","50-59","Defence Equipment and Support","Male","2060","2035","45170","43190"
"In post","2023","50-59","Defence Science and Technology Laboratory","Female","360","340","44760","49260"
"In post","2023","50-59","Defence Science and Technology Laboratory","Male","730","720","50810","49260"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","420","405","50790","50680"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","495","490","57070","55350"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","75","70","54840","52760"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","70","70","51910","53550"
"In post","2023","50-59","Department for Education (excl. agencies)","Female","875","830","45540","41720"
"In post","2023","50-59","Department for Education (excl. agencies)","Male","660","655","51010","51360"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","720","690","44260","39500"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","680","670","47300","49400"
"In post","2023","50-59","Department for International Trade","Female","260","250","49950","45230"
"In post","2023","50-59","Department for International Trade","Male","330","325","52220","50220"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","270","265","48120","43180"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","280","280","50680","49700"
"In post","2023","50-59","Department for Transport (excl. agencies)","Female","260","250","51890","46200"
"In post","2023","50-59","Department for Transport (excl. agencies)","Male","450","440","56990","55740"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Female","19975","17550","29120","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Male","9560","9240","31430","28120"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Female","470","445","53320","51710"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Male","240","235","58030","54690"
"In post","2023","50-59","Disclosure Scotland","Female","30","30","34520","27740"
"In post","2023","50-59","Disclosure Scotland","Male","30","25","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Female","895","775","26800","22500"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Male","540","520","32610","26960"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Female","495","465","30660","27450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Male","1275","1245","30960","28590"
"In post","2023","50-59","Education Scotland","Female","110","110","65970","70920"
"In post","2023","50-59","Education Scotland","Male","25","25","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Female","105","105","41670","38070"
"In post","2023","50-59","Education and Skills Funding Agency","Male","95","95","48560","51360"
"In post","2023","50-59","Estyn","Female","30","25","[c]","[c]"
"In post","2023","50-59","Estyn","Male","20","20","[c]","[c]"
"In post","2023","50-59","FCDO Services","Female","95","90","44310","38500"
"In post","2023","50-59","FCDO Services","Male","220","220","48330","45500"
"In post","2023","50-59","Food Standards Agency","Female","145","140","42640","38670"
"In post","2023","50-59","Food Standards Agency","Male","325","320","37050","31260"
"In post","2023","50-59","Food Standards Scotland","Female","25","25","[c]","[c]"
"In post","2023","50-59","Food Standards Scotland","Male","45","45","41940","34730"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Female","790","765","52690","50760"
"In post","2023","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Male","920","910","58250","58290"
"In post","2023","50-59","Forestry and Land Scotland","Female","90","90","36390","33260"
"In post","2023","50-59","Forestry and Land Scotland","Male","205","205","36450","34240"
"In post","2023","50-59","Government Actuary's Department","Female","10","10","[c]","[c]"
"In post","2023","50-59","Government Actuary's Department","Male","10","10","[c]","[c]"
"In post","2023","50-59","Government Commercial Organisation","Female","215","215","74690","66270"
"In post","2023","50-59","Government Commercial Organisation","Male","280","275","83670","70990"
"In post","2023","50-59","Government Internal Audit Agency","Female","105","100","49290","46200"
"In post","2023","50-59","Government Internal Audit Agency","Male","80","75","57680","55220"
"In post","2023","50-59","Government Legal Department","Female","355","325","64040","67600"
"In post","2023","50-59","Government Legal Department","Male","195","190","61910","67600"
"In post","2023","50-59","Government Property Agency","Female","40","40","48870","45830"
"In post","2023","50-59","Government Property Agency","Male","65","65","59110","55840"
"In post","2023","50-59","HM Courts and Tribunals Service","Female","3645","3260","28050","25480"
"In post","2023","50-59","HM Courts and Tribunals Service","Male","1325","1285","30360","25480"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Female","10","10","[c]","[c]"
"In post","2023","50-59","HM Crown Prosecution Service Inspectorate","Male","5","5","[c]","[c]"
"In post","2023","50-59","HM Land Registry","Female","1555","1365","32700","28080"
"In post","2023","50-59","HM Land Registry","Male","855","820","35820","34850"
"In post","2023","50-59","HM Prison and Probation Service","Female","7470","7000","32660","29050"
"In post","2023","50-59","HM Prison and Probation Service","Male","8075","7730","35570","32920"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Female","10490","9430","35910","33990"
"In post","2023","50-59","HM Revenue and Customs (excl. agencies)","Male","7970","7745","39250","35000"
"In post","2023","50-59","HM Treasury (excl. agencies)","Female","80","75","45020","40070"
"In post","2023","50-59","HM Treasury (excl. agencies)","Male","65","65","52840","54090"
"In post","2023","50-59","Health and Safety Executive","Female","515","470","41100","36630"
"In post","2023","50-59","Health and Safety Executive","Male","515","505","51830","47250"
"In post","2023","50-59","Home Office","Female","5355","4950","33350","28730"
"In post","2023","50-59","Home Office","Male","5200","4985","35460","30200"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Female","55","55","53260","51460"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","Male","25","25","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","Female","175","165","37610","31390"
"In post","2023","50-59","Intellectual Property Office","Male","190","185","51150","55810"
"In post","2023","50-59","Legal Aid Agency","Female","180","165","32100","25830"
"In post","2023","50-59","Legal Aid Agency","Male","115","110","37540","27170"
"In post","2023","50-59","Maritime and Coastguard Agency","Female","115","110","34900","31660"
"In post","2023","50-59","Maritime and Coastguard Agency","Male","175","170","39680","36250"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Female","145","140","55350","48740"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","Male","130","130","55270","52720"
"In post","2023","50-59","Met Office","Female","145","135","43300","39890"
"In post","2023","50-59","Met Office","Male","405","400","44870","43080"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Female","5765","5520","33250","27500"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Male","7560","7500","35800","33830"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Female","860","830","44510","41510"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Male","700","695","47230","43650"
"In post","2023","50-59","National Crime Agency","Female","525","505","42470","40240"
"In post","2023","50-59","National Crime Agency","Male","1090","1080","47070","45610"
"In post","2023","50-59","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","Female","80","75","40930","34730"
"In post","2023","50-59","National Records of Scotland","Male","60","55","38450","34410"
"In post","2023","50-59","National Savings and Investments","Female","30","30","49990","45120"
"In post","2023","50-59","National Savings and Investments","Male","30","30","66330","58510"
"In post","2023","50-59","Northern Ireland Office","Female","20","20","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Male","15","15","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Female","435","420","58250","52750"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Male","185","185","61350","66170"
"In post","2023","50-59","Office of Gas and Electricity Markets","Female","95","95","51750","52520"
"In post","2023","50-59","Office of Gas and Electricity Markets","Male","95","95","59020","58000"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Female","40","40","45710","39140"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Male","25","25","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Female","35","35","60320","57260"
"In post","2023","50-59","Office of Rail and Road","Male","55","50","65390","64240"
"In post","2023","50-59","Office of the Public Guardian","Female","165","155","26890","25830"
"In post","2023","50-59","Office of the Public Guardian","Male","110","105","27580","25830"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Female","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","Male","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","15","15","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Male","5","5","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","Female","130","115","47590","48660"
"In post","2023","50-59","Planning Inspectorate","Male","125","120","52530","56080"
"In post","2023","50-59","Queen Elizabeth II Centre","Female","5","5","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","Male","5","5","[c]","[c]"
"In post","2023","50-59","Registers of Scotland","Female","185","170","36490","32510"
"In post","2023","50-59","Registers of Scotland","Male","185","180","38310","38820"
"In post","2023","50-59","Revenue Scotland","Female","10","10","[c]","[c]"
"In post","2023","50-59","Revenue Scotland","Male","5","5","[c]","[c]"
"In post","2023","50-59","Royal Fleet Auxiliary","Female","15","15","[c]","[c]"
"In post","2023","50-59","Royal Fleet Auxiliary","Male","430","430","47600","43140"
"In post","2023","50-59","Rural Payments Agency","Female","400","365","28410","25920"
"In post","2023","50-59","Rural Payments Agency","Male","300","290","29510","25920"
"In post","2023","50-59","Scottish Courts and Tribunals Service","Female","380","345","31290","25060"
"In post","2023","50-59","Scottish Courts and Tribunals Service","Male","175","165","33030","26800"
"In post","2023","50-59","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Forestry","Female","35","35","33660","31180"
"In post","2023","50-59","Scottish Forestry","Male","40","40","48480","49370"
"In post","2023","50-59","Scottish Government (excl. agencies)","Female","1145","1080","52600","49860"
"In post","2023","50-59","Scottish Government (excl. agencies)","Male","965","955","53050","49860"
"In post","2023","50-59","Scottish Housing Regulator","Female","10","10","[c]","[c]"
"In post","2023","50-59","Scottish Housing Regulator","Male","10","10","[c]","[c]"
"In post","2023","50-59","Scottish Prison Service","Female","305","290","35720","37060"
"In post","2023","50-59","Scottish Prison Service","Male","1040","1005","39110","37060"
"In post","2023","50-59","Scottish Public Pensions Agency","Female","60","55","32200","27740"
"In post","2023","50-59","Scottish Public Pensions Agency","Male","45","45","33590","27740"
"In post","2023","50-59","Serious Fraud Office","Female","50","50","54080","42650"
"In post","2023","50-59","Serious Fraud Office","Male","80","80","54750","55420"
"In post","2023","50-59","Social Security Scotland","Female","545","515","32620","29100"
"In post","2023","50-59","Social Security Scotland","Male","255","250","35390","29450"
"In post","2023","50-59","Standards and Testing Agency","Female","20","20","[c]","[c]"
"In post","2023","50-59","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Student Awards Agency for Scotland","Female","35","35","33650","29100"
"In post","2023","50-59","Student Awards Agency for Scotland","Male","20","20","[c]","[c]"
"In post","2023","50-59","Submarine Delivery Agency","Female","150","145","45510","41280"
"In post","2023","50-59","Submarine Delivery Agency","Male","345","345","55290","54510"
"In post","2023","50-59","Teaching Regulation Agency","Female","10","10","[c]","[c]"
"In post","2023","50-59","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","The Insolvency Service","Female","280","265","35570","31620"
"In post","2023","50-59","The Insolvency Service","Male","220","220","41280","40280"
"In post","2023","50-59","The National Archives","Female","70","65","39010","34870"
"In post","2023","50-59","The National Archives","Male","85","85","42260","38340"
"In post","2023","50-59","Transport Scotland","Female","65","60","50920","49860"
"In post","2023","50-59","Transport Scotland","Male","70","70","58090","54870"
"In post","2023","50-59","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Debt Management Office","Male","30","30","[c]","[c]"
"In post","2023","50-59","UK Export Finance","Female","45","40","51600","48000"
"In post","2023","50-59","UK Export Finance","Male","75","75","66120","57000"
"In post","2023","50-59","UK Health Security Agency","Female","750","700","50450","44390"
"In post","2023","50-59","UK Health Security Agency","Male","395","385","59370","53620"
"In post","2023","50-59","UK Hydrographic Office","Female","85","75","37660","34370"
"In post","2023","50-59","UK Hydrographic Office","Male","140","140","42330","36050"
"In post","2023","50-59","UK Space Agency","Female","15","15","[c]","[c]"
"In post","2023","50-59","UK Space Agency","Male","25","25","[c]","[c]"
"In post","2023","50-59","UK Statistics Authority","Female","740","630","33530","31060"
"In post","2023","50-59","UK Statistics Authority","Male","525","460","38240","32710"
"In post","2023","50-59","UK Supreme Court","Female","5","5","[c]","[c]"
"In post","2023","50-59","UK Supreme Court","Male","10","10","[c]","[c]"
"In post","2023","50-59","Valuation Office Agency","Female","645","595","36450","32260"
"In post","2023","50-59","Valuation Office Agency","Male","555","545","42350","39590"
"In post","2023","50-59","Vehicle Certification Agency","Female","20","20","[c]","[c]"
"In post","2023","50-59","Vehicle Certification Agency","Male","25","25","[c]","[c]"
"In post","2023","50-59","Veterinary Medicines Directorate","Female","25","20","[c]","[c]"
"In post","2023","50-59","Veterinary Medicines Directorate","Male","20","20","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","Female","30","25","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","Male","30","30","[c]","[c]"
"In post","2023","50-59","Welsh Government (excl. agencies)","Female","1020","965","45910","41700"
"In post","2023","50-59","Welsh Government (excl. agencies)","Male","720","710","50220","49370"
"In post","2023","50-59","Welsh Revenue Authority","Female","5","5","[c]","[c]"
"In post","2023","50-59","Welsh Revenue Authority","Male","10","10","[c]","[c]"
"In post","2023","50-59","Wilton Park","Female","20","15","[c]","[c]"
"In post","2023","50-59","Wilton Park","Male","5","5","[c]","[c]"
"In post","2023","60-64","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Accountant in Bankruptcy","Male","5","5","[c]","[c]"
"In post","2023","60-64","Active Travel England","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Active Travel England","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Advisory, Conciliation and Arbitration Service","Female","65","50","36540","35190"
"In post","2023","60-64","Advisory, Conciliation and Arbitration Service","Male","40","35","36170","35150"
"In post","2023","60-64","Animal and Plant Health Agency","Female","130","115","29730","26600"
"In post","2023","60-64","Animal and Plant Health Agency","Male","110","95","34820","29950"
"In post","2023","60-64","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Cabinet Office (excl. agencies)","Female","135","115","43320","35650"
"In post","2023","60-64","Cabinet Office (excl. agencies)","Male","120","110","52150","38130"
"In post","2023","60-64","Centre for Environment, Fisheries and Aquaculture Science","Female","15","15","[c]","[c]"
"In post","2023","60-64","Centre for Environment, Fisheries and Aquaculture Science","Male","35","30","44340","42490"
"In post","2023","60-64","Charity Commission","Female","30","25","37500","30170"
"In post","2023","60-64","Charity Commission","Male","15","15","[c]","[c]"
"In post","2023","60-64","Companies House","Female","75","60","25980","23240"
"In post","2023","60-64","Companies House","Male","50","45","31400","28070"
"In post","2023","60-64","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2023","60-64","Competition and Markets Authority","Male","20","15","[c]","[c]"
"In post","2023","60-64","Criminal Injuries Compensation Authority","Female","15","15","[c]","[c]"
"In post","2023","60-64","Criminal Injuries Compensation Authority","Male","20","20","[c]","[c]"
"In post","2023","60-64","Crown Commercial Service","Female","25","25","[c]","[c]"
"In post","2023","60-64","Crown Commercial Service","Male","20","15","[c]","[c]"
"In post","2023","60-64","Crown Office and Procurator Fiscal Service","Female","110","85","39470","31540"
"In post","2023","60-64","Crown Office and Procurator Fiscal Service","Male","45","40","42740","36130"
"In post","2023","60-64","Crown Prosecution Service","Female","305","250","41700","30560"
"In post","2023","60-64","Crown Prosecution Service","Male","200","175","52210","56450"
"In post","2023","60-64","Defence Electronics and Components Agency","Female","5","5","[c]","[c]"
"In post","2023","60-64","Defence Electronics and Components Agency","Male","60","55","29060","30060"
"In post","2023","60-64","Defence Equipment and Support","Female","225","200","35760","33690"
"In post","2023","60-64","Defence Equipment and Support","Male","775","705","41890","41280"
"In post","2023","60-64","Defence Science and Technology Laboratory","Female","80","70","37210","32940"
"In post","2023","60-64","Defence Science and Technology Laboratory","Male","215","180","49430","49260"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","105","95","45490","38450"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","95","85","53430","50830"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport (excl. agencies)","Male","25","20","[c]","[c]"
"In post","2023","60-64","Department for Education (excl. agencies)","Female","145","135","45050","40260"
"In post","2023","60-64","Department for Education (excl. agencies)","Male","135","130","51400","52150"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","130","120","38330","36250"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","150","140","45760","49400"
"In post","2023","60-64","Department for International Trade","Female","55","55","46360","41910"
"In post","2023","60-64","Department for International Trade","Male","80","75","51330","45700"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","70","60","46550","39260"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","60","55","47590","44460"
"In post","2023","60-64","Department for Transport (excl. agencies)","Female","50","45","41740","36070"
"In post","2023","60-64","Department for Transport (excl. agencies)","Male","100","90","55050","45130"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Female","7155","5375","27770","28120"
"In post","2023","60-64","Department for Work and Pensions (excl. agencies)","Male","3115","2600","29450","28120"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Female","75","65","47810","41950"
"In post","2023","60-64","Department of Health and Social Care (excl. agencies)","Male","55","45","56890","53690"
"In post","2023","60-64","Disclosure Scotland","Female","15","15","[c]","[c]"
"In post","2023","60-64","Disclosure Scotland","Male","15","10","[c]","[c]"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Female","410","285","23750","22500"
"In post","2023","60-64","Driver and Vehicle Licensing Agency","Male","180","150","32130","22500"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Female","155","130","28810","27450"
"In post","2023","60-64","Driver and Vehicle Standards Agency","Male","555","495","29930","27490"
"In post","2023","60-64","Education Scotland","Female","20","15","[c]","[c]"
"In post","2023","60-64","Education Scotland","Male","15","15","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Female","20","15","[c]","[c]"
"In post","2023","60-64","Education and Skills Funding Agency","Male","10","10","[c]","[c]"
"In post","2023","60-64","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Estyn","Male","10","5","[c]","[c]"
"In post","2023","60-64","FCDO Services","Female","25","20","[c]","[c]"
"In post","2023","60-64","FCDO Services","Male","70","65","42600","41840"
"In post","2023","60-64","Food Standards Agency","Female","25","25","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Male","105","95","34480","29430"
"In post","2023","60-64","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Scotland","Male","25","20","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Female","150","140","48530","40600"
"In post","2023","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Male","170","160","57040","57250"
"In post","2023","60-64","Forestry and Land Scotland","Female","20","20","[c]","[c]"
"In post","2023","60-64","Forestry and Land Scotland","Male","95","85","34840","33260"
"In post","2023","60-64","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Government Actuary's Department","Male","5","5","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","Female","15","15","[c]","[c]"
"In post","2023","60-64","Government Commercial Organisation","Male","45","45","86330","74000"
"In post","2023","60-64","Government Internal Audit Agency","Female","30","25","46950","45250"
"In post","2023","60-64","Government Internal Audit Agency","Male","35","25","48440","46290"
"In post","2023","60-64","Government Legal Department","Female","60","50","59690","63900"
"In post","2023","60-64","Government Legal Department","Male","55","50","70420","71430"
"In post","2023","60-64","Government Property Agency","Female","10","5","[c]","[c]"
"In post","2023","60-64","Government Property Agency","Male","15","15","[c]","[c]"
"In post","2023","60-64","HM Courts and Tribunals Service","Female","1250","1035","25550","21780"
"In post","2023","60-64","HM Courts and Tribunals Service","Male","530","480","27520","21780"
"In post","2023","60-64","HM Land Registry","Female","335","240","31470","28080"
"In post","2023","60-64","HM Land Registry","Male","270","200","35360","34850"
"In post","2023","60-64","HM Prison and Probation Service","Female","2200","1845","30200","28400"
"In post","2023","60-64","HM Prison and Probation Service","Male","2730","2145","32890","32920"
"In post","2023","60-64","HM Revenue and Customs (excl. agencies)","Female","3330","2510","31550","28130"
"In post","2023","60-64","HM Revenue and Customs (excl. agencies)","Male","2280","1900","36620","34370"
"In post","2023","60-64","HM Treasury (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2023","60-64","HM Treasury (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2023","60-64","Health and Safety Executive","Female","110","95","39680","33780"
"In post","2023","60-64","Health and Safety Executive","Male","135","120","55050","51390"
"In post","2023","60-64","Home Office","Female","1435","1170","30080","26400"
