"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","EO","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","EO","Male","35","35","25760","26650"
"In post","2023","Digital, Data & Technology","Science and Engineering","G6","Female","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","G6","Male","40","35","60400","60490"
"In post","2023","Digital, Data & Technology","Science and Engineering","G7","Female","30","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","G7","Male","100","95","48700","47960"
"In post","2023","Digital, Data & Technology","Science and Engineering","HEO","Female","40","35","33280","32760"
"In post","2023","Digital, Data & Technology","Science and Engineering","HEO","Male","50","50","32720","32730"
"In post","2023","Digital, Data & Technology","Science and Engineering","SEO","Female","80","75","39690","39650"
"In post","2023","Digital, Data & Technology","Science and Engineering","SEO","Male","160","150","40500","39750"
"In post","2023","Digital, Data & Technology","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","EO","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","G6","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","G7","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","HEO","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","SEO","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","HEO","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","SEO","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","EO","Female","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","EO","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G7","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G7","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","HEO","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","HEO","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SEO","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SEO","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","EO","Female","50","50","27930","27650"
"In post","2023","Digital, Data & Technology","Unknown","EO","Male","65","65","28350","28000"
"In post","2023","Digital, Data & Technology","Unknown","G6","Female","35","35","69290","69940"
"In post","2023","Digital, Data & Technology","Unknown","G6","Male","55","55","69500","68730"
"In post","2023","Digital, Data & Technology","Unknown","G7","Female","110","110","55790","56430"
"In post","2023","Digital, Data & Technology","Unknown","G7","Male","170","165","57110","57680"
"In post","2023","Digital, Data & Technology","Unknown","HEO","Female","105","105","35290","34700"
"In post","2023","Digital, Data & Technology","Unknown","HEO","Male","125","125","35360","34700"
"In post","2023","Digital, Data & Technology","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SCS level","Male","30","30","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SEO","Female","85","80","42390","41870"
"In post","2023","Digital, Data & Technology","Unknown","SEO","Male","165","165","43310","42510"
"In post","2023","Finance","Commercial","AO","Female","35","30","21980","21690"
"In post","2023","Finance","Commercial","AO","Male","25","20","[c]","[c]"
"In post","2023","Finance","Commercial","EO","Female","50","45","28840","28120"
"In post","2023","Finance","Commercial","EO","Male","25","25","[c]","[c]"
"In post","2023","Finance","Commercial","G6","Female","15","15","[c]","[c]"
"In post","2023","Finance","Commercial","G6","Male","15","15","[c]","[c]"
"In post","2023","Finance","Commercial","G7","Female","55","50","52000","50160"
"In post","2023","Finance","Commercial","G7","Male","45","40","53300","52900"
"In post","2023","Finance","Commercial","HEO","Female","145","135","34880","34170"
"In post","2023","Finance","Commercial","HEO","Male","105","100","35150","34170"
"In post","2023","Finance","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","SEO","Female","140","130","39340","38470"
"In post","2023","Finance","Commercial","SEO","Male","95","90","39990","38470"
"In post","2023","Finance","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","EO","Male","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G6","Male","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G7","Female","10","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G7","Male","10","10","[c]","[c]"
"In post","2023","Finance","Corporate Finance","HEO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Corporate Finance","HEO","Male","10","10","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SEO","Female","15","15","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SEO","Male","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G7","Male","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SEO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SEO","Male","5","5","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SEO","Male","5","5","[c]","[c]"
"In post","2023","Finance","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","AA","Female","20","15","[c]","[c]"
"In post","2023","Finance","Finance","AA","Male","15","10","[c]","[c]"
"In post","2023","Finance","Finance","AO","Female","580","505","23190","22520"
"In post","2023","Finance","Finance","AO","Male","340","325","23150","22520"
"In post","2023","Finance","Finance","EO","Female","915","855","28220","27470"
"In post","2023","Finance","Finance","EO","Male","540","535","28290","28000"
"In post","2023","Finance","Finance","G6","Female","345","330","69190","69370"
"In post","2023","Finance","Finance","G6","Male","385","380","70460","70840"
"In post","2023","Finance","Finance","G7","Female","850","820","55980","55780"
"In post","2023","Finance","Finance","G7","Male","830","815","56620","56290"
"In post","2023","Finance","Finance","HEO","Female","1140","1070","34620","34300"
"In post","2023","Finance","Finance","HEO","Male","865","855","34950","34300"
"In post","2023","Finance","Finance","SCS level","Female","125","120","88190","82700"
"In post","2023","Finance","Finance","SCS level","Male","155","155","94200","84270"
"In post","2023","Finance","Finance","SEO","Female","1100","1045","42790","42140"
"In post","2023","Finance","Finance","SEO","Male","1040","1020","43190","42510"
"In post","2023","Finance","Finance","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Finance","Finance","Unknown","Male","35","35","56160","49410"
"In post","2023","Finance","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AA","Female","30","15","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AA","Male","15","15","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AO","Female","575","440","22740","22520"
"In post","2023","Finance","Operational Delivery","AO","Male","250","230","22640","22520"
"In post","2023","Finance","Operational Delivery","EO","Female","235","210","28620","28130"
"In post","2023","Finance","Operational Delivery","EO","Male","120","120","28720","28130"
"In post","2023","Finance","Operational Delivery","G6","Female","10","10","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G7","Female","20","20","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G7","Male","25","25","[c]","[c]"
"In post","2023","Finance","Operational Delivery","HEO","Female","130","125","35090","35000"
"In post","2023","Finance","Operational Delivery","HEO","Male","110","110","35010","35000"
"In post","2023","Finance","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","SEO","Female","75","70","42350","42510"
"In post","2023","Finance","Operational Delivery","SEO","Male","45","40","42970","42510"
"In post","2023","Finance","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","EO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Other","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","HEO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Other","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","SEO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Other","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G7","Male","5","5","[c]","[c]"
"In post","2023","Finance","Policy","HEO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G7","Female","10","10","[c]","[c]"
"In post","2023","Finance","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","SEO","Female","10","10","[c]","[c]"
"In post","2023","Finance","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","EO","Female","5","5","[c]","[c]"
"In post","2023","Finance","Security","EO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Security","G6","Female","10","10","[c]","[c]"
"In post","2023","Finance","Security","G6","Male","15","15","[c]","[c]"
"In post","2023","Finance","Security","G7","Female","20","20","[c]","[c]"
"In post","2023","Finance","Security","G7","Male","45","45","55560","55150"
"In post","2023","Finance","Security","HEO","Female","60","55","35560","34170"
"In post","2023","Finance","Security","HEO","Male","55","55","35310","34170"
"In post","2023","Finance","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","SEO","Female","60","60","39560","38470"
"In post","2023","Finance","Security","SEO","Male","65","65","39820","38470"
"In post","2023","Finance","Social Research","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","AO","Female","20","15","[c]","[c]"
"In post","2023","Finance","Tax","AO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Tax","EO","Female","15","15","[c]","[c]"
"In post","2023","Finance","Tax","EO","Male","10","10","[c]","[c]"
"In post","2023","Finance","Tax","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","G7","Female","5","5","[c]","[c]"
"In post","2023","Finance","Tax","G7","Male","5","5","[c]","[c]"
"In post","2023","Finance","Tax","HEO","Female","15","10","[c]","[c]"
"In post","2023","Finance","Tax","HEO","Male","10","10","[c]","[c]"
"In post","2023","Finance","Tax","SEO","Female","15","15","[c]","[c]"
"In post","2023","Finance","Tax","SEO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","AO","Female","20","20","[c]","[c]"
"In post","2023","Finance","Unknown","AO","Male","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","EO","Female","35","35","28660","28120"
"In post","2023","Finance","Unknown","EO","Male","20","20","[c]","[c]"
"In post","2023","Finance","Unknown","G6","Female","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","G6","Male","20","20","[c]","[c]"
"In post","2023","Finance","Unknown","G7","Female","35","35","57830","56530"
"In post","2023","Finance","Unknown","G7","Male","55","50","57600","56440"
"In post","2023","Finance","Unknown","HEO","Female","40","40","35930","35000"
"In post","2023","Finance","Unknown","HEO","Male","45","45","35280","34700"
"In post","2023","Finance","Unknown","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Finance","Unknown","SEO","Female","30","30","42120","42140"
"In post","2023","Finance","Unknown","SEO","Male","45","45","43020","42510"
"In post","2023","Grants Management","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","AO","Female","805","695","22120","22150"
"In post","2023","Grants Management","Operational Delivery","AO","Male","615","600","22140","22150"
"In post","2023","Grants Management","Operational Delivery","EO","Female","395","360","26080","25920"
"In post","2023","Grants Management","Operational Delivery","EO","Male","250","245","26120","25920"
"In post","2023","Grants Management","Operational Delivery","G6","Female","10","10","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G6","Male","10","10","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","G7","Female","30","30","50040","49400"
"In post","2023","Grants Management","Operational Delivery","G7","Male","20","20","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","HEO","Female","155","145","30750","30320"
"In post","2023","Grants Management","Operational Delivery","HEO","Male","110","105","31160","30910"
"In post","2023","Grants Management","Operational Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","SEO","Female","70","65","37910","37300"
"In post","2023","Grants Management","Operational Delivery","SEO","Male","65","60","38270","37300"
"In post","2023","Grants Management","Policy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","G7","Female","10","10","[c]","[c]"
"In post","2023","Grants Management","Policy","G7","Male","10","10","[c]","[c]"
"In post","2023","Grants Management","Policy","HEO","Female","5","5","[c]","[c]"
"In post","2023","Grants Management","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","SEO","Female","10","10","[c]","[c]"
"In post","2023","Grants Management","Policy","SEO","Male","5","5","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","G7","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","HEO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","HEO","Male","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","SEO","Female","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","SEO","Male","[c]","[c]","[c]","[c]"
