"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Analysis","Science and Engineering","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","HEO","Female","40","[c]","29090","30350"
"New entrant CS","2023","Analysis","Science and Engineering","HEO","Male","40","[c]","28570","28360"
"New entrant CS","2023","Analysis","Science and Engineering","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","HEO","Female","100","[c]","33150","31660"
"New entrant CS","2023","Analysis","Social Research","HEO","Male","35","[c]","32610","32130"
"New entrant CS","2023","Analysis","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","SEO","Female","30","[c]","42200","43210"
"New entrant CS","2023","Analysis","Social Research","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","EO","Male","40","[c]","27990","27650"
"New entrant CS","2023","Analysis","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","HEO","Female","75","[c]","33010","32800"
"New entrant CS","2023","Analysis","Statistics","HEO","Male","85","[c]","32760","32900"
"New entrant CS","2023","Analysis","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","AO","Female","50","[c]","22380","22150"
"New entrant CS","2023","Commercial","Commercial","AO","Male","30","[c]","22860","22220"
"New entrant CS","2023","Commercial","Commercial","EO","Female","60","[c]","26860","27080"
"New entrant CS","2023","Commercial","Commercial","EO","Male","50","[c]","26630","27080"
"New entrant CS","2023","Commercial","Commercial","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","G7","Female","30","[c]","61670","65500"
"New entrant CS","2023","Commercial","Commercial","G7","Male","45","[c]","65310","66500"
"New entrant CS","2023","Commercial","Commercial","HEO","Female","115","[c]","32300","32500"
"New entrant CS","2023","Commercial","Commercial","HEO","Male","85","[c]","32220","32500"
"New entrant CS","2023","Commercial","Commercial","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","SEO","Female","55","[c]","40690","40500"
"New entrant CS","2023","Commercial","Commercial","SEO","Male","50","[c]","41020","41000"
"New entrant CS","2023","Commercial","Commercial","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","EO","Female","60","[c]","27590","27550"
"New entrant CS","2023","Communications","Communications","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","G7","Female","30","[c]","55570","55000"
"New entrant CS","2023","Communications","Communications","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","HEO","Female","120","[c]","34460","33990"
"New entrant CS","2023","Communications","Communications","HEO","Male","75","[c]","34220","33830"
"New entrant CS","2023","Communications","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","SEO","Female","80","[c]","41780","41510"
"New entrant CS","2023","Communications","Communications","SEO","Male","50","[c]","42220","41510"
"New entrant CS","2023","Communications","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Project Delivery","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Project Delivery","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","AO","Female","135","[c]","23530","22520"
"New entrant CS","2023","Counter Fraud","Counter Fraud","AO","Male","95","[c]","23060","21690"
"New entrant CS","2023","Counter Fraud","Counter Fraud","EO","Female","100","[c]","28240","28120"
"New entrant CS","2023","Counter Fraud","Counter Fraud","EO","Male","95","[c]","28660","27890"
"New entrant CS","2023","Counter Fraud","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
