"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Work and Pensions (excl. agencies)","East Sussex CC","Male","375","355","26570","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Enfield","Female","155","135","32300","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Enfield","Male","55","55","31930","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Essex Haven Gateway","Female","175","150","31830","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Essex Haven Gateway","Male","105","105","33090","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Essex Thames Gateway","Female","520","455","29130","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Essex Thames Gateway","Male","185","175","30080","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Falkirk","Female","745","610","25980","26650"
"In post","2023","Department for Work and Pensions (excl. agencies)","Falkirk","Male","240","225","26960","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Flintshire and Wrexham","Female","400","345","25560","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Flintshire and Wrexham","Male","185","180","26210","24170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Glasgow City","Female","1500","1280","26460","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Glasgow City","Male","1000","940","26710","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Gloucestershire CC","Female","150","130","28630","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Gloucestershire CC","Male","90","85","28200","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester North East","Female","295","260","28940","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester North East","Male","140","135","29120","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester North West","Female","980","840","25340","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester North West","Male","420","405","25270","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester South East","Female","440","385","25330","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester South East","Male","275","265","25120","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester South West","Female","515","445","26220","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Greater Manchester South West","Male","370","355","25980","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Gwent Valleys","Female","210","185","28140","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Gwent Valleys","Male","65","60","29530","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Gwynedd","Female","275","245","25310","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Gwynedd","Male","175","170","25950","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hackney and Newham","Female","365","325","32020","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hackney and Newham","Male","225","220","32860","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Haringey and Islington","Female","215","190","32040","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Haringey and Islington","Male","140","135","32720","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Harrow and Hillingdon","Female","295","255","31880","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Harrow and Hillingdon","Male","115","105","32730","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hartlepool and Stockton-on-Tees","Female","230","195","27270","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hartlepool and Stockton-on-Tees","Male","110","105","26650","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Heart of Essex","Female","70","65","32650","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Heart of Essex","Male","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Herefordshire, County of","Female","55","50","29300","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Herefordshire, County of","Male","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hertfordshire CC","Female","490","420","30790","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hertfordshire CC","Male","205","200","31760","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hounslow and Richmond upon Thames","Female","145","125","32160","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Hounslow and Richmond upon Thames","Male","70","65","32880","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Female","250","200","26170","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Male","95","85","26130","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","165","145","27960","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","60","60","27520","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Isle of Anglesey","Female","50","40","28830","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Isle of Anglesey","Male","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Isle of Wight","Female","160","135","26440","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Isle of Wight","Male","75","70","25210","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Kensington & Chelsea and Hammersmith & Fulham","Female","105","90","32340","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Kensington & Chelsea and Hammersmith & Fulham","Male","60","60","32690","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Kent Thames Gateway","Female","160","140","31220","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Kent Thames Gateway","Male","55","55","32230","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Kingston upon Hull, City of","Female","360","290","26690","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Kingston upon Hull, City of","Male","190","170","27000","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lambeth","Female","280","255","32500","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lambeth","Male","130","125","32370","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lancaster and Wyre","Female","105","95","25900","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lancaster and Wyre","Male","75","70","25410","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Leeds","Female","1435","1285","34250","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Leeds","Male","1160","1120","36390","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Leicester","Female","465","390","25730","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Leicester","Male","330","310","26170","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Leicestershire CC and Rutland","Female","105","90","28940","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Leicestershire CC and Rutland","Male","30","30","28570","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lewisham and Southwark","Female","195","185","31760","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lewisham and Southwark","Male","100","95","32370","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lincolnshire CC","Female","365","310","27250","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lincolnshire CC","Male","165","155","27890","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Liverpool","Female","530","455","27780","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Liverpool","Male","245","235","28550","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","35","30","28260","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","15","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Luton","Female","110","90","28030","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Luton","Male","55","55","28290","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Manchester","Female","680","635","36560","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Manchester","Male","780","770","41200","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Medway","Female","160","140","31210","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Medway","Male","45","40","33570","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Merton, Kingston upon Thames and Sutton","Female","160","145","32480","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Merton, Kingston upon Thames and Sutton","Male","80","80","32660","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Mid Kent","Female","95","90","31390","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Mid Kent","Male","50","50","32560","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Mid Lancashire","Female","1230","1045","25260","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Mid Lancashire","Male","835","800","24850","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Milton Keynes","Female","135","115","28140","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Milton Keynes","Male","45","40","27980","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Monmouthshire and Newport","Female","85","70","27620","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Monmouthshire and Newport","Male","40","40","29310","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Na h-Eileanan Siar","Female","55","50","24810","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Na h-Eileanan Siar","Male","35","35","23460","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Hampshire","Female","80","65","27940","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Hampshire","Male","45","40","27940","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Lanarkshire","Female","605","510","24960","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Lanarkshire","Male","245","230","25170","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Northamptonshire","Female","315","265","25380","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Northamptonshire","Male","105","100","26300","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Nottinghamshire","Female","155","130","28790","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Nottinghamshire","Male","70","65","29590","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Yorkshire CC","Female","140","125","30080","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North Yorkshire CC","Male","80","75","30570","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North and North East Lincolnshire","Female","370","310","26680","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North and North East Lincolnshire","Male","125","120","27070","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North and West Norfolk","Female","75","60","27930","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","North and West Norfolk","Male","30","25","28070","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Northumberland","Female","125","100","28490","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Northumberland","Male","55","50","28190","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Norwich and East Norfolk","Female","345","275","27050","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Norwich and East Norfolk","Male","215","200","27900","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Nottingham","Female","400","355","27050","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Nottingham","Male","245","235","26920","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Orkney Islands","Female","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Oxfordshire CC","Female","135","115","28710","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Oxfordshire CC","Male","75","70","28500","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Perth and Kinross, and Stirling","Female","90","80","28130","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Perth and Kinross, and Stirling","Male","30","30","29730","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Peterborough","Female","120","95","27110","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Peterborough","Male","65","60","28690","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Plymouth","Female","235","190","28970","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Plymouth","Male","110","105","29210","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Portsmouth","Female","100","85","28530","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Portsmouth","Male","50","50","28610","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Powys","Female","45","40","27300","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Powys","Male","30","30","29530","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Redbridge and Waltham Forest","Female","790","675","29540","30440"
"In post","2023","Department for Work and Pensions (excl. agencies)","Redbridge and Waltham Forest","Male","390","375","30090","30930"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sandwell","Female","205","175","28270","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sandwell","Male","85","85","28610","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Scottish Borders","Female","20","20","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Scottish Borders","Male","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sefton","Female","560","485","27820","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sefton","Male","360","340","27940","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sheffield","Female","1165","1010","34740","29550"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sheffield","Male","895","860","37900","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Shetland Islands","Female","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Shropshire","Female","75","65","28530","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Shropshire","Male","30","30","29010","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Solihull","Female","90","75","27540","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Solihull","Male","55","50","29350","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Somerset CC","Female","370","315","27700","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Somerset CC","Male","155","145","27830","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Ayrshire","Female","65","60","28890","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Ayrshire","Male","20","20","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Hampshire","Female","185","150","27900","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Hampshire","Male","55","50","28740","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Lanarkshire","Female","125","100","28680","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Lanarkshire","Male","40","40","27760","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Nottinghamshire","Female","25","20","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Teesside","Female","640","540","26200","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South Teesside","Male","325","310","25650","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South West Wales","Female","270","225","26260","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South West Wales","Male","135","130","26230","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South and West Derbyshire","Female","220","185","29490","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","South and West Derbyshire","Male","90","80","29180","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Southampton","Female","110","95","27650","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Southampton","Male","60","60","28120","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Southend-on-Sea","Female","120","100","30310","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Southend-on-Sea","Male","35","35","31380","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Staffordshire CC","Female","275","230","28130","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Staffordshire CC","Male","115","105","28490","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Stoke-on-Trent","Female","135","120","28730","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Stoke-on-Trent","Male","75","70","29320","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Suffolk CC","Female","330","275","27330","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Suffolk CC","Male","175","170","29250","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sunderland","Female","1000","825","26110","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Sunderland","Male","440","410","26480","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Swansea","Female","415","355","25390","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Swansea","Male","235","220","25580","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Swindon","Female","85","70","28310","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Swindon","Male","45","45","28740","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Telford and Wrekin","Female","280","240","27330","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Telford and Wrekin","Male","135","125","27900","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Thurrock","Female","70","60","31790","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Thurrock","Male","20","20","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Torbay","Female","165","125","26020","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Torbay","Male","80","70","27470","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Tower Hamlets","Female","120","100","30090","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Tower Hamlets","Male","90","85","30180","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Tyneside","Female","3310","2865","29590","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Tyneside","Male","2740","2630","34070","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","Female","190","180","33660","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","Male","150","145","34450","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wakefield","Female","180","145","28830","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wakefield","Male","50","50","28660","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Walsall","Female","135","115","28030","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Walsall","Male","65","65","27450","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wandsworth","Female","105","85","29070","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wandsworth","Male","35","30","31790","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Warrington","Female","245","200","24880","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Warrington","Male","85","80","26820","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Warwickshire CC","Female","285","240","26170","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Warwickshire CC","Male","120","105","26810","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Cumbria","Female","115","95","27370","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Cumbria","Male","30","30","26670","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Essex","Female","65","60","32010","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Essex","Male","20","20","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Kent","Female","30","25","33500","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Kent","Male","30","30","31300","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Lothian","Female","95","85","28380","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Lothian","Male","35","35","29320","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Northamptonshire","Female","120","110","29080","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Northamptonshire","Male","50","45","27620","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Surrey","Female","165","145","33050","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Surrey","Male","80","80","33340","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Sussex (North East)","Female","105","95","27830","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Sussex (North East)","Male","35","35","28420","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Sussex (South West)","Female","210","180","27600","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","West Sussex (South West)","Male","100","90","27690","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Westminster","Female","1395","1320","47020","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Westminster","Male","1090","1070","48690","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wiltshire","Female","100","90","28800","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wiltshire","Male","45","40","30520","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wirral","Female","960","795","25220","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wirral","Male","430","405","25370","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wolverhampton","Female","555","450","25420","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Wolverhampton","Male","265","250","25670","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Worcestershire CC","Female","200","170","27150","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Worcestershire CC","Male","95","90","28180","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","York","Female","75","60","28480","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","York","Male","45","40","29470","28120"
"In post","2023","Department of Health and Social Care (excl. agencies)","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Birmingham","Female","30","30","46080","41860"
"In post","2023","Department of Health and Social Care (excl. agencies)","Birmingham","Male","15","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bristol, City of","Female","30","30","51080","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bristol, City of","Male","20","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bromley","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cambridgeshire CC","Female","25","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cambridgeshire CC","Male","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Devon CC","Female","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Lancashire","Female","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Lancashire","Male","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Merseyside","Female","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Merseyside","Male","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Enfield","Female","[c]","[c]","[c]","[c]"
