"Status","Year","Organisation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department of Health and Social Care (excl. agencies)","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Leeds","Female","535","515","44320","39590"
"In post","2023","Department of Health and Social Care (excl. agencies)","Leeds","Male","340","335","46140","42860"
"In post","2023","Department of Health and Social Care (excl. agencies)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Lewisham and Southwark","Female","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Liverpool","Female","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Liverpool","Male","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Manchester","Female","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Nottingham","Female","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Nottingham","Male","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Oxfordshire CC","Female","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Sheffield","Female","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South Hampshire","Female","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Tyneside","Female","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Tyneside","Male","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Westminster","Female","1565","1500","50050","46000"
"In post","2023","Department of Health and Social Care (excl. agencies)","Westminster","Male","810","800","52510","54660"
"In post","2023","Department of Health and Social Care (excl. agencies)","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","York","Female","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","York","Male","10","10","[c]","[c]"
"In post","2023","Disclosure Scotland","Glasgow City","Female","190","175","31590","27740"
"In post","2023","Disclosure Scotland","Glasgow City","Male","180","170","31050","24890"
"In post","2023","Driver and Vehicle Licensing Agency","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Birmingham","Female","65","60","23330","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Birmingham","Male","80","80","23750","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Dudley","Female","[c]","[c]","[c]","[c]"
