"Status","Year","Ethnicity","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Communications","East Anglia","40","35","35780","33990"
"In post","2023","White","Communications","East Wales","145","140","40670","38100"
"In post","2023","White","Communications","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2023","White","Communications","Eastern Scotland","40","40","43180","39590"
"In post","2023","White","Communications","Essex","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","155","140","39730","37750"
"In post","2023","White","Communications","Greater Manchester","80","80","40330","37590"
"In post","2023","White","Communications","Hampshire and Isle of Wight","130","125","35450","33990"
"In post","2023","White","Communications","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2023","White","Communications","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Inner London - East","135","135","52850","46250"
"In post","2023","White","Communications","Inner London - West","1125","1100","51610","47220"
"In post","2023","White","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Lancashire","35","35","38930","37300"
"In post","2023","White","Communications","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Lincolnshire","10","10","[c]","[c]"
"In post","2023","White","Communications","Merseyside","65","60","42180","40790"
"In post","2023","White","Communications","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","North Yorkshire","15","15","[c]","[c]"
"In post","2023","White","Communications","Northern Ireland","20","20","[c]","[c]"
"In post","2023","White","Communications","Northumberland, and Tyne and Wear","70","70","40630","37800"
"In post","2023","White","Communications","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Outer London - South","15","10","[c]","[c]"
"In post","2023","White","Communications","Outer London - West and North West","20","20","[c]","[c]"
"In post","2023","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Shropshire and Staffordshire","45","45","36490","33990"
"In post","2023","White","Communications","South Yorkshire","75","70","42320","40650"
"In post","2023","White","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","Surrey, East and West Sussex","15","15","[c]","[c]"
"In post","2023","White","Communications","Tees Valley and Durham","40","35","32260","30510"
"In post","2023","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Communications","West Central Scotland","40","35","37540","34150"
"In post","2023","White","Communications","West Midlands","50","50","44210","40990"
"In post","2023","White","Communications","West Wales and The Valleys","70","65","32710","27450"
"In post","2023","White","Communications","West Yorkshire","60","55","44830","43620"
"In post","2023","White","Counter Fraud","Bedfordshire and Hertfordshire","75","70","30640","31280"
"In post","2023","White","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","100","95","32500","31280"
"In post","2023","White","Counter Fraud","Cheshire","25","20","[c]","[c]"
"In post","2023","White","Counter Fraud","Cornwall and Isles of Scilly","50","45","30400","28120"
"In post","2023","White","Counter Fraud","Cumbria","25","20","[c]","[c]"
"In post","2023","White","Counter Fraud","Derbyshire and Nottinghamshire","595","550","35580","34700"
"In post","2023","White","Counter Fraud","Devon","95","85","29460","28120"
"In post","2023","White","Counter Fraud","Dorset and Somerset","130","120","29800","28120"
"In post","2023","White","Counter Fraud","East Anglia","355","325","30140","28130"
"In post","2023","White","Counter Fraud","East Wales","525","480","32810","28130"
"In post","2023","White","Counter Fraud","East Yorkshire and Northern Lincolnshire","125","110","28260","28120"
"In post","2023","White","Counter Fraud","Eastern Scotland","320","290","32500","28920"
"In post","2023","White","Counter Fraud","Essex","120","115","32450","31280"
"In post","2023","White","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","390","360","36080","34400"
"In post","2023","White","Counter Fraud","Greater Manchester","900","840","36350","34700"
"In post","2023","White","Counter Fraud","Hampshire and Isle of Wight","250","225","31860","28120"
"In post","2023","White","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","55","50","29280","28120"
"In post","2023","White","Counter Fraud","Highlands and Islands","10","10","[c]","[c]"
"In post","2023","White","Counter Fraud","Inner London - East","670","645","42760","39790"
"In post","2023","White","Counter Fraud","Inner London - West","225","220","49950","43280"
"In post","2023","White","Counter Fraud","Kent","405","375","30220","29730"
"In post","2023","White","Counter Fraud","Lancashire","160","145","30570","28120"
"In post","2023","White","Counter Fraud","Leicestershire, Rutland and Northamptonshire","55","50","30030","28120"
"In post","2023","White","Counter Fraud","Lincolnshire","35","30","28560","28120"
"In post","2023","White","Counter Fraud","Merseyside","745","695","34450","30180"
"In post","2023","White","Counter Fraud","North Eastern Scotland","15","15","[c]","[c]"
"In post","2023","White","Counter Fraud","North Yorkshire","90","85","33970","34170"
"In post","2023","White","Counter Fraud","Northern Ireland","370","350","34570","34700"
"In post","2023","White","Counter Fraud","Northumberland, and Tyne and Wear","850","805","33520","28130"
"In post","2023","White","Counter Fraud","Outer London - East and North East","110","100","31880","32520"
"In post","2023","White","Counter Fraud","Outer London - South","500","475","42470","39760"
"In post","2023","White","Counter Fraud","Outer London - West and North West","40","40","34600","32520"
"In post","2023","White","Counter Fraud","Shropshire and Staffordshire","85","70","29780","28120"
"In post","2023","White","Counter Fraud","South Yorkshire","115","105","29100","28120"
"In post","2023","White","Counter Fraud","Southern Scotland","280","255","26910","28120"
"In post","2023","White","Counter Fraud","Surrey, East and West Sussex","160","145","30370","28120"
"In post","2023","White","Counter Fraud","Tees Valley and Durham","195","170","26790","28120"
"In post","2023","White","Counter Fraud","Unknown","15","15","[c]","[c]"
"In post","2023","White","Counter Fraud","West Central Scotland","705","645","32980","29730"
"In post","2023","White","Counter Fraud","West Midlands","600","545","34320","34170"
"In post","2023","White","Counter Fraud","West Wales and The Valleys","345","310","28390","28120"
"In post","2023","White","Counter Fraud","West Yorkshire","690","640","35230","34700"
"In post","2023","White","Debt","Bedfordshire and Hertfordshire","35","30","26720","25610"
"In post","2023","White","Debt","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","White","Debt","Derbyshire and Nottinghamshire","195","180","24190","22520"
"In post","2023","White","Debt","Dorset and Somerset","125","105","22900","21690"
"In post","2023","White","Debt","East Anglia","25","25","[c]","[c]"
"In post","2023","White","Debt","East Wales","290","275","26530","22520"
"In post","2023","White","Debt","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Debt","Eastern Scotland","280","260","24110","22520"
"In post","2023","White","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","White","Debt","Greater Manchester","170","155","24500","21690"
"In post","2023","White","Debt","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","White","Debt","Herefordshire, Worcestershire and Warwickshire","120","100","23160","21690"
"In post","2023","White","Debt","Highlands and Islands","100","90","23130","21690"
"In post","2023","White","Debt","Inner London - East","105","95","31520","26920"
"In post","2023","White","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","White","Debt","Lancashire","40","35","26280","21690"
"In post","2023","White","Debt","Leicestershire, Rutland and Northamptonshire","170","140","22940","21690"
"In post","2023","White","Debt","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Debt","Merseyside","300","280","25670","22520"
"In post","2023","White","Debt","Northern Ireland","10","10","[c]","[c]"
"In post","2023","White","Debt","Northumberland, and Tyne and Wear","700","620","23590","22520"
"In post","2023","White","Debt","Outer London - South","65","60","31970","26920"
"In post","2023","White","Debt","Outer London - West and North West","10","5","[c]","[c]"
"In post","2023","White","Debt","Shropshire and Staffordshire","20","15","[c]","[c]"
"In post","2023","White","Debt","South Yorkshire","190","160","23630","21690"
"In post","2023","White","Debt","Southern Scotland","255","230","25520","22520"
"In post","2023","White","Debt","Surrey, East and West Sussex","30","20","30000","29730"
"In post","2023","White","Debt","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","White","Debt","Unknown","5","5","[c]","[c]"
"In post","2023","White","Debt","West Central Scotland","370","320","25480","22520"
"In post","2023","White","Debt","West Midlands","420","380","24140","22520"
"In post","2023","White","Debt","West Wales and The Valleys","80","75","23000","21690"
"In post","2023","White","Debt","West Yorkshire","290","255","27290","26650"
"In post","2023","White","Digital, Data & Technology","Bedfordshire and Hertfordshire","140","135","38860","37420"
"In post","2023","White","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","290","280","40810","37420"
"In post","2023","White","Digital, Data & Technology","Cheshire","205","200","41870","38640"
"In post","2023","White","Digital, Data & Technology","Cornwall and Isles of Scilly","25","25","[c]","[c]"
"In post","2023","White","Digital, Data & Technology","Cumbria","30","30","[c]","[c]"
"In post","2023","White","Digital, Data & Technology","Derbyshire and Nottinghamshire","190","190","42060","37680"
"In post","2023","White","Digital, Data & Technology","Devon","1390","1315","39690","39520"
"In post","2023","White","Digital, Data & Technology","Dorset and Somerset","230","220","40060","39480"
"In post","2023","White","Digital, Data & Technology","East Anglia","280","265","35440","33830"
"In post","2023","White","Digital, Data & Technology","East Wales","950","920","43510","40890"
"In post","2023","White","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","25","25","[c]","[c]"
"In post","2023","White","Digital, Data & Technology","Eastern Scotland","245","240","41130","39540"
"In post","2023","White","Digital, Data & Technology","Essex","75","70","35150","35000"
"In post","2023","White","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","1400","1365","41720","38790"
"In post","2023","White","Digital, Data & Technology","Greater Manchester","1070","1050","45220","41480"
"In post","2023","White","Digital, Data & Technology","Hampshire and Isle of Wight","575","555","37450","34300"
"In post","2023","White","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","105","105","31820","27470"
"In post","2023","White","Digital, Data & Technology","Highlands and Islands","35","35","30890","30450"
"In post","2023","White","Digital, Data & Technology","Inner London - East","935","915","54710","56430"
"In post","2023","White","Digital, Data & Technology","Inner London - West","1305","1275","52330","49790"
"In post","2023","White","Digital, Data & Technology","Kent","35","35","41190","39080"
"In post","2023","White","Digital, Data & Technology","Lancashire","860","825","43110","38470"
"In post","2023","White","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","65","60","38370","37490"
"In post","2023","White","Digital, Data & Technology","Lincolnshire","90","85","31220","30320"
"In post","2023","White","Digital, Data & Technology","Merseyside","595","580","39990","35820"
"In post","2023","White","Digital, Data & Technology","North Eastern Scotland","25","25","[c]","[c]"
"In post","2023","White","Digital, Data & Technology","North Yorkshire","175","170","40940","38460"
"In post","2023","White","Digital, Data & Technology","Northern Ireland","80","80","35440","34700"
"In post","2023","White","Digital, Data & Technology","Northumberland, and Tyne and Wear","1900","1825","43490","39100"
"In post","2023","White","Digital, Data & Technology","Outer London - East and North East","15","15","[c]","[c]"
"In post","2023","White","Digital, Data & Technology","Outer London - South","310","305","53860","49460"
"In post","2023","White","Digital, Data & Technology","Outer London - West and North West","220","210","42290","40450"
"In post","2023","White","Digital, Data & Technology","Overseas","55","55","37940","37420"
"In post","2023","White","Digital, Data & Technology","Shropshire and Staffordshire","635","620","43740","41920"
"In post","2023","White","Digital, Data & Technology","South Yorkshire","480","465","45690","41070"
"In post","2023","White","Digital, Data & Technology","Southern Scotland","145","140","43170","42300"
"In post","2023","White","Digital, Data & Technology","Surrey, East and West Sussex","265","255","41930","41780"
"In post","2023","White","Digital, Data & Technology","Tees Valley and Durham","160","150","38260","36050"
"In post","2023","White","Digital, Data & Technology","Unknown","20","20","[c]","[c]"
"In post","2023","White","Digital, Data & Technology","West Central Scotland","290","280","38990","34860"
"In post","2023","White","Digital, Data & Technology","West Midlands","425","415","43990","39680"
"In post","2023","White","Digital, Data & Technology","West Wales and The Valleys","745","725","41510","39460"
"In post","2023","White","Digital, Data & Technology","West Yorkshire","640","615","45050","41780"
"In post","2023","White","Finance","Bedfordshire and Hertfordshire","65","65","45390","40250"
"In post","2023","White","Finance","Berkshire, Buckinghamshire and Oxfordshire","335","325","36650","29550"
"In post","2023","White","Finance","Cheshire","40","40","39700","37300"
"In post","2023","White","Finance","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","White","Finance","Cumbria","20","15","[c]","[c]"
"In post","2023","White","Finance","Derbyshire and Nottinghamshire","165","155","39270","35000"
"In post","2023","White","Finance","Devon","125","120","38840","37110"
"In post","2023","White","Finance","Dorset and Somerset","45","40","37480","32260"
"In post","2023","White","Finance","East Anglia","145","140","36790","33790"
"In post","2023","White","Finance","East Wales","200","190","39150","34170"
"In post","2023","White","Finance","East Yorkshire and Northern Lincolnshire","15","10","[c]","[c]"
"In post","2023","White","Finance","Eastern Scotland","130","125","39720","36930"
"In post","2023","White","Finance","Essex","25","25","[c]","[c]"
"In post","2023","White","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","975","935","42930","40490"
"In post","2023","White","Finance","Greater Manchester","420","405","41810","38470"
"In post","2023","White","Finance","Hampshire and Isle of Wight","350","335","39940","34640"
"In post","2023","White","Finance","Herefordshire, Worcestershire and Warwickshire","35","35","37630","37300"
"In post","2023","White","Finance","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","White","Finance","Inner London - East","285","270","48570","45170"
"In post","2023","White","Finance","Inner London - West","1100","1070","55660","54690"
"In post","2023","White","Finance","Kent","25","20","[c]","[c]"
"In post","2023","White","Finance","Lancashire","440","410","38450","38470"
"In post","2023","White","Finance","Leicestershire, Rutland and Northamptonshire","20","20","[c]","[c]"
"In post","2023","White","Finance","Lincolnshire","35","35","28190","27060"
"In post","2023","White","Finance","Merseyside","305","280","34810","28510"
"In post","2023","White","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","North Yorkshire","105","105","39590","37300"
"In post","2023","White","Finance","Northern Ireland","45","45","39910","38640"
"In post","2023","White","Finance","Northumberland, and Tyne and Wear","615","575","40240","37300"
"In post","2023","White","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","White","Finance","Outer London - South","125","120","52670","47820"
"In post","2023","White","Finance","Outer London - West and North West","25","20","[c]","[c]"
"In post","2023","White","Finance","Overseas","35","35","48280","46280"
"In post","2023","White","Finance","Shropshire and Staffordshire","140","130","43030","41510"
"In post","2023","White","Finance","South Yorkshire","380","360","40640","38470"
"In post","2023","White","Finance","Southern Scotland","140","130","35650","34390"
"In post","2023","White","Finance","Surrey, East and West Sussex","270","245","34700","29730"
"In post","2023","White","Finance","Tees Valley and Durham","110","105","43710","38770"
"In post","2023","White","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","White","Finance","West Central Scotland","570","480","28550","22520"
"In post","2023","White","Finance","West Midlands","190","185","42990","38340"
"In post","2023","White","Finance","West Wales and The Valleys","195","185","36230","32670"
"In post","2023","White","Finance","West Yorkshire","595","540","38230","34400"
"In post","2023","White","Grants Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","90","80","30680","25920"
"In post","2023","White","Grants Management","Cheshire","120","110","25310","22150"
"In post","2023","White","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Cumbria","605","545","25460","22150"
"In post","2023","White","Grants Management","Derbyshire and Nottinghamshire","60","60","26880","25920"
"In post","2023","White","Grants Management","Devon","150","135","26850","25920"
"In post","2023","White","Grants Management","Dorset and Somerset","20","15","[c]","[c]"
"In post","2023","White","Grants Management","East Anglia","25","25","[c]","[c]"
"In post","2023","White","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","30","25","[c]","[c]"
"In post","2023","White","Grants Management","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Herefordshire, Worcestershire and Warwickshire","125","115","25720","22150"
"In post","2023","White","Grants Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Inner London - West","30","30","[c]","[c]"
"In post","2023","White","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","North Yorkshire","145","135","27240","25920"
"In post","2023","White","Grants Management","Northumberland, and Tyne and Wear","345","320","25510","22150"
"In post","2023","White","Grants Management","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","White","Grants Management","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","White","Grants Management","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","White","Grants Management","West Yorkshire","45","45","26680","25920"
"In post","2023","White","Human Resources","Bedfordshire and Hertfordshire","95","90","38680","35000"
"In post","2023","White","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","350","335","37460","34300"
"In post","2023","White","Human Resources","Cheshire","105","100","39440","38640"
"In post","2023","White","Human Resources","Cornwall and Isles of Scilly","55","55","31150","28120"
"In post","2023","White","Human Resources","Cumbria","15","15","[c]","[c]"
"In post","2023","White","Human Resources","Derbyshire and Nottinghamshire","375","355","41080","36990"
"In post","2023","White","Human Resources","Devon","185","170","37340","34000"
"In post","2023","White","Human Resources","Dorset and Somerset","205","200","35020","33470"
"In post","2023","White","Human Resources","East Anglia","265","255","34510","31470"
"In post","2023","White","Human Resources","East Wales","515","485","37510","33290"
"In post","2023","White","Human Resources","East Yorkshire and Northern Lincolnshire","315","295","28470","27470"
"In post","2023","White","Human Resources","Eastern Scotland","315","295","37920","35020"
"In post","2023","White","Human Resources","Essex","55","55","33770","31270"
"In post","2023","White","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","940","890","39090","34640"
"In post","2023","White","Human Resources","Greater Manchester","475","455","40660","35590"
"In post","2023","White","Human Resources","Hampshire and Isle of Wight","605","585","35740","33830"
"In post","2023","White","Human Resources","Herefordshire, Worcestershire and Warwickshire","135","125","36420","32410"
"In post","2023","White","Human Resources","Highlands and Islands","20","15","[c]","[c]"
"In post","2023","White","Human Resources","Inner London - East","305","295","53620","51880"
"In post","2023","White","Human Resources","Inner London - West","1195","1155","52290","52020"
"In post","2023","White","Human Resources","Kent","80","80","38520","36800"
"In post","2023","White","Human Resources","Lancashire","275","260","37270","34170"
"In post","2023","White","Human Resources","Leicestershire, Rutland and Northamptonshire","60","60","35830","34170"
"In post","2023","White","Human Resources","Lincolnshire","100","100","28820","27300"
"In post","2023","White","Human Resources","Merseyside","420","400","38480","34470"
"In post","2023","White","Human Resources","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","White","Human Resources","North Yorkshire","185","180","37490","33990"
"In post","2023","White","Human Resources","Northern Ireland","65","65","33610","32160"
"In post","2023","White","Human Resources","Northumberland, and Tyne and Wear","620","575","33870","33020"
"In post","2023","White","Human Resources","Outer London - East and North East","15","15","[c]","[c]"
"In post","2023","White","Human Resources","Outer London - South","200","190","53300","48070"
"In post","2023","White","Human Resources","Outer London - West and North West","40","40","40430","36290"
"In post","2023","White","Human Resources","Overseas","65","65","55820","55120"
"In post","2023","White","Human Resources","Shropshire and Staffordshire","380","370","34350","32070"
"In post","2023","White","Human Resources","South Yorkshire","230","215","39780","37590"
"In post","2023","White","Human Resources","Southern Scotland","60","55","39770","34950"
"In post","2023","White","Human Resources","Surrey, East and West Sussex","95","90","37890","34300"
"In post","2023","White","Human Resources","Tees Valley and Durham","110","105","36020","31940"
"In post","2023","White","Human Resources","Unknown","30","25","[c]","[c]"
"In post","2023","White","Human Resources","West Central Scotland","360","340","32760","28120"
"In post","2023","White","Human Resources","West Midlands","215","205","42600","38480"
"In post","2023","White","Human Resources","West Wales and The Valleys","270","260","35160","32240"
"In post","2023","White","Human Resources","West Yorkshire","390","370","41770","38470"
"In post","2023","White","Internal Audit","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","White","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","35","35","40080","37510"
"In post","2023","White","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2023","White","Internal Audit","Devon","10","10","[c]","[c]"
"In post","2023","White","Internal Audit","Dorset and Somerset","15","15","[c]","[c]"
"In post","2023","White","Internal Audit","East Anglia","10","10","[c]","[c]"
"In post","2023","White","Internal Audit","East Wales","10","10","[c]","[c]"
"In post","2023","White","Internal Audit","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","White","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","60","55","45890","44160"
"In post","2023","White","Internal Audit","Greater Manchester","20","20","[c]","[c]"
"In post","2023","White","Internal Audit","Hampshire and Isle of Wight","30","30","34330","33830"
"In post","2023","White","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Inner London - East","5","5","[c]","[c]"
"In post","2023","White","Internal Audit","Inner London - West","85","80","59230","55210"
"In post","2023","White","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Lancashire","15","10","[c]","[c]"
"In post","2023","White","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Merseyside","10","10","[c]","[c]"
"In post","2023","White","Internal Audit","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","North Yorkshire","10","5","[c]","[c]"
"In post","2023","White","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Northumberland, and Tyne and Wear","25","20","[c]","[c]"
"In post","2023","White","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2023","White","Internal Audit","South Yorkshire","10","10","[c]","[c]"
"In post","2023","White","Internal Audit","Southern Scotland","25","25","[c]","[c]"
"In post","2023","White","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","White","Internal Audit","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","White","Internal Audit","Unknown","15","15","[c]","[c]"
"In post","2023","White","Internal Audit","West Central Scotland","15","15","[c]","[c]"
"In post","2023","White","Internal Audit","West Midlands","20","20","[c]","[c]"
"In post","2023","White","Internal Audit","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2023","White","Internal Audit","West Yorkshire","15","15","[c]","[c]"
"In post","2023","White","Legal","Bedfordshire and Hertfordshire","120","105","44360","40800"
"In post","2023","White","Legal","Berkshire, Buckinghamshire and Oxfordshire","145","125","45530","42210"
"In post","2023","White","Legal","Cheshire","25","25","[c]","[c]"
"In post","2023","White","Legal","Cornwall and Isles of Scilly","25","20","[c]","[c]"
"In post","2023","White","Legal","Cumbria","30","25","[c]","[c]"
"In post","2023","White","Legal","Derbyshire and Nottinghamshire","310","285","39130","34550"
"In post","2023","White","Legal","Devon","115","110","42800","45150"
"In post","2023","White","Legal","Dorset and Somerset","15","15","[c]","[c]"
"In post","2023","White","Legal","East Anglia","135","120","38600","31180"
"In post","2023","White","Legal","East Wales","340","310","41820","41690"
"In post","2023","White","Legal","East Yorkshire and Northern Lincolnshire","75","65","40490","31220"
"In post","2023","White","Legal","Eastern Scotland","270","260","60530","55990"
"In post","2023","White","Legal","Essex","170","155","42710","35550"
"In post","2023","White","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","315","290","46170","49260"
"In post","2023","White","Legal","Greater Manchester","490","455","43330","42160"
"In post","2023","White","Legal","Hampshire and Isle of Wight","290","275","43140","40130"
"In post","2023","White","Legal","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2023","White","Legal","Highlands and Islands","30","25","[c]","[c]"
"In post","2023","White","Legal","Inner London - East","410","390","65320","65230"
"In post","2023","White","Legal","Inner London - West","2300","2145","56290","55170"
"In post","2023","White","Legal","Kent","105","100","41760","36780"
"In post","2023","White","Legal","Lancashire","220","200","39670","34110"
"In post","2023","White","Legal","Leicestershire, Rutland and Northamptonshire","90","80","41760","49050"
"In post","2023","White","Legal","Lincolnshire","20","15","[c]","[c]"
"In post","2023","White","Legal","Merseyside","380","360","39060","34850"
"In post","2023","White","Legal","North Eastern Scotland","30","25","[c]","[c]"
"In post","2023","White","Legal","North Yorkshire","65","65","48770","45780"
"In post","2023","White","Legal","Northern Ireland","35","35","34740","34400"
"In post","2023","White","Legal","Northumberland, and Tyne and Wear","280","260","38080","32520"
"In post","2023","White","Legal","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","White","Legal","Outer London - South","90","80","58360","65670"
"In post","2023","White","Legal","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal","Shropshire and Staffordshire","70","65","43880","40010"
"In post","2023","White","Legal","South Yorkshire","140","125","37210","28850"
"In post","2023","White","Legal","Southern Scotland","90","85","60020","55990"
"In post","2023","White","Legal","Surrey, East and West Sussex","160","150","44180","40800"
"In post","2023","White","Legal","Tees Valley and Durham","135","125","43140","39520"
"In post","2023","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Legal","West Central Scotland","335","315","59720","58850"
"In post","2023","White","Legal","West Midlands","390","365","43180","42510"
"In post","2023","White","Legal","West Wales and The Valleys","90","85","43430","39230"
"In post","2023","White","Legal","West Yorkshire","560","520","43830","41960"
"In post","2023","White","No function","Bedfordshire and Hertfordshire","1975","1840","33450","31280"
"In post","2023","White","No function","Berkshire, Buckinghamshire and Oxfordshire","3795","3555","34440","31980"
"In post","2023","White","No function","Cheshire","2985","2790","33540","32050"
"In post","2023","White","No function","Cornwall and Isles of Scilly","1140","1030","28330","27450"
"In post","2023","White","No function","Cumbria","920","850","30040","28120"
"In post","2023","White","No function","Derbyshire and Nottinghamshire","7100","6560","32630","28480"
"In post","2023","White","No function","Devon","4090","3655","31020","28120"
"In post","2023","White","No function","Dorset and Somerset","3240","2975","31480","28120"
"In post","2023","White","No function","East Anglia","7765","7180","31090","28120"
"In post","2023","White","No function","East Wales","8715","8125","31950","28130"
"In post","2023","White","No function","East Yorkshire and Northern Lincolnshire","3570","3240","29920","28120"
"In post","2023","White","No function","Eastern Scotland","5785","5350","31250","28120"
"In post","2023","White","No function","Essex","2695","2470","30860","30540"
"In post","2023","White","No function","Gloucestershire, Wiltshire and Bath/Bristol area","11625","10915","36300","32910"
"In post","2023","White","No function","Greater Manchester","9840","9200","31580","28120"
"In post","2023","White","No function","Hampshire and Isle of Wight","6705","6020","31200","28120"
"In post","2023","White","No function","Herefordshire, Worcestershire and Warwickshire","2370","2210","30930","28120"
"In post","2023","White","No function","Highlands and Islands","740","680","28540","28120"
