"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for International Trade","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Department for International Trade","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department for International Trade","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for International Trade","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Transport (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Transport (excl. agencies)","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Transport (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Work and Pensions (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department of Health and Social Care (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Department of Health and Social Care (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department of Health and Social Care (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Department of Health and Social Care (excl. agencies)","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Department of Health and Social Care (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Food Standards Agency","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Food Standards Agency","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","G7","15","10","[c]","[c]"
"In post","2023","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Land Registry","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Revenue and Customs (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","HM Treasury (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Home Office","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Home Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Home Office","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Home Office","HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","Home Office","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Medicines and Healthcare Products Regulatory Agency","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","AO","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","HEO","40","40","36040","34470"
"In post","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Defence (excl. agencies)","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Ministry of Justice (excl. agencies)","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Communications","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","National Crime Agency","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","National Crime Agency","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Rural Payments Agency","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","The Insolvency Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Health Security Agency","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Statistics Authority","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","UK Statistics Authority","HEO","10","5","[c]","[c]"
"In post","2023","Unknown","Communications","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","UK Statistics Authority","SEO","10","5","[c]","[c]"
"In post","2023","Unknown","Communications","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Valuation Office Agency","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Communications","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Building Digital UK","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Building Digital UK","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Companies House","AO","25","20","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Companies House","EO","10","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Companies House","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Companies House","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","AO","35","30","23120","21690"
"In post","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","EO","95","90","29000","28120"
"In post","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","HEO","30","30","35240","34170"
"In post","2023","Unknown","Counter Fraud","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Driver and Vehicle Standards Agency","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","AO","195","170","23340","22520"
"In post","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","EO","965","925","29390","28130"
"In post","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","G7","110","100","58910","57970"
"In post","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","HEO","685","655","36470","35000"
"In post","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","HM Revenue and Customs (excl. agencies)","SEO","235","225","43630","42510"
"In post","2023","Unknown","Counter Fraud","Home Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Serious Fraud Office","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Serious Fraud Office","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Serious Fraud Office","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Serious Fraud Office","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","The Insolvency Service","HEO","40","40","35510","34870"
"In post","2023","Unknown","Counter Fraud","The Insolvency Service","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Debt","Department for Work and Pensions (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","Department for Work and Pensions (excl. agencies)","AO","95","85","21720","21690"
"In post","2023","Unknown","Debt","Department for Work and Pensions (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Debt","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","HM Revenue and Customs (excl. agencies)","AO","1375","1270","22980","22520"
"In post","2023","Unknown","Debt","HM Revenue and Customs (excl. agencies)","EO","230","215","28950","28130"
"In post","2023","Unknown","Debt","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","HM Revenue and Customs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","HM Revenue and Customs (excl. agencies)","HEO","35","30","36040","34700"
"In post","2023","Unknown","Debt","HM Revenue and Customs (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Active Travel England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","G7","50","50","55060","56430"
"In post","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Cabinet Office (excl. agencies)","SEO","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Central Civil Service Fast Stream","HEO","110","110","30810","30130"
"In post","2023","Unknown","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Charity Commission","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Charity Commission","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Companies House","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Companies House","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Companies House","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Companies House","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Companies House","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Commercial Service","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Commercial Service","G6","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Commercial Service","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Commercial Service","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Commercial Service","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Prosecution Service","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Prosecution Service","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Crown Prosecution Service","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Defence Equipment and Support","AO","25","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Defence Equipment and Support","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Defence Equipment and Support","HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Defence Equipment and Support","SEO","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
