"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","The National Archives","Knowledge and Information Management","London","AA/AO","5","5","[c]","[c]"
"In post","2023","The National Archives","Knowledge and Information Management","London","EO","15","15","25750","24990"
"In post","2023","The National Archives","Knowledge and Information Management","London","G6/G7","15","15","54400","52910"
"In post","2023","The National Archives","Knowledge and Information Management","London","SEO/HEO","65","65","34320","32480"
"In post","2023","The National Archives","Operational Delivery","London","AA/AO","55","45","23290","23460"
"In post","2023","The National Archives","Operational Delivery","London","EO","25","20","26110","25660"
"In post","2023","The National Archives","Operational Delivery","London","G6/G7","15","15","51320","48440"
"In post","2023","The National Archives","Operational Delivery","London","SEO/HEO","60","60","33540","33600"
"In post","2023","The National Archives","Operational Delivery","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","The National Archives","Other","London","EO","5","5","[c]","[c]"
"In post","2023","The National Archives","Other","London","G6/G7","20","15","51340","50350"
"In post","2023","The National Archives","Other","London","SCS level","10","10","[c]","[c]"
"In post","2023","The National Archives","Other","London","SEO/HEO","65","60","35760","34940"
"In post","2023","The National Archives","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","London","G6/G7","5","5","[c]","[c]"
"In post","2023","The National Archives","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Transport Scotland","Unknown","Outside London","AA/AO","45","45","25620","25300"
"In post","2023","Transport Scotland","Unknown","Outside London","EO","40","40","30780","30440"
"In post","2023","Transport Scotland","Unknown","Outside London","G6/G7","155","150","67150","65280"
"In post","2023","Transport Scotland","Unknown","Outside London","SCS level","10","10","88780","85200"
"In post","2023","Transport Scotland","Unknown","Outside London","SEO/HEO","280","275","43540","42860"
"In post","2023","UK Debt Management Office","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Corporate Finance","London","G6/G7","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","Corporate Finance","London","SEO/HEO","10","10","41820","40420"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","London","G6/G7","15","15","71210","71380"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","London","SEO/HEO","15","15","43250","40150"
"In post","2023","UK Debt Management Office","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","London","G6/G7","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","London","G6/G7","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","London","SEO/HEO","10","10","40760","38600"
"In post","2023","UK Export Finance","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","London","G6/G7","25","25","65030","65090"
"In post","2023","UK Export Finance","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","London","SEO/HEO","25","20","44820","44000"
"In post","2023","UK Export Finance","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Economics","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","London","G6/G7","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Finance","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","London","EO","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","London","G6/G7","10","5","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","London","SEO/HEO","15","15","41360","42000"
"In post","2023","UK Export Finance","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","London","G6/G7","10","10","63180","59630"
"In post","2023","UK Export Finance","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","London","SEO/HEO","10","10","39320","38480"
"In post","2023","UK Export Finance","Legal","London","EO","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Legal","London","G6/G7","20","20","76040","77520"
"In post","2023","UK Export Finance","Legal","London","SCS level","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Operational Delivery","London","EO","35","30","32370","32300"
"In post","2023","UK Export Finance","Operational Delivery","London","G6/G7","85","80","64890","62280"
"In post","2023","UK Export Finance","Operational Delivery","London","SCS level","15","15","119550","107520"
"In post","2023","UK Export Finance","Operational Delivery","London","SEO/HEO","125","125","42950","42750"
"In post","2023","UK Export Finance","Operational Delivery","Outside London","G6/G7","25","25","54830","52180"
"In post","2023","UK Export Finance","Policy","London","G6/G7","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","London","EO","10","10","29330","28620"
"In post","2023","UK Health Security Agency","Commercial","London","G6/G7","35","30","65990","56500"
"In post","2023","UK Health Security Agency","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","London","SEO/HEO","20","20","39170","40880"
"In post","2023","UK Health Security Agency","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","Outside London","G6/G7","15","15","63860","64950"
"In post","2023","UK Health Security Agency","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Commercial","Outside London","SEO/HEO","30","30","35780","37060"
"In post","2023","UK Health Security Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","London","G6/G7","25","25","59010","58470"
"In post","2023","UK Health Security Agency","Communications","London","SCS level","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","London","SEO/HEO","30","30","40350","40880"
"In post","2023","UK Health Security Agency","Communications","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","Communications","Outside London","SEO/HEO","10","10","35600","34790"
"In post","2023","UK Health Security Agency","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","London","EO","15","15","29350","28820"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","London","G6/G7","60","60","61530","56500"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","London","SCS level","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","London","SEO/HEO","80","80","39320","40880"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","Outside London","EO","10","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","Outside London","G6/G7","80","80","55590","51750"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Digital, Data and Technology","Outside London","SEO/HEO","70","65","35500","37060"
"In post","2023","UK Health Security Agency","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","London","EO","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","London","G6/G7","20","20","61480","61170"
"In post","2023","UK Health Security Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","London","SEO/HEO","20","20","41240","42260"
"In post","2023","UK Health Security Agency","Finance","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","Outside London","EO","25","25","25050","25100"
"In post","2023","UK Health Security Agency","Finance","Outside London","G6/G7","30","30","59670","58900"
"In post","2023","UK Health Security Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Finance","Outside London","SEO/HEO","20","20","36060","37060"
"In post","2023","UK Health Security Agency","Human Resources","London","AA/AO","5","5","[c]","[c]"
"In post","2023","UK Health Security Agency","Human Resources","London","EO","30","25","28430","27960"
