"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Justice (excl. agencies)","Property","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Property","London","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Property","London","G6/G7","60","60","62280","63350"
"In post","2023","Ministry of Justice (excl. agencies)","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Property","London","SEO/HEO","65","60","40960","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Property","Outside London","AA/AO","25","20","21870","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Property","Outside London","EO","10","10","25950","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Property","Outside London","G6/G7","75","70","56430","53750"
"In post","2023","Ministry of Justice (excl. agencies)","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Property","Outside London","SEO/HEO","130","125","38130","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Security","London","EO","10","10","29790","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Security","London","G6/G7","20","20","62510","63820"
"In post","2023","Ministry of Justice (excl. agencies)","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Security","London","SEO/HEO","30","30","41470","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Security","Outside London","G6/G7","10","10","55100","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Security","Outside London","SEO/HEO","15","15","33790","31330"
"In post","2023","Ministry of Justice (excl. agencies)","Social Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Social Research","London","G6/G7","40","40","61610","61530"
"In post","2023","Ministry of Justice (excl. agencies)","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Social Research","London","SEO/HEO","40","40","41650","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Social Research","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Social Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Social Research","Outside London","SEO/HEO","15","15","36380","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Statistics","London","EO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Statistics","London","G6/G7","45","45","62630","61530"
"In post","2023","Ministry of Justice (excl. agencies)","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Statistics","London","SEO/HEO","50","50","41240","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Statistics","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Statistics","Outside London","SEO/HEO","15","15","34260","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","London","EO","15","15","30140","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","London","G6/G7","10","10","62980","62950"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","London","SEO/HEO","25","25","39200","36850"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","EO","15","10","25880","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","SEO/HEO","15","15","34450","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","Outside London","SEO/HEO","10","10","42700","41240"
"In post","2023","National Crime Agency","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Communications","London","SEO/HEO","10","10","48560","50980"
"In post","2023","National Crime Agency","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Communications","Outside London","SEO/HEO","10","10","44100","47380"
"In post","2023","National Crime Agency","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Digital, Data and Technology","London","EO","20","20","34860","34340"
"In post","2023","National Crime Agency","Digital, Data and Technology","London","G6/G7","20","20","67410","63040"
"In post","2023","National Crime Agency","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Digital, Data and Technology","London","SEO/HEO","40","40","48000","50690"
"In post","2023","National Crime Agency","Digital, Data and Technology","Outside London","AA/AO","15","15","24940","22950"
"In post","2023","National Crime Agency","Digital, Data and Technology","Outside London","EO","50","50","31940","30740"
"In post","2023","National Crime Agency","Digital, Data and Technology","Outside London","G6/G7","20","20","63300","62010"
"In post","2023","National Crime Agency","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Digital, Data and Technology","Outside London","SEO/HEO","90","85","43660","43930"
"In post","2023","National Crime Agency","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Finance","Outside London","AA/AO","15","10","24220","22950"
"In post","2023","National Crime Agency","Finance","Outside London","EO","10","10","31110","30740"
"In post","2023","National Crime Agency","Finance","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Finance","Outside London","SEO/HEO","25","20","43260","40440"
"In post","2023","National Crime Agency","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Human Resources","London","EO","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Human Resources","London","G6/G7","10","10","70040","70650"
"In post","2023","National Crime Agency","Human Resources","London","SEO/HEO","25","25","47110","47140"
"In post","2023","National Crime Agency","Human Resources","Outside London","AA/AO","15","15","23830","22950"
"In post","2023","National Crime Agency","Human Resources","Outside London","EO","25","25","31990","30740"
"In post","2023","National Crime Agency","Human Resources","Outside London","G6/G7","15","15","59450","57640"
"In post","2023","National Crime Agency","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Human Resources","Outside London","SEO/HEO","80","80","42080","39520"
"In post","2023","National Crime Agency","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Legal","London","EO","15","15","34730","34340"
"In post","2023","National Crime Agency","Legal","London","G6/G7","30","30","66660","63040"
"In post","2023","National Crime Agency","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Operational Delivery","London","AA/AO","60","55","28310","26550"
"In post","2023","National Crime Agency","Operational Delivery","London","EO","490","480","38740","39630"
"In post","2023","National Crime Agency","Operational Delivery","London","G6/G7","115","110","69590","71430"
"In post","2023","National Crime Agency","Operational Delivery","London","SCS level","20","20","111000","98320"
"In post","2023","National Crime Agency","Operational Delivery","London","SEO/HEO","580","570","47680","49200"
"In post","2023","National Crime Agency","Operational Delivery","Outside London","AA/AO","100","85","25250","24750"
"In post","2023","National Crime Agency","Operational Delivery","Outside London","EO","1700","1650","35810","36040"
"In post","2023","National Crime Agency","Operational Delivery","Outside London","G6/G7","130","130","65990","67840"
"In post","2023","National Crime Agency","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Operational Delivery","Outside London","SEO/HEO","1275","1245","44630","45610"
"In post","2023","National Crime Agency","Operational Delivery","Overseas","EO","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Operational Delivery","Overseas","G6/G7","15","15","66720","67840"
"In post","2023","National Crime Agency","Operational Delivery","Overseas","SEO/HEO","105","105","46260","47380"
"In post","2023","National Crime Agency","Operational Delivery","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Operational Delivery","Unknown","EO","15","15","36150","36950"
"In post","2023","National Crime Agency","Operational Delivery","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Operational Delivery","Unknown","SEO/HEO","75","75","47900","47380"
"In post","2023","National Crime Agency","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Project Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Project Delivery","London","SEO/HEO","15","15","49100","50980"
"In post","2023","National Crime Agency","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Project Delivery","Outside London","EO","15","15","31210","30740"
"In post","2023","National Crime Agency","Project Delivery","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Project Delivery","Outside London","SEO/HEO","50","50","43670","42860"
"In post","2023","National Crime Agency","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Property","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Property","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Property","Outside London","SEO/HEO","15","15","42110","38640"
"In post","2023","National Crime Agency","Security","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Security","London","EO","20","20","35390","34340"
"In post","2023","National Crime Agency","Security","London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Security","London","SEO/HEO","25","20","48250","48890"
"In post","2023","National Crime Agency","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Security","Outside London","EO","15","15","33120","32540"
"In post","2023","National Crime Agency","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Security","Outside London","SEO/HEO","30","25","43190","42310"
"In post","2023","National Crime Agency","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Policy","London","G6/G7","25","25","58860","54670"
"In post","2023","National Infrastructure Commission","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","Policy","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","National Records of Scotland","Unknown","Outside London","AA/AO","150","140","25100","24890"
"In post","2023","National Records of Scotland","Unknown","Outside London","EO","70","65","31860","31940"
"In post","2023","National Records of Scotland","Unknown","Outside London","G6/G7","55","55","66820","65280"
"In post","2023","National Records of Scotland","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Unknown","Outside London","SEO/HEO","180","170","41950","41640"
"In post","2023","National Savings and Investments","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Commercial","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Communications","London","G6/G7","10","10","58460","55510"
"In post","2023","National Savings and Investments","Communications","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Finance","London","SEO/HEO","15","15","42950","46300"
"In post","2023","National Savings and Investments","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Delivery","London","G6/G7","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Research","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Other","London","EO","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Other","London","G6/G7","15","15","64180","65230"
"In post","2023","National Savings and Investments","Other","London","SCS level","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Other","London","SEO/HEO","15","15","43710","44160"
"In post","2023","National Savings and Investments","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Other","Outside London","SEO/HEO","15","15","43570","42400"
"In post","2023","National Savings and Investments","Project Delivery","London","G6/G7","10","10","56800","55590"
"In post","2023","National Savings and Investments","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Project Delivery","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Project Delivery","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","London","G6/G7","10","10","57460","56080"
"In post","2023","Northern Ireland Office","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","Outside London","SEO/HEO","15","15","36450","37680"
"In post","2023","Northern Ireland Office","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","London","SCS level","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","London","G6/G7","10","10","58130","56080"
"In post","2023","Northern Ireland Office","Policy","London","SCS level","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","London","SEO/HEO","15","15","41320","43650"
"In post","2023","Northern Ireland Office","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","Outside London","SEO/HEO","20","20","36830","37680"
"In post","2023","Northern Ireland Office","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","London","G6/G7","25","20","60700","56660"
"In post","2023","Office for Budget Responsibility","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Economics","London","SEO/HEO","10","10","37630","37060"
"In post","2023","Office for Budget Responsibility","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","SEO/HEO","15","15","39900","36330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","SEO/HEO","10","10","39550","40850"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","SEO/HEO","20","20","41090","43840"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","EO","15","15","27040","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","G6/G7","20","20","66050","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","SEO/HEO","55","55","38040","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","SEO/HEO","10","10","35720","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
