"Status","Year","Age","Function_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Communications","West Midlands (England)","Coventry","10","10","38030","34770"
"In post","2023","30-39","Communications","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","West Midlands (England)","Staffordshire CC","15","10","33570","34300"
"In post","2023","30-39","Communications","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Yorkshire and The Humber","Leeds","20","15","44010","43220"
"In post","2023","30-39","Communications","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Yorkshire and The Humber","Sheffield","20","20","41620","40650"
"In post","2023","30-39","Communications","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Communications","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","Leicester","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","Lincolnshire CC","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","Nottingham","160","155","35270","34700"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","South and West Derbyshire","15","15","30360","28120"
"In post","2023","30-39","Counter Fraud","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East of England","Essex Thames Gateway","15","15","30230","31280"
"In post","2023","30-39","Counter Fraud","East of England","Hertfordshire CC","15","10","31890","31280"
"In post","2023","30-39","Counter Fraud","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","East of England","Suffolk CC","60","60","29350","28130"
"In post","2023","30-39","Counter Fraud","London","Barking & Dagenham and Havering","10","10","32520","32520"
"In post","2023","30-39","Counter Fraud","London","Barnet","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Brent","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Bromley","20","15","32840","32520"
"In post","2023","30-39","Counter Fraud","London","Croydon","155","155","39400","39450"
"In post","2023","30-39","Counter Fraud","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Hackney and Newham","295","290","39530","39450"
"In post","2023","30-39","Counter Fraud","London","Harrow and Hillingdon","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Lambeth","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","London","Redbridge and Waltham Forest","45","45","30490","32520"
"In post","2023","30-39","Counter Fraud","London","Tower Hamlets","20","15","46110","46280"
"In post","2023","30-39","Counter Fraud","London","Westminster","75","75","45620","41400"
"In post","2023","30-39","Counter Fraud","North East (England)","Durham","15","15","28520","28120"
"In post","2023","30-39","Counter Fraud","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North East (England)","South Teesside","15","15","27340","28120"
"In post","2023","30-39","Counter Fraud","North East (England)","Sunderland","10","10","34810","28120"
"In post","2023","30-39","Counter Fraud","North East (England)","Tyneside","295","280","33300","28210"
"In post","2023","30-39","Counter Fraud","North West (England)","Blackburn with Darwen","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","East Merseyside","10","10","27030","28120"
"In post","2023","30-39","Counter Fraud","North West (England)","Greater Manchester North East","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","Greater Manchester North West","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","Greater Manchester South West","340","335","35270","34700"
"In post","2023","30-39","Counter Fraud","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","North West (England)","Liverpool","175","170","35410","34700"
"In post","2023","30-39","Counter Fraud","North West (England)","Manchester","15","15","34840","34640"
"In post","2023","30-39","Counter Fraud","North West (England)","Mid Lancashire","15","15","28880","28120"
"In post","2023","30-39","Counter Fraud","North West (England)","Sefton","15","15","32860","34440"
"In post","2023","30-39","Counter Fraud","North West (England)","Wirral","10","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Northern Ireland","Belfast","115","115","33720","28130"
"In post","2023","30-39","Counter Fraud","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","City of Edinburgh","70","65","34870","34700"
"In post","2023","30-39","Counter Fraud","Scotland","Clackmannanshire and Fife","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","East Ayrshire and North Ayrshire mainland","30","30","24020","21690"
"In post","2023","30-39","Counter Fraud","Scotland","Falkirk","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","Glasgow City","110","105","33310","28480"
"In post","2023","30-39","Counter Fraud","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","North Lanarkshire","75","75","31200","28130"
"In post","2023","30-39","Counter Fraud","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Scotland","South Lanarkshire","15","15","34900","31420"
"In post","2023","30-39","Counter Fraud","South East (England)","Berkshire","20","20","31960","31280"
"In post","2023","30-39","Counter Fraud","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","East Kent","85","80","29130","28130"
"In post","2023","30-39","Counter Fraud","South East (England)","East Sussex CC","10","10","28080","28120"
"In post","2023","30-39","Counter Fraud","South East (England)","Isle of Wight","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Medway","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Portsmouth","20","20","37090","35000"
"In post","2023","30-39","Counter Fraud","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South East (England)","West Surrey","10","10","34520","37520"
"In post","2023","30-39","Counter Fraud","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South West (England)","Bristol, City of","95","90","36840","34700"
"In post","2023","30-39","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South West (England)","Devon CC","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South West (England)","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","South West (England)","Plymouth","15","15","29560","28120"
"In post","2023","30-39","Counter Fraud","South West (England)","Somerset CC","25","25","29090","28120"
"In post","2023","30-39","Counter Fraud","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Wales","Cardiff and Vale of Glamorgan","175","170","32580","30520"
"In post","2023","30-39","Counter Fraud","Wales","Central Valleys","50","50","27880","28120"
"In post","2023","30-39","Counter Fraud","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Wales","Flintshire and Wrexham","10","10","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Wales","Swansea","10","10","28040","28120"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Birmingham","235","225","33450","34170"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Coventry","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Dudley","10","10","31650","34170"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Sandwell","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Wolverhampton","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","10","10","28070","28120"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","Bradford","10","10","29950","28130"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","Kingston upon Hull, City of","10","10","29630","28120"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","Leeds","225","220","34790","34700"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","North and North East Lincolnshire","15","15","27290","28120"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","Sheffield","10","10","32500","31150"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Counter Fraud","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2023","30-39","Debt","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","East Midlands (England)","North Northamptonshire","50","40","22940","21690"
"In post","2023","30-39","Debt","East Midlands (England)","Nottingham","110","105","23980","22520"
"In post","2023","30-39","Debt","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","London","Croydon","30","25","27480","26920"
"In post","2023","30-39","Debt","London","Hackney and Newham","35","30","27970","26920"
"In post","2023","30-39","Debt","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","North East (England)","Sunderland","65","60","23320","21690"
"In post","2023","30-39","Debt","North East (England)","Tyneside","150","135","23880","22520"
"In post","2023","30-39","Debt","North West (England)","Blackpool","5","5","[c]","[c]"
"In post","2023","30-39","Debt","North West (England)","Greater Manchester South West","40","35","23340","21690"
"In post","2023","30-39","Debt","North West (England)","Liverpool","95","90","24450","22520"
"In post","2023","30-39","Debt","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Scotland","City of Edinburgh","95","90","24000","22520"
"In post","2023","30-39","Debt","Scotland","Glasgow City","120","110","24870","22520"
"In post","2023","30-39","Debt","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Scotland","Na h-Eileanan Siar","10","10","[c]","[c]"
"In post","2023","30-39","Debt","Scotland","South Lanarkshire","135","125","24610","22520"
"In post","2023","30-39","Debt","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","South West (England)","Somerset CC","15","10","23970","21690"
"In post","2023","30-39","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","Wales","Cardiff and Vale of Glamorgan","115","110","25910","22520"
"In post","2023","30-39","Debt","Wales","Central Valleys","10","10","21690","21690"
"In post","2023","30-39","Debt","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","West Midlands (England)","Birmingham","165","150","23720","22520"
"In post","2023","30-39","Debt","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","West Midlands (England)","Dudley","65","60","22640","21690"
"In post","2023","30-39","Debt","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Debt","West Midlands (England)","Warwickshire CC","30","25","22350","21690"
"In post","2023","30-39","Debt","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","50","45","23630","21690"
"In post","2023","30-39","Debt","Yorkshire and The Humber","Bradford","145","130","23730","22520"
"In post","2023","30-39","Debt","Yorkshire and The Humber","Leeds","40","35","26560","22520"
"In post","2023","30-39","Debt","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","Leicestershire CC and Rutland","10","10","39330","34520"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","Lincolnshire CC","20","20","33540","33320"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","Nottingham","70","70","43720","37680"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","South Nottinghamshire","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East Midlands (England)","West Northamptonshire","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Cambridgeshire CC","30","30","34980","34170"
"In post","2023","30-39","Digital, Data & Technology","East of England","Central Bedfordshire","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Hertfordshire CC","25","25","39660","37420"
"In post","2023","30-39","Digital, Data & Technology","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Norwich and East Norfolk","15","15","38120","32370"
"In post","2023","30-39","Digital, Data & Technology","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Southend-on-Sea","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","East of England","Suffolk CC","10","10","41290","38300"
"In post","2023","30-39","Digital, Data & Technology","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Barnet","30","30","46230","42410"
"In post","2023","30-39","Digital, Data & Technology","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Camden and City of London","10","10","47500","42070"
"In post","2023","30-39","Digital, Data & Technology","London","Croydon","200","195","47140","43210"
"In post","2023","30-39","Digital, Data & Technology","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Hackney and Newham","75","75","48560","45560"
"In post","2023","30-39","Digital, Data & Technology","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Harrow and Hillingdon","15","15","36610","37420"
"In post","2023","30-39","Digital, Data & Technology","London","Hounslow and Richmond upon Thames","40","35","41960","42040"
"In post","2023","30-39","Digital, Data & Technology","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Lambeth","20","20","49530","50980"
"In post","2023","30-39","Digital, Data & Technology","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Tower Hamlets","425","420","54160","56430"
"In post","2023","30-39","Digital, Data & Technology","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","London","Westminster","625","615","51870","54500"
"In post","2023","30-39","Digital, Data & Technology","North East (England)","Darlington","45","45","40340","37690"
"In post","2023","30-39","Digital, Data & Technology","North East (England)","Durham","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North East (England)","Northumberland","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North East (England)","Tyneside","610","600","42760","41480"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Blackpool","110","105","40210","34170"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Cheshire East","25","25","36120","33990"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","East Cumbria","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Greater Manchester South West","220","220","40970","39190"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Liverpool","95","95","38430","35000"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Manchester","285","280","43310","39190"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Mid Lancashire","20","20","41970","41780"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Sefton","55","50","35060","32160"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Warrington","40","40","43510","45270"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","North West (England)","Wirral","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Northern Ireland","Belfast","20","20","37320","34850"
"In post","2023","30-39","Digital, Data & Technology","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Overseas","Overseas","15","15","40380","38050"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","City of Edinburgh","95","95","39520","35550"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Glasgow City","105","100","41710","38460"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Scotland","South Lanarkshire","65","65","39650","37950"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Berkshire","25","25","37650","37300"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Central Hampshire","30","30","34840","33990"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","East Sussex CC","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Milton Keynes","25","25","45130","44480"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","North Hampshire","15","15","37210","37420"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Oxfordshire CC","25","25","37220","33990"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Portsmouth","30","25","32610","33830"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","South Hampshire","70","65","40210","37840"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","Southampton","30","30","37730","32090"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South East (England)","West Sussex (South West)","30","30","40350","35010"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","170","170","38060","35130"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Bristol, City of","180","175","42320","39440"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Devon CC","310","300","38130","38300"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Dorset","10","10","38150","36080"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Gloucestershire CC","5","5","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Plymouth","85","80","37960","39460"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Somerset CC","65","60","40220","40230"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","South West (England)","Wiltshire","95","90","39140","37300"
"In post","2023","30-39","Digital, Data & Technology","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Digital, Data & Technology","Wales","Cardiff and Vale of Glamorgan","125","120","41260","39040"
