"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Work and Pensions (excl. agencies)","65","[c]","27070","21690"
"New entrant CS","2023","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","HM Courts and Tribunals Service","40","[c]","25160","21780"
"New entrant CS","2023","Undeclared","HM Prison and Probation Service","115","[c]","26630","25670"
"New entrant CS","2023","Undeclared","HM Revenue and Customs (excl. agencies)","35","[c]","36730","34400"
"New entrant CS","2023","Undeclared","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Health and Safety Executive","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Home Office","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Maritime and Coastguard Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Defence (excl. agencies)","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Rural Payments Agency","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Scottish Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Social Security Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Debt Management Office","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Health Security Agency","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Statistics Authority","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Vehicle Certification Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Welsh Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Accountant in Bankruptcy","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Advisory, Conciliation and Arbitration Service","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Animal and Plant Health Agency","100","[c]","25000","22150"
"New entrant CS","2023","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Building Digital UK","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Cabinet Office (excl. agencies)","140","[c]","41670","28050"
"New entrant CS","2023","Unknown","Central Civil Service Fast Stream","30","[c]","28860","28840"
"New entrant CS","2023","Unknown","Charity Commission","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Companies House","100","[c]","31290","25610"
"New entrant CS","2023","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Criminal Injuries Compensation Authority","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Crown Prosecution Service","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Defence Equipment and Support","330","[c]","29670","25000"
"New entrant CS","2023","Unknown","Defence Science and Technology Laboratory","185","[c]","30880","28360"
"New entrant CS","2023","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","125","[c]","38270","34410"
"New entrant CS","2023","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","35","[c]","35010","34530"
"New entrant CS","2023","Unknown","Department for Education (excl. agencies)","65","[c]","32840","30330"
"New entrant CS","2023","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","190","[c]","40070","37300"
"New entrant CS","2023","Unknown","Department for International Trade","215","[c]","38280","35010"
"New entrant CS","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","60","[c]","33720","30790"
"New entrant CS","2023","Unknown","Department for Transport (excl. agencies)","110","[c]","36950","35400"
"New entrant CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","490","[c]","28170","21690"
"New entrant CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","135","[c]","36100","34190"
"New entrant CS","2023","Unknown","Disclosure Scotland","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Driver and Vehicle Licensing Agency","110","[c]","22100","22500"
"New entrant CS","2023","Unknown","Driver and Vehicle Standards Agency","340","[c]","26540","26780"
"New entrant CS","2023","Unknown","Education Scotland","35","[c]","45790","41640"
"New entrant CS","2023","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Food Standards Agency","90","[c]","31850","30960"
"New entrant CS","2023","Unknown","Food Standards Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Commercial Organisation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Legal Department","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Government Property Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","HM Courts and Tribunals Service","590","[c]","23860","21780"
"New entrant CS","2023","Unknown","HM Land Registry","235","[c]","28940","23390"
"New entrant CS","2023","Unknown","HM Prison and Probation Service","3730","[c]","26510","26760"
"New entrant CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","1600","[c]","26110","22520"
"New entrant CS","2023","Unknown","Health and Safety Executive","40","[c]","33580","31660"
"New entrant CS","2023","Unknown","Home Office","5995","[c]","26190","25750"
"New entrant CS","2023","Unknown","Institute for Apprenticeships and Technical Education","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intellectual Property Office","30","[c]","37580","31360"
"New entrant CS","2023","Unknown","Legal Aid Agency","35","[c]","22040","21780"
"New entrant CS","2023","Unknown","Maritime and Coastguard Agency","65","[c]","27880","22500"
"New entrant CS","2023","Unknown","Met Office","50","[c]","30620","30930"
"New entrant CS","2023","Unknown","Ministry of Defence (excl. agencies)","1540","[c]","31370","27080"
"New entrant CS","2023","Unknown","Ministry of Justice (excl. agencies)","295","[c]","35210","31270"
"New entrant CS","2023","Unknown","National Crime Agency","35","[c]","41880","36040"
"New entrant CS","2023","Unknown","National Records of Scotland","65","[c]","33330","29100"
"New entrant CS","2023","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","40","[c]","53920","47750"
"New entrant CS","2023","Unknown","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Public Guardian","170","[c]","22500","21780"
"New entrant CS","2023","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectorate","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Registers of Scotland","35","[c]","30630","24010"
"New entrant CS","2023","Unknown","Revenue Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Royal Fleet Auxiliary","150","[c]","22470","17530"
"New entrant CS","2023","Unknown","Rural Payments Agency","110","[c]","23150","22150"
"New entrant CS","2023","Unknown","Scottish Courts and Tribunals Service","100","[c]","25020","23190"
"New entrant CS","2023","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","595","[c]","38660","33520"
"New entrant CS","2023","Unknown","Scottish Prison Service","375","[c]","27230","24710"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","65","[c]","27460","25710"
"New entrant CS","2023","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Social Security Scotland","1120","[c]","27230","22180"
"New entrant CS","2023","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Student Awards Agency for Scotland","55","[c]","24640","22180"
"New entrant CS","2023","Unknown","Submarine Delivery Agency","70","[c]","30550","26000"
"New entrant CS","2023","Unknown","The Insolvency Service","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","40","[c]","36120","33520"
"New entrant CS","2023","Unknown","UK Health Security Agency","530","[c]","41020","35000"
"New entrant CS","2023","Unknown","UK Hydrographic Office","45","[c]","29410","27610"
"New entrant CS","2023","Unknown","UK Space Agency","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","150","[c]","25650","21200"
"New entrant CS","2023","Unknown","Valuation Office Agency","155","[c]","25500","22520"
"New entrant CS","2023","Unknown","Welsh Government (excl. agencies)","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Active Travel England","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Advisory, Conciliation and Arbitration Service","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Animal and Plant Health Agency","375","[c]","27280","25340"
"New entrant CS","2023","White","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Building Digital UK","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Cabinet Office (excl. agencies)","315","[c]","37080","32640"
"New entrant CS","2023","White","Central Civil Service Fast Stream","345","[c]","28850","28840"
"New entrant CS","2023","White","Centre for Environment, Fisheries and Aquaculture Science","60","[c]","28720","25970"
"New entrant CS","2023","White","Charity Commission","50","[c]","32730","30170"
"New entrant CS","2023","White","Companies House","205","[c]","30910","25610"
"New entrant CS","2023","White","Competition and Markets Authority","90","[c]","48620","42920"
"New entrant CS","2023","White","Criminal Injuries Compensation Authority","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Crown Commercial Service","35","[c]","33310","31640"
"New entrant CS","2023","White","Crown Office and Procurator Fiscal Service","190","[c]","30040","22180"
"New entrant CS","2023","White","Crown Prosecution Service","580","[c]","30070","25600"
"New entrant CS","2023","White","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Defence Equipment and Support","820","[c]","33630","32500"
"New entrant CS","2023","White","Defence Science and Technology Laboratory","550","[c]","32500","30650"
"New entrant CS","2023","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","230","[c]","36330","34410"
"New entrant CS","2023","White","Department for Digital, Culture, Media and Sport (excl. agencies)","90","[c]","35840","35040"
"New entrant CS","2023","White","Department for Education (excl. agencies)","260","[c]","36650","33990"
"New entrant CS","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","585","[c]","40340","37300"
"New entrant CS","2023","White","Department for International Trade","445","[c]","40390","38050"
"New entrant CS","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","130","[c]","38040","33880"
"New entrant CS","2023","White","Department for Transport (excl. agencies)","160","[c]","38760","35400"
"New entrant CS","2023","White","Department for Work and Pensions (excl. agencies)","2075","[c]","28420","28120"
"New entrant CS","2023","White","Department of Health and Social Care (excl. agencies)","100","[c]","35860","34190"
"New entrant CS","2023","White","Disclosure Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Driver and Vehicle Licensing Agency","420","[c]","23020","22500"
"New entrant CS","2023","White","Driver and Vehicle Standards Agency","220","[c]","27510","26960"
"New entrant CS","2023","White","Education Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Education and Skills Funding Agency","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Estyn","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Food Standards Agency","65","[c]","34070","31260"
"New entrant CS","2023","White","Food Standards Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Government Actuary's Department","15","[c]","[c]","[c]"
