"Status","Year","Age","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Unknown","No function","SEO","40","[c]","45280","45480"
"Leaver CS","2023","60-64","Unknown","No function","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","G6","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Unknown","30","[c]","46800","38420"
"Leaver CS","2023","65+","Declared disabled","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Counter Fraud","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Counter Fraud","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Debt","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Debt","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","No function","AA","60","[c]","20110","19800"
"Leaver CS","2023","65+","Declared disabled","No function","AO","240","[c]","22210","21690"
"Leaver CS","2023","65+","Declared disabled","No function","EO","185","[c]","28770","28120"
"Leaver CS","2023","65+","Declared disabled","No function","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","No function","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","No function","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","No function","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","No function","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Counter Fraud","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Counter Fraud","EO","50","[c]","28580","28120"
"Leaver CS","2023","65+","Declared non-disabled","Counter Fraud","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Counter Fraud","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Debt","AO","55","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Debt","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Digital, Data & Technology","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Grants Management","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","AO","50","[c]","22330","22220"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","EO","35","[c]","30640","30570"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","No function","AA","195","[c]","20180","19850"
"Leaver CS","2023","65+","Declared non-disabled","No function","AO","780","[c]","22380","21690"
"Leaver CS","2023","65+","Declared non-disabled","No function","EO","550","[c]","28300","28120"
"Leaver CS","2023","65+","Declared non-disabled","No function","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","No function","G7","65","[c]","61060","59630"
"Leaver CS","2023","65+","Declared non-disabled","No function","HEO","155","[c]","35370","34850"
"Leaver CS","2023","65+","Declared non-disabled","No function","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","No function","SEO","90","[c]","45120","43420"
"Leaver CS","2023","65+","Declared non-disabled","No function","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Property","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Security","AA","35","[c]","22450","21500"
"Leaver CS","2023","65+","Declared non-disabled","Security","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Security","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Security","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Digital, Data & Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","AA","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","AO","110","[c]","22580","21690"
"Leaver CS","2023","65+","Undeclared","No function","EO","50","[c]","28490","28120"
"Leaver CS","2023","65+","Undeclared","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Analysis","HEO","[c]","[c]","[c]","[c]"
