"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","East Midlands (England)","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","Nottingham","Female","60","55","41450","40060"
"In post","2023","Communications","East Midlands (England)","Nottingham","Male","25","25","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","South Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Hertfordshire CC","Female","15","15","[c]","[c]"
"In post","2023","Communications","East of England","Hertfordshire CC","Male","5","5","[c]","[c]"
"In post","2023","Communications","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Peterborough","Female","10","5","[c]","[c]"
"In post","2023","Communications","East of England","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","Suffolk CC","Female","10","10","[c]","[c]"
"In post","2023","Communications","East of England","Suffolk CC","Male","5","5","[c]","[c]"
"In post","2023","Communications","London","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Barnet","Male","5","5","[c]","[c]"
"In post","2023","Communications","London","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Croydon","Female","20","15","[c]","[c]"
"In post","2023","Communications","London","Croydon","Male","15","15","[c]","[c]"
"In post","2023","Communications","London","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Hackney and Newham","Female","25","20","[c]","[c]"
"In post","2023","Communications","London","Hackney and Newham","Male","10","10","[c]","[c]"
"In post","2023","Communications","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Hounslow and Richmond upon Thames","Female","15","10","[c]","[c]"
"In post","2023","Communications","London","Hounslow and Richmond upon Thames","Male","5","5","[c]","[c]"
"In post","2023","Communications","London","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Lambeth","Female","15","15","[c]","[c]"
"In post","2023","Communications","London","Lambeth","Male","5","5","[c]","[c]"
"In post","2023","Communications","London","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Tower Hamlets","Female","125","120","46860","41870"
"In post","2023","Communications","London","Tower Hamlets","Male","55","55","52290","44420"
"In post","2023","Communications","London","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","Westminster","Female","990","960","49380","46200"
"In post","2023","Communications","London","Westminster","Male","690","690","49590","45100"
"In post","2023","Communications","North East (England)","Darlington","Female","25","20","[c]","[c]"
"In post","2023","Communications","North East (England)","Darlington","Male","10","10","[c]","[c]"
"In post","2023","Communications","North East (England)","Durham","Female","10","10","[c]","[c]"
"In post","2023","Communications","North East (England)","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Tyneside","Female","35","35","39710","37710"
"In post","2023","Communications","North East (England)","Tyneside","Male","30","30","42380","41780"
"In post","2023","Communications","North West (England)","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester South West","Female","20","15","[c]","[c]"
"In post","2023","Communications","North West (England)","Greater Manchester South West","Male","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancaster and Wyre","Female","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Lancaster and Wyre","Male","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Liverpool","Female","20","20","[c]","[c]"
"In post","2023","Communications","North West (England)","Liverpool","Male","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Manchester","Female","50","45","35750","32120"
"In post","2023","Communications","North West (England)","Manchester","Male","35","35","37430","34890"
"In post","2023","Communications","North West (England)","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Sefton","Female","30","25","[c]","[c]"
"In post","2023","Communications","North West (England)","Sefton","Male","30","30","[c]","[c]"
"In post","2023","Communications","North West (England)","Warrington","Female","10","10","[c]","[c]"
"In post","2023","Communications","North West (England)","Warrington","Male","5","5","[c]","[c]"
"In post","2023","Communications","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Belfast","Female","15","10","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Belfast","Male","5","5","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","City of Edinburgh","Female","25","25","[c]","[c]"
"In post","2023","Communications","Scotland","City of Edinburgh","Male","20","20","[c]","[c]"
"In post","2023","Communications","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Glasgow City","Female","25","25","[c]","[c]"
"In post","2023","Communications","Scotland","Glasgow City","Male","20","20","[c]","[c]"
"In post","2023","Communications","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
