"Status","Year","Profession_of_post","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Internal Audit","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Staffordshire CC","Female","5","5","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Staffordshire CC","Male","5","5","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Leeds","Female","10","10","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Leeds","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Sheffield","Male","10","10","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","York","Female","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Yorkshire and The Humber","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","East Midlands (England)","Nottingham","Female","25","20","[c]","[c]"
"In post","2023","International Trade","East Midlands (England)","Nottingham","Male","20","20","[c]","[c]"
"In post","2023","International Trade","East of England","Cambridgeshire CC","Female","10","10","[c]","[c]"
"In post","2023","International Trade","East of England","Cambridgeshire CC","Male","25","25","[c]","[c]"
"In post","2023","International Trade","East of England","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","East of England","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","East of England","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","East of England","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Croydon","Female","5","5","[c]","[c]"
"In post","2023","International Trade","London","Croydon","Male","10","10","[c]","[c]"
"In post","2023","International Trade","London","Hackney and Newham","Female","5","5","[c]","[c]"
"In post","2023","International Trade","London","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","London","Westminster","Female","660","650","49770","46630"
"In post","2023","International Trade","London","Westminster","Male","705","695","51340","55370"
"In post","2023","International Trade","North East (England)","Darlington","Female","60","55","39390","37700"
"In post","2023","International Trade","North East (England)","Darlington","Male","40","40","39790","38690"
"In post","2023","International Trade","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","North East (England)","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","North East (England)","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","North West (England)","Greater Manchester South West","Female","5","5","[c]","[c]"
"In post","2023","International Trade","North West (England)","Greater Manchester South West","Male","10","10","[c]","[c]"
"In post","2023","International Trade","North West (England)","Liverpool","Female","5","5","[c]","[c]"
"In post","2023","International Trade","North West (England)","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","North West (England)","Manchester","Female","40","35","45110","41970"
"In post","2023","International Trade","North West (England)","Manchester","Male","30","30","39310","39400"
"In post","2023","International Trade","Northern Ireland","Belfast","Female","10","10","[c]","[c]"
"In post","2023","International Trade","Northern Ireland","Belfast","Male","10","10","[c]","[c]"
"In post","2023","International Trade","Northern Ireland","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Northern Ireland","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Overseas","Overseas","Female","50","50","55940","54040"
"In post","2023","International Trade","Overseas","Overseas","Male","125","125","58130","56190"
"In post","2023","International Trade","Scotland","City of Edinburgh","Female","10","10","[c]","[c]"
"In post","2023","International Trade","Scotland","City of Edinburgh","Male","15","15","[c]","[c]"
"In post","2023","International Trade","Scotland","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Scotland","Glasgow City","Male","5","5","[c]","[c]"
"In post","2023","International Trade","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","South Hampshire","Female","10","10","[c]","[c]"
"In post","2023","International Trade","South East (England)","South Hampshire","Male","15","15","[c]","[c]"
"In post","2023","International Trade","South East (England)","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South East (England)","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","South West (England)","Bristol, City of","Female","20","20","[c]","[c]"
"In post","2023","International Trade","South West (England)","Bristol, City of","Male","30","30","40980","41450"
"In post","2023","International Trade","Wales","Cardiff and Vale of Glamorgan","Female","10","10","[c]","[c]"
"In post","2023","International Trade","Wales","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2023","International Trade","Wales","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Wales","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Wales","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Wales","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","West Midlands (England)","Birmingham","Female","35","35","40890","39120"
"In post","2023","International Trade","West Midlands (England)","Birmingham","Male","40","40","41910","38600"
"In post","2023","International Trade","Yorkshire and The Humber","Leeds","Female","40","40","40850","42510"
"In post","2023","International Trade","Yorkshire and The Humber","Leeds","Male","25","25","[c]","[c]"
"In post","2023","International Trade","Yorkshire and The Humber","York","Female","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","Yorkshire and The Humber","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Lincolnshire CC","Female","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Lincolnshire CC","Male","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Nottingham","Female","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","Nottingham","Male","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East Midlands (England)","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Cambridgeshire CC","Female","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Cambridgeshire CC","Male","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Central Bedfordshire","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Hertfordshire CC","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Hertfordshire CC","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Southend-on-Sea","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","East of England","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Camden and City of London","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Croydon","Female","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Croydon","Male","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Hackney and Newham","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Harrow and Hillingdon","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Harrow and Hillingdon","Male","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Hounslow and Richmond upon Thames","Female","70","65","34630","31450"
"In post","2023","Knowledge and Information Management","London","Hounslow and Richmond upon Thames","Male","40","40","35490","31050"
"In post","2023","Knowledge and Information Management","London","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Tower Hamlets","Female","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Tower Hamlets","Male","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","London","Westminster","Female","320","305","41750","39050"
"In post","2023","Knowledge and Information Management","London","Westminster","Male","290","280","44910","41370"
"In post","2023","Knowledge and Information Management","North East (England)","Darlington","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","Darlington","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","Northumberland","Female","10","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","Tyneside","Female","15","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","North East (England)","Tyneside","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Blackpool","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Cheshire East","Female","15","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Cheshire East","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Greater Manchester South West","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Lancaster and Wyre","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Lancaster and Wyre","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Liverpool","Female","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Liverpool","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Manchester","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Sefton","Female","75","70","30590","28120"
"In post","2023","Knowledge and Information Management","North West (England)","Sefton","Male","50","45","30990","29540"
"In post","2023","Knowledge and Information Management","North West (England)","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Lisburn and Castlereagh","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Northern Ireland","Lisburn and Castlereagh","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","City of Edinburgh","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Glasgow City","Female","25","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Glasgow City","Male","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Scotland","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Berkshire","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Berkshire","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Buckinghamshire","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Buckinghamshire","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Central Hampshire","Female","40","40","30520","27470"
"In post","2023","Knowledge and Information Management","South East (England)","Central Hampshire","Male","45","40","34590","34300"
"In post","2023","Knowledge and Information Management","South East (England)","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","East Sussex CC","Female","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","East Sussex CC","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Milton Keynes","Female","20","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Milton Keynes","Male","40","25","51270","56020"
"In post","2023","Knowledge and Information Management","South East (England)","North Hampshire","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","North Hampshire","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Oxfordshire CC","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Oxfordshire CC","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Portsmouth","Female","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","Portsmouth","Male","20","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","South Hampshire","Female","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","South Hampshire","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Surrey","Female","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Bristol, City of","Female","25","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Bristol, City of","Male","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Devon CC","Female","15","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Dorset","Female","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Dorset","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Plymouth","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Plymouth","Male","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Somerset CC","Female","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Somerset CC","Male","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","South West (England)","Wiltshire","Female","60","55","32070","27470"
"In post","2023","Knowledge and Information Management","South West (England)","Wiltshire","Male","30","30","35860","34140"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
