"Status","Year","Organisation","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Transport (excl. agencies)","Operational Research","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Operational Research","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Other","London","G6/G7","20","20","59170","56340"
"In post","2023","Department for Transport (excl. agencies)","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Other","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Other","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Other","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Planning","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","London","EO","45","45","31880","31210"
"In post","2023","Department for Transport (excl. agencies)","Policy","London","G6/G7","485","475","60330","56340"
"In post","2023","Department for Transport (excl. agencies)","Policy","London","SCS level","70","70","81530","76910"
"In post","2023","Department for Transport (excl. agencies)","Policy","London","SEO/HEO","370","360","40980","43320"
"In post","2023","Department for Transport (excl. agencies)","Policy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","South East (England)","SEO/HEO","10","10","35510","33850"
"In post","2023","Department for Transport (excl. agencies)","Policy","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","West Midlands (England)","G6/G7","15","15","54400","51580"
"In post","2023","Department for Transport (excl. agencies)","Policy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","West Midlands (England)","SEO/HEO","25","25","37570","39430"
"In post","2023","Department for Transport (excl. agencies)","Policy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","Yorkshire and The Humber","G6/G7","25","25","54770","51340"
"In post","2023","Department for Transport (excl. agencies)","Policy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Policy","Yorkshire and The Humber","SEO/HEO","45","45","37470","39430"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","London","EO","10","10","31570","31070"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","London","G6/G7","205","205","61170","56450"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","London","SCS level","40","35","89900","82710"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","London","SEO/HEO","110","110","40800","43320"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","West Midlands (England)","SEO/HEO","15","15","36850","39430"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","Yorkshire and The Humber","G6/G7","10","10","51850","50340"
"In post","2023","Department for Transport (excl. agencies)","Project Delivery","Yorkshire and The Humber","SEO/HEO","10","10","35300","31660"
"In post","2023","Department for Transport (excl. agencies)","Property","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Property","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","London","G6/G7","35","30","60610","58090"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","London","SEO/HEO","25","25","44850","44140"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Science and Engineering","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Security","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Security","London","G6/G7","25","25","61290","59240"
"In post","2023","Department for Transport (excl. agencies)","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Security","London","SEO/HEO","80","80","42120","43750"
"In post","2023","Department for Transport (excl. agencies)","Security","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Security","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Security","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Social Research","London","G6/G7","25","25","59630","56340"
"In post","2023","Department for Transport (excl. agencies)","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Social Research","London","SEO/HEO","15","15","42840","43650"
"In post","2023","Department for Transport (excl. agencies)","Social Research","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Social Research","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Social Research","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Social Research","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Statistics","London","EO","10","10","31550","31210"
"In post","2023","Department for Transport (excl. agencies)","Statistics","London","G6/G7","20","20","59910","56240"
"In post","2023","Department for Transport (excl. agencies)","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Statistics","London","SEO/HEO","30","30","41130","43320"
"In post","2023","Department for Transport (excl. agencies)","Statistics","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Statistics","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Statistics","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Statistics","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Statistics","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","East Midlands (England)","G6/G7","15","15","82490","83570"
"In post","2023","Department for Transport (excl. agencies)","Unknown","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","London","AA/AO","45","35","31930","34390"
"In post","2023","Department for Transport (excl. agencies)","Unknown","London","EO","105","100","31370","31210"
"In post","2023","Department for Transport (excl. agencies)","Unknown","London","G6/G7","115","110","61250","57430"
"In post","2023","Department for Transport (excl. agencies)","Unknown","London","SCS level","60","55","97830","87680"
"In post","2023","Department for Transport (excl. agencies)","Unknown","London","SEO/HEO","155","155","38870","36070"
"In post","2023","Department for Transport (excl. agencies)","Unknown","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","South East (England)","AA/AO","10","10","22910","22500"
"In post","2023","Department for Transport (excl. agencies)","Unknown","South East (England)","EO","20","20","28470","27450"
"In post","2023","Department for Transport (excl. agencies)","Unknown","South East (England)","G6/G7","70","70","83460","83570"
"In post","2023","Department for Transport (excl. agencies)","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","South East (England)","SEO/HEO","20","20","37330","35950"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Wales","SEO/HEO","10","10","34800","32240"
"In post","2023","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","EO","15","15","27300","26960"
"In post","2023","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","G6/G7","10","10","54000","50340"
"In post","2023","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","SEO/HEO","20","20","35060","32350"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","SEO/HEO","10","10","35110","31660"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","EO","10","10","32520","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","G6/G7","25","25","61070","57110"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","London","SEO/HEO","70","70","41400","39780"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North East (England)","SEO/HEO","25","25","35980","34520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North West (England)","AA/AO","15","15","21690","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North West (England)","EO","20","20","28120","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North West (England)","G6/G7","25","25","54640","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","North West (England)","SEO/HEO","150","145","36600","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Scotland","SEO/HEO","15","15","35990","34310"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","South West (England)","SEO/HEO","15","10","35360","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Wales","SEO/HEO","15","15","35990","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","West Midlands (England)","SEO/HEO","15","15","36160","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Yorkshire and The Humber","AA/AO","35","35","21670","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Yorkshire and The Humber","EO","25","25","27960","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Yorkshire and The Humber","G6/G7","45","45","55840","50160"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Commercial","Yorkshire and The Humber","SEO/HEO","155","140","36600","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","London","G6/G7","10","10","65260","60460"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","London","SEO/HEO","20","20","47030","48790"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","Yorkshire and The Humber","SEO/HEO","40","35","42150","39730"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Midlands (England)","AA/AO","55","45","21870","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Midlands (England)","EO","205","180","28210","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East Midlands (England)","SEO/HEO","65","65","34630","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East of England","AA/AO","55","50","23640","23140"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East of England","EO","205","190","30360","31280"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","East of England","SEO/HEO","60","55","37200","37520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","AA/AO","315","275","25250","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","EO","515","485","32570","32520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","G6/G7","10","10","62230","60540"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","SEO/HEO","180","175","39790","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North East (England)","AA/AO","95","75","21630","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North East (England)","EO","380","350","28040","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North East (England)","SEO/HEO","105","100","34820","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North West (England)","AA/AO","75","65","21710","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North West (England)","EO","405","365","28200","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","North West (England)","SEO/HEO","135","130","34790","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Scotland","AA/AO","210","190","21660","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Scotland","EO","330","295","28070","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Scotland","SEO/HEO","90","85","34580","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South East (England)","AA/AO","290","250","24570","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South East (England)","EO","400","360","29910","29870"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South East (England)","SEO/HEO","120","115","36910","37520"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South West (England)","AA/AO","40","30","21720","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South West (England)","EO","280","245","28150","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","South West (England)","SEO/HEO","75","75","34840","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Wales","AA/AO","105","95","21680","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Wales","EO","220","195","28270","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Wales","SEO/HEO","90","85","34980","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Midlands (England)","AA/AO","75","65","21820","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Midlands (England)","EO","335","295","28310","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","West Midlands (England)","SEO/HEO","135","130","34750","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Yorkshire and The Humber","AA/AO","75","60","21690","21690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Yorkshire and The Humber","EO","345","305","28100","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Yorkshire and The Humber","SEO/HEO","110","110","35280","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East Midlands (England)","EO","25","20","28220","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East of England","EO","25","25","29530","29640"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
