"Status","Year","Disability","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Maritime and Coastguard Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Met Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Female","130","[c]","31050","27470"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Male","175","[c]","32630","31130"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Infrastructure Commission","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Infrastructure Commission","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Infrastructure Commission","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Records of Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Records of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Records of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","National Savings and Investments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Budget Responsibility","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Budget Responsibility","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Budget Responsibility","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Public Guardian","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Public Guardian","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Public Guardian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Scottish Charity Regulator","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Scottish Charity Regulator","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Scottish Charity Regulator","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Queen Elizabeth II Centre","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Queen Elizabeth II Centre","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Queen Elizabeth II Centre","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Registers of Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Registers of Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Registers of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Revenue Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Revenue Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Revenue Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Rural Payments Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Rural Payments Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Rural Payments Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Rural Payments Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Rural Payments Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Rural Payments Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Courts and Tribunals Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Fiscal Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Fiscal Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Fiscal Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Forestry","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Forestry","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Forestry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Prison Service","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Prison Service","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Prison Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Public Pensions Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Public Pensions Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scottish Public Pensions Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Serious Fraud Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Serious Fraud Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Serious Fraud Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Security Scotland","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Security Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Security Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Standards and Testing Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Standards and Testing Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Standards and Testing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Standards and Testing Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Standards and Testing Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Standards and Testing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Student Awards Agency for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Student Awards Agency for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Student Awards Agency for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Submarine Delivery Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Submarine Delivery Agency","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Submarine Delivery Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Teaching Regulation Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Teaching Regulation Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Teaching Regulation Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The Insolvency Service","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The Insolvency Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The Insolvency Service","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The Insolvency Service","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The Insolvency Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Transport Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Transport Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Transport Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Debt Management Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Debt Management Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Debt Management Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","Outside London","Female","55","[c]","33980","29590"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Health Security Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Hydrographic Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Hydrographic Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Hydrographic Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Space Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Space Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Space Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Space Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Space Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Outside London","Female","45","[c]","31080","29110"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Outside London","Male","30","[c]","35320","30210"
"Leaver CS","2023","Declared disabled","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Valuation Office Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Valuation Office Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Valuation Office Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Valuation Office Agency","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Valuation Office Agency","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Valuation Office Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Vehicle Certification Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Vehicle Certification Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Vehicle Certification Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinary Medicines Directorate","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinary Medicines Directorate","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinary Medicines Directorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Welsh Government (excl. agencies)","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Welsh Government (excl. agencies)","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Welsh Government (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Welsh Revenue Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wilton Park","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wilton Park","Outside London","Male","[c]","[c]","[c]","[c]"
