"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","National Crime Agency","AA/AO","40","35","27640","27480"
"In post","2023","Declared non-disabled","National Crime Agency","EO","470","450","37210","38310"
"In post","2023","Declared non-disabled","National Crime Agency","G6/G7","165","160","67150","67840"
"In post","2023","Declared non-disabled","National Crime Agency","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","SEO/HEO","845","825","46110","46100"
"In post","2023","Declared non-disabled","Northern Ireland Office","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","SEO/HEO","45","45","38110","37680"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","160","145","22510","22490"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","170","165","27540","27140"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","640","635","75270","77470"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","705","685","44740","47710"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","30","30","21460","20970"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","EO","320","315","26440","25750"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","565","550","59250","58000"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","60","60","98010","90980"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","355","355","36730","35580"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","95","95","54730","50910"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","130","125","36570","38380"
"In post","2023","Declared non-disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","G6/G7","35","30","61830","60320"
"In post","2023","Declared non-disabled","Office of Rail and Road","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","AA/AO","2810","2635","25190","24890"
"In post","2023","Declared non-disabled","Scottish Government","EO","2510","2420","30990","30440"
"In post","2023","Declared non-disabled","Scottish Government","G6/G7","2710","2600","65810","65280"
"In post","2023","Declared non-disabled","Scottish Government","SCS level","205","200","90760","85200"
"In post","2023","Declared non-disabled","Scottish Government","SEO/HEO","4410","4235","41410","40510"
"In post","2023","Declared non-disabled","The National Archives","AA/AO","30","25","23780","23460"
"In post","2023","Declared non-disabled","The National Archives","EO","40","35","26430","25680"
"In post","2023","Declared non-disabled","The National Archives","G6/G7","70","65","53900","52530"
"In post","2023","Declared non-disabled","The National Archives","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","SEO/HEO","210","200","36840","35470"
"In post","2023","Declared non-disabled","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","EO","55","55","32370","32300"
"In post","2023","Declared non-disabled","UK Export Finance","G6/G7","180","175","64890","63240"
"In post","2023","Declared non-disabled","UK Export Finance","SCS level","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","SEO/HEO","180","180","42690","42420"
"In post","2023","Declared non-disabled","UK Statistics Authority","AA/AO","690","485","21460","21200"
"In post","2023","Declared non-disabled","UK Statistics Authority","EO","350","320","25510","24840"
"In post","2023","Declared non-disabled","UK Statistics Authority","G6/G7","720","690","55270","52490"
"In post","2023","Declared non-disabled","UK Statistics Authority","SCS level","60","55","82620","75080"
"In post","2023","Declared non-disabled","UK Statistics Authority","SEO/HEO","1285","1225","35380","35470"
"In post","2023","Declared non-disabled","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","EO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","EO","30","30","30410","30000"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","G6/G7","55","55","83540","78340"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","120","115","48670","47780"
"In post","2023","Declared non-disabled","Welsh Government","AA/AO","650","595","25240","25620"
"In post","2023","Declared non-disabled","Welsh Government","EO","910","855","29890","30610"
"In post","2023","Declared non-disabled","Welsh Government","G6/G7","1005","960","64620","63900"
"In post","2023","Declared non-disabled","Welsh Government","SCS level","160","150","90160","81600"
"In post","2023","Declared non-disabled","Welsh Government","SEO/HEO","2350","2230","42990","39690"
"In post","2023","Undeclared","Attorney General's Departments","AA/AO","20","20","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","EO","30","30","28210","27760"
"In post","2023","Undeclared","Attorney General's Departments","G6/G7","100","95","62650","65650"
"In post","2023","Undeclared","Attorney General's Departments","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","SEO/HEO","30","30","38840","38860"
"In post","2023","Undeclared","Cabinet Office","AA/AO","25","20","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","EO","35","35","26830","26860"
"In post","2023","Undeclared","Cabinet Office","G6/G7","185","185","62840","60160"
"In post","2023","Undeclared","Cabinet Office","SCS level","20","15","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","SEO/HEO","135","135","36690","35940"
"In post","2023","Undeclared","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","40","35","23000","22310"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","EO","50","45","28440","28510"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","155","155","59560","57250"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","SCS level","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","205","200","39630","38020"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","45","45","56960","53430"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","35","35","36810","35620"
"In post","2023","Undeclared","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Education","EO","30","30","27990","26940"
"In post","2023","Undeclared","Department for Education","G6/G7","145","140","58020","55020"
"In post","2023","Undeclared","Department for Education","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Education","SEO/HEO","195","190","36930","37590"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","165","155","22320","22150"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","EO","110","105","26730","25920"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","140","140","54140","54270"
