"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Finance","Department of Health and Social Care","Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Finance","SEO","10","[c]","40170","41030"
"New entrant CS","2023","Finance","Department of Health and Social Care","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Department of Health and Social Care","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Estyn","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Food Standards Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Land Registry","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs","Finance","AO","60","[c]","22520","22520"
"New entrant CS","2023","Finance","HM Revenue and Customs","Finance","EO","15","[c]","28340","27650"
"New entrant CS","2023","Finance","HM Revenue and Customs","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs","Finance","HEO","20","[c]","35390","34400"
"New entrant CS","2023","Finance","HM Revenue and Customs","Finance","SEO","15","[c]","43100","41780"
"New entrant CS","2023","Finance","HM Revenue and Customs","Operational Delivery","AO","30","[c]","22670","22520"
"New entrant CS","2023","Finance","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Revenue and Customs","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","HM Treasury","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Finance","EO","10","[c]","25840","25880"
"New entrant CS","2023","Finance","Home Office","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Home Office","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","AO","60","[c]","22140","22220"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","EO","70","[c]","28260","27080"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","HEO","30","[c]","35200","33830"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","SEO","15","[c]","44700","44170"
"New entrant CS","2023","Finance","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice","Finance","EO","15","[c]","27290","25830"
"New entrant CS","2023","Finance","Ministry of Justice","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice","Finance","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Ministry of Justice","Finance","HEO","10","[c]","33520","35410"
"New entrant CS","2023","Finance","Ministry of Justice","Finance","SEO","10","[c]","41340","41210"
"New entrant CS","2023","Finance","National Crime Agency","Finance","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","National Crime Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Northern Ireland Office","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office for Standards in Education, Children's Services and Skills","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Gas and Electricity Markets","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Qualifications and Examinations Regulation","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of Rail and Road","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Office of the Secretary of State for Scotland","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Government","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Government","Finance","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Government","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Government","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Government","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Scottish Government","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Export Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","UK Statistics Authority","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Water Services Regulation Authority","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","AO","345","[c]","22010","22150"
"New entrant CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","EO","45","[c]","25270","25920"
"New entrant CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","HEO","10","[c]","30670","30320"
"New entrant CS","2023","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Department of Health and Social Care","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Home Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","The National Archives","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","The National Archives","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Human Resources","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Attorney General's Departments","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Chancellor's other departments","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Charity Commission","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Competition and Markets Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Education","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","G7","15","[c]","50560","49550"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","EO","15","[c]","27750","29000"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for International Trade","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Human Resources","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Human Resources","HEO","10","[c]","27450","31200"
"New entrant CS","2023","Human Resources","Department for Transport","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Transport","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Human Resources","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Human Resources","HEO","15","[c]","31620","34170"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Operational Delivery","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Operational Delivery","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","EO","30","[c]","26670","27690"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Department of Health and Social Care","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Food Standards Agency","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Land Registry","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Human Resources","AO","30","[c]","22520","22520"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Human Resources","EO","30","[c]","27720","27650"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Human Resources","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Human Resources","HEO","25","[c]","33990","34400"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Revenue and Customs","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Human Resources","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","HM Treasury","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Home Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","AA","15","[c]","20670","21380"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","AO","95","[c]","22030","22220"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","EO","140","[c]","27840","27110"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","G7","15","[c]","55160","54720"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","HEO","100","[c]","36700","33990"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","SEO","35","[c]","43010","41000"
"New entrant CS","2023","Human Resources","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Human Resources","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Human Resources","EO","30","[c]","26670","25830"
"New entrant CS","2023","Human Resources","Ministry of Justice","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Human Resources","HEO","30","[c]","31800","31270"
"New entrant CS","2023","Human Resources","Ministry of Justice","Human Resources","SEO","10","[c]","40400","37680"
"New entrant CS","2023","Human Resources","Ministry of Justice","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Human Resources","AO","10","[c]","23310","22950"
"New entrant CS","2023","Human Resources","National Crime Agency","Human Resources","EO","10","[c]","32690","30740"
"New entrant CS","2023","Human Resources","National Crime Agency","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","National Crime Agency","Human Resources","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
