"Status","Year","Function_of_post","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Department for Education","Human Resources","G7","30","25","53210","51910"
"In post","2023","Human Resources","Department for Education","Human Resources","HEO","45","40","32050","30330"
"In post","2023","Human Resources","Department for Education","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Human Resources","SEO","40","35","38450","37790"
"In post","2023","Human Resources","Department for Education","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Project Delivery","G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","EO","30","30","26690","25920"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","G6","35","35","61400","60150"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","G7","100","95","51300","49970"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","HEO","55","50","31100","30320"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","SCS level","10","10","80120","77520"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","SEO","75","75","38630","37980"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Human Resources","EO","30","30","29030","29280"
"In post","2023","Human Resources","Department for International Trade","Human Resources","G6","15","15","66680","66240"
"In post","2023","Human Resources","Department for International Trade","Human Resources","G7","35","30","55510","55370"
"In post","2023","Human Resources","Department for International Trade","Human Resources","HEO","30","30","34310","35010"
"In post","2023","Human Resources","Department for International Trade","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Human Resources","SEO","15","15","41540","41550"
"In post","2023","Human Resources","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","AO","15","10","24000","24320"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","G6","15","15","66540","66200"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","G7","20","20","52470","50010"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","HEO","25","25","32790","32960"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","SEO","15","15","40170","40800"
"In post","2023","Human Resources","Department for Transport","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Human Resources","AO","25","25","22500","22500"
"In post","2023","Human Resources","Department for Transport","Human Resources","EO","85","75","28570","27390"
"In post","2023","Human Resources","Department for Transport","Human Resources","G6","20","20","66300","66810"
"In post","2023","Human Resources","Department for Transport","Human Resources","G7","50","45","53360","52360"
"In post","2023","Human Resources","Department for Transport","Human Resources","HEO","120","115","32840","31940"
"In post","2023","Human Resources","Department for Transport","Human Resources","SCS level","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Human Resources","SEO","100","95","41350","40180"
"In post","2023","Human Resources","Department for Transport","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Unknown","G7","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Unknown","HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Human Resources","EO","100","90","29090","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Human Resources","G6","55","55","68740","66860"
"In post","2023","Human Resources","Department for Work and Pensions","Human Resources","G7","165","160","52690","50160"
"In post","2023","Human Resources","Department for Work and Pensions","Human Resources","HEO","220","205","34780","34170"
"In post","2023","Human Resources","Department for Work and Pensions","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Human Resources","SEO","155","145","40020","38470"
"In post","2023","Human Resources","Department for Work and Pensions","Operational Delivery","AO","45","40","22250","21690"
"In post","2023","Human Resources","Department for Work and Pensions","Operational Delivery","EO","615","570","28600","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Operational Delivery","G6","20","15","68920","66860"
"In post","2023","Human Resources","Department for Work and Pensions","Operational Delivery","G7","50","50","52770","50160"
"In post","2023","Human Resources","Department for Work and Pensions","Operational Delivery","HEO","170","160","34830","34170"
"In post","2023","Human Resources","Department for Work and Pensions","Operational Delivery","SEO","80","80","40150","38470"
"In post","2023","Human Resources","Department for Work and Pensions","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","EO","75","75","27140","27690"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","G6","30","30","66420","67890"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","G7","65","65","53740","54670"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","HEO","50","50","32580","32980"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","SCS level","10","10","98130","94160"
"In post","2023","Human Resources","Department of Health and Social Care","Human Resources","SEO","40","35","39910","40880"
"In post","2023","Human Resources","Department of Health and Social Care","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Unknown","EO","10","10","27670","28770"
"In post","2023","Human Resources","Department of Health and Social Care","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Unknown","HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Estyn","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Estyn","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","EO","10","10","28070","28090"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","G7","10","10","55000","53860"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","AO","40","40","25970","26100"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","EO","45","40","31020","30630"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","G6","40","40","70180","69840"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","G7","75","75","56770","55900"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","HEO","110","105","37330","37890"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","SCS level","25","25","88530","79470"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","SEO","45","40","45410","44450"
"In post","2023","Human Resources","HM Land Registry","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","EO","25","25","28080","28080"
"In post","2023","Human Resources","HM Land Registry","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","HEO","20","20","34850","34850"
"In post","2023","Human Resources","HM Land Registry","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Human Resources","SEO","35","35","43970","43150"
"In post","2023","Human Resources","HM Revenue and Customs","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","AO","80","75","22850","22520"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","EO","160","145","28580","28130"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","G6","60","60","72520","71300"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","G7","170","165","58720","57970"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","HEO","275","255","35260","35000"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","SCS level","25","20","93350","86670"
"In post","2023","Human Resources","HM Revenue and Customs","Human Resources","SEO","205","190","42990","42510"
"In post","2023","Human Resources","HM Revenue and Customs","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","AO","25","25","22710","22520"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","EO","90","85","28290","28130"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","G7","15","15","58090","57970"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","HEO","80","75","34900","34700"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Operational Delivery","SEO","25","25","42540","42510"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","AO","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","EO","60","50","28450","28130"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","G7","30","25","59310","58180"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","HEO","85","85","35620","35000"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Tax","SEO","25","20","43020","42510"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","EO","25","20","28110","27890"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","G6","20","20","72680","71300"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","G7","50","50","57590","57970"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","HEO","50","50","35180","34700"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","Unknown","SEO","30","30","42680","42140"
"In post","2023","Human Resources","HM Treasury","Human Resources","AO","10","10","22400","21860"
"In post","2023","Human Resources","HM Treasury","Human Resources","EO","20","20","25680","25460"
"In post","2023","Human Resources","HM Treasury","Human Resources","G6","15","15","67300","64950"
"In post","2023","Human Resources","HM Treasury","Human Resources","G7","35","35","54250","54090"
"In post","2023","Human Resources","HM Treasury","Human Resources","HEO","20","20","36670","33630"
"In post","2023","Human Resources","HM Treasury","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Human Resources","SEO","15","15","40520","39120"
"In post","2023","Human Resources","HM Treasury","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Human Resources","AO","20","20","25400","26400"
"In post","2023","Human Resources","Home Office","Human Resources","EO","55","50","28840","29890"
"In post","2023","Human Resources","Home Office","Human Resources","G6","35","35","70500","70840"
"In post","2023","Human Resources","Home Office","Human Resources","G7","105","100","57970","59290"
"In post","2023","Human Resources","Home Office","Human Resources","HEO","110","105","34940","36180"
"In post","2023","Human Resources","Home Office","Human Resources","SCS level","10","10","95240","89830"
"In post","2023","Human Resources","Home Office","Human Resources","SEO","90","85","42440","43210"
"In post","2023","Human Resources","Home Office","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Other","EO","10","10","29910","29940"
"In post","2023","Human Resources","Home Office","Other","HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","AA","60","55","21000","21380"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","AO","540","500","22390","22220"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","EO","1460","1420","28940","27500"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","G6","100","95","69180","67720"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","G7","290","280","56480","56180"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","HEO","1235","1210","38330","34300"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","SCS level","35","35","91180","85000"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","SEO","540","525","43740","41800"
"In post","2023","Human Resources","Ministry of Defence","Human Resources","Unknown","60","55","37640","36240"
"In post","2023","Human Resources","Ministry of Defence","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","AO","35","30","22790","21780"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","EO","135","125","27870","27170"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","G6","65","65","71410","70550"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","G7","190","185","57520","56420"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","HEO","455","440","32960","31880"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","SCS level","25","25","89280","82400"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","SEO","395","385","43110","41510"
"In post","2023","Human Resources","Ministry of Justice","Human Resources","Unknown","30","30","38930","38290"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","AO","10","10","21780","21780"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","EO","10","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","HEO","20","20","33260","32410"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","SEO","20","20","40950","41510"
"In post","2023","Human Resources","Ministry of Justice","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Unknown","Unknown","10","5","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Human Resources","AO","20","15","24290","22950"
"In post","2023","Human Resources","National Crime Agency","Human Resources","EO","35","35","33020","30740"
"In post","2023","Human Resources","National Crime Agency","Human Resources","G6","5","5","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Human Resources","G7","20","20","59300","58360"
"In post","2023","Human Resources","National Crime Agency","Human Resources","HEO","80","75","41090","39490"
"In post","2023","Human Resources","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Human Resources","SEO","30","25","49590","47380"
"In post","2023","Human Resources","Northern Ireland Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","AO","10","10","22420","22490"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","G7","10","10","61800","61480"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","HEO","20","20","33000","33130"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO","15","15","41130","41050"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","EO","10","5","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","EO","15","15","26100","25500"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","G6","10","10","65670","64650"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Human Resources","SEO","15","15","40370","38540"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","Human Resources","AA","10","10","22920","22920"
"In post","2023","Human Resources","Scottish Government","Human Resources","AO","45","45","25280","24710"
"In post","2023","Human Resources","Scottish Government","Human Resources","EO","60","60","33990","33290"
"In post","2023","Human Resources","Scottish Government","Human Resources","G6","10","10","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","Human Resources","G7","25","25","56940","57260"
"In post","2023","Human Resources","Scottish Government","Human Resources","HEO","70","65","38700","39360"
"In post","2023","Human Resources","Scottish Government","Human Resources","SEO","45","45","47070","48410"
"In post","2023","Human Resources","Scottish Government","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","Other","HEO","15","15","43050","42590"
"In post","2023","Human Resources","The National Archives","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","The National Archives","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Human Resources","The National Archives","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","The National Archives","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Export Finance","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","AO","20","20","21200","21200"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","EO","40","35","25640","24910"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","G6","10","10","63070","61930"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","G7","30","25","52850","51980"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","HEO","55","55","31530","31060"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","Human Resources","SEO","45","40","38060","37760"
"In post","2023","Human Resources","UK Supreme Court","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Supreme Court","Human Resources","HEO","[c]","[c]","[c]","[c]"
