"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Operational Delivery","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Operational Delivery","EO","65","[c]","28340","28120"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Food Standards Agency","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Tax","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Tax","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Revenue and Customs","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Economics","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Policy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Defence","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Operational Delivery","AA/AO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Qualifications and Examinations Regulation","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Office of Rail and Road","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scottish Government","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scottish Government","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scottish Government","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Export Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Export Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Statistics Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Statistics Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","UK Statistics Authority","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Government","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Welsh Government","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Legal","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Operational Delivery","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Operational Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Attorney General's Departments","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Commercial","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Communications","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Digital, Data and Technology","SEO/HEO","45","[c]","31050","32000"
"Leaver Dept.","2023","Unknown","Cabinet Office","Finance","SEO/HEO","45","[c]","32960","33250"
"Leaver Dept.","2023","Unknown","Cabinet Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Project Delivery","SEO/HEO","60","[c]","31780","32000"
"Leaver Dept.","2023","Unknown","Cabinet Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Science and Engineering","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Statistics","SEO/HEO","55","[c]","32040","32000"
"Leaver Dept.","2023","Unknown","Cabinet Office","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Unknown","EO","35","[c]","27150","27500"
"Leaver Dept.","2023","Unknown","Cabinet Office","Unknown","G6/G7","90","[c]","58860","56430"
"Leaver Dept.","2023","Unknown","Cabinet Office","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Cabinet Office","Unknown","SEO/HEO","350","[c]","33310","32000"
"Leaver Dept.","2023","Unknown","Chancellor's other departments","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Charity Commission","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Charity Commission","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Competition and Markets Authority","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Policy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","35","[c]","35920","34550"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Policy","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
