"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Unknown","Legal","370","340","51650","54100"
"In post","2023","40-49","Unknown","No function","8610","8050","33750","28130"
"In post","2023","40-49","Unknown","Project Delivery","515","495","49820","45850"
"In post","2023","40-49","Unknown","Property","295","280","35620","31540"
"In post","2023","40-49","Unknown","Security","280","280","37890","36090"
"In post","2023","40-49","Unknown","Unknown","1455","1400","42250","38330"
"In post","2023","40-49","White","Analysis","1515","1415","52010","51060"
"In post","2023","40-49","White","Commercial","1470","1425","52980","47130"
"In post","2023","40-49","White","Communications","770","725","49130","44370"
"In post","2023","40-49","White","Counter Fraud","2595","2460","35520","34170"
"In post","2023","40-49","White","Debt","880","785","25370","22520"
"In post","2023","40-49","White","Digital, Data & Technology","4750","4625","46680","42620"
"In post","2023","40-49","White","Finance","2235","2130","44480","39790"
"In post","2023","40-49","White","Grants Management","540","490","26990","25920"
"In post","2023","40-49","White","Human Resources","2620","2500","42120","38060"
"In post","2023","40-49","White","Internal Audit","115","115","49270","48780"
"In post","2023","40-49","White","Legal","2360","2170","52990","54800"
"In post","2023","40-49","White","No function","50675","47285","35830","30940"
"In post","2023","40-49","White","Project Delivery","4070","3920","49710","45580"
"In post","2023","40-49","White","Property","1385","1345","40520","38420"
"In post","2023","40-49","White","Security","1540","1515","37800","37680"
"In post","2023","40-49","White","Unknown","5675","5410","47750","44890"
"In post","2023","50-59","Asian","Analysis","65","60","48320","43650"
"In post","2023","50-59","Asian","Commercial","75","70","54870","46470"
"In post","2023","50-59","Asian","Communications","20","20","[c]","[c]"
"In post","2023","50-59","Asian","Counter Fraud","330","310","32930","32520"
"In post","2023","50-59","Asian","Debt","175","155","25310","25610"
"In post","2023","50-59","Asian","Digital, Data & Technology","275","275","45360","43000"
"In post","2023","50-59","Asian","Finance","230","225","43170","39780"
"In post","2023","50-59","Asian","Grants Management","10","10","[c]","[c]"
"In post","2023","50-59","Asian","Human Resources","155","150","41110","36800"
"In post","2023","50-59","Asian","Internal Audit","25","25","[c]","[c]"
"In post","2023","50-59","Asian","Legal","240","225","47290","49050"
"In post","2023","50-59","Asian","No function","4225","3910","33230","29750"
"In post","2023","50-59","Asian","Project Delivery","305","295","49030","43760"
"In post","2023","50-59","Asian","Property","95","95","39590","32970"
"In post","2023","50-59","Asian","Security","90","90","31960","26400"
"In post","2023","50-59","Asian","Unknown","95","95","44050","41660"
"In post","2023","50-59","Black","Analysis","40","40","40830","39000"
"In post","2023","50-59","Black","Commercial","70","70","51370","43680"
"In post","2023","50-59","Black","Communications","35","35","41560","36020"
"In post","2023","50-59","Black","Counter Fraud","255","240","32960","32520"
"In post","2023","50-59","Black","Debt","75","70","26750","26920"
"In post","2023","50-59","Black","Digital, Data & Technology","215","215","43960","41870"
"In post","2023","50-59","Black","Finance","165","165","44110","41440"
"In post","2023","50-59","Black","Grants Management","5","5","[c]","[c]"
"In post","2023","50-59","Black","Human Resources","155","150","42070","38540"
"In post","2023","50-59","Black","Internal Audit","10","10","[c]","[c]"
"In post","2023","50-59","Black","Legal","225","215","46930","42240"
"In post","2023","50-59","Black","No function","3810","3670","33690","31280"
"In post","2023","50-59","Black","Project Delivery","180","175","47620","43000"
"In post","2023","50-59","Black","Property","75","75","39680","36660"
"In post","2023","50-59","Black","Security","70","70","34780","31580"
"In post","2023","50-59","Black","Unknown","45","45","42440","42280"
"In post","2023","50-59","Mixed","Analysis","15","15","[c]","[c]"
"In post","2023","50-59","Mixed","Commercial","30","25","[c]","[c]"
"In post","2023","50-59","Mixed","Communications","15","15","[c]","[c]"
"In post","2023","50-59","Mixed","Counter Fraud","70","65","33330","31620"
"In post","2023","50-59","Mixed","Debt","15","15","[c]","[c]"
"In post","2023","50-59","Mixed","Digital, Data & Technology","85","85","47950","46870"
"In post","2023","50-59","Mixed","Finance","35","35","46110","41430"
"In post","2023","50-59","Mixed","Grants Management","15","10","[c]","[c]"
"In post","2023","50-59","Mixed","Human Resources","70","70","40890","35880"
"In post","2023","50-59","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Legal","85","80","55590","59650"
"In post","2023","50-59","Mixed","No function","1115","1040","35310","31280"
"In post","2023","50-59","Mixed","Project Delivery","90","85","48500","43760"
"In post","2023","50-59","Mixed","Property","30","30","38280","37080"
"In post","2023","50-59","Mixed","Security","25","25","[c]","[c]"
"In post","2023","50-59","Mixed","Unknown","40","35","50860","49370"
"In post","2023","50-59","Other ethnicity","Analysis","10","10","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Commercial","5","5","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Counter Fraud","20","20","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Debt","15","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Digital, Data & Technology","35","35","49930","45890"
"In post","2023","50-59","Other ethnicity","Finance","20","20","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Human Resources","20","20","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Internal Audit","10","10","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Legal","25","25","[c]","[c]"
"In post","2023","50-59","Other ethnicity","No function","410","390","36130","32520"
"In post","2023","50-59","Other ethnicity","Project Delivery","30","25","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Property","5","5","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Unknown","15","10","[c]","[c]"
"In post","2023","50-59","Undeclared","Analysis","60","60","50490","49260"
"In post","2023","50-59","Undeclared","Commercial","90","90","54540","55850"
"In post","2023","50-59","Undeclared","Communications","35","35","42140","38220"
"In post","2023","50-59","Undeclared","Counter Fraud","395","375","35570","33850"
"In post","2023","50-59","Undeclared","Debt","95","85","25380","22520"
"In post","2023","50-59","Undeclared","Digital, Data & Technology","460","450","45550","41800"
"In post","2023","50-59","Undeclared","Finance","190","185","40550","36080"
"In post","2023","50-59","Undeclared","Grants Management","50","50","26460","22150"
"In post","2023","50-59","Undeclared","Human Resources","200","190","37590","34170"
"In post","2023","50-59","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","Legal","125","115","51760","54100"
"In post","2023","50-59","Undeclared","No function","4565","4275","33980","29730"
"In post","2023","50-59","Undeclared","Project Delivery","320","310","49090","43960"
"In post","2023","50-59","Undeclared","Property","165","160","41880","37710"
"In post","2023","50-59","Undeclared","Security","190","190","40060","40880"
"In post","2023","50-59","Undeclared","Unknown","220","215","47520","49260"
"In post","2023","50-59","Unknown","Analysis","75","75","50160","43650"
"In post","2023","50-59","Unknown","Commercial","110","110","52050","44750"
"In post","2023","50-59","Unknown","Communications","80","75","47430","43860"
"In post","2023","50-59","Unknown","Counter Fraud","475","450","36960","35000"
"In post","2023","50-59","Unknown","Debt","235","215","24850","22520"
"In post","2023","50-59","Unknown","Digital, Data & Technology","650","635","48440","42770"
"In post","2023","50-59","Unknown","Finance","270","255","40860","36990"
"In post","2023","50-59","Unknown","Grants Management","110","100","28080","25920"
"In post","2023","50-59","Unknown","Human Resources","310","305","44200","40510"
"In post","2023","50-59","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Legal","405","375","52070","55050"
"In post","2023","50-59","Unknown","No function","8240","7645","32410","28120"
"In post","2023","50-59","Unknown","Project Delivery","420","410","50580","45040"
"In post","2023","50-59","Unknown","Property","405","385","36150","32260"
"In post","2023","50-59","Unknown","Security","300","295","34610","27660"
"In post","2023","50-59","Unknown","Unknown","1375","1340","43710","38710"
"In post","2023","50-59","White","Analysis","1025","975","51480","49260"
"In post","2023","50-59","White","Commercial","1500","1465","54420","46340"
"In post","2023","50-59","White","Communications","610","590","44050","39790"
"In post","2023","50-59","White","Counter Fraud","4025","3795","35010","32520"
"In post","2023","50-59","White","Debt","1320","1180","25870","22520"
"In post","2023","50-59","White","Digital, Data & Technology","5155","5020","45510","42050"
"In post","2023","50-59","White","Finance","3025","2855","42220","38470"
"In post","2023","50-59","White","Grants Management","460","425","28020","25920"
"In post","2023","50-59","White","Human Resources","3605","3490","41090","35650"
"In post","2023","50-59","White","Internal Audit","215","205","52130","48780"
"In post","2023","50-59","White","Legal","2520","2355","51180","53750"
"In post","2023","50-59","White","No function","68025","63175","33790","28120"
"In post","2023","50-59","White","Project Delivery","4920","4775","50330","45330"
"In post","2023","50-59","White","Property","2220","2155","40830","37680"
"In post","2023","50-59","White","Security","2695","2655","35700","33060"
"In post","2023","50-59","White","Unknown","5445","5245","48300","45970"
"In post","2023","60-64","Asian","Analysis","5","5","[c]","[c]"
"In post","2023","60-64","Asian","Commercial","10","10","[c]","[c]"
"In post","2023","60-64","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Counter Fraud","95","80","33130","32520"
"In post","2023","60-64","Asian","Debt","55","40","26310","26920"
"In post","2023","60-64","Asian","Digital, Data & Technology","60","55","46910","41510"
"In post","2023","60-64","Asian","Finance","60","60","40610","37520"
"In post","2023","60-64","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Human Resources","40","40","36850","34170"
"In post","2023","60-64","Asian","Internal Audit","10","10","[c]","[c]"
"In post","2023","60-64","Asian","Legal","50","45","45370","35000"
"In post","2023","60-64","Asian","No function","1175","985","31480","28730"
"In post","2023","60-64","Asian","Project Delivery","65","60","48780","42060"
"In post","2023","60-64","Asian","Property","30","30","35540","35810"
"In post","2023","60-64","Asian","Security","45","45","27710","24350"
"In post","2023","60-64","Asian","Unknown","15","10","[c]","[c]"
"In post","2023","60-64","Black","Analysis","10","10","[c]","[c]"
"In post","2023","60-64","Black","Commercial","15","15","[c]","[c]"
"In post","2023","60-64","Black","Communications","5","5","[c]","[c]"
"In post","2023","60-64","Black","Counter Fraud","80","65","30760","31110"
"In post","2023","60-64","Black","Debt","40","35","30170","26920"
"In post","2023","60-64","Black","Digital, Data & Technology","45","45","41540","39790"
"In post","2023","60-64","Black","Finance","35","30","41410","37210"
"In post","2023","60-64","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Human Resources","25","25","[c]","[c]"
"In post","2023","60-64","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Legal","50","50","41440","30560"
"In post","2023","60-64","Black","No function","1235","1120","32100","30170"
"In post","2023","60-64","Black","Project Delivery","50","45","43470","39790"
"In post","2023","60-64","Black","Property","20","15","[c]","[c]"
"In post","2023","60-64","Black","Security","20","20","[c]","[c]"
"In post","2023","60-64","Black","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Commercial","5","5","[c]","[c]"
"In post","2023","60-64","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Counter Fraud","15","10","[c]","[c]"
"In post","2023","60-64","Mixed","Debt","5","5","[c]","[c]"
"In post","2023","60-64","Mixed","Digital, Data & Technology","15","10","[c]","[c]"
"In post","2023","60-64","Mixed","Finance","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Human Resources","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Legal","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","No function","330","280","32990","28120"
"In post","2023","60-64","Mixed","Project Delivery","20","15","[c]","[c]"
"In post","2023","60-64","Mixed","Property","10","5","[c]","[c]"
"In post","2023","60-64","Mixed","Security","5","5","[c]","[c]"
"In post","2023","60-64","Mixed","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Counter Fraud","10","10","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Debt","5","5","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Digital, Data & Technology","10","10","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Finance","5","5","[c]","[c]"
