"Status","Year","Age","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Asian","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","No function","110","[c]","31470","31170"
"Leaver Dept.","2023","20-29","Black","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","No function","125","[c]","33260","31060"
"Leaver Dept.","2023","20-29","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Mixed","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","No function","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","No function","55","[c]","32560","31170"
"Leaver Dept.","2023","20-29","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Analysis","80","[c]","33450","33250"
"Leaver Dept.","2023","20-29","Unknown","Commercial","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","45","[c]","33430","32000"
"Leaver Dept.","2023","20-29","Unknown","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Debt","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data & Technology","65","[c]","34530","32000"
"Leaver Dept.","2023","20-29","Unknown","Finance","65","[c]","33120","33110"
"Leaver Dept.","2023","20-29","Unknown","Grants Management","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","35","[c]","31790","29600"
"Leaver Dept.","2023","20-29","Unknown","Legal","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","No function","675","[c]","33130","31920"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","70","[c]","32550","32000"
"Leaver Dept.","2023","20-29","Unknown","Property","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","355","[c]","32210","32000"
"Leaver Dept.","2023","20-29","White","Analysis","170","[c]","37220","34430"
"Leaver Dept.","2023","20-29","White","Commercial","35","[c]","31050","29090"
"Leaver Dept.","2023","20-29","White","Communications","55","[c]","32140","33310"
"Leaver Dept.","2023","20-29","White","Counter Fraud","60","[c]","28580","28120"
"Leaver Dept.","2023","20-29","White","Debt","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Digital, Data & Technology","75","[c]","34450","33990"
"Leaver Dept.","2023","20-29","White","Finance","45","[c]","35700","32520"
"Leaver Dept.","2023","20-29","White","Grants Management","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Human Resources","145","[c]","31630","30450"
"Leaver Dept.","2023","20-29","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Legal","50","[c]","28000","26950"
"Leaver Dept.","2023","20-29","White","No function","1690","[c]","32350","30190"
"Leaver Dept.","2023","20-29","White","Project Delivery","75","[c]","34410","34110"
"Leaver Dept.","2023","20-29","White","Property","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","White","Security","40","[c]","30770","27930"
"Leaver Dept.","2023","20-29","White","Unknown","150","[c]","33990","32340"
"Leaver Dept.","2023","30-39","Asian","Analysis","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Debt","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Digital, Data & Technology","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Finance","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","No function","285","[c]","35870","31800"
"Leaver Dept.","2023","30-39","Asian","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Digital, Data & Technology","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","No function","125","[c]","33430","32520"
"Leaver Dept.","2023","30-39","Black","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","No function","105","[c]","40810","36460"
"Leaver Dept.","2023","30-39","Mixed","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","No function","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","No function","90","[c]","40870","36110"
"Leaver Dept.","2023","30-39","Undeclared","Project Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Analysis","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Commercial","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Communications","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Debt","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Digital, Data & Technology","45","[c]","38250","34980"
"Leaver Dept.","2023","30-39","Unknown","Finance","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Grants Management","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Human Resources","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Legal","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","No function","510","[c]","40540","36840"
"Leaver Dept.","2023","30-39","Unknown","Project Delivery","40","[c]","37690","33250"
"Leaver Dept.","2023","30-39","Unknown","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Security","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","205","[c]","39380","32960"
"Leaver Dept.","2023","30-39","White","Analysis","100","[c]","46280","43750"
"Leaver Dept.","2023","30-39","White","Commercial","65","[c]","38110","39090"
"Leaver Dept.","2023","30-39","White","Communications","70","[c]","43490","40600"
"Leaver Dept.","2023","30-39","White","Counter Fraud","45","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Debt","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Digital, Data & Technology","145","[c]","41710","38470"
"Leaver Dept.","2023","30-39","White","Finance","75","[c]","44890","44130"
"Leaver Dept.","2023","30-39","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Human Resources","170","[c]","38100","33350"
"Leaver Dept.","2023","30-39","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","White","Legal","55","[c]","46370","50500"
"Leaver Dept.","2023","30-39","White","No function","1695","[c]","38810","34000"
"Leaver Dept.","2023","30-39","White","Project Delivery","105","[c]","42450","39550"
"Leaver Dept.","2023","30-39","White","Property","35","[c]","36240","34100"
"Leaver Dept.","2023","30-39","White","Security","45","[c]","34250","32640"
"Leaver Dept.","2023","30-39","White","Unknown","160","[c]","42340","38160"
"Leaver Dept.","2023","40-49","Asian","Analysis","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Digital, Data & Technology","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","No function","185","[c]","36190","30280"
"Leaver Dept.","2023","40-49","Asian","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","No function","95","[c]","33970","31060"
"Leaver Dept.","2023","40-49","Black","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","No function","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","No function","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Digital, Data & Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","No function","60","[c]","35070","28120"
"Leaver Dept.","2023","40-49","Undeclared","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Counter Fraud","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Debt","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Digital, Data & Technology","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Human Resources","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","No function","250","[c]","43790","34570"
"Leaver Dept.","2023","40-49","Unknown","Project Delivery","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Unknown","75","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Analysis","40","[c]","47370","43650"
"Leaver Dept.","2023","40-49","White","Commercial","50","[c]","43430","41880"
"Leaver Dept.","2023","40-49","White","Communications","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Counter Fraud","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Debt","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Digital, Data & Technology","130","[c]","47150","43530"
"Leaver Dept.","2023","40-49","White","Finance","75","[c]","48000","38470"
"Leaver Dept.","2023","40-49","White","Grants Management","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Human Resources","120","[c]","41650","37700"
"Leaver Dept.","2023","40-49","White","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Legal","40","[c]","56210","58860"
"Leaver Dept.","2023","40-49","White","No function","1140","[c]","39360","31380"
"Leaver Dept.","2023","40-49","White","Project Delivery","80","[c]","47250","42330"
"Leaver Dept.","2023","40-49","White","Property","35","[c]","36450","32780"
"Leaver Dept.","2023","40-49","White","Security","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","95","[c]","46470","39830"
"Leaver Dept.","2023","50-59","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Digital, Data & Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","No function","60","[c]","40780","31030"
"Leaver Dept.","2023","50-59","Asian","Project Delivery","5","[c]","[c]","[c]"
