"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","No function","The National Archives","London","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","No function","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Project Delivery","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Property","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Royal Fleet Auxiliary","Unknown","10","[c]","17650","16680"
"Leaver CS","2023","16-19","Unknown","Scottish Government (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Social Security Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Central Civil Service Fast Stream","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Defence Science and Technology Laboratory","South East (England)","35","[c]","27950","30650"
"Leaver CS","2023","20-29","Analysis","Defence Science and Technology Laboratory","South West (England)","55","[c]","26440","25560"
"Leaver CS","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","[c]","31340","30590"
"Leaver CS","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","London","10","[c]","32000","18370"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for International Trade","London","20","[c]","35570","31800"
"Leaver CS","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","15","[c]","31200","27850"
"Leaver CS","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Estyn","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Government Actuary's Department","London","10","[c]","35280","35980"
"Leaver CS","2023","20-29","Analysis","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","North West (England)","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","HM Treasury (excl. agencies)","London","35","[c]","27050","23210"
"Leaver CS","2023","20-29","Analysis","HM Treasury (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","London","35","[c]","29320","23500"
"Leaver CS","2023","20-29","Analysis","Home Office","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","South East (England)","15","[c]","25490","21380"
"Leaver CS","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","London","20","[c]","37610","34830"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","National Savings and Investments","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","London","15","[c]","34940","33710"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","South East (England)","10","[c]","26170","27770"
"Leaver CS","2023","20-29","Analysis","UK Statistics Authority","Wales","60","[c]","23700","19860"
"Leaver CS","2023","20-29","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Building Digital UK","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Central Civil Service Fast Stream","London","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Crown Commercial Service","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Defence Equipment and Support","South West (England)","20","[c]","29420","27470"
"Leaver CS","2023","20-29","Commercial","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Government Commercial Organisation","London","10","[c]","60410","60850"
"Leaver CS","2023","20-29","Commercial","Government Commercial Organisation","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","HM Revenue and Customs (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Commercial","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
