"Status","Year","Profession_of_post","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Knowledge and Information Management","Inner London - East","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Inner London - West","London","Female","35","[c]","35340","35010"
"New entrant CS","2023","Knowledge and Information Management","Inner London - West","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Lancashire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Merseyside","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Northumberland, and Tyne and Wear","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Outer London - South","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Outer London - South","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Outer London - West and North West","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Outer London - West and North West","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Shropshire and Staffordshire","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Shropshire and Staffordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Tees Valley and Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","West Central Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","West Midlands","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","West Midlands","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","West Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","West Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Bedfordshire and Hertfordshire","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Cheshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Derbyshire and Nottinghamshire","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Devon","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","East Anglia","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","East Wales","Outside London","Female","35","[c]","45010","49050"
"New entrant CS","2023","Legal","East Wales","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Eastern Scotland","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Eastern Scotland","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Essex","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Greater Manchester","Outside London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Greater Manchester","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Hampshire and Isle of Wight","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Hampshire and Isle of Wight","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Inner London - East","London","Female","50","[c]","50240","55000"
"New entrant CS","2023","Legal","Inner London - East","London","Male","30","[c]","52020","55870"
"New entrant CS","2023","Legal","Inner London - West","London","Female","185","[c]","44590","45230"
"New entrant CS","2023","Legal","Inner London - West","London","Male","90","[c]","46740","51260"
"New entrant CS","2023","Legal","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Lancashire","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Lancashire","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Leicestershire, Rutland and Northamptonshire","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Merseyside","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Merseyside","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","North Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","North Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Northumberland, and Tyne and Wear","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Northumberland, and Tyne and Wear","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Outer London - South","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Outer London - South","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Shropshire and Staffordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Shropshire and Staffordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South Yorkshire","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Southern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Surrey, East and West Sussex","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Tees Valley and Durham","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Central Scotland","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Central Scotland","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Midlands","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Midlands","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Wales and The Valleys","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Wales and The Valleys","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Yorkshire","Outside London","Female","50","[c]","44320","49020"
"New entrant CS","2023","Legal","West Yorkshire","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Derbyshire and Nottinghamshire","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Dorset and Somerset","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","East Anglia","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","East Anglia","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","East Wales","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","East Wales","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Essex","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","35","[c]","41170","33710"
"New entrant CS","2023","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Greater Manchester","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Greater Manchester","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Hampshire and Isle of Wight","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Hampshire and Isle of Wight","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Inner London - East","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Inner London - East","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Inner London - West","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Inner London - West","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Lancashire","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Lincolnshire","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","North Yorkshire","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","North Yorkshire","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Northumberland, and Tyne and Wear","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Outer London - West and North West","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Outer London - West and North West","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Shropshire and Staffordshire","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Shropshire and Staffordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Surrey, East and West Sussex","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Central Scotland","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Midlands","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Midlands","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","West Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","Bedfordshire and Hertfordshire","Outside London","Female","255","[c]","25900","23640"
"New entrant CS","2023","Operational Delivery","Bedfordshire and Hertfordshire","Outside London","Male","175","[c]","28150","28120"
"New entrant CS","2023","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","330","[c]","25870","23640"
"New entrant CS","2023","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","280","[c]","29640","30880"
"New entrant CS","2023","Operational Delivery","Cheshire","Outside London","Female","240","[c]","27000","23850"
"New entrant CS","2023","Operational Delivery","Cheshire","Outside London","Male","175","[c]","29800","28880"
"New entrant CS","2023","Operational Delivery","Cornwall and Isles of Scilly","Outside London","Female","40","[c]","23350","23250"
"New entrant CS","2023","Operational Delivery","Cornwall and Isles of Scilly","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","Cumbria","Outside London","Female","145","[c]","23180","22150"
"New entrant CS","2023","Operational Delivery","Cumbria","Outside London","Male","100","[c]","24010","22150"
"New entrant CS","2023","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","Female","700","[c]","24390","22520"
"New entrant CS","2023","Operational Delivery","Derbyshire and Nottinghamshire","Outside London","Male","465","[c]","25500","23230"
"New entrant CS","2023","Operational Delivery","Devon","Outside London","Female","295","[c]","25000","23310"
"New entrant CS","2023","Operational Delivery","Devon","Outside London","Male","230","[c]","25950","23640"
"New entrant CS","2023","Operational Delivery","Dorset and Somerset","Outside London","Female","180","[c]","24540","23640"
"New entrant CS","2023","Operational Delivery","Dorset and Somerset","Outside London","Male","135","[c]","25920","25920"
"New entrant CS","2023","Operational Delivery","East Anglia","Outside London","Female","600","[c]","24520","23230"
"New entrant CS","2023","Operational Delivery","East Anglia","Outside London","Male","495","[c]","26530","26900"
"New entrant CS","2023","Operational Delivery","East Wales","Outside London","Female","690","[c]","24610","22520"
"New entrant CS","2023","Operational Delivery","East Wales","Outside London","Male","515","[c]","26250","23640"
"New entrant CS","2023","Operational Delivery","East Yorkshire and Northern Lincolnshire","Outside London","Female","235","[c]","24920","23640"
"New entrant CS","2023","Operational Delivery","East Yorkshire and Northern Lincolnshire","Outside London","Male","210","[c]","27440","28880"
"New entrant CS","2023","Operational Delivery","Eastern Scotland","Outside London","Female","320","[c]","24850","23190"
"New entrant CS","2023","Operational Delivery","Eastern Scotland","Outside London","Male","260","[c]","26850","24710"
"New entrant CS","2023","Operational Delivery","Essex","Outside London","Female","240","[c]","24440","23640"
"New entrant CS","2023","Operational Delivery","Essex","Outside London","Male","190","[c]","25870","25750"
"New entrant CS","2023","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","630","[c]","26290","23640"
"New entrant CS","2023","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","465","[c]","29110","26590"
"New entrant CS","2023","Operational Delivery","Greater Manchester","Outside London","Female","815","[c]","24360","23640"
"New entrant CS","2023","Operational Delivery","Greater Manchester","Outside London","Male","605","[c]","25370","23640"
"New entrant CS","2023","Operational Delivery","Hampshire and Isle of Wight","Outside London","Female","620","[c]","24210","22520"
"New entrant CS","2023","Operational Delivery","Hampshire and Isle of Wight","Outside London","Male","530","[c]","25520","23230"
"New entrant CS","2023","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","185","[c]","24310","23640"
"New entrant CS","2023","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","145","[c]","26100","26780"
"New entrant CS","2023","Operational Delivery","Highlands and Islands","Outside London","Female","35","[c]","24570","22360"
"New entrant CS","2023","Operational Delivery","Highlands and Islands","Outside London","Male","40","[c]","26010","24710"
"New entrant CS","2023","Operational Delivery","Inner London - East","London","Female","500","[c]","30420","27640"
"New entrant CS","2023","Operational Delivery","Inner London - East","London","Male","350","[c]","32140","28000"
"New entrant CS","2023","Operational Delivery","Inner London - West","London","Female","645","[c]","31600","28400"
"New entrant CS","2023","Operational Delivery","Inner London - West","London","Male","475","[c]","34650","32300"
"New entrant CS","2023","Operational Delivery","Kent","Outside London","Female","540","[c]","25450","24570"
"New entrant CS","2023","Operational Delivery","Kent","Outside London","Male","590","[c]","26640","25750"
"New entrant CS","2023","Operational Delivery","Lancashire","Outside London","Female","515","[c]","24340","23640"
"New entrant CS","2023","Operational Delivery","Lancashire","Outside London","Male","425","[c]","25510","23640"
"New entrant CS","2023","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","Female","405","[c]","23870","22400"
"New entrant CS","2023","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","Male","310","[c]","26020","24070"
"New entrant CS","2023","Operational Delivery","Lincolnshire","Outside London","Female","155","[c]","24810","23640"
"New entrant CS","2023","Operational Delivery","Lincolnshire","Outside London","Male","135","[c]","27040","28880"
"New entrant CS","2023","Operational Delivery","Merseyside","Outside London","Female","1480","[c]","23620","22400"
"New entrant CS","2023","Operational Delivery","Merseyside","Outside London","Male","1015","[c]","23860","22400"
"New entrant CS","2023","Operational Delivery","North Eastern Scotland","Outside London","Female","35","[c]","27070","25210"
"New entrant CS","2023","Operational Delivery","North Eastern Scotland","Outside London","Male","45","[c]","28010","25730"
"New entrant CS","2023","Operational Delivery","North Yorkshire","Outside London","Female","135","[c]","23600","22220"
"New entrant CS","2023","Operational Delivery","North Yorkshire","Outside London","Male","100","[c]","25630","23640"
"New entrant CS","2023","Operational Delivery","Northern Ireland","Outside London","Female","210","[c]","24030","22520"
"New entrant CS","2023","Operational Delivery","Northern Ireland","Outside London","Male","190","[c]","25320","22520"
"New entrant CS","2023","Operational Delivery","Northumberland, and Tyne and Wear","Outside London","Female","675","[c]","23700","22520"
"New entrant CS","2023","Operational Delivery","Northumberland, and Tyne and Wear","Outside London","Male","490","[c]","24830","22520"
"New entrant CS","2023","Operational Delivery","Outer London - East and North East","London","Female","140","[c]","28800","27640"
"New entrant CS","2023","Operational Delivery","Outer London - East and North East","London","Male","125","[c]","31410","31800"
"New entrant CS","2023","Operational Delivery","Outer London - South","London","Female","495","[c]","27770","26400"
"New entrant CS","2023","Operational Delivery","Outer London - South","London","Male","290","[c]","28410","26920"
"New entrant CS","2023","Operational Delivery","Outer London - West and North West","London","Female","465","[c]","29710","29750"
"New entrant CS","2023","Operational Delivery","Outer London - West and North West","London","Male","455","[c]","30160","29750"
"New entrant CS","2023","Operational Delivery","Overseas","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","Overseas","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","Shropshire and Staffordshire","Outside London","Female","390","[c]","25340","23640"
"New entrant CS","2023","Operational Delivery","Shropshire and Staffordshire","Outside London","Male","290","[c]","27320","28120"
"New entrant CS","2023","Operational Delivery","South Yorkshire","Outside London","Female","675","[c]","24770","23640"
"New entrant CS","2023","Operational Delivery","South Yorkshire","Outside London","Male","515","[c]","25170","25750"
"New entrant CS","2023","Operational Delivery","Southern Scotland","Outside London","Female","210","[c]","23420","22520"
"New entrant CS","2023","Operational Delivery","Southern Scotland","Outside London","Male","170","[c]","23930","22520"
"New entrant CS","2023","Operational Delivery","Surrey, East and West Sussex","Outside London","Female","395","[c]","26870","25760"
"New entrant CS","2023","Operational Delivery","Surrey, East and West Sussex","Outside London","Male","320","[c]","28300","26880"
"New entrant CS","2023","Operational Delivery","Tees Valley and Durham","Outside London","Female","610","[c]","25080","23230"
"New entrant CS","2023","Operational Delivery","Tees Valley and Durham","Outside London","Male","515","[c]","26210","25750"
"New entrant CS","2023","Operational Delivery","Unknown","Unknown","Female","60","[c]","24680","24070"
"New entrant CS","2023","Operational Delivery","Unknown","Unknown","Male","75","[c]","27600","25750"
"New entrant CS","2023","Operational Delivery","West Central Scotland","Outside London","Female","560","[c]","24340","22400"
"New entrant CS","2023","Operational Delivery","West Central Scotland","Outside London","Male","505","[c]","24950","22520"
"New entrant CS","2023","Operational Delivery","West Midlands","Outside London","Female","930","[c]","24450","22520"
"New entrant CS","2023","Operational Delivery","West Midlands","Outside London","Male","660","[c]","25360","22520"
"New entrant CS","2023","Operational Delivery","West Wales and The Valleys","Outside London","Female","710","[c]","22990","22500"
"New entrant CS","2023","Operational Delivery","West Wales and The Valleys","Outside London","Male","435","[c]","23680","22500"
"New entrant CS","2023","Operational Delivery","West Yorkshire","Outside London","Female","810","[c]","25160","23640"
"New entrant CS","2023","Operational Delivery","West Yorkshire","Outside London","Male","675","[c]","25560","24070"
"New entrant CS","2023","Operational Research","Derbyshire and Nottinghamshire","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","East Anglia","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","East Wales","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","East Wales","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","Greater Manchester","Outside London","Female","[c]","[c]","[c]","[c]"
