"Status","Year","Age","Disability","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Undeclared","No function","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","No function","Ministry of Justice","245","[c]","28280","21780"
"Leaver CS","2023","50-59","Undeclared","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Project Delivery","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Property","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Security","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Analysis","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Cabinet Office","30","[c]","76990","70450"
"Leaver CS","2023","50-59","Unknown","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Counter Fraud","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Counter Fraud","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Debt","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Debt","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Ministry of Defence","50","[c]","39980","33000"
"Leaver CS","2023","50-59","Unknown","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Legal","Attorney General's Departments","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Cabinet Office","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Department for Transport","90","[c]","27190","26780"
"Leaver CS","2023","50-59","Unknown","No function","Department for Work and Pensions","70","[c]","25730","27570"
"Leaver CS","2023","50-59","Unknown","No function","Department of Health and Social Care","130","[c]","53510","46580"
"Leaver CS","2023","50-59","Unknown","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","HM Land Registry","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","HM Revenue and Customs","125","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Home Office","135","[c]","27800","25880"
"Leaver CS","2023","50-59","Unknown","No function","Ministry of Defence","55","[c]","38530","33290"
"Leaver CS","2023","50-59","Unknown","No function","Ministry of Justice","220","[c]","26500","21780"
"Leaver CS","2023","50-59","Unknown","No function","National Crime Agency","50","[c]","41090","40170"
"Leaver CS","2023","50-59","Unknown","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","Scottish Government","85","[c]","35140","37060"
"Leaver CS","2023","50-59","Unknown","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","No function","UK Statistics Authority","40","[c]","23460","21200"
"Leaver CS","2023","50-59","Unknown","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Property","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Security","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Security","Ministry of Defence","45","[c]","32420","27500"
"Leaver CS","2023","50-59","Unknown","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Foreign, Commonwealth and Development Office","75","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Ministry of Defence","45","[c]","44940","44000"
"Leaver CS","2023","50-59","Unknown","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Scottish Government","60","[c]","42030","38330"
"Leaver CS","2023","50-59","Unknown","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Counter Fraud","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Counter Fraud","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Debt","Department for Work and Pensions","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Debt","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Department for Work and Pensions","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Ministry of Defence","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Legal","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
