"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","AA/AO","Female","35","[c]","22850","21780"
"New entrant CS","2023","Undeclared","West Midlands (England)","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East Midlands (England)","AA/AO","Female","410","[c]","23110","22520"
"New entrant CS","2023","Unknown","East Midlands (England)","AA/AO","Male","340","[c]","24700","22520"
"New entrant CS","2023","Unknown","East Midlands (England)","EO","Female","70","[c]","28300","27650"
"New entrant CS","2023","Unknown","East Midlands (England)","EO","Male","75","[c]","27790","27080"
"New entrant CS","2023","Unknown","East Midlands (England)","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East Midlands (England)","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East Midlands (England)","SEO/HEO","Female","70","[c]","36940","34850"
"New entrant CS","2023","Unknown","East Midlands (England)","SEO/HEO","Male","65","[c]","35730","34090"
"New entrant CS","2023","Unknown","East Midlands (England)","Unknown","Female","65","[c]","22000","23640"
"New entrant CS","2023","Unknown","East Midlands (England)","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East of England","AA/AO","Female","320","[c]","23230","22400"
"New entrant CS","2023","Unknown","East of England","AA/AO","Male","300","[c]","24810","22400"
"New entrant CS","2023","Unknown","East of England","EO","Female","95","[c]","27740","26780"
"New entrant CS","2023","Unknown","East of England","EO","Male","130","[c]","27770","26780"
"New entrant CS","2023","Unknown","East of England","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East of England","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","East of England","SEO/HEO","Female","65","[c]","36880","36950"
"New entrant CS","2023","Unknown","East of England","SEO/HEO","Male","70","[c]","38740","38640"
"New entrant CS","2023","Unknown","East of England","Unknown","Female","75","[c]","21930","23640"
"New entrant CS","2023","Unknown","East of England","Unknown","Male","35","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","AA/AO","Female","860","[c]","26550","26400"
"New entrant CS","2023","Unknown","London","AA/AO","Male","645","[c]","27300","26400"
"New entrant CS","2023","Unknown","London","EO","Female","825","[c]","29550","29750"
"New entrant CS","2023","Unknown","London","EO","Male","700","[c]","29740","29750"
"New entrant CS","2023","Unknown","London","G6/G7","Female","205","[c]","60760","56480"
"New entrant CS","2023","Unknown","London","G6/G7","Male","200","[c]","61920","59180"
"New entrant CS","2023","Unknown","London","SCS level","Female","30","[c]","106930","97210"
"New entrant CS","2023","Unknown","London","SCS level","Male","50","[c]","104880","93380"
"New entrant CS","2023","Unknown","London","SEO/HEO","Female","890","[c]","36400","36000"
"New entrant CS","2023","Unknown","London","SEO/HEO","Male","760","[c]","36800","36000"
"New entrant CS","2023","Unknown","London","Unknown","Female","100","[c]","25750","27640"
"New entrant CS","2023","Unknown","London","Unknown","Male","40","[c]","25520","27640"
"New entrant CS","2023","Unknown","North East (England)","AA/AO","Female","425","[c]","23170","22520"
"New entrant CS","2023","Unknown","North East (England)","AA/AO","Male","340","[c]","23790","22520"
"New entrant CS","2023","Unknown","North East (England)","EO","Female","130","[c]","26120","25850"
"New entrant CS","2023","Unknown","North East (England)","EO","Male","135","[c]","26720","25880"
"New entrant CS","2023","Unknown","North East (England)","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","North East (England)","G6/G7","Male","30","[c]","54380","53000"
"New entrant CS","2023","Unknown","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","North East (England)","SEO/HEO","Female","65","[c]","35970","34910"
"New entrant CS","2023","Unknown","North East (England)","SEO/HEO","Male","85","[c]","35840","34400"
"New entrant CS","2023","Unknown","North East (England)","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","North East (England)","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","North West (England)","AA/AO","Female","1260","[c]","22750","22400"
"New entrant CS","2023","Unknown","North West (England)","AA/AO","Male","940","[c]","23240","22400"
"New entrant CS","2023","Unknown","North West (England)","EO","Female","500","[c]","26290","25750"
"New entrant CS","2023","Unknown","North West (England)","EO","Male","485","[c]","26710","25750"
"New entrant CS","2023","Unknown","North West (England)","G6/G7","Female","50","[c]","54990","53710"
"New entrant CS","2023","Unknown","North West (England)","G6/G7","Male","55","[c]","56760","54500"
"New entrant CS","2023","Unknown","North West (England)","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","North West (England)","SEO/HEO","Female","215","[c]","34690","33830"
"New entrant CS","2023","Unknown","North West (England)","SEO/HEO","Male","220","[c]","35850","34400"
"New entrant CS","2023","Unknown","North West (England)","Unknown","Female","165","[c]","22880","23640"
"New entrant CS","2023","Unknown","North West (England)","Unknown","Male","65","[c]","26070","23640"
"New entrant CS","2023","Unknown","Northern Ireland","AA/AO","Female","120","[c]","22420","22400"
"New entrant CS","2023","Unknown","Northern Ireland","AA/AO","Male","95","[c]","22470","22400"
"New entrant CS","2023","Unknown","Northern Ireland","EO","Female","45","[c]","25890","25750"
"New entrant CS","2023","Unknown","Northern Ireland","EO","Male","65","[c]","28400","25750"
"New entrant CS","2023","Unknown","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Northern Ireland","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scotland","AA/AO","Female","1115","[c]","22910","22220"
"New entrant CS","2023","Unknown","Scotland","AA/AO","Male","955","[c]","23560","22400"
"New entrant CS","2023","Unknown","Scotland","EO","Female","485","[c]","28830","29100"
"New entrant CS","2023","Unknown","Scotland","EO","Male","430","[c]","28740","29100"
"New entrant CS","2023","Unknown","Scotland","G6/G7","Female","105","[c]","58350","52360"
"New entrant CS","2023","Unknown","Scotland","G6/G7","Male","100","[c]","58750","54870"
"New entrant CS","2023","Unknown","Scotland","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scotland","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scotland","SEO/HEO","Female","380","[c]","37540","35020"
"New entrant CS","2023","Unknown","Scotland","SEO/HEO","Male","305","[c]","38180","35570"
"New entrant CS","2023","Unknown","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scotland","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","South East (England)","AA/AO","Female","615","[c]","23180","22400"
"New entrant CS","2023","Unknown","South East (England)","AA/AO","Male","690","[c]","24740","22520"
"New entrant CS","2023","Unknown","South East (England)","EO","Female","300","[c]","27300","25880"
"New entrant CS","2023","Unknown","South East (England)","EO","Male","420","[c]","27390","26230"
"New entrant CS","2023","Unknown","South East (England)","G6/G7","Female","60","[c]","59610","54090"
"New entrant CS","2023","Unknown","South East (England)","G6/G7","Male","80","[c]","58310","54680"
"New entrant CS","2023","Unknown","South East (England)","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","South East (England)","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","South East (England)","SEO/HEO","Female","235","[c]","34730","33830"
"New entrant CS","2023","Unknown","South East (England)","SEO/HEO","Male","295","[c]","34870","33830"
"New entrant CS","2023","Unknown","South East (England)","Unknown","Female","125","[c]","22530","23640"
"New entrant CS","2023","Unknown","South East (England)","Unknown","Male","35","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","South West (England)","AA/AO","Female","500","[c]","22820","22220"
"New entrant CS","2023","Unknown","South West (England)","AA/AO","Male","615","[c]","23400","22400"
"New entrant CS","2023","Unknown","South West (England)","EO","Female","225","[c]","26770","27080"
"New entrant CS","2023","Unknown","South West (England)","EO","Male","190","[c]","27240","27080"
"New entrant CS","2023","Unknown","South West (England)","G6/G7","Female","80","[c]","56430","54440"
"New entrant CS","2023","Unknown","South West (England)","G6/G7","Male","120","[c]","56210","53500"
"New entrant CS","2023","Unknown","South West (England)","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","South West (England)","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","South West (England)","SEO/HEO","Female","370","[c]","34810","33830"
"New entrant CS","2023","Unknown","South West (England)","SEO/HEO","Male","465","[c]","35670","33990"
"New entrant CS","2023","Unknown","South West (England)","Unknown","Female","110","[c]","24690","23640"
"New entrant CS","2023","Unknown","South West (England)","Unknown","Male","95","[c]","32400","27200"
"New entrant CS","2023","Unknown","Unknown","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","EO","Male","35","[c]","27900","25750"
"New entrant CS","2023","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
