"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Overseas","G6/G7","Male","340","335","61850","59770"
"In post","2023","Unknown","Overseas","SCS level","Female","45","45","81390","76780"
"In post","2023","Unknown","Overseas","SCS level","Male","40","40","89030","78900"
"In post","2023","Unknown","Overseas","SEO/HEO","Female","235","230","48310","45690"
"In post","2023","Unknown","Overseas","SEO/HEO","Male","225","225","46920","43690"
"In post","2023","Unknown","Overseas","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","AA/AO","Female","3170","2855","24090","22920"
"In post","2023","Unknown","Scotland","AA/AO","Male","3105","2995","25590","24710"
"In post","2023","Unknown","Scotland","EO","Female","2350","2210","30990","29730"
"In post","2023","Unknown","Scotland","EO","Male","2655","2535","32920","31970"
"In post","2023","Unknown","Scotland","G6/G7","Female","945","900","63190","61290"
"In post","2023","Unknown","Scotland","G6/G7","Male","885","870","63710","63860"
"In post","2023","Unknown","Scotland","SCS level","Female","60","60","86930","85200"
"In post","2023","Unknown","Scotland","SCS level","Male","45","45","94410","85200"
"In post","2023","Unknown","Scotland","SEO/HEO","Female","2155","2045","40030","38330"
"In post","2023","Unknown","Scotland","SEO/HEO","Male","2170","2085","41180","41640"
"In post","2023","Unknown","Scotland","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Scotland","Unknown","Male","15","15","[c]","[c]"
"In post","2023","Unknown","South East (England)","AA/AO","Female","1250","1095","23660","22500"
"In post","2023","Unknown","South East (England)","AA/AO","Male","1485","1405","26320","23230"
"In post","2023","Unknown","South East (England)","EO","Female","940","890","28550","27080"
"In post","2023","Unknown","South East (England)","EO","Male","1255","1215","28990","27080"
"In post","2023","Unknown","South East (England)","G6/G7","Female","320","295","58780","54440"
"In post","2023","Unknown","South East (England)","G6/G7","Male","415","405","58490","56180"
"In post","2023","Unknown","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","SCS level","Female","25","20","[c]","[c]"
"In post","2023","Unknown","South East (England)","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Unknown","South East (England)","SEO/HEO","Female","830","790","36740","35830"
"In post","2023","Unknown","South East (England)","SEO/HEO","Male","965","945","37300","36990"
"In post","2023","Unknown","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Unknown","Female","325","300","27250","25300"
"In post","2023","Unknown","South East (England)","Unknown","Male","130","115","27380","25300"
"In post","2023","Unknown","South West (England)","AA/AO","Female","950","880","23050","22330"
"In post","2023","Unknown","South West (England)","AA/AO","Male","1175","1155","24420","22520"
"In post","2023","Unknown","South West (England)","EO","Female","695","650","28160","27470"
"In post","2023","Unknown","South West (England)","EO","Male","655","640","28600","27610"
"In post","2023","Unknown","South West (England)","G6/G7","Female","420","390","57540","55110"
"In post","2023","Unknown","South West (England)","G6/G7","Male","715","690","57480","55780"
"In post","2023","Unknown","South West (England)","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Unknown","South West (England)","SCS level","Male","40","40","103740","101090"
"In post","2023","Unknown","South West (England)","SEO/HEO","Female","1070","1005","36280","34850"
"In post","2023","Unknown","South West (England)","SEO/HEO","Male","1540","1520","37450","37300"
"In post","2023","Unknown","South West (England)","Unknown","Female","260","235","29460","25300"
"In post","2023","Unknown","South West (England)","Unknown","Male","285","275","38720","32500"
"In post","2023","Unknown","Unknown","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Female","35","30","27620","25880"
"In post","2023","Unknown","Unknown","EO","Male","55","45","27760","25750"
"In post","2023","Unknown","Unknown","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Male","55","50","46020","45700"
"In post","2023","Unknown","Unknown","Unknown","Female","175","175","37800","36860"
"In post","2023","Unknown","Unknown","Unknown","Male","1530","1530","42370","40530"
"In post","2023","Unknown","Wales","AA/AO","Female","1245","1085","22440","22500"
"In post","2023","Unknown","Wales","AA/AO","Male","880","845","23200","22520"
"In post","2023","Unknown","Wales","EO","Female","710","665","27390","27650"
"In post","2023","Unknown","Wales","EO","Male","665","655","27600","27890"
"In post","2023","Unknown","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Wales","G6/G7","Female","275","260","58220","56450"
"In post","2023","Unknown","Wales","G6/G7","Male","345","340","59240","57970"
"In post","2023","Unknown","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Wales","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Wales","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Wales","SEO/HEO","Female","805","770","36430","35000"
"In post","2023","Unknown","Wales","SEO/HEO","Male","940","930","37380","36590"
"In post","2023","Unknown","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Wales","Unknown","Female","185","170","26170","24570"
"In post","2023","Unknown","Wales","Unknown","Male","90","85","27530","26840"
"In post","2023","Unknown","West Midlands (England)","AA/AO","Female","1060","985","23090","22400"
"In post","2023","Unknown","West Midlands (England)","AA/AO","Male","890","860","24340","22520"
"In post","2023","Unknown","West Midlands (England)","EO","Female","810","770","28100","27650"
"In post","2023","Unknown","West Midlands (England)","EO","Male","690","675","28740","27890"
"In post","2023","Unknown","West Midlands (England)","G6/G7","Female","245","230","57080","55110"
"In post","2023","Unknown","West Midlands (England)","G6/G7","Male","260","255","59030","57970"
"In post","2023","Unknown","West Midlands (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","SEO/HEO","Female","755","725","36350","35000"
"In post","2023","Unknown","West Midlands (England)","SEO/HEO","Male","795","785","37460","36300"
"In post","2023","Unknown","West Midlands (England)","Unknown","Female","245","215","26820","24570"
"In post","2023","Unknown","West Midlands (England)","Unknown","Male","85","65","27430","24570"
"In post","2023","Unknown","Yorkshire and The Humber","AA/AO","Female","1150","1060","23420","22520"
"In post","2023","Unknown","Yorkshire and The Humber","AA/AO","Male","1240","1215","24620","22520"
"In post","2023","Unknown","Yorkshire and The Humber","EO","Female","1050","995","27280","26780"
"In post","2023","Unknown","Yorkshire and The Humber","EO","Male","1070","1055","27500","27060"
"In post","2023","Unknown","Yorkshire and The Humber","G6/G7","Female","360","340","56750","54000"
"In post","2023","Unknown","Yorkshire and The Humber","G6/G7","Male","365","360","56890","54530"
"In post","2023","Unknown","Yorkshire and The Humber","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","SEO/HEO","Female","880","850","35720","35000"
"In post","2023","Unknown","Yorkshire and The Humber","SEO/HEO","Male","880","865","36450","35000"
"In post","2023","Unknown","Yorkshire and The Humber","Unknown","Female","210","190","26610","25270"
"In post","2023","Unknown","Yorkshire and The Humber","Unknown","Male","95","85","26890","24940"
"Leaver CS","2023","Declared disabled","East Midlands (England)","AA/AO","Female","65","[c]","21630","21690"
"Leaver CS","2023","Declared disabled","East Midlands (England)","AA/AO","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","EO","Female","60","[c]","27540","27570"
"Leaver CS","2023","Declared disabled","East Midlands (England)","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","AA/AO","Female","70","[c]","23010","22400"
"Leaver CS","2023","Declared disabled","East of England","AA/AO","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","EO","Female","60","[c]","28910","28480"
"Leaver CS","2023","Declared disabled","East of England","EO","Male","35","[c]","28490","28120"
"Leaver CS","2023","Declared disabled","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","AA/AO","Female","90","[c]","24870","25060"
"Leaver CS","2023","Declared disabled","London","AA/AO","Male","65","[c]","23870","25480"
"Leaver CS","2023","Declared disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","EO","Female","145","[c]","30580","31060"
"Leaver CS","2023","Declared disabled","London","EO","Male","95","[c]","30860","31060"
"Leaver CS","2023","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","G6/G7","Female","100","[c]","61280","60570"
"Leaver CS","2023","Declared disabled","London","G6/G7","Male","90","[c]","60990","57800"
"Leaver CS","2023","Declared disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Female","145","[c]","38110","37420"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Male","95","[c]","39180","38400"
"Leaver CS","2023","Declared disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","AA/AO","Female","95","[c]","21490","21690"
"Leaver CS","2023","Declared disabled","North East (England)","AA/AO","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","EO","Female","55","[c]","27190","28120"
"Leaver CS","2023","Declared disabled","North East (England)","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","AA/AO","Female","200","[c]","21540","21690"
"Leaver CS","2023","Declared disabled","North West (England)","AA/AO","Male","115","[c]","21470","21690"
"Leaver CS","2023","Declared disabled","North West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","EO","Female","95","[c]","27410","28120"
"Leaver CS","2023","Declared disabled","North West (England)","EO","Male","60","[c]","27660","28120"
"Leaver CS","2023","Declared disabled","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","SEO/HEO","Female","65","[c]","35490","34290"
"Leaver CS","2023","Declared disabled","North West (England)","SEO/HEO","Male","40","[c]","37540","38030"
"Leaver CS","2023","Declared disabled","North West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","AA/AO","Female","105","[c]","22730","21690"
"Leaver CS","2023","Declared disabled","Scotland","AA/AO","Male","75","[c]","23460","21690"
"Leaver CS","2023","Declared disabled","Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","EO","Female","60","[c]","28770","28120"
"Leaver CS","2023","Declared disabled","Scotland","EO","Male","55","[c]","31670","29130"
"Leaver CS","2023","Declared disabled","Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","SEO/HEO","Female","35","[c]","38490","38330"
"Leaver CS","2023","Declared disabled","Scotland","SEO/HEO","Male","40","[c]","41330","38330"
"Leaver CS","2023","Declared disabled","Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","AA/AO","Female","125","[c]","22470","21690"
"Leaver CS","2023","Declared disabled","South East (England)","AA/AO","Male","95","[c]","24560","22220"
"Leaver CS","2023","Declared disabled","South East (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","EO","Female","95","[c]","28410","28120"
"Leaver CS","2023","Declared disabled","South East (England)","EO","Male","75","[c]","28490","28120"
"Leaver CS","2023","Declared disabled","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","SEO/HEO","Female","45","[c]","36860","35990"
"Leaver CS","2023","Declared disabled","South East (England)","SEO/HEO","Male","50","[c]","37020","35470"
"Leaver CS","2023","Declared disabled","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","Unknown","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","AA/AO","Female","85","[c]","21670","21690"
"Leaver CS","2023","Declared disabled","South West (England)","AA/AO","Male","85","[c]","22270","21690"
"Leaver CS","2023","Declared disabled","South West (England)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","EO","Female","65","[c]","27940","27570"
"Leaver CS","2023","Declared disabled","South West (England)","EO","Male","55","[c]","28450","27570"
"Leaver CS","2023","Declared disabled","South West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","SEO/HEO","Female","55","[c]","37400","36460"
"Leaver CS","2023","Declared disabled","South West (England)","SEO/HEO","Male","65","[c]","38950","39750"
"Leaver CS","2023","Declared disabled","South West (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","South West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","AA/AO","Female","120","[c]","21610","21690"
"Leaver CS","2023","Declared disabled","Wales","AA/AO","Male","60","[c]","21240","21690"
"Leaver CS","2023","Declared disabled","Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","EO","Female","45","[c]","27210","27570"
"Leaver CS","2023","Declared disabled","Wales","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Wales","SEO/HEO","Male","15","[c]","[c]","[c]"
