"Status","Year","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Foreign, Commonwealth and Development Office","G6/G7","LGBO","170","170","60040","57400"
"In post","2023","Foreign, Commonwealth and Development Office","G6/G7","Undeclared","60","55","63610","65000"
"In post","2023","Foreign, Commonwealth and Development Office","G6/G7","Unknown","1140","1115","59740","58030"
"In post","2023","Foreign, Commonwealth and Development Office","SCS level","Heterosexual / straight","405","400","88270","79470"
"In post","2023","Foreign, Commonwealth and Development Office","SCS level","LGBO","35","35","85730","79000"
"In post","2023","Foreign, Commonwealth and Development Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","SCS level","Unknown","145","145","85610","79000"
"In post","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","2055","2025","39370","38540"
"In post","2023","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","160","160","38570","38330"
"In post","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Undeclared","60","60","41710","40600"
"In post","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","1000","990","39400","39450"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Heterosexual / straight","45","45","24890","23800"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","HM Land Registry","AA/AO","Heterosexual / straight","785","720","23480","23390"
"In post","2023","HM Land Registry","AA/AO","LGBO","70","65","23330","23390"
"In post","2023","HM Land Registry","AA/AO","Undeclared","50","45","23650","23390"
"In post","2023","HM Land Registry","AA/AO","Unknown","695","655","23450","23390"
"In post","2023","HM Land Registry","EO","Heterosexual / straight","1370","1210","28380","28080"
"In post","2023","HM Land Registry","EO","LGBO","60","60","28480","28080"
"In post","2023","HM Land Registry","EO","Undeclared","260","220","28450","28080"
"In post","2023","HM Land Registry","EO","Unknown","770","700","28500","28080"
"In post","2023","HM Land Registry","G6/G7","Heterosexual / straight","225","215","62530","61730"
"In post","2023","HM Land Registry","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","G6/G7","Undeclared","30","25","66710","67290"
"In post","2023","HM Land Registry","G6/G7","Unknown","65","60","60100","58150"
"In post","2023","HM Land Registry","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","HM Land Registry","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","HM Land Registry","SEO/HEO","Heterosexual / straight","1470","1325","38430","34850"
"In post","2023","HM Land Registry","SEO/HEO","LGBO","55","50","38120","34850"
"In post","2023","HM Land Registry","SEO/HEO","Undeclared","300","260","38080","34850"
"In post","2023","HM Land Registry","SEO/HEO","Unknown","485","440","38120","34850"
"In post","2023","HM Revenue and Customs","AA/AO","Heterosexual / straight","10080","8890","22750","22520"
"In post","2023","HM Revenue and Customs","AA/AO","LGBO","800","755","22680","22520"
"In post","2023","HM Revenue and Customs","AA/AO","Undeclared","1165","1000","22850","22520"
"In post","2023","HM Revenue and Customs","AA/AO","Unknown","8220","7220","22750","22520"
"In post","2023","HM Revenue and Customs","EO","Heterosexual / straight","9485","8835","28770","28130"
"In post","2023","HM Revenue and Customs","EO","LGBO","715","695","28580","28130"
"In post","2023","HM Revenue and Customs","EO","Undeclared","1015","925","29210","28130"
"In post","2023","HM Revenue and Customs","EO","Unknown","5065","4760","28780","28130"
"In post","2023","HM Revenue and Customs","G6/G7","Heterosexual / straight","6530","6290","62580","57970"
"In post","2023","HM Revenue and Customs","G6/G7","LGBO","415","405","62390","58160"
"In post","2023","HM Revenue and Customs","G6/G7","Undeclared","750","710","63200","59190"
"In post","2023","HM Revenue and Customs","G6/G7","Unknown","1585","1525","62590","59180"
"In post","2023","HM Revenue and Customs","SCS level","Heterosexual / straight","385","375","87280","81240"
"In post","2023","HM Revenue and Customs","SCS level","LGBO","30","30","92940","81800"
"In post","2023","HM Revenue and Customs","SCS level","Undeclared","40","35","85450","82170"
"In post","2023","HM Revenue and Customs","SCS level","Unknown","75","75","92310","84160"
"In post","2023","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","16860","16130","38510","36470"
"In post","2023","HM Revenue and Customs","SEO/HEO","LGBO","1135","1115","37670","35000"
"In post","2023","HM Revenue and Customs","SEO/HEO","Undeclared","1920","1810","38910","36990"
"In post","2023","HM Revenue and Customs","SEO/HEO","Unknown","6105","5890","38140","35000"
"In post","2023","HM Treasury","AA/AO","Heterosexual / straight","40","40","23320","23210"
"In post","2023","HM Treasury","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Treasury","EO","Heterosexual / straight","205","200","27370","27820"
"In post","2023","HM Treasury","EO","LGBO","20","20","[c]","[c]"
"In post","2023","HM Treasury","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","HM Treasury","EO","Unknown","20","20","[c]","[c]"
"In post","2023","HM Treasury","G6/G7","Heterosexual / straight","915","895","58280","54850"
"In post","2023","HM Treasury","G6/G7","LGBO","90","85","57730","54130"
"In post","2023","HM Treasury","G6/G7","Undeclared","130","130","58280","55120"
"In post","2023","HM Treasury","G6/G7","Unknown","70","65","73540","68790"
"In post","2023","HM Treasury","SCS level","Heterosexual / straight","140","135","85450","79010"
"In post","2023","HM Treasury","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","HM Treasury","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","HM Treasury","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","HM Treasury","SEO/HEO","Heterosexual / straight","715","695","36690","34820"
"In post","2023","HM Treasury","SEO/HEO","LGBO","100","95","34660","33630"
"In post","2023","HM Treasury","SEO/HEO","Undeclared","135","130","36730","34620"
"In post","2023","HM Treasury","SEO/HEO","Unknown","55","55","43030","40620"
"In post","2023","Home Office","AA/AO","Heterosexual / straight","5110","4465","23060","22400"
"In post","2023","Home Office","AA/AO","LGBO","210","195","22650","22400"
"In post","2023","Home Office","AA/AO","Undeclared","590","500","23390","22400"
"In post","2023","Home Office","AA/AO","Unknown","3570","3395","23020","22400"
"In post","2023","Home Office","EO","Heterosexual / straight","10595","9760","27630","26300"
"In post","2023","Home Office","EO","LGBO","515","500","26920","25980"
"In post","2023","Home Office","EO","Undeclared","1510","1355","28140","27650"
"In post","2023","Home Office","EO","Unknown","4820","4645","27280","25880"
"In post","2023","Home Office","G6/G7","Heterosexual / straight","3110","3035","61930","59510"
"In post","2023","Home Office","G6/G7","LGBO","190","190","61280","59290"
"In post","2023","Home Office","G6/G7","Undeclared","415","410","62720","59510"
"In post","2023","Home Office","G6/G7","Unknown","670","660","61520","59290"
"In post","2023","Home Office","SCS level","Heterosexual / straight","275","270","90080","82380"
"In post","2023","Home Office","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Home Office","SCS level","Undeclared","20","15","[c]","[c]"
"In post","2023","Home Office","SCS level","Unknown","35","35","102810","95000"
"In post","2023","Home Office","SEO/HEO","Heterosexual / straight","8125","7855","37200","36180"
"In post","2023","Home Office","SEO/HEO","LGBO","430","420","37100","36310"
"In post","2023","Home Office","SEO/HEO","Undeclared","1120","1075","37680","36310"
"In post","2023","Home Office","SEO/HEO","Unknown","1610","1590","37570","36180"
"In post","2023","Home Office","Unknown","Heterosexual / straight","140","135","[c]","[c]"
"In post","2023","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Unknown","Undeclared","35","35","[c]","[c]"
"In post","2023","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","AA/AO","Heterosexual / straight","11485","10985","24070","22220"
"In post","2023","Ministry of Defence","AA/AO","LGBO","340","335","24580","22220"
"In post","2023","Ministry of Defence","AA/AO","Undeclared","1400","1340","25110","22220"
"In post","2023","Ministry of Defence","AA/AO","Unknown","2640","2550","25140","22220"
"In post","2023","Ministry of Defence","EO","Heterosexual / straight","6240","6050","29040","27470"
"In post","2023","Ministry of Defence","EO","LGBO","195","195","28950","27470"
"In post","2023","Ministry of Defence","EO","Undeclared","930","895","30070","28220"
"In post","2023","Ministry of Defence","EO","Unknown","1085","1050","29030","27470"
"In post","2023","Ministry of Defence","G6/G7","Heterosexual / straight","5900","5690","59150","56440"
"In post","2023","Ministry of Defence","G6/G7","LGBO","170","165","56990","55110"
"In post","2023","Ministry of Defence","G6/G7","Undeclared","650","630","60700","58190"
"In post","2023","Ministry of Defence","G6/G7","Unknown","1100","1040","59170","56210"
"In post","2023","Ministry of Defence","SCS level","Heterosexual / straight","400","385","94260","88100"
"In post","2023","Ministry of Defence","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Ministry of Defence","SCS level","Undeclared","50","50","91400","83460"
"In post","2023","Ministry of Defence","SCS level","Unknown","60","55","100570","97810"
"In post","2023","Ministry of Defence","SEO/HEO","Heterosexual / straight","16365","15850","38590","38680"
"In post","2023","Ministry of Defence","SEO/HEO","LGBO","635","625","37560","38020"
"In post","2023","Ministry of Defence","SEO/HEO","Undeclared","2145","2065","39350","38790"
"In post","2023","Ministry of Defence","SEO/HEO","Unknown","2535","2475","39250","39030"
"In post","2023","Ministry of Defence","Unknown","Heterosexual / straight","1680","1635","43910","42070"
"In post","2023","Ministry of Defence","Unknown","LGBO","55","55","37010","32560"
"In post","2023","Ministry of Defence","Unknown","Undeclared","195","190","46560","42760"
"In post","2023","Ministry of Defence","Unknown","Unknown","1920","1910","41510","39500"
"In post","2023","Ministry of Justice","AA/AO","Heterosexual / straight","27470","25385","27030","25480"
"In post","2023","Ministry of Justice","AA/AO","LGBO","2090","2020","27730","28880"
"In post","2023","Ministry of Justice","AA/AO","Undeclared","2860","2580","26270","24920"
"In post","2023","Ministry of Justice","AA/AO","Unknown","7655","7120","27680","28880"
"In post","2023","Ministry of Justice","EO","Heterosexual / straight","8320","7930","30780","29660"
"In post","2023","Ministry of Justice","EO","LGBO","560","550","31090","29660"
"In post","2023","Ministry of Justice","EO","Undeclared","1100","1045","31180","29660"
"In post","2023","Ministry of Justice","EO","Unknown","1515","1430","31640","29790"
"In post","2023","Ministry of Justice","G6/G7","Heterosexual / straight","2815","2740","63250","60860"
"In post","2023","Ministry of Justice","G6/G7","LGBO","230","230","61660","59700"
"In post","2023","Ministry of Justice","G6/G7","Undeclared","340","335","64090","61530"
"In post","2023","Ministry of Justice","G6/G7","Unknown","470","455","60980","57980"
"In post","2023","Ministry of Justice","SCS level","Heterosexual / straight","260","255","92320","86950"
"In post","2023","Ministry of Justice","SCS level","LGBO","30","30","[c]","[c]"
"In post","2023","Ministry of Justice","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2023","Ministry of Justice","SCS level","Unknown","30","30","94480","95000"
"In post","2023","Ministry of Justice","SEO/HEO","Heterosexual / straight","10595","10160","40140","38910"
"In post","2023","Ministry of Justice","SEO/HEO","LGBO","810","790","39730","38800"
"In post","2023","Ministry of Justice","SEO/HEO","Undeclared","1275","1210","41300","40660"
"In post","2023","Ministry of Justice","SEO/HEO","Unknown","1875","1800","39200","37680"
