"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Medicine","SEO/HEO","25","20","40800","41330"
"In post","2023","30-39","Unknown","Operational Delivery","AA/AO","90","85","25140","25620"
"In post","2023","30-39","Unknown","Operational Delivery","EO","85","80","29370","30610"
"In post","2023","30-39","Unknown","Operational Delivery","G6/G7","55","50","57230","55860"
"In post","2023","30-39","Unknown","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Operational Delivery","SEO/HEO","115","115","39850","39690"
"In post","2023","30-39","Unknown","Other","AA/AO","20","15","25620","25620"
"In post","2023","30-39","Unknown","Other","EO","25","25","29680","30610"
"In post","2023","30-39","Unknown","Other","G6/G7","65","65","54180","49260"
"In post","2023","30-39","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Other","SEO/HEO","105","100","40690","39690"
"In post","2023","30-39","Unknown","Other","Unknown","380","380","42120","41080"
"In post","2023","30-39","Unknown","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Planning","SEO/HEO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Policy","AA/AO","20","20","25460","25620"
"In post","2023","30-39","Unknown","Policy","EO","90","85","30060","30610"
"In post","2023","30-39","Unknown","Policy","G6/G7","145","140","60270","56450"
"In post","2023","30-39","Unknown","Policy","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Policy","SEO/HEO","295","285","39980","39690"
"In post","2023","30-39","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Project Delivery","SEO/HEO","15","15","39580","39690"
"In post","2023","30-39","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Psychology","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Psychology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Science and Engineering","EO","10","5","[c]","[c]"
"In post","2023","30-39","Unknown","Science and Engineering","G6/G7","180","175","50290","49260"
"In post","2023","30-39","Unknown","Science and Engineering","SEO/HEO","230","225","36210","39890"
"In post","2023","30-39","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Social Research","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Social Research","SEO/HEO","25","25","42700","43660"
"In post","2023","30-39","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Statistics","SEO/HEO","25","20","42570","43660"
"In post","2023","30-39","Unknown","Unknown","AA/AO","850","805","24740","24890"
"In post","2023","30-39","Unknown","Unknown","EO","1095","1050","30280","29450"
"In post","2023","30-39","Unknown","Unknown","G6/G7","890","865","61750","59870"
"In post","2023","30-39","Unknown","Unknown","SCS level","20","20","82100","83530"
"In post","2023","30-39","Unknown","Unknown","SEO/HEO","2265","2190","40420","39730"
"In post","2023","30-39","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Digital, Data and Technology","G6/G7","15","15","57980","56080"
"In post","2023","40-49","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Digital, Data and Technology","SEO/HEO","25","25","39450","41530"
"In post","2023","40-49","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Economics","G6/G7","130","125","65080","63450"
"In post","2023","40-49","Analysis","Economics","SCS level","35","35","92590","88830"
"In post","2023","40-49","Analysis","Economics","SEO/HEO","20","20","38930","39300"
"In post","2023","40-49","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Intelligence Analysis","G6/G7","10","10","57000","57820"
"In post","2023","40-49","Analysis","Intelligence Analysis","SEO/HEO","25","25","39640","41240"
"In post","2023","40-49","Analysis","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Knowledge and Information Management","SEO/HEO","10","10","38820","36600"
"In post","2023","40-49","Analysis","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Operational Delivery","EO","45","40","26380","25720"
"In post","2023","40-49","Analysis","Operational Delivery","G6/G7","25","25","55840","51460"
"In post","2023","40-49","Analysis","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Operational Delivery","SEO/HEO","90","85","35560","36310"
"In post","2023","40-49","Analysis","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Operational Research","EO","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Operational Research","G6/G7","100","90","57990","57970"
"In post","2023","40-49","Analysis","Operational Research","SCS level","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Operational Research","SEO/HEO","60","55","40280","39890"
"In post","2023","40-49","Analysis","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Other","EO","20","15","28370","28890"
"In post","2023","40-49","Analysis","Other","G6/G7","80","70","76450","68080"
"In post","2023","40-49","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Other","SEO/HEO","55","50","40010","39000"
"In post","2023","40-49","Analysis","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Policy","G6/G7","35","30","63000","58370"
"In post","2023","40-49","Analysis","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Policy","SEO/HEO","10","10","41020","40450"
"In post","2023","40-49","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Science and Engineering","EO","20","15","26100","25970"
"In post","2023","40-49","Analysis","Science and Engineering","G6/G7","190","185","55740","52980"
"In post","2023","40-49","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Science and Engineering","SEO/HEO","120","115","35570","37300"
"In post","2023","40-49","Analysis","Social Research","EO","5","5","[c]","[c]"
"In post","2023","40-49","Analysis","Social Research","G6/G7","145","135","60100","58970"
"In post","2023","40-49","Analysis","Social Research","SCS level","10","10","[c]","[c]"
"In post","2023","40-49","Analysis","Social Research","SEO/HEO","120","105","38810","39300"
"In post","2023","40-49","Analysis","Statistics","EO","20","20","28550","27470"
"In post","2023","40-49","Analysis","Statistics","G6/G7","265","250","60770","60370"
"In post","2023","40-49","Analysis","Statistics","SCS level","35","35","83330","80450"
"In post","2023","40-49","Analysis","Statistics","SEO/HEO","220","200","40000","40650"
"In post","2023","40-49","Analysis","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Unknown","G6/G7","20","15","63260","61740"
"In post","2023","40-49","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Analysis","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","40-49","Commercial","Commercial","AA/AO","60","55","23610","22920"
"In post","2023","40-49","Commercial","Commercial","EO","105","100","27850","27140"
"In post","2023","40-49","Commercial","Commercial","G6/G7","670","660","64410","65430"
"In post","2023","40-49","Commercial","Commercial","SCS level","100","100","110890","103330"
"In post","2023","40-49","Commercial","Commercial","SEO/HEO","655","635","38770","39590"
"In post","2023","40-49","Commercial","Commercial","Unknown","35","35","45340","42620"
"In post","2023","40-49","Commercial","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Human Resources","G6/G7","15","15","57240","56430"
"In post","2023","40-49","Commercial","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Operational Delivery","EO","15","15","28700","28130"
"In post","2023","40-49","Commercial","Operational Delivery","G6/G7","25","25","64980","64210"
"In post","2023","40-49","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Operational Delivery","SEO/HEO","30","25","39750","37950"
"In post","2023","40-49","Commercial","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Other","G6/G7","25","20","51210","47960"
"In post","2023","40-49","Commercial","Other","SEO/HEO","20","15","36460","37420"
"In post","2023","40-49","Commercial","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Policy","G6/G7","15","15","56570","52870"
"In post","2023","40-49","Commercial","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Project Delivery","SEO/HEO","10","10","34040","34170"
"In post","2023","40-49","Commercial","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Tax","SEO/HEO","5","5","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","G6/G7","30","30","65500","65500"
"In post","2023","40-49","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Commercial","Unknown","SEO/HEO","20","20","40140","40750"
"In post","2023","40-49","Commercial","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Communications","AA/AO","30","25","23130","22360"
"In post","2023","40-49","Communications","Communications","EO","70","65","28830","27740"
"In post","2023","40-49","Communications","Communications","G6/G7","345","330","60340","58230"
"In post","2023","40-49","Communications","Communications","SCS level","60","60","91130","86700"
"In post","2023","40-49","Communications","Communications","SEO/HEO","440","410","40040","40600"
"In post","2023","40-49","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Communications","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
