"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Welsh Government","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Welsh Government","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Welsh Government","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Welsh Government","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Policy","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Welsh Government","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Welsh Government","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Communications","London","5","5","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Counter Fraud","London","15","15","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Finance","London","10","10","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Human Resources","London","20","20","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Legal","London","225","220","55380","55170"
"In post","2023","Black","Attorney General's Departments","Legal","Outside London","65","60","54090","53930"
"In post","2023","Black","Attorney General's Departments","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Operational Delivery","London","200","190","28670","28170"
"In post","2023","Black","Attorney General's Departments","Operational Delivery","Outside London","60","60","26780","25600"
"In post","2023","Black","Attorney General's Departments","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Attorney General's Departments","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Commercial","London","35","35","63950","65000"
"In post","2023","Black","Cabinet Office","Commercial","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Communications","London","5","5","[c]","[c]"
"In post","2023","Black","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Digital, Data and Technology","London","55","50","48250","41870"
"In post","2023","Black","Cabinet Office","Digital, Data and Technology","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Finance","London","10","10","[c]","[c]"
"In post","2023","Black","Cabinet Office","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Cabinet Office","Human Resources","London","30","30","47070","41870"
"In post","2023","Black","Cabinet Office","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Policy","London","5","5","[c]","[c]"
"In post","2023","Black","Cabinet Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Black","Cabinet Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Property","London","5","5","[c]","[c]"
"In post","2023","Black","Cabinet Office","Property","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Cabinet Office","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Security","London","5","5","[c]","[c]"
"In post","2023","Black","Cabinet Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Cabinet Office","Unknown","London","100","95","38050","31430"
"In post","2023","Black","Cabinet Office","Unknown","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Chancellor's other departments","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Legal","London","5","5","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Project Delivery","London","20","20","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Economics","London","5","5","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Finance","London","15","15","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Human Resources","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","London","60","60","38170","35220"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","45","45","27020","25040"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Policy","London","230","230","44650","41360"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Policy","Outside London","45","45","38050","36200"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Finance","London","5","5","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Other","London","10","10","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Policy","London","45","45","38480","35620"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Project Delivery","London","15","15","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Department for Education","Communications","London","5","5","[c]","[c]"
"In post","2023","Black","Department for Education","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2023","Black","Department for Education","Digital, Data and Technology","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Department for Education","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Finance","London","15","15","[c]","[c]"
"In post","2023","Black","Department for Education","Finance","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Department for Education","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Operational Delivery","London","35","35","43940","41440"
"In post","2023","Black","Department for Education","Operational Delivery","Outside London","30","30","37530","33370"
"In post","2023","Black","Department for Education","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Policy","London","55","50","42010","41440"
"In post","2023","Black","Department for Education","Policy","Outside London","20","15","[c]","[c]"
"In post","2023","Black","Department for Education","Project Delivery","London","30","30","47540","47010"
"In post","2023","Black","Department for Education","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Department for Education","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Statistics","London","5","5","[c]","[c]"
