"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","120","115","26400","22150"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Policy","London","140","135","42500","40260"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Policy","Outside London","45","45","40230","37300"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Property","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Property","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","40","35","32430","30320"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Commercial","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Communications","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Economics","London","20","20","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Finance","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Human Resources","London","20","20","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","International Trade","London","115","115","47910","41750"
"In post","2023","Asian","Department for International Trade","International Trade","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Department for International Trade","International Trade","Overseas","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Operational Delivery","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Other","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Policy","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Project Delivery","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Security","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Statistics","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Communications","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Economics","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Finance","London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Finance","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Operational Delivery","London","20","20","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","35","35","32520","31290"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Policy","London","110","110","48250","40800"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Policy","Outside London","35","35","38820","37540"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Project Delivery","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Statistics","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport","Commercial","London","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport","Commercial","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Department for Transport","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Corporate Finance","London","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
