"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Unknown","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Central Civil Service Fast Stream","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Crown Prosecution Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Forestry and Land Scotland","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Met Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","National Records of Scotland","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Office of Gas and Electricity Markets","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Office of the Scottish Charity Regulator","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Revenue Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Scottish Fiscal Commission","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Scottish Forestry","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Scottish Government (excl. agencies)","Scotland","40","[c]","46360","38330"
"Leaver CS","2023","Declared disabled","Unknown","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Scottish Public Pensions Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Social Security Scotland","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","Wales","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Welsh Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Central Civil Service Fast Stream","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Companies House","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
