"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Wales","50","50","40360","38660"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Licensing Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","FCDO Services","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","South West (England)","45","40","38800","39460"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","40","40","52080","41770"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North East (England)","55","55","42420","42140"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North West (England)","40","40","41690","41780"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Scotland","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South East (England)","25","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Wales","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","60","60","43990","41960"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","30","30","38580","34700"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Health and Safety Executive","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","London","70","70","53630","47400"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","North West (England)","35","30","44720","39710"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Home Office","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Intellectual Property Office","Wales","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Maritime and Coastguard Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","East of England","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","South West (England)","125","115","35590","35230"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","40","40","30350","27470"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","35","35","41600","37700"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","60","60","32870","33990"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","95","90","36200","34300"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","55","55","53800","55720"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","North West (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Savings and Investments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Registers of Scotland","Scotland","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Serious Fraud Office","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Submarine Delivery Agency","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The Insolvency Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","The National Archives","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Hydrographic Office","South West (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","South East (England)","25","25","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","Wales","40","35","38450","37760"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Statistics Authority","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Vehicle Certification Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
