"Status","Year","Disability","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Government Property Agency","Outside London","205","205","49150","51020"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","London","2660","2485","32910","29660"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Outside London","8290","7365","26640","21780"
"In post","2023","Declared non-disabled","HM Courts and Tribunals Service","Unknown","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Crown Prosecution Service Inspectorate","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","HM Land Registry","London","255","235","43240","38410"
"In post","2023","Declared non-disabled","HM Land Registry","Outside London","3725","3310","33410","28080"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","London","4565","4405","38350","35590"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Outside London","38000","35925","31960","30580"
"In post","2023","Declared non-disabled","HM Prison and Probation Service","Unknown","45","45","28600","28880"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","London","5790","5525","48080","42060"
"In post","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Outside London","34815","32475","34830","34400"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","London","1170","1150","49840","54090"
"In post","2023","Declared non-disabled","HM Treasury (excl. agencies)","Outside London","165","160","39200","30510"
"In post","2023","Declared non-disabled","Health and Safety Executive","London","115","110","49930","47320"
"In post","2023","Declared non-disabled","Health and Safety Executive","Outside London","2080","1970","43710","40790"
"In post","2023","Declared non-disabled","Home Office","London","8865","8365","42300","36310"
"In post","2023","Declared non-disabled","Home Office","Outside London","15630","14390","30220","26380"
"In post","2023","Declared non-disabled","Home Office","Overseas","115","115","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","120","110","29390","27340"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","75","75","57170","55290"
"In post","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Outside London","165","160","46210","51460"
"In post","2023","Declared non-disabled","Intellectual Property Office","London","30","30","51950","45040"
"In post","2023","Declared non-disabled","Intellectual Property Office","Outside London","1125","1055","41650","41240"
"In post","2023","Declared non-disabled","Legal Aid Agency","London","115","110","46120","43650"
"In post","2023","Declared non-disabled","Legal Aid Agency","Outside London","710","660","29280","25830"
"In post","2023","Declared non-disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Maritime and Coastguard Agency","Outside London","750","725","37650","32950"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","280","275","55600","54460"
"In post","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Outside London","105","100","54270","54460"
"In post","2023","Declared non-disabled","Met Office","London","30","30","39840","39650"
"In post","2023","Declared non-disabled","Met Office","Outside London","1995","1900","39900","39650"
"In post","2023","Declared non-disabled","Met Office","Overseas","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","London","2275","2225","46270","45750"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Outside London","20190","19485","33580","30200"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Overseas","315","315","53890","48850"
"In post","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","London","2545","2475","48640","43650"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Outside London","1960","1900","39890","37680"
"In post","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","London","415","400","50630","49200"
"In post","2023","Declared non-disabled","National Crime Agency","Outside London","1010","970","43030","41910"
"In post","2023","Declared non-disabled","National Crime Agency","Overseas","65","65","48340","47380"
"In post","2023","Declared non-disabled","National Crime Agency","Unknown","45","40","47440","47380"
"In post","2023","Declared non-disabled","National Infrastructure Commission","London","35","35","58960","55080"
"In post","2023","Declared non-disabled","National Infrastructure Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Records of Scotland","Outside London","190","175","40800","38330"
"In post","2023","Declared non-disabled","National Savings and Investments","London","130","130","55580","49640"
"In post","2023","Declared non-disabled","National Savings and Investments","Outside London","55","55","45910","43700"
"In post","2023","Declared non-disabled","Northern Ireland Office","London","50","50","55930","55720"
"In post","2023","Declared non-disabled","Northern Ireland Office","Outside London","45","45","36660","37680"
"In post","2023","Declared non-disabled","Office for Budget Responsibility","London","30","30","53100","54130"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","London","255","250","55650","52750"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Outside London","1455","1405","53060","52750"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","London","730","720","51030","46260"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","595","590","40110","35000"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","270","260","44940","40240"
"In post","2023","Declared non-disabled","Office of Rail and Road","London","45","45","56950","55990"
"In post","2023","Declared non-disabled","Office of Rail and Road","Outside London","30","30","48190","51830"
"In post","2023","Declared non-disabled","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Public Guardian","Outside London","945","875","24840","21780"
"In post","2023","Declared non-disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Scottish Charity Regulator","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","London","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectorate","London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Planning Inspectorate","Outside London","640","585","47180","48660"
"In post","2023","Declared non-disabled","Queen Elizabeth II Centre","London","40","40","42330","39000"
"In post","2023","Declared non-disabled","Registers of Scotland","Outside London","595","580","37210","32510"
"In post","2023","Declared non-disabled","Revenue Scotland","Outside London","45","40","46710","42860"
"In post","2023","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Rural Payments Agency","Outside London","1510","1395","27240","25920"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Outside London","820","770","31000","25060"
"In post","2023","Declared non-disabled","Scottish Fiscal Commission","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Forestry","Outside London","190","185","37950","38210"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Outside London","4900","4685","48520","43330"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Outside London","30","30","57160","60070"
"In post","2023","Declared non-disabled","Scottish Prison Service","Outside London","65","60","42510","37060"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Outside London","125","115","35260","31940"
"In post","2023","Declared non-disabled","Serious Fraud Office","London","330","320","47930","42200"
