"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Female","35","[c]","34240","33130"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Female","130","[c]","49120","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","AA/AO","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","AA/AO","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","EO","Female","85","[c]","26490","25780"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","EO","Male","85","[c]","25810","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","G6","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","G7","Female","35","[c]","53570","54050"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","G7","Male","55","[c]","53880","53000"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","HEO","Male","45","[c]","36350","35500"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","SEO","Female","30","[c]","41330","42000"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","SEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6/G7","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","AA/AO","AA","Female","635","[c]","22260","22180"
"New entrant CS","2023","Scottish Government","AA/AO","AA","Male","435","[c]","22510","22180"
"New entrant CS","2023","Scottish Government","AA/AO","AO","Female","405","[c]","24270","24710"
"New entrant CS","2023","Scottish Government","AA/AO","AO","Male","305","[c]","24720","24710"
"New entrant CS","2023","Scottish Government","EO","EO","Female","645","[c]","29400","29100"
"New entrant CS","2023","Scottish Government","EO","EO","Male","400","[c]","29660","29100"
"New entrant CS","2023","Scottish Government","G6/G7","G6","Female","30","[c]","72790","70540"
"New entrant CS","2023","Scottish Government","G6/G7","G6","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","G6/G7","G7","Female","125","[c]","54720","52360"
"New entrant CS","2023","Scottish Government","G6/G7","G7","Male","110","[c]","57030","52360"
"New entrant CS","2023","Scottish Government","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","SEO/HEO","HEO","Female","375","[c]","34930","33560"
"New entrant CS","2023","Scottish Government","SEO/HEO","HEO","Male","210","[c]","34890","33520"
"New entrant CS","2023","Scottish Government","SEO/HEO","SEO","Female","190","[c]","44070","41640"
"New entrant CS","2023","Scottish Government","SEO/HEO","SEO","Male","130","[c]","44810","42860"
"New entrant CS","2023","The National Archives","AA/AO","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","AA/AO","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","EO","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","EO","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","EO","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","G6/G7","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","AA/AO","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","AA/AO","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","AA/AO","AO","Female","215","[c]","21360","21200"
"New entrant CS","2023","UK Statistics Authority","AA/AO","AO","Male","220","[c]","21520","21200"
"New entrant CS","2023","UK Statistics Authority","EO","EO","Female","75","[c]","25230","24840"
"New entrant CS","2023","UK Statistics Authority","EO","EO","Male","70","[c]","25110","24840"
"New entrant CS","2023","UK Statistics Authority","G6/G7","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","G6/G7","G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","G6/G7","G7","Male","45","[c]","53280","51460"
"New entrant CS","2023","UK Statistics Authority","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","HEO","Female","115","[c]","31450","31560"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","HEO","Male","130","[c]","31620","31060"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","SEO","Female","65","[c]","38530","37760"
"New entrant CS","2023","UK Statistics Authority","SEO/HEO","SEO","Male","65","[c]","38760","37760"
"New entrant CS","2023","UK Supreme Court","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","EO","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","EO","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","EO","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","G6/G7","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","AA/AO","AO","Female","60","[c]","22160","22150"
"New entrant CS","2023","Welsh Government","AA/AO","AO","Male","45","[c]","22190","22150"
